Date,MZTI
2010-01-04,32.92390823364258
2010-01-05,33.24720001220703
2010-01-06,33.3659782409668
2010-01-07,33.31318283081055
2010-01-08,33.240604400634766
2010-01-11,33.464942932128906
2010-01-12,33.64308166503906
2010-01-13,34.250099182128906
2010-01-14,34.098350524902344
2010-01-15,33.53752136230469
2010-01-19,33.91360855102539
2010-01-20,33.64969253540039
2010-01-21,33.64308166503906
2010-01-22,33.57050704956055
2010-01-25,33.81463623046875
2010-01-26,33.636497497558594
2010-01-27,34.83071517944336
2010-01-28,35.43775177001953
2010-01-29,35.991966247558594
2010-02-01,35.8599967956543
2010-02-02,36.777122497558594
2010-02-03,36.44722366333008
2010-02-04,35.82041549682617
2010-02-05,36.20970153808594
2010-02-08,36.17011260986328
2010-02-09,36.40763854980469
2010-02-10,36.42085266113281
2010-02-11,37.37094497680664
2010-02-12,38.057132720947266
2010-02-16,38.116512298583984
2010-02-17,38.281463623046875
2010-02-18,38.42661666870117
2010-02-19,38.875274658203125
2010-02-22,38.875274658203125
2010-02-23,38.61135482788086
2010-02-24,38.78950881958008
2010-02-25,38.40684127807617
2010-02-26,37.96476364135742
2010-03-01,38.09672546386719
2010-03-02,38.22867965698242
2010-03-03,38.439823150634766
2010-03-04,38.855506896972656
2010-03-05,39.43611145019531
2010-03-08,39.16422653198242
2010-03-09,39.409584045410156
2010-03-10,39.19075012207031
2010-03-11,39.17750549316406
2010-03-12,38.67351531982422
2010-03-15,38.87910079956055
2010-03-16,38.918880462646484
2010-03-17,39.09128189086914
2010-03-18,39.5289421081543
2010-03-19,38.9321403503418
2010-03-22,39.57537078857422
2010-03-23,39.82734298706055
2010-03-24,39.5289421081543
2010-03-25,39.20402526855469
2010-03-26,39.21064376831055
2010-03-29,39.310115814208984
2010-03-30,39.29685974121094
2010-03-31,39.097930908203125
2010-04-01,39.17085647583008
2010-04-05,39.29685974121094
2010-04-06,39.369808197021484
2010-04-07,39.16422653198242
2010-04-08,38.892337799072266
2010-04-09,38.852561950683594
2010-04-12,39.078025817871094
2010-04-13,39.124446868896484
2010-04-14,39.469276428222656
2010-04-15,39.57537078857422
2010-04-16,39.86714553833008
2010-04-19,39.70798873901367
2010-04-20,40.04620361328125
2010-04-21,40.4705810546875
2010-04-22,40.54352951049805
2010-04-23,40.51036834716797
2010-04-26,40.384395599365234
2010-04-27,39.80746078491211
2010-04-28,39.92681121826172
2010-04-29,37.55283737182617
2010-04-30,36.45204544067383
2010-05-03,36.19342041015625
2010-05-04,35.643028259277344
2010-05-05,36.140380859375
2010-05-06,35.78227996826172
2010-05-07,34.98652267456055
2010-05-10,35.84196853637695
2010-05-11,35.90827178955078
2010-05-12,36.71067428588867
2010-05-13,36.0408935546875
2010-05-14,36.425514221191406
2010-05-17,36.352569580078125
2010-05-18,35.855228424072266
2010-05-19,36.18679428100586
2010-05-20,36.23984909057617
2010-05-21,36.45204544067383
2010-05-24,36.25309753417969
2010-05-25,36.25309753417969
2010-05-26,35.855228424072266
2010-05-27,36.59130096435547
2010-05-28,36.24647521972656
2010-06-01,35.6894416809082
2010-06-02,36.08732223510742
2010-06-03,36.531620025634766
2010-06-04,35.391056060791016
2010-06-07,35.271671295166016
2010-06-08,36.11862564086914
2010-06-09,36.42540740966797
2010-06-10,36.845542907714844
2010-06-11,36.73216247558594
2010-06-14,36.8188591003418
2010-06-15,36.838863372802734
2010-06-16,36.75883102416992
2010-06-17,36.552101135253906
2010-06-18,36.95889663696289
2010-06-21,36.445411682128906
2010-06-22,36.912227630615234
2010-06-23,36.312015533447266
2010-06-24,36.27199935913086
2010-06-25,36.45207214355469
2010-06-28,36.478736877441406
2010-06-29,35.94523239135742
2010-06-30,35.585113525390625
2010-07-01,35.27167510986328
2010-07-02,35.01826858520508
2010-07-06,35.02494430541992
2010-07-07,35.41172790527344
2010-07-08,35.78518295288086
2010-07-09,35.81185531616211
2010-07-12,35.558448791503906
2010-07-13,35.77851104736328
2010-07-14,35.725162506103516
2010-07-15,35.431732177734375
2010-07-16,34.458065032958984
2010-07-19,34.784854888916016
2010-07-20,35.07828903198242
2010-07-21,34.6314582824707
2010-07-22,35.231666564941406
2010-07-23,35.93855667114258
2010-07-26,36.23866271972656
2010-07-27,36.27867889404297
2010-07-28,35.59178924560547
2010-07-29,35.13829803466797
2010-07-30,34.624813079833984
2010-08-02,34.711483001708984
2010-08-03,34.49140930175781
2010-08-04,34.64480209350586
2010-08-05,34.057952880859375
2010-08-06,33.29769515991211
2010-08-09,33.444400787353516
2010-08-10,33.090946197509766
2010-08-11,32.657466888427734
2010-08-12,32.68415069580078
2010-08-13,32.537437438964844
2010-08-16,32.81086349487305
2010-08-17,33.16431427001953
2010-08-18,32.337371826171875
2010-08-19,31.45707893371582
2010-08-20,30.763525009155273
2010-08-23,30.590124130249023
2010-08-24,30.35004997253418
2010-08-25,30.85021209716797
2010-08-26,30.650150299072266
2010-08-27,31.57712173461914
2010-08-30,30.830204010009766
2010-08-31,30.390071868896484
2010-09-01,30.7968692779541
2010-09-02,30.503435134887695
2010-09-03,30.790199279785156
2010-09-07,30.67682647705078
2010-09-08,30.730531692504883
2010-09-09,30.77750587463379
2010-09-10,30.78423309326172
2010-09-13,30.683536529541016
2010-09-14,30.73723793029785
2010-09-15,30.79764747619629
2010-09-16,30.589548110961914
2010-09-17,30.723804473876953
2010-09-20,31.29439353942871
2010-09-21,30.871503829956055
2010-09-22,30.770811080932617
2010-09-23,30.522424697875977
2010-09-24,31.153419494628906
2010-09-27,30.99233627319336
2010-09-28,31.542762756347656
2010-09-29,31.58974838256836
2010-09-30,31.885107040405273
2010-10-01,32.18717575073242
2010-10-04,31.529329299926758
2010-10-05,32.56978988647461
2010-10-06,32.596641540527344
2010-10-07,32.46239471435547
2010-10-08,32.65034484863281
2010-10-11,32.657066345214844
2010-10-12,32.75774002075195
2010-10-13,33.34846115112305
2010-10-14,33.57667922973633
2010-10-15,33.56998825073242
2010-10-18,34.060001373291016
2010-10-19,34.02643585205078
2010-10-20,33.88547897338867
2010-10-21,33.99958801269531
2010-10-22,33.912330627441406
2010-10-25,33.91903305053711
2010-10-26,34.05329895019531
2010-10-27,33.851905822753906
2010-10-28,33.73779296875
2010-10-29,33.50956726074219
2010-11-01,33.34846115112305
2010-11-02,33.36859893798828
2010-11-03,33.30147171020508
2010-11-04,34.05329895019531
2010-11-05,34.127140045166016
2010-11-08,34.37548065185547
2010-11-09,34.37548065185547
2010-11-10,34.30836486816406
2010-11-11,34.060001373291016
2010-11-12,33.945899963378906
2010-11-15,34.58359146118164
2010-11-16,33.966026306152344
2010-11-17,33.952598571777344
2010-11-18,35.073612213134766
2010-11-19,35.060184478759766
2010-11-22,35.17431640625
2010-11-23,34.83197021484375
2010-11-24,35.221282958984375
2010-11-26,35.30184555053711
2010-11-29,35.321983337402344
2010-11-30,34.95279312133789
2010-12-01,35.516639709472656
2010-12-02,36.060367584228516
2010-12-03,36.3355827331543
2010-12-06,36.78535079956055
2010-12-07,37.470027923583984
2010-12-08,37.28096008300781
2010-12-09,37.61858367919922
2010-12-10,37.591590881347656
2010-12-13,37.611846923828125
2010-12-14,38.03049087524414
2010-12-15,38.16554260253906
2010-12-16,38.24658203125
2010-12-17,38.48966979980469
2010-12-20,38.624725341796875
2010-12-21,38.550437927246094
2010-12-22,38.76652145385742
2010-12-23,39.036617279052734
2010-12-27,39.104164123535156
2010-12-28,38.88132095336914
2010-12-29,38.86780548095703
2010-12-30,38.89482498168945
2010-12-31,38.624725341796875
2011-01-03,38.739524841308594
2011-01-04,37.3147087097168
2011-01-05,37.409244537353516
2011-01-06,36.173545837402344
2011-01-07,35.7751350402832
2011-01-10,35.70760726928711
2011-01-11,36.40986633300781
2011-01-12,36.63946533203125
2011-01-13,36.49766159057617
2011-01-14,36.6529541015625
2011-01-18,36.54493713378906
2011-01-19,36.214054107666016
2011-01-20,36.36262130737305
2011-01-21,36.153282165527344
2011-01-24,36.625953674316406
2011-01-25,36.3761100769043
2011-01-26,36.3761100769043
2011-01-27,38.57069778442383
2011-01-28,37.72662353515625
2011-01-31,37.5240364074707
2011-02-01,38.010231018066406
2011-02-02,37.84816360473633
2011-02-03,38.38162612915039
2011-02-04,38.347862243652344
2011-02-07,37.87519073486328
2011-02-08,38.550437927246094
2011-02-09,38.66523742675781
2011-02-10,38.63822937011719
2011-02-11,39.961727142333984
2011-02-14,39.33374786376953
2011-02-15,39.04336929321289
2011-02-16,39.198692321777344
2011-02-17,39.711883544921875
2011-02-18,39.32700729370117
2011-02-22,39.016361236572266
2011-02-23,38.6517333984375
2011-02-24,37.78740692138672
2011-02-25,38.85432052612305
2011-02-28,38.975860595703125
2011-03-01,38.091278076171875
2011-03-02,38.152042388916016
2011-03-03,38.32086181640625
2011-03-04,37.93595504760742
2011-03-07,37.61858367919922
2011-03-08,38.08050537109375
2011-03-09,38.13483810424805
2011-03-10,37.48951721191406
2011-03-11,37.353660583496094
2011-03-14,37.2449836730957
2011-03-15,37.08875274658203
2011-03-16,37.32650375366211
2011-03-17,37.04800796508789
2011-03-18,38.84129333496094
2011-03-21,39.751522064208984
2011-03-22,39.72435760498047
2011-03-23,39.96890640258789
2011-03-24,40.4511833190918
2011-03-25,40.15909957885742
2011-03-28,40.13871383666992
2011-03-29,40.6074333190918
2011-03-30,40.96063995361328
2011-03-31,41.164424896240234
2011-04-01,41.59239196777344
2011-04-04,41.578792572021484
2011-04-05,42.2037353515625
2011-04-06,41.70106506347656
2011-04-07,41.48370361328125
2011-04-08,41.76219940185547
2011-04-11,41.857303619384766
2011-04-12,41.88446807861328
2011-04-13,42.04750442504883
2011-04-14,42.29204559326172
2011-04-15,42.84226608276367
2011-04-18,42.067874908447266
2011-04-19,42.13580322265625
2011-04-20,42.5705451965332
2011-04-21,42.55015563964844
2011-04-25,42.42111587524414
2011-04-26,43.61664962768555
2011-04-27,43.895137786865234
2011-04-28,42.16297149658203
