Date,NXT
2023-02-09,30.459999084472656
2023-02-10,31.010000228881836
2023-02-13,31.420000076293945
2023-02-14,30.799999237060547
2023-02-15,32.68000030517578
2023-02-16,31.510000228881836
2023-02-17,31.639999389648438
2023-02-21,30.950000762939453
2023-02-22,31.260000228881836
2023-02-23,31.989999771118164
2023-02-24,30.209999084472656
2023-02-27,29.90999984741211
2023-02-28,30.440000534057617
2023-03-01,31.079999923706055
2023-03-02,31.889999389648438
2023-03-03,33.349998474121094
2023-03-06,32.45000076293945
2023-03-07,33.95000076293945
2023-03-08,32.720001220703125
2023-03-09,32.65999984741211
2023-03-10,31.190000534057617
2023-03-13,31.5
2023-03-14,31.850000381469727
2023-03-15,30.75
2023-03-16,29.610000610351562
2023-03-17,29.06999969482422
2023-03-20,28.549999237060547
2023-03-21,31.18000030517578
2023-03-22,31.84000015258789
2023-03-23,32.209999084472656
2023-03-24,31.200000762939453
2023-03-27,31.239999771118164
2023-03-28,32.52000045776367
2023-03-29,33.540000915527344
2023-03-30,34.75
2023-03-31,36.2599983215332
2023-04-03,33.54999923706055
2023-04-04,33.22999954223633
2023-04-05,32.25
2023-04-06,32.720001220703125
2023-04-10,34.0
2023-04-11,34.86000061035156
2023-04-12,34.689998626708984
2023-04-13,35.310001373291016
2023-04-14,34.84000015258789
2023-04-17,34.18000030517578
2023-04-18,33.689998626708984
2023-04-19,34.18000030517578
2023-04-20,34.279998779296875
2023-04-21,34.59000015258789
2023-04-24,34.4900016784668
2023-04-25,32.689998626708984
2023-04-26,31.8700008392334
2023-04-27,32.150001525878906
2023-04-28,31.489999771118164
2023-05-01,30.8700008392334
2023-05-02,29.68000030517578
2023-05-03,30.110000610351562
2023-05-04,30.049999237060547
2023-05-05,30.899999618530273
2023-05-08,32.22999954223633
2023-05-09,33.65999984741211
2023-05-10,33.22999954223633
2023-05-11,35.43000030517578
2023-05-12,39.38999938964844
2023-05-15,40.31999969482422
2023-05-16,37.5099983215332
2023-05-17,38.92499923706055
2023-05-18,39.33000183105469
2023-05-19,39.15999984741211
2023-05-22,39.97999954223633
2023-05-23,39.18000030517578
2023-05-24,38.459999084472656
2023-05-25,38.83000183105469
2023-05-26,39.13999938964844
2023-05-30,38.900001525878906
2023-05-31,38.25
2023-06-01,40.06999969482422
2023-06-02,40.77000045776367
2023-06-05,39.599998474121094
2023-06-06,40.08000183105469
2023-06-07,40.54999923706055
2023-06-08,41.040000915527344
2023-06-09,40.290000915527344
2023-06-12,41.310001373291016
2023-06-13,42.15999984741211
2023-06-14,41.150001525878906
2023-06-15,42.58000183105469
2023-06-16,41.43000030517578
2023-06-20,39.630001068115234
2023-06-21,40.470001220703125
2023-06-22,39.65999984741211
2023-06-23,38.630001068115234
2023-06-26,38.04999923706055
2023-06-27,37.599998474121094
2023-06-28,37.130001068115234
2023-06-29,38.099998474121094
2023-06-30,39.810001373291016
2023-07-03,39.43000030517578
2023-07-05,38.09000015258789
2023-07-06,37.119998931884766
2023-07-07,38.06999969482422
2023-07-10,38.540000915527344
2023-07-11,37.81999969482422
2023-07-12,38.13999938964844
2023-07-13,39.02000045776367
2023-07-14,37.790000915527344
2023-07-17,39.08000183105469
2023-07-18,39.439998626708984
2023-07-19,39.56999969482422
2023-07-20,39.58000183105469
2023-07-21,39.119998931884766
2023-07-24,39.40999984741211
2023-07-25,38.54999923706055
2023-07-26,39.310001373291016
2023-07-27,44.189998626708984
2023-07-28,42.72999954223633
2023-07-31,42.349998474121094
2023-08-01,43.34000015258789
2023-08-02,41.72999954223633
2023-08-03,41.13999938964844
2023-08-04,40.880001068115234
2023-08-07,40.7400016784668
2023-08-08,41.22999954223633
2023-08-09,40.91999816894531
2023-08-10,40.72999954223633
2023-08-11,41.439998626708984
2023-08-14,42.150001525878906
2023-08-15,40.900001525878906
2023-08-16,38.84000015258789
2023-08-17,36.599998474121094
2023-08-18,37.400001525878906
2023-08-21,36.630001068115234
2023-08-22,36.47999954223633
2023-08-23,38.36000061035156
2023-08-24,38.34000015258789
2023-08-25,39.619998931884766
2023-08-28,40.810001373291016
2023-08-29,41.95000076293945
2023-08-30,41.81999969482422
2023-08-31,42.119998931884766
2023-09-01,43.130001068115234
2023-09-05,44.11000061035156
2023-09-06,43.70000076293945
2023-09-07,42.310001373291016
2023-09-08,42.61000061035156
2023-09-11,42.7400016784668
2023-09-12,43.66999816894531
2023-09-13,41.2400016784668
2023-09-14,43.150001525878906
2023-09-15,42.880001068115234
2023-09-18,41.52000045776367
2023-09-19,41.599998474121094
2023-09-20,42.22999954223633
2023-09-21,41.099998474121094
2023-09-22,40.810001373291016
2023-09-25,41.06999969482422
