Date,HST
2010-01-04,7.144646644592285
2010-01-05,7.307848930358887
2010-01-06,7.350163459777832
2010-01-07,7.622165203094482
2010-01-08,7.549631595611572
2010-01-11,7.483140468597412
2010-01-12,7.241359710693359
2010-01-13,7.537545204162598
2010-01-14,7.50127649307251
2010-01-15,7.241359710693359
2010-01-19,7.507317066192627
2010-01-20,7.4045634269714355
2010-01-21,7.029800891876221
2010-01-22,6.697350978851318
2010-01-25,6.812198638916016
2010-01-26,6.606683731079102
2010-01-27,6.630861759185791
2010-01-28,6.570414066314697
2010-01-29,6.407212257385254
2010-02-01,6.612726211547852
2010-02-02,6.872642517089844
2010-02-03,6.854508876800537
2010-02-04,6.461615562438965
2010-02-05,6.588547706604004
2010-02-08,6.516014099121094
2010-02-09,6.509969711303711
2010-02-10,6.552280426025391
2010-02-11,6.697350978851318
2010-02-12,6.812198638916016
2010-02-16,7.0237579345703125
2010-02-17,7.138605117797852
2010-02-18,7.060022830963135
2010-02-19,7.0781569480896
2010-02-22,7.084200859069824
2010-02-23,6.969354629516602
2010-02-24,7.029800891876221
2010-02-25,7.035844802856445
2010-02-26,7.0781569480896
2010-03-01,7.108380317687988
2010-03-02,7.09024715423584
2010-03-03,7.168822765350342
2010-03-04,7.28367280960083
2010-03-05,7.579855442047119
2010-03-08,7.610081672668457
2010-03-09,7.585897445678711
2010-03-10,7.676568031311035
2010-03-11,7.743056297302246
2010-03-12,7.9123053550720215
2010-03-15,7.857903480529785
2010-03-16,8.069459915161133
2010-03-17,8.244756698608398
2010-03-18,8.268930435180664
2010-03-19,8.190351486206055
2010-03-22,8.407958984375
2010-03-23,8.43213176727295
2010-03-24,8.70413875579834
2010-03-25,8.788763999938965
2010-03-26,8.825029373168945
2010-03-29,8.843172073364258
2010-03-30,8.92785930633545
2010-03-31,8.861321449279785
2010-04-01,8.958101272583008
2010-04-05,9.151658058166504
2010-04-06,9.302875518798828
2010-04-07,9.030684471130371
2010-04-08,9.048831939697266
2010-04-09,9.145609855651855
2010-04-12,9.060928344726562
2010-04-13,9.314972877502441
2010-04-14,9.369412422180176
2010-04-15,9.091172218322754
2010-04-16,8.837127685546875
2010-04-19,8.970199584960938
2010-04-20,9.181903839111328
2010-04-21,9.502482414245605
2010-04-22,9.871454238891602
2010-04-23,10.004521369934082
2010-04-26,10.149689674377441
2010-04-27,9.780718803405762
2010-04-28,9.671846389770508
2010-04-29,10.143644332885742
2010-04-30,9.835160255432129
2010-05-03,10.246469497680664
2010-05-04,9.901695251464844
2010-05-05,9.629504203796387
2010-05-06,9.296826362609863
2010-05-07,8.915760040283203
2010-05-10,9.702086448669434
2010-05-11,9.629504203796387
2010-05-12,9.835160255432129
2010-05-13,9.72628116607666
2010-05-14,9.006488800048828
2010-05-17,9.054880142211914
2010-05-18,8.722200393676758
2010-05-19,8.716155052185059
2010-05-20,8.08104133605957
2010-05-21,8.516542434692383
2010-05-24,8.274599075317383
2010-05-25,8.274599075317383
2010-05-26,8.195964813232422
2010-05-27,8.909710884094238
2010-05-28,8.625425338745117
2010-06-01,8.558889389038086
2010-06-02,8.95205307006836
2010-06-03,8.87946891784668
2010-06-04,8.256452560424805
2010-06-07,8.08104133605957
2010-06-08,8.365327835083008
2010-06-09,8.504450798034668
2010-06-10,8.976245880126953
2010-06-11,8.970199584960938
2010-06-14,9.085124969482422
2010-06-15,9.363362312316895
2010-06-16,9.284729957580566
2010-06-17,9.314972877502441
2010-06-18,9.38150691986084
2010-06-21,9.296826362609863
2010-06-22,9.006488800048828
2010-06-23,8.964147567749023
2010-06-24,8.504450798034668
2010-06-25,8.722200393676758
2010-06-28,8.607197761535645
2010-06-29,8.219812393188477
2010-06-30,8.159286499023438
2010-07-01,8.14112377166748
2010-07-02,7.911114692687988
2010-07-06,7.765846252441406
2010-07-07,8.28639030456543
2010-07-08,8.431661605834961
2010-07-09,8.601144790649414
2010-07-12,8.601144790649414
2010-07-13,8.915892601013184
2010-07-14,8.928000450134277
2010-07-15,8.582986831665039
2010-07-16,8.14112377166748
2010-07-19,8.213763236999512
2010-07-20,8.474035263061523
2010-07-21,8.219812393188477
2010-07-22,8.443768501281738
2010-07-23,8.601144790649414
2010-07-26,8.867470741271973
2010-07-27,8.794835090637207
2010-07-28,8.752466201782227
2010-07-29,8.667726516723633
2010-07-30,8.679831504821777
2010-08-02,8.95826530456543
2010-08-03,8.964319229125977
2010-08-04,9.12774658203125
2010-08-05,8.98852825164795
2010-08-06,8.794835090637207
2010-08-09,8.891680717468262
2010-08-10,8.782729148864746
2010-08-11,8.46798324584961
2010-08-12,8.29244613647461
2010-08-13,8.280342102050781
2010-08-16,8.231918334960938
2010-08-17,8.516404151916504
2010-08-18,8.637462615966797
2010-08-19,8.262182235717773
2010-08-20,8.129022598266602
2010-08-23,8.056386947631836
2010-08-24,7.929274082183838
2010-08-25,8.086649894714355
2010-08-26,8.007962226867676
2010-08-27,8.165337562561035
2010-08-30,7.892953395843506
2010-08-31,7.965593338012695
2010-09-01,8.262182235717773
2010-09-02,8.383237838745117
2010-09-03,8.570881843566895
2010-09-07,8.455876350402832
2010-09-08,8.528507232666016
2010-09-09,8.534564971923828
2010-09-10,8.601144790649414
2010-09-13,8.82509994506836
2010-09-14,8.80088996887207
2010-09-15,8.891680717468262
2010-09-16,8.794835090637207
2010-09-17,8.752466201782227
2010-09-20,9.115638732910156
2010-09-21,8.84325885772705
2010-09-22,8.679831504821777
2010-09-23,8.480086326599121
2010-09-24,8.812995910644531
2010-09-27,8.643512725830078
2010-09-28,8.86762809753418
2010-09-29,8.752541542053223
2010-09-30,8.77071475982666
2010-10-01,8.87368392944336
2010-10-04,8.934257507324219
2010-10-05,9.273455619812012
2010-10-06,9.358255386352539
2010-10-07,9.249226570129395
2010-10-08,9.449109077453613
2010-10-11,9.400656700134277
2010-10-12,9.57630729675293
2010-10-13,9.661108016967773
2010-10-14,9.685338973999023
2010-10-15,9.758027076721191
2010-10-18,9.879167556762695
2010-10-19,9.691398620605469
2010-10-20,9.909455299377441
2010-10-21,9.721680641174316
2010-10-22,9.818594932556152
2010-10-25,9.776195526123047
2010-10-26,9.751969337463379
2010-10-27,9.63082504272461
2010-10-28,9.636883735656738
2010-10-29,9.62476921081543
2010-11-01,9.636883735656738
2010-11-02,9.703509330749512
2010-11-03,9.685338973999023
2010-11-04,10.218366622924805
2010-11-05,10.369796752929688
2010-11-08,10.254712104797363
2010-11-09,9.703509330749512
2010-11-10,9.745909690856934
2010-11-11,9.764084815979004
2010-11-12,9.594481468200684
2010-11-15,9.509682655334473
2010-11-16,9.273455619812012
2010-11-17,9.358255386352539
2010-11-18,9.606595993041992
2010-11-19,9.758027076721191
2010-11-22,9.739851951599121
2010-11-23,9.667168617248535
2010-11-24,9.945795059204102
2010-11-26,9.909455299377441
2010-11-29,9.970023155212402
2010-11-30,9.982136726379395
2010-12-01,10.085111618041992
2010-12-02,10.230480194091797
2010-12-03,10.230480194091797
2010-12-06,10.29710865020752
2010-12-07,10.381911277770996
2010-12-08,10.272879600524902
2010-12-09,10.254712104797363
2010-12-10,10.41219425201416
2010-12-13,10.442477226257324
2010-12-14,10.309224128723145
2010-12-15,10.13356876373291
2010-12-16,10.254712104797363
2010-12-17,10.448534965515137
2010-12-20,10.660534858703613
2010-12-21,10.781678199768066
2010-12-22,10.757450103759766
2010-12-23,10.63630485534668
2010-12-27,10.818022727966309
2010-12-28,10.781678199768066
2010-12-29,10.775617599487305
2010-12-30,10.79379940032959
2010-12-31,10.830162048339844
2011-01-03,11.121065139770508
2011-01-04,10.95743465423584
2011-01-05,11.181676864624023
2011-01-06,11.102887153625488
2011-01-07,11.054403305053711
2011-01-10,11.102887153625488
2011-01-11,11.127131462097168
2011-01-12,11.181676864624023
2011-01-13,11.151372909545898
2011-01-14,11.205913543701172
2011-01-18,11.248337745666504
2011-01-19,10.993799209594727
2011-01-20,10.896829605102539
2011-01-21,10.993799209594727
2011-01-24,10.951373100280762
2011-01-25,10.9877347946167
2011-01-26,10.975618362426758
2011-01-27,11.22409725189209
2011-01-28,10.836220741271973
2011-01-31,11.218035697937012
2011-02-01,11.521062850952148
2011-02-02,11.4786376953125
2011-02-03,11.490763664245605
2011-02-04,11.545304298400879
2011-02-07,11.781667709350586
2011-02-08,11.884693145751953
2011-02-09,11.811968803405762
2011-02-10,11.787727355957031
2011-02-11,11.98166275024414
2011-02-14,11.914999008178711
2011-02-15,11.436220169067383
2011-02-16,11.472579956054688
2011-02-17,11.484701156616211
2011-02-18,11.45439624786377
2011-02-22,11.036219596862793
2011-02-23,10.939251899719238
2011-02-24,10.872588157653809
2011-02-25,11.139249801635742
2011-02-28,11.151372909545898
2011-03-01,10.636224746704102
2011-03-02,10.69076919555664
2011-03-03,10.884708404541016
2011-03-04,10.70895004272461
2011-03-07,10.581680297851562
2011-03-08,10.733195304870605
2011-03-09,10.854409217834473
2011-03-10,10.618042945861816
2011-03-11,10.618042945861816
2011-03-14,10.508956909179688
2011-03-15,10.35137939453125
2011-03-16,10.236230850219727
2011-03-17,10.466531753540039
2011-03-18,10.59380054473877
2011-03-21,10.811978340148926
2011-03-22,10.684710502624512
2011-03-23,10.581680297851562
