Date,DE
2010-01-04,41.56357955932617
2010-01-05,41.407875061035156
2010-01-06,41.296669006347656
2010-01-07,41.59321975708008
2010-01-08,42.727596282958984
2010-01-11,44.44768142700195
2010-01-12,42.54964828491211
2010-01-13,43.216922760009766
2010-01-14,43.261409759521484
2010-01-15,41.763755798339844
2010-01-19,42.74983596801758
2010-01-20,41.600643157958984
2010-01-21,41.11130905151367
2010-01-22,39.3096809387207
2010-01-25,39.80641555786133
2010-01-26,39.59883117675781
2010-01-27,38.842586517333984
2010-01-28,37.89356994628906
2010-01-29,37.0335578918457
2010-02-01,38.07150650024414
2010-02-02,38.8870735168457
2010-02-03,38.43482208251953
2010-02-04,36.9742317199707
2010-02-05,36.937164306640625
2010-02-08,36.29955291748047
2010-02-09,37.307865142822266
2010-02-10,37.107688903808594
2010-02-11,38.79069900512695
2010-02-12,39.37641906738281
2010-02-16,39.8731575012207
2010-02-17,41.874961853027344
2010-02-18,42.45327377319336
2010-02-19,42.46810531616211
2010-02-22,42.0380744934082
2010-02-23,41.585819244384766
2010-02-24,41.65255355834961
2010-02-25,42.23082733154297
2010-02-26,42.48292541503906
2010-03-01,43.216922760009766
2010-03-02,43.15760803222656
2010-03-03,43.49124526977539
2010-03-04,43.372623443603516
2010-03-05,44.14368438720703
2010-03-08,43.8916130065918
2010-03-09,43.95092010498047
2010-03-10,43.36520767211914
2010-03-11,42.80174255371094
2010-03-12,43.476409912109375
2010-03-15,43.0982780456543
2010-03-16,43.68400192260742
2010-03-17,44.180763244628906
2010-03-18,43.9286994934082
2010-03-19,43.73590850830078
2010-03-22,44.499576568603516
2010-03-23,45.93790817260742
2010-03-24,44.848052978515625
2010-03-25,44.633026123046875
2010-03-26,44.89992141723633
2010-03-29,45.69691467285156
2010-03-30,45.51816940307617
2010-03-31,44.289161682128906
2010-04-01,44.49770736694336
2010-04-05,45.1680793762207
2010-04-06,45.197872161865234
2010-04-07,44.989315032958984
2010-04-08,45.1531867980957
2010-04-09,45.94271469116211
2010-04-12,46.21087646484375
2010-04-13,45.838443756103516
2010-04-14,46.009769439697266
2010-04-15,46.00231170654297
2010-04-16,45.07125473022461
2010-04-19,45.041446685791016
2010-04-20,44.840335845947266
2010-04-21,45.06380081176758
2010-04-22,45.40641784667969
