Date,SXI
2010-01-04,18.366653442382812
2010-01-05,17.919328689575195
2010-01-06,17.32290267944336
2010-01-07,17.673728942871094
2010-01-08,17.840396881103516
2010-01-11,18.25263214111328
2010-01-12,18.40174102783203
2010-01-13,18.884153366088867
2010-01-14,18.95431900024414
2010-01-15,18.5859375
2010-01-19,19.9542236328125
2010-01-20,19.46303939819336
2010-01-21,18.97186851501465
2010-01-22,18.51576805114746
2010-01-25,19.14728546142578
2010-01-26,19.077110290527344
2010-01-27,19.612150192260742
2010-01-28,18.95431900024414
2010-01-29,20.006855010986328
2010-02-01,21.84877586364746
2010-02-02,20.690998077392578
2010-02-03,20.8488826751709
2010-02-04,20.479721069335938
2010-02-05,20.602767944335938
2010-02-08,19.328277587890625
2010-02-09,20.057811737060547
2010-02-10,19.92596435546875
2010-02-11,20.673076629638672
2010-02-12,20.752195358276367
2010-02-16,20.936763763427734
2010-02-17,20.884035110473633
2010-02-18,20.910400390625
2010-02-19,21.428991317749023
2010-02-22,21.516881942749023
2010-02-23,21.98273277282715
2010-02-24,22.281578063964844
2010-02-25,22.02667999267578
2010-02-26,21.88604164123535
2010-03-01,22.246423721313477
2010-03-02,22.15852165222168
2010-03-03,22.457368850708008
2010-03-04,22.545263290405273
2010-03-05,23.160537719726562
2010-03-08,23.66154670715332
2010-03-09,24.347137451171875
2010-03-10,23.573652267456055
2010-03-11,23.79338264465332
2010-03-12,23.362688064575195
2010-03-15,23.301172256469727
2010-03-16,23.37148094177246
2010-03-17,23.56485366821289
2010-03-18,23.94281005859375
2010-03-19,23.95159339904785
2010-03-22,24.496549606323242
2010-03-23,25.006349563598633
2010-03-24,24.531709671020508
2010-03-25,24.04827880859375
2010-03-26,23.0990047454834
2010-03-29,23.142967224121094
2010-03-30,23.494544982910156
2010-03-31,22.650739669799805
2010-04-01,22.89684295654297
2010-04-05,23.69669532775879
2010-04-06,24.188920974731445
2010-04-07,24.311967849731445
2010-04-08,23.74064826965332
2010-04-09,22.967159271240234
2010-04-12,23.283594131469727
2010-04-13,23.318748474121094
2010-04-14,24.610816955566406
2010-04-15,25.410663604736328
2010-04-16,24.355911254882812
2010-04-19,25.278827667236328
2010-04-20,25.612829208374023
2010-04-21,26.140201568603516
2010-04-22,26.535730361938477
2010-04-23,26.65878677368164
2010-04-26,26.799419403076172
2010-04-27,26.729097366333008
2010-04-28,26.447837829589844
2010-04-29,24.856929779052734
2010-04-30,20.980716705322266
2010-05-03,22.80016326904297
2010-05-04,22.123363494873047
2010-05-05,22.15852165222168
2010-05-06,21.23378562927246
2010-05-07,19.657320022583008
2010-05-10,21.779821395874023
2010-05-11,22.47557830810547
2010-05-12,23.823055267333984
2010-05-13,24.518814086914062
2010-05-14,24.298633575439453
2010-05-17,24.73018455505371
2010-05-18,23.664518356323242
2010-05-19,23.215370178222656
2010-05-20,22.09686851501465
2010-05-21,22.713367462158203
2010-05-24,21.771013259887695
2010-05-25,22.11448860168457
2010-05-26,21.84147071838379
2010-05-27,23.426740646362305
2010-05-28,22.907119750976562
2010-06-01,22.079267501831055
2010-06-02,23.365089416503906
2010-06-03,23.94635581970215
2010-06-04,22.713367462158203
2010-06-07,21.682945251464844
2010-06-08,20.881511688232422
2010-06-09,21.304241180419922
2010-06-10,23.144912719726562
2010-06-11,24.219364166259766
2010-06-14,25.69896125793457
2010-06-15,25.954355239868164
2010-06-16,25.355487823486328
2010-06-17,25.34666633605957
2010-06-18,25.408327102661133
2010-06-21,25.34666633605957
2010-06-22,24.985586166381836
2010-06-23,24.439546585083008
2010-06-24,23.858280181884766
2010-06-25,23.479576110839844
2010-06-28,23.52361297607422
2010-06-29,22.81905174255371
2010-06-30,22.32585906982422
2010-07-01,23.52361297607422
2010-07-02,22.86307716369629
2010-07-06,22.308244705200195
2010-07-07,23.32986068725586
2010-07-08,24.245790481567383
2010-07-09,24.501190185546875
2010-07-12,23.96396827697754
2010-07-13,25.558040618896484
2010-07-14,25.373096466064453
2010-07-15,24.756601333618164
2010-07-16,22.889511108398438
2010-07-19,22.7750186920166
2010-07-20,23.71737289428711
2010-07-21,23.074459075927734
2010-07-22,23.96396827697754
2010-07-23,25.355487823486328
2010-07-26,25.549236297607422
2010-07-27,24.941553115844727
2010-07-28,25.24098777770996
2010-07-29,26.289026260375977
2010-07-30,26.438749313354492
2010-08-02,26.377090454101562
2010-08-03,25.892709732055664
2010-08-04,26.03362274169922
2010-08-05,25.689571380615234
2010-08-06,25.26611328125
2010-08-09,26.015979766845703
2010-08-10,24.50742530822754
2010-08-11,22.998863220214844
2010-08-12,23.307641983032227
2010-08-13,22.337217330932617
2010-08-16,22.937114715576172
2010-08-17,22.972402572631836
2010-08-18,22.85772132873535
2010-08-19,21.781431198120117
2010-08-20,21.64910888671875
2010-08-23,20.811025619506836
2010-08-24,21.313871383666992
2010-08-25,21.534421920776367
2010-08-26,22.398971557617188
2010-08-27,22.85772132873535
2010-08-30,20.72279167175293
2010-08-31,20.758085250854492
2010-09-01,22.575410842895508
2010-09-02,21.922595977783203
2010-09-03,22.257822036743164
2010-09-07,20.343448638916016
2010-09-08,20.80219078063965
2010-09-09,20.96981430053711
2010-09-10,20.76689910888672
2010-09-13,21.419734954833984
2010-09-14,20.475778579711914
2010-09-15,20.458139419555664
2010-09-16,20.122905731201172
2010-09-17,20.2287654876709
2010-09-20,20.811025619506836
2010-09-21,21.799083709716797
2010-09-22,21.05803680419922
2010-09-23,20.272878646850586
2010-09-24,21.260940551757812
2010-09-27,21.24329376220703
2010-09-28,21.49913215637207
2010-09-29,21.596172332763672
2010-09-30,21.3403377532959
2010-10-01,21.28740692138672
2010-10-04,21.022750854492188
2010-10-05,22.416610717773438
2010-10-06,22.231359481811523
2010-10-07,21.83436393737793
2010-10-08,22.125490188598633
2010-10-11,21.93140411376953
2010-10-12,22.0902042388916
2010-10-13,22.707738876342773
2010-10-14,22.63716697692871
2010-10-15,22.972402572631836
2010-10-18,23.131189346313477
2010-10-19,22.716562271118164
2010-10-20,23.18412971496582
2010-10-21,23.325284957885742
2010-10-22,23.52817726135254
2010-10-25,23.836957931518555
2010-10-26,23.828136444091797
2010-10-27,23.836957931518555
2010-10-28,23.93399429321289
2010-10-29,23.75755500793457
2010-11-01,24.410390853881836
2010-11-02,24.922056198120117
2010-11-03,25.22201156616211
2010-11-04,25.77895164489746
2010-11-05,26.309391021728516
2010-11-08,26.17677879333496
2010-11-09,25.82316017150879
2010-11-10,26.35359001159668
2010-11-11,25.416492462158203
2010-11-12,25.204322814941406
2010-11-15,25.283878326416016
2010-11-16,24.841859817504883
2010-11-17,24.788814544677734
2010-11-18,25.407649993896484
2010-11-19,25.142438888549805
2010-11-22,25.65518569946289
2010-11-23,25.513744354248047
2010-11-24,26.424314498901367
2010-11-26,26.123733520507812
2010-11-29,26.636484146118164
2010-11-30,26.433147430419922
2010-12-01,26.689523696899414
2010-12-02,26.972429275512695
2010-12-03,26.857492446899414
2010-12-06,26.663013458251953
2010-12-07,26.830982208251953
2010-12-08,26.256338119506836
2010-12-09,26.424314498901367
2010-12-10,26.954740524291992
2010-12-13,26.742576599121094
2010-12-14,27.00778579711914
2010-12-15,26.760244369506836
2010-12-16,27.211118698120117
2010-12-17,26.830982208251953
2010-12-20,26.919384002685547
2010-12-21,27.264158248901367
2010-12-22,28.192419052124023
2010-12-23,27.96256446838379
2010-12-27,28.422264099121094
2010-12-28,28.537189483642578
2010-12-29,27.71502685546875
2010-12-30,27.13155174255371
2010-12-31,26.441987991333008
2011-01-03,28.183576583862305
2011-01-04,27.264158248901367
2011-01-05,27.255325317382812
2011-01-06,27.184595108032227
2011-01-07,26.848651885986328
2011-01-10,26.565757751464844
2011-01-11,26.813297271728516
2011-01-12,26.71604347229004
2011-01-13,26.32707405090332
2011-01-14,26.477359771728516
2011-01-18,26.27402687072754
2011-01-19,25.61981773376465
2011-01-20,25.68170928955078
2011-01-21,25.82316017150879
2011-01-24,25.637500762939453
2011-01-25,26.017654418945312
2011-01-26,26.645326614379883
2011-01-27,26.963590621948242
2011-01-28,29.306318283081055
2011-01-31,29.48312759399414
2011-02-01,30.349502563476562
2011-02-02,29.217914581298828
2011-02-03,28.908493041992188
2011-02-04,28.775651931762695
2011-02-07,29.64360809326172
2011-02-08,29.448759078979492
2011-02-09,29.46646499633789
2011-02-10,29.56390953063965
2011-02-11,29.749889373779297
2011-02-14,29.29819107055664
2011-02-15,28.72249984741211
2011-02-16,28.403661727905273
2011-02-17,28.819929122924805
2011-02-18,29.96246910095215
2011-02-22,29.422197341918945
2011-02-23,29.227344512939453
2011-02-24,29.200763702392578
2011-02-25,30.210445404052734
2011-02-28,30.352157592773438
2011-03-01,30.006736755371094
2011-03-02,29.32476806640625
2011-03-03,32.566349029541016
2011-03-04,31.786941528320312
2011-03-07,31.042970657348633
2011-03-08,32.15892791748047
