Date,EAT
2010-01-04,10.949371337890625
2010-01-05,10.739954948425293
2010-01-06,10.979287147521973
2010-01-07,10.986767768859863
2010-01-08,10.79230785369873
2010-01-11,10.807266235351562
2010-01-12,10.814748764038086
2010-01-13,11.076517105102539
2010-01-14,11.555176734924316
2010-01-15,11.353245735168457
2010-01-19,11.450469970703125
2010-01-20,12.908890724182129
2010-01-21,13.028554916381836
2010-01-22,12.647120475769043
2010-01-25,12.377878189086914
2010-01-26,12.58729076385498
2010-01-27,12.385350227355957
2010-01-28,12.377878189086914
2010-01-29,12.20585823059082
2010-02-01,12.564851760864258
2010-02-02,12.58729076385498
2010-02-03,12.58729076385498
2010-02-04,12.108628273010254
2010-02-05,12.190896034240723
2010-02-08,12.190896034240723
2010-02-09,12.714435577392578
2010-02-10,12.826617240905762
2010-02-11,13.118309020996094
2010-02-12,13.320237159729004
2010-02-16,13.522173881530762
2010-02-17,13.62688159942627
2010-02-18,13.641843795776367
2010-02-19,13.649320602416992
2010-02-22,13.596961975097656
2010-02-23,13.424947738647461
2010-02-24,13.567047119140625
2010-02-25,13.589484214782715
2010-02-26,13.544610977172852
2010-03-01,13.634360313415527
2010-03-02,13.342679023742676
2010-03-03,13.350159645080566
2010-03-04,13.522173881530762
2010-03-05,13.664277076721191
2010-03-08,14.486979484558105
2010-03-09,14.389191627502441
2010-03-10,14.629890441894531
2010-03-11,15.043583869934082
2010-03-12,14.832980155944824
2010-03-15,14.795364379882812
2010-03-16,14.720151901245117
2010-03-17,14.787849426269531
2010-03-18,14.893150329589844
2010-03-19,14.848021507263184
2010-03-22,15.40463638305664
2010-03-23,15.336938858032227
2010-03-24,15.314373016357422
2010-03-25,15.24667739868164
2010-03-26,14.735193252563477
2010-03-29,14.727669715881348
2010-03-30,14.584759712219238
2010-03-31,14.502018928527832
2010-04-01,14.502018928527832
2010-04-05,14.938283920288086
2010-04-06,14.945805549621582
2010-04-07,15.163938522338867
2010-04-08,15.209070205688477
2010-04-09,15.148890495300293
2010-04-12,15.329410552978516
2010-04-13,15.224113464355469
2010-04-14,15.555075645446777
2010-04-15,15.577640533447266
2010-04-16,15.329410552978516
2010-04-19,15.291808128356934
2010-04-20,15.163938522338867
2010-04-21,15.344461441040039
2010-04-22,15.570113182067871
2010-04-23,15.389591217041016
2010-04-26,14.9758939743042
2010-04-27,14.76528263092041
2010-04-28,14.216190338134766
2010-04-29,14.502018928527832
2010-04-30,13.9303617477417
2010-05-03,14.351583480834961
2010-05-04,13.7347993850708
2010-05-05,13.719755172729492
2010-05-06,13.34366226196289
2010-05-07,13.268444061279297
2010-05-10,13.74232006072998
2010-05-11,13.9303617477417
2010-05-12,14.133453369140625
2010-05-13,13.494097709655762
2010-05-14,13.163139343261719
2010-05-17,13.291008949279785
2010-05-18,13.253403663635254
2010-05-19,13.448967933654785
2010-05-20,13.02022647857666
2010-05-21,13.245882034301758
2010-05-24,13.027748107910156
2010-05-25,13.10296630859375
2010-05-26,13.06535530090332
2010-05-27,13.516663551330566
2010-05-28,13.37375259399414
2010-06-01,12.997659683227539
2010-06-02,13.313572883605957
2010-06-03,13.426405906677246
2010-06-04,12.929963111877441
2010-06-07,11.922045707702637
2010-06-08,12.313179016113281
2010-06-09,12.441047668457031
2010-06-10,12.516266822814941
2010-06-11,12.629090309143066
2010-06-14,12.666701316833496
2010-06-15,12.757720947265625
2010-06-16,12.332967758178711
2010-06-17,12.135762214660645
2010-06-18,12.090250015258789
2010-06-21,11.86270809173584
2010-06-22,11.574483871459961
2010-06-23,11.695841789245605
2010-06-24,11.111807823181152
2010-06-25,11.316597938537598
2010-06-28,11.248334884643555
2010-06-29,10.944936752319336
2010-06-30,10.967695236206055
2010-07-01,10.815998077392578
2010-07-02,10.800829887390137
2010-07-06,10.70981216430664
2010-07-07,11.210409164428711
2010-07-08,11.346935272216797
2010-07-09,11.574483871459961
2010-07-12,11.6503324508667
2010-07-13,12.021990776062012
2010-07-14,12.006821632385254
2010-07-15,12.196440696716309
2010-07-16,11.77927303314209
2010-07-19,11.657917022705078
2010-07-20,11.764105796813965
2010-07-21,11.635165214538574
2010-07-22,12.332967758178711
2010-07-23,12.317798614501953
2010-07-26,12.454325675964355
2010-07-27,12.461910247802734
2010-07-28,12.211610794067383
2010-07-29,12.014403343200684
2010-07-30,11.92338752746582
2010-08-02,12.211610794067383
2010-08-03,12.021990776062012
2010-08-04,12.166101455688477
2010-08-05,12.082667350769043
2010-08-06,11.915802001953125
2010-08-09,12.196440696716309
2010-08-10,11.79444408416748
2010-08-11,11.293845176696777
2010-08-12,11.870294570922852
2010-08-13,11.430373191833496
2010-08-16,11.506219863891602
2010-08-17,11.79444408416748
2010-08-18,12.166101455688477
2010-08-19,11.86270809173584
2010-08-20,11.83237075805664
2010-08-23,11.953726768493652
2010-08-24,11.9309720993042
2010-08-25,12.05991268157959
2010-08-26,12.006821632385254
2010-08-27,12.606023788452148
2010-08-30,12.196440696716309
2010-08-31,11.946144104003906
2010-09-01,12.613606452941895
2010-09-02,13.789258003234863
2010-09-03,13.675491333007812
2010-09-07,13.554126739501953
2010-09-08,13.714669227600098
2010-09-09,13.661153793334961
2010-09-10,13.72995662689209
2010-09-13,14.081618309020996
2010-09-14,14.24215316772461
