Date,QSI
2020-11-13,9.880000114440918
2020-11-16,9.899999618530273
2020-11-17,9.899999618530273
2020-11-18,9.899999618530273
2020-11-19,9.899999618530273
2020-11-20,9.899999618530273
2020-11-23,9.899999618530273
2020-11-24,9.899999618530273
2020-11-25,9.899999618530273
2020-11-27,9.899999618530273
2020-11-30,9.949999809265137
2020-12-01,9.949999809265137
2020-12-02,9.949999809265137
2020-12-03,9.949999809265137
2020-12-04,11.5
2020-12-07,10.234999656677246
2020-12-08,10.175000190734863
2020-12-09,10.175000190734863
2020-12-10,10.175000190734863
2020-12-11,10.145000457763672
2020-12-14,9.989999771118164
2020-12-15,9.989999771118164
2020-12-16,9.989999771118164
2020-12-17,10.0
2020-12-18,10.0
2020-12-21,10.109999656677246
2020-12-22,10.0
2020-12-23,10.149999618530273
2020-12-24,10.177000045776367
2020-12-28,10.399999618530273
2020-12-29,10.130000114440918
2020-12-30,10.149999618530273
2020-12-31,10.149999618530273
2021-01-04,10.489999771118164
2021-01-05,10.239999771118164
2021-01-06,10.720000267028809
2021-01-07,10.720000267028809
2021-01-08,10.270000457763672
2021-01-11,10.399999618530273
2021-01-12,10.329999923706055
2021-01-13,10.550000190734863
2021-01-14,10.4399995803833
2021-01-15,10.319999694824219
2021-01-19,10.331000328063965
2021-01-20,10.300999641418457
2021-01-21,10.350000381469727
2021-01-22,10.430000305175781
2021-01-25,10.260000228881836
2021-01-26,10.210000038146973
2021-01-27,10.050000190734863
2021-01-28,10.279999732971191
2021-01-29,10.220000267028809
2021-02-01,10.649999618530273
2021-02-02,10.489999771118164
2021-02-03,10.380000114440918
2021-02-04,10.270000457763672
2021-02-05,10.300000190734863
2021-02-08,10.140000343322754
2021-02-09,10.265000343322754
2021-02-10,10.460000038146973
2021-02-11,10.359999656677246
2021-02-12,10.3100004196167
2021-02-16,10.390000343322754
2021-02-17,10.380000114440918
2021-02-18,22.40999984741211
2021-02-19,20.489999771118164
2021-02-22,17.709999084472656
2021-02-23,15.0600004196167
2021-02-24,16.489999771118164
2021-02-25,14.399999618530273
2021-02-26,14.319999694824219
2021-03-01,14.649999618530273
2021-03-02,13.680000305175781
2021-03-03,12.899999618530273
2021-03-04,11.670000076293945
2021-03-05,13.210000038146973
2021-03-08,12.079999923706055
2021-03-09,13.010000228881836
2021-03-10,13.239999771118164
2021-03-11,13.640000343322754
2021-03-12,13.960000038146973
2021-03-15,14.40999984741211
2021-03-16,13.119999885559082
2021-03-17,13.079999923706055
2021-03-18,12.729999542236328
2021-03-19,12.800000190734863
2021-03-22,12.75
2021-03-23,12.0600004196167
2021-03-24,11.270000457763672
2021-03-25,11.229999542236328
2021-03-26,12.300000190734863
2021-03-29,12.050000190734863
2021-03-30,11.890000343322754
2021-03-31,11.920000076293945
2021-04-01,12.649999618530273
2021-04-05,12.4399995803833
2021-04-06,12.039999961853027
2021-04-07,11.789999961853027
2021-04-08,11.760000228881836
2021-04-09,11.720000267028809
2021-04-12,11.529999732971191
2021-04-13,11.399999618530273
2021-04-14,11.149999618530273
2021-04-15,10.779999732971191
2021-04-16,10.59000015258789
2021-04-19,10.449999809265137
2021-04-20,10.220000267028809
2021-04-21,10.670000076293945
2021-04-22,10.630000114440918
2021-04-23,10.4399995803833
2021-04-26,10.479999542236328
2021-04-27,10.5
2021-04-28,10.380000114440918
2021-04-29,10.390000343322754
2021-04-30,10.390000343322754
2021-05-03,10.270000457763672
2021-05-04,10.279999732971191
2021-05-05,10.329999923706055
2021-05-06,10.300000190734863
2021-05-07,10.399999618530273
2021-05-10,10.350000381469727
2021-05-11,10.140000343322754
2021-05-12,10.109999656677246
2021-05-13,10.020000457763672
2021-05-14,10.079999923706055
2021-05-17,10.0600004196167
2021-05-18,10.050000190734863
2021-05-19,10.0
2021-05-20,9.970000267028809
2021-05-21,9.960000038146973
2021-05-24,9.960000038146973
2021-05-25,9.960000038146973
2021-05-26,9.989999771118164
2021-05-27,9.970000267028809
2021-05-28,10.260000228881836
2021-06-01,10.149999618530273
2021-06-02,10.140000343322754
2021-06-03,10.119999885559082
2021-06-04,9.989999771118164
2021-06-07,10.300000190734863
2021-06-08,10.550000190734863
2021-06-09,10.550000190734863
2021-06-10,10.680000305175781
2021-06-11,9.75
2021-06-14,8.489999771118164
2021-06-15,8.579999923706055
2021-06-16,8.300000190734863
2021-06-17,8.100000381469727
2021-06-18,9.220000267028809
2021-06-21,9.710000038146973
2021-06-22,10.1899995803833
2021-06-23,10.550000190734863
2021-06-24,11.0
2021-06-25,11.520000457763672
2021-06-28,12.380000114440918
2021-06-29,12.539999961853027
2021-06-30,12.260000228881836
2021-07-01,12.0600004196167
2021-07-02,12.539999961853027
2021-07-06,12.640000343322754
2021-07-07,11.579999923706055
2021-07-08,12.130000114440918
2021-07-09,13.5600004196167
2021-07-12,12.8100004196167
2021-07-13,11.600000381469727
2021-07-14,12.010000228881836
2021-07-15,11.859999656677246
2021-07-16,11.09000015258789
2021-07-19,11.869999885559082
2021-07-20,12.279999732971191
2021-07-21,12.720000267028809
2021-07-22,11.960000038146973
2021-07-23,12.100000381469727
2021-07-26,12.300000190734863
2021-07-27,11.220000267028809
2021-07-28,11.0
2021-07-29,10.0
2021-07-30,9.420000076293945
2021-08-02,8.649999618530273
2021-08-03,9.0
2021-08-04,8.960000038146973
2021-08-05,9.289999961853027
2021-08-06,8.720000267028809
2021-08-09,9.109999656677246
2021-08-10,8.829999923706055
2021-08-11,8.319999694824219
2021-08-12,8.609999656677246
2021-08-13,7.96999979019165
2021-08-16,8.130000114440918
2021-08-17,8.119999885559082
2021-08-18,8.630000114440918
2021-08-19,8.279999732971191
2021-08-20,8.319999694824219
2021-08-23,8.470000267028809
2021-08-24,8.949999809265137
2021-08-25,8.970000267028809
2021-08-26,8.880000114440918
2021-08-27,9.680000305175781
2021-08-30,9.4399995803833
2021-08-31,9.720000267028809
2021-09-01,9.760000228881836
2021-09-02,9.90999984741211
2021-09-03,9.529999732971191
2021-09-07,8.850000381469727
2021-09-08,8.529999732971191
2021-09-09,9.170000076293945
2021-09-10,9.0
2021-09-13,8.930000305175781
2021-09-14,9.109999656677246
2021-09-15,9.100000381469727
2021-09-16,8.600000381469727
2021-09-17,8.800000190734863
2021-09-20,8.630000114440918
2021-09-21,8.470000267028809
2021-09-22,9.149999618530273
2021-09-23,9.119999885559082
2021-09-24,8.8100004196167
2021-09-27,9.239999771118164
2021-09-28,8.989999771118164
2021-09-29,8.40999984741211
2021-09-30,8.34000015258789
2021-10-01,8.430000305175781
2021-10-04,8.069999694824219
2021-10-05,8.220000267028809
2021-10-06,8.0
2021-10-07,8.390000343322754
2021-10-08,8.329999923706055
2021-10-11,8.569999694824219
2021-10-12,8.550000190734863
2021-10-13,8.699999809265137
2021-10-14,8.75
2021-10-15,8.600000381469727
2021-10-18,8.180000305175781
2021-10-19,8.510000228881836
2021-10-20,8.720000267028809
2021-10-21,8.489999771118164
2021-10-22,8.100000381469727
2021-10-25,8.329999923706055
2021-10-26,8.170000076293945
2021-10-27,7.889999866485596
2021-10-28,8.029999732971191
2021-10-29,8.0600004196167
2021-11-01,8.449999809265137
2021-11-02,8.399999618530273
2021-11-03,8.390000343322754
2021-11-04,8.199999809265137
2021-11-05,7.900000095367432
2021-11-08,8.020000457763672
2021-11-09,7.78000020980835
2021-11-10,7.679999828338623
2021-11-11,7.869999885559082
2021-11-12,8.170000076293945
2021-11-15,7.889999866485596
2021-11-16,8.039999961853027
2021-11-17,7.940000057220459
2021-11-18,7.579999923706055
2021-11-19,7.579999923706055
2021-11-22,6.809999942779541
2021-11-23,6.650000095367432
2021-11-24,6.5
2021-11-26,6.590000152587891
2021-11-29,6.28000020980835
2021-11-30,6.480000019073486
2021-12-01,6.179999828338623
2021-12-02,6.039999961853027
2021-12-03,5.75
2021-12-06,5.650000095367432
2021-12-07,6.440000057220459
2021-12-08,6.679999828338623
2021-12-09,6.239999771118164
2021-12-10,6.110000133514404
2021-12-13,6.010000228881836
2021-12-14,5.909999847412109
2021-12-15,6.239999771118164
2021-12-16,5.880000114440918
2021-12-17,6.239999771118164
2021-12-20,6.329999923706055
2021-12-21,7.78000020980835
2021-12-22,7.840000152587891
2021-12-23,8.15999984741211
2021-12-27,7.880000114440918
2021-12-28,7.340000152587891
2021-12-29,7.199999809265137
2021-12-30,7.829999923706055
2021-12-31,7.869999885559082
2022-01-03,8.220000267028809
2022-01-04,7.679999828338623
2022-01-05,6.820000171661377
2022-01-06,6.590000152587891
2022-01-07,6.449999809265137
2022-01-10,5.860000133514404
2022-01-11,6.300000190734863
2022-01-12,6.03000020980835
2022-01-13,5.769999980926514
2022-01-14,5.840000152587891
2022-01-18,5.380000114440918
2022-01-19,5.170000076293945
2022-01-20,5.599999904632568
2022-01-21,5.400000095367432
2022-01-24,5.159999847412109
2022-01-25,5.139999866485596
2022-01-26,4.989999771118164
2022-01-27,4.5
2022-01-28,4.519999980926514
2022-01-31,4.789999961853027
2022-02-01,4.820000171661377
2022-02-02,4.559999942779541
2022-02-03,4.409999847412109
2022-02-04,4.429999828338623
2022-02-07,4.300000190734863
2022-02-08,4.300000190734863
2022-02-09,4.800000190734863
2022-02-10,4.659999847412109
2022-02-11,4.460000038146973
2022-02-14,4.329999923706055
2022-02-15,4.059999942779541
2022-02-16,4.21999979019165
2022-02-17,3.950000047683716
2022-02-18,4.409999847412109
2022-02-22,4.059999942779541
2022-02-23,4.199999809265137
2022-02-24,4.460000038146973
2022-02-25,4.420000076293945
2022-02-28,4.159999847412109
2022-03-01,4.71999979019165
2022-03-02,4.420000076293945
2022-03-03,4.090000152587891
2022-03-04,4.0
2022-03-07,4.03000020980835
2022-03-08,4.019999980926514
2022-03-09,4.489999771118164
2022-03-10,4.400000095367432
2022-03-11,4.099999904632568
2022-03-14,3.859999895095825
2022-03-15,3.859999895095825
2022-03-16,3.9000000953674316
2022-03-17,4.840000152587891
2022-03-18,4.929999828338623
2022-03-21,4.559999942779541
2022-03-22,4.980000019073486
2022-03-23,4.869999885559082
2022-03-24,4.690000057220459
2022-03-25,4.670000076293945
2022-03-28,4.599999904632568
2022-03-29,5.239999771118164
2022-03-30,5.0
2022-03-31,4.679999828338623
2022-04-01,4.900000095367432
2022-04-04,4.880000114440918
2022-04-05,4.789999961853027
2022-04-06,4.349999904632568
2022-04-07,4.349999904632568
2022-04-08,4.070000171661377
2022-04-11,4.159999847412109
2022-04-12,4.28000020980835
2022-04-13,4.289999961853027
2022-04-14,4.230000019073486
2022-04-18,4.119999885559082
2022-04-19,4.309999942779541
2022-04-20,4.400000095367432
2022-04-21,4.269999980926514
2022-04-22,4.159999847412109
2022-04-25,4.539999961853027
2022-04-26,4.28000020980835
2022-04-27,4.309999942779541
2022-04-28,4.389999866485596
2022-04-29,4.380000114440918
2022-05-02,4.539999961853027
2022-05-03,4.46999979019165
2022-05-04,4.519999980926514
2022-05-05,4.170000076293945
2022-05-06,3.9600000381469727
2022-05-09,3.490000009536743
2022-05-10,3.369999885559082
2022-05-11,3.059999942779541
2022-05-12,3.2200000286102295
2022-05-13,3.5999999046325684
2022-05-16,3.4600000381469727
2022-05-17,3.740000009536743
2022-05-18,3.690000057220459
2022-05-19,3.8499999046325684
2022-05-20,3.9200000762939453
2022-05-23,3.950000047683716
2022-05-24,3.890000104904175
2022-05-25,3.950000047683716
2022-05-26,3.9000000953674316
2022-05-27,4.239999771118164
