Date,UMBF
2010-01-04,29.893775939941406
2010-01-05,29.325023651123047
2010-01-06,29.074766159057617
2010-01-07,29.70419692993164
2010-01-08,29.83311653137207
2010-01-11,29.772449493408203
2010-01-12,29.73453712463379
2010-01-13,29.810359954833984
2010-01-14,30.58387565612793
2010-01-15,30.197111129760742
2010-01-19,30.917543411254883
2010-01-20,30.69761848449707
2010-01-21,31.471132278442383
2010-01-22,31.038883209228516
2010-01-25,31.16020393371582
2010-01-26,30.674861907958984
2010-01-27,31.016124725341797
2010-01-28,30.485271453857422
2010-01-29,29.962018966674805
2010-02-01,29.393264770507812
2010-02-02,29.1051025390625
2010-02-03,28.688016891479492
2010-02-04,28.240591049194336
2010-02-05,28.513607025146484
2010-02-08,28.513607025146484
2010-02-09,28.70318031311035
2010-02-10,28.847272872924805
2010-02-11,28.748682022094727
2010-02-12,28.710765838623047
2010-02-16,29.218852996826172
2010-02-17,28.91551399230957
2010-02-18,28.695606231689453
2010-02-19,28.725923538208008
2010-02-22,28.877592086791992
2010-02-23,28.839685440063477
2010-02-24,29.347780227661133
2010-02-25,29.143022537231445
2010-02-26,29.052013397216797
2010-03-01,29.507017135620117
2010-03-02,29.651107788085938
2010-03-03,29.73453712463379
2010-03-04,30.174365997314453
2010-03-05,30.98578643798828
2010-03-08,30.841705322265625
2010-03-09,30.68553352355957
2010-03-10,30.647428512573242
2010-03-11,30.837894439697266
2010-03-12,30.837894439697266
2010-03-15,30.418893814086914
2010-03-16,30.609371185302734
2010-03-17,31.256895065307617
2010-03-18,31.18832778930664
2010-03-19,31.371156692504883
2010-03-22,31.69110870361328
2010-03-23,31.965349197387695
2010-03-24,31.515913009643555
2010-03-25,31.333066940307617
2010-03-26,30.99787712097168
2010-03-29,30.98264503479004
2010-03-30,31.08929443359375
2010-03-31,30.9293212890625
2010-04-01,30.784564971923828
2010-04-05,31.23403549194336
2010-04-06,31.59208869934082
2010-04-07,31.873947143554688
2010-04-08,32.178688049316406
2010-04-09,32.110103607177734
2010-04-12,32.292945861816406
2010-04-13,31.53875160217285
2010-04-14,32.01869201660156
2010-04-15,32.17106246948242
2010-04-16,32.06440734863281
2010-04-19,31.950136184692383
2010-04-20,32.33103561401367
2010-04-21,33.1766357421875
2010-04-22,33.68703842163086
2010-04-23,33.9079475402832
2010-04-26,32.757652282714844
2010-04-27,32.20914077758789
2010-04-28,32.52147674560547
2010-04-29,32.83382034301758
2010-04-30,32.087249755859375
2010-05-03,32.117740631103516
2010-05-04,31.29497528076172
2010-05-05,30.914079666137695
2010-05-06,30.693147659301758
2010-05-07,30.746496200561523
2010-05-10,32.026309967041016
2010-05-11,32.46052932739258
2010-05-12,32.803348541259766
2010-05-13,32.65098571777344
2010-05-14,31.73681640625
2010-05-17,31.805391311645508
2010-05-18,30.7236328125
2010-05-19,30.418893814086914
2010-05-20,29.679941177368164
2010-05-21,29.96182632446289
2010-05-24,29.245729446411133
2010-05-25,29.36760139465332
2010-05-26,29.47425651550293
2010-05-27,30.11416244506836
2010-05-28,29.672325134277344
2010-06-01,28.727685928344727
2010-06-02,29.49711036682129
2010-06-03,29.31427764892578
2010-06-04,28.18680763244629
2010-06-07,28.202041625976562
2010-06-08,28.202041625976562
2010-06-09,27.991493225097656
2010-06-10,28.72651481628418
2010-06-11,28.772443771362305
2010-06-14,28.649953842163086
2010-06-15,28.757116317749023
2010-06-16,28.787761688232422
2010-06-17,28.902597427368164
2010-06-18,28.619327545166016
2010-06-21,28.550411224365234
2010-06-22,28.550411224365234
2010-06-23,28.121658325195312
2010-06-24,27.70823097229004
2010-06-25,28.121658325195312
2010-06-28,28.190568923950195
2010-06-29,27.524465560913086
2010-06-30,27.225862503051758
2010-07-01,27.019147872924805
2010-07-02,26.919618606567383
2010-07-06,26.8507137298584
2010-07-07,27.830707550048828
2010-07-08,27.846027374267578
2010-07-09,28.03743553161621
2010-07-12,27.623994827270508
2010-07-13,28.718841552734375
2010-07-14,28.34368133544922
2010-07-15,28.297754287719727
2010-07-16,27.363683700561523
2010-07-19,27.417272567749023
2010-07-20,27.6163330078125
2010-07-21,26.804771423339844
2010-07-22,27.79243278503418
2010-07-23,28.26712417602539
2010-07-26,29.101654052734375
2010-07-27,29.622291564941406
2010-07-28,30.30370330810547
2010-07-29,29.36197280883789
2010-07-30,28.803068161010742
2010-08-02,29.522762298583984
2010-08-03,28.979150772094727
2010-08-04,28.979150772094727
2010-08-05,28.512121200561523
2010-08-06,28.091028213500977
2010-08-09,28.52743911743164
2010-08-10,28.15228271484375
2010-08-11,26.85836410522461
2010-08-12,26.536792755126953
2010-08-13,26.092727661132812
2010-08-16,26.322418212890625
2010-08-17,26.567419052124023
2010-08-18,26.804771423339844
2010-08-19,26.65929412841797
2010-08-20,26.307111740112305
2010-08-23,25.709918975830078
2010-08-24,25.54148292541504
2010-08-25,25.564449310302734
2010-08-26,25.128040313720703
2010-08-27,25.633344650268555
2010-08-30,24.714595794677734
2010-08-31,24.408342361450195
2010-09-01,25.40366554260254
2010-09-02,25.46491241455078
2010-09-03,25.970232009887695
2010-09-07,25.46491241455078
2010-09-08,25.661239624023438
2010-09-09,26.007701873779297
2010-09-10,26.15399169921875
2010-09-13,26.90850830078125
2010-09-14,26.59284019470215
2010-09-15,26.492753982543945
2010-09-16,26.177082061767578
2010-09-17,26.400362014770508
2010-09-20,27.639915466308594
2010-09-21,27.077882766723633
2010-09-22,26.70062255859375
2010-09-23,26.361862182617188
2010-09-24,26.985488891601562
2010-09-27,26.90850830078125
2010-09-28,27.416650772094727
2010-09-29,27.42434310913086
2010-09-30,27.33965492248535
2010-10-01,27.23186683654785
2010-10-04,26.739118576049805
2010-10-05,27.75540542602539
2010-10-06,27.724611282348633
2010-10-07,27.42434310913086
2010-10-08,27.532133102416992
2010-10-11,27.385860443115234
2010-10-12,27.53983497619629
2010-10-13,28.15576934814453
2010-10-14,27.670711517333984
2010-10-15,27.247268676757812
2010-10-18,28.02488136291504
2010-10-19,27.77079963684082
2010-10-20,27.901697158813477
2010-10-21,27.80159568786621
2010-10-22,28.017179489135742
2010-10-25,27.84779930114746
2010-10-26,28.017179489135742
2010-10-27,27.932483673095703
2010-10-28,28.163463592529297
2010-10-29,28.533023834228516
2010-11-01,27.663015365600586
2010-11-02,28.23274803161621
2010-11-03,28.440622329711914
2010-11-04,29.64169692993164
2010-11-05,29.9881591796875
2010-11-08,29.834178924560547
2010-11-09,29.64169692993164
2010-11-10,30.242238998413086
2010-11-11,29.818784713745117
2010-11-12,29.33373260498047
2010-11-15,29.56470489501953
2010-11-16,29.071964263916016
2010-11-17,28.756298065185547
2010-11-18,29.071964263916016
2010-11-19,28.964174270629883
2010-11-22,28.594614028930664
2010-11-23,28.54071807861328
2010-11-24,29.11046028137207
2010-11-26,28.71780776977539
2010-11-29,29.22594451904297
2010-11-30,28.71780776977539
2010-12-01,29.80337142944336
2010-12-02,30.0959415435791
2010-12-03,30.026653289794922
2010-12-06,30.411611557006836
2010-12-07,30.650279998779297
2010-12-08,31.079687118530273
2010-12-09,31.427845001220703
2010-12-10,32.00041198730469
2010-12-13,31.830169677734375
2010-12-14,32.07777404785156
2010-12-15,31.93077278137207
2010-12-16,32.03908157348633
2010-12-17,32.0545539855957
2010-12-20,31.953977584838867
2010-12-21,32.28665542602539
2010-12-22,32.774105072021484
2010-12-23,32.480106353759766
2010-12-27,32.68125534057617
2010-12-28,32.719947814941406
2010-12-29,32.54198455810547
2010-12-30,32.48782730102539
2010-12-31,32.062294006347656
2011-01-03,33.03716278076172
2011-01-04,32.82826232910156
2011-01-05,33.15321731567383
2011-01-06,33.02168273925781
2011-01-07,31.876625061035156
2011-01-10,32.34856033325195
2011-01-11,32.619361877441406
2011-01-12,32.81278991699219
2011-01-13,32.9907341003418
2011-01-14,33.90370559692383
2011-01-18,34.2054557800293
2011-01-19,33.307945251464844
2011-01-20,33.137752532958984
2011-01-21,33.00620651245117
2011-01-24,33.02168273925781
2011-01-25,33.18416976928711
2011-01-26,32.09325408935547
2011-01-27,32.18608856201172
2011-01-28,31.644498825073242
2011-01-31,31.45107078552246
2011-02-01,32.07002639770508
2011-02-02,31.81470489501953
2011-02-03,32.18608856201172
2011-02-04,32.35630416870117
2011-02-07,32.92109680175781
2011-02-08,32.92109680175781
2011-02-09,32.53425598144531
2011-02-10,32.170616149902344
2011-02-11,32.750885009765625
2011-02-14,32.54973220825195
2011-02-15,32.07777404785156
2011-02-16,31.946239471435547
2011-02-17,31.783763885498047
2011-02-18,32.27117919921875
2011-02-22,31.24990463256836
2011-02-23,30.64641761779785
2011-02-24,30.46845817565918
2011-02-25,31.033275604248047
2011-02-28,30.855308532714844
2011-03-01,30.483938217163086
2011-03-02,30.360137939453125
2011-03-03,30.824373245239258
2011-03-04,30.406564712524414
2011-03-07,29.880449295043945
2011-03-08,30.83210563659668
2011-03-09,30.74269676208496
2011-03-10,30.38503646850586
2011-03-11,30.361711502075195
2011-03-14,30.19066619873047
2011-03-15,30.20621109008789
2011-03-16,29.879661560058594
2011-03-17,29.654178619384766
2011-03-18,29.58420753479004
2011-03-21,30.066255569458008
2011-03-22,29.895200729370117
2011-03-23,29.467573165893555
2011-03-24,29.49091339111328
2011-03-25,29.234329223632812
2011-03-28,29.024394989013672
2011-03-29,28.938888549804688
2011-03-30,28.923328399658203
2011-03-31,29.055503845214844
2011-04-01,29.195449829101562
2011-04-04,29.335407257080078
2011-04-05,29.22654151916504
2011-04-06,29.8096866607666
2011-04-07,29.467573165893555
2011-04-08,29.576431274414062
2011-04-11,29.436481475830078
2011-04-12,29.125473022460938
2011-04-13,28.93110466003418
2011-04-14,28.80669403076172
2011-04-15,29.30430030822754
2011-04-18,29.42869758605957
2011-04-19,29.249879837036133
2011-04-20,30.04294204711914
2011-04-21,30.322832107543945
2011-04-25,30.112899780273438
2011-04-26,32.25105285644531
2011-04-27,32.834190368652344
2011-04-28,33.0052375793457
2011-04-29,32.73310852050781
2011-05-02,32.46876907348633
2011-05-03,32.58539962768555
2011-05-04,32.26660919189453
2011-05-05,32.31327438354492
2011-05-06,32.375457763671875
2011-05-09,32.538761138916016
2011-05-10,32.87306213378906
2011-05-11,32.429893493652344
2011-05-12,32.77976608276367
2011-05-13,32.63982009887695
2011-05-16,32.359901428222656
2011-05-17,32.367671966552734
2011-05-18,32.81086349487305
2011-05-19,32.74088668823242
2011-05-20,32.632049560546875
2011-05-23,32.538761138916016
2011-05-24,32.39101028442383
2011-05-25,32.50763702392578
2011-05-26,32.6475830078125
2011-05-27,32.632049560546875
2011-05-31,33.16075134277344
2011-06-01,32.57761001586914
2011-06-02,32.678680419921875
2011-06-03,32.49209976196289
2011-06-06,32.28215026855469
2011-06-07,32.227725982666016
2011-06-08,32.26287841796875
2011-06-09,32.21602249145508
2011-06-10,31.606693267822266
2011-06-13,31.700428009033203
2011-06-14,32.03633499145508
2011-06-15,31.559814453125
2011-06-16,31.934804916381836
2011-06-17,32.044158935546875
2011-06-20,31.911348342895508
2011-06-21,32.005096435546875
2011-06-22,31.794170379638672
2011-06-23,31.27077865600586
