Date,WMS
2014-07-25,14.368436813354492
2014-07-28,14.234984397888184
2014-07-29,14.243880271911621
2014-07-30,14.163808822631836
2014-07-31,13.825728416442871
2014-08-01,13.380884170532227
2014-08-04,13.345297813415527
2014-08-05,13.238533973693848
2014-08-06,13.42536735534668
2014-08-07,13.32750129699707
2014-08-08,14.048148155212402
2014-08-11,13.603304862976074
2014-08-12,14.003664016723633
2014-08-13,14.181600570678711
2014-08-14,14.217188835144043
2014-08-15,14.110427856445312
2014-08-18,14.101533889770508
2014-08-19,14.6531343460083
2014-08-20,15.275917053222656
2014-08-21,15.436063766479492
2014-08-22,15.26701545715332
2014-08-25,15.925382614135742
2014-08-26,15.978764533996582
2014-08-27,16.726102828979492
2014-08-28,16.859561920166016
2014-08-29,16.877351760864258
2014-09-02,16.91293716430664
2014-09-03,17.028602600097656
2014-09-04,17.028602600097656
2014-09-05,16.797279357910156
2014-09-08,15.987667083740234
2014-09-09,16.86844825744629
2014-09-10,17.971675872802734
2014-09-11,17.891597747802734
2014-09-12,18.131813049316406
2014-09-15,17.758146286010742
2014-09-16,18.158498764038086
2014-09-17,17.85600471496582
2014-09-18,19.074874877929688
2014-09-19,17.39337158203125
2014-09-22,17.749244689941406
2014-09-23,17.811527252197266
2014-09-24,17.70475959777832
2014-09-25,17.980558395385742
2014-09-26,19.359580993652344
2014-09-29,18.888042449951172
2014-09-30,18.638933181762695
2014-10-01,18.59444808959961
2014-10-02,18.443204879760742
2014-10-03,18.487680435180664
2014-10-06,18.105119705200195
2014-10-07,17.811527252197266
2014-10-08,17.909385681152344
2014-10-09,17.61578941345215
2014-10-10,17.606897354125977
2014-10-13,17.88270378112793
2014-10-14,17.900489807128906
2014-10-15,18.060630798339844
2014-10-16,19.065980911254883
2014-10-17,18.736799240112305
2014-10-20,18.888042449951172
2014-10-21,19.28840446472168
2014-10-22,18.781280517578125
2014-10-23,19.653173446655273
2014-10-24,18.630033493041992
2014-10-27,17.695858001708984
2014-10-28,18.55885887145996
2014-10-29,18.754594802856445
2014-10-30,18.7990779876709
2014-10-31,19.43075180053711
2014-11-03,19.5553035736084
2014-11-04,18.638933181762695
2014-11-05,19.226123809814453
2014-11-06,20.649620056152344
2014-11-07,19.786624908447266
2014-11-10,19.76883316040039
2014-11-11,20.7830753326416
2014-11-12,21.103363037109375
2014-11-13,20.6318302154541
2014-11-14,20.65852165222168
2014-11-17,19.964563369750977
2014-11-18,20.809768676757812
2014-11-19,20.578445434570312
2014-11-20,20.240371704101562
2014-11-21,20.640727996826172
2014-11-24,20.649620056152344
2014-11-25,20.30264663696289
2014-11-26,20.712615966796875
2014-11-28,20.9532527923584
2014-12-01,20.685880661010742
2014-12-02,19.152935028076172
2014-12-03,19.304447174072266
2014-12-04,18.939037322998047
2014-12-05,19.233139038085938
2014-12-08,19.411392211914062
2014-12-09,19.268789291381836
2014-12-10,19.286617279052734
2014-12-11,19.545074462890625
2014-12-12,19.27770233154297
2014-12-15,19.063814163208008
2014-12-16,18.90338897705078
2014-12-17,19.455965042114258
2014-12-18,19.714420318603516
2014-12-19,20.09765625
2014-12-22,20.436336517333984
2014-12-23,20.249168395996094
2014-12-24,20.49872398376465
2014-12-26,20.685880661010742
2014-12-29,20.792829513549805
2014-12-30,20.57893180847168
2014-12-31,20.48089599609375
2015-01-02,20.427417755126953
2015-01-05,19.963966369628906
2015-01-06,19.919408798217773
2015-01-07,20.61458396911621
2015-01-08,21.220626831054688
2015-01-09,21.41670799255371
2015-01-12,21.951454162597656
2015-01-13,21.41670799255371
2015-01-14,21.39888572692871
2015-01-15,21.30084800720215
2015-01-16,21.21172523498535
2015-01-20,20.8463134765625
2015-01-21,21.577129364013672
2015-01-22,21.987098693847656
2015-01-23,22.36142921447754
2015-01-26,22.79814338684082
2015-01-27,22.23665428161621
2015-01-28,22.094057083129883
2015-01-29,22.504030227661133
2015-01-30,22.165353775024414
2015-02-02,22.058406829833984
2015-02-03,22.10295867919922
2015-02-04,21.871238708496094
2015-02-05,21.372146606445312
2015-02-06,21.862337112426758
2015-02-09,21.77320098876953
2015-02-10,21.523658752441406
2015-02-11,21.93362808227539
2015-02-12,21.987098693847656
2015-02-13,22.307954788208008
2015-02-17,21.915800094604492
2015-02-18,22.316862106323242
2015-02-19,22.530765533447266
2015-02-20,23.368539810180664
2015-02-23,23.831989288330078
2015-02-24,23.885461807250977
2015-02-25,23.653745651245117
2015-02-26,23.96614646911621
2015-02-27,24.233924865722656
2015-03-02,24.492782592773438
2015-03-03,24.28748321533203
2015-03-04,24.492782592773438
2015-03-05,24.778404235839844
2015-03-06,24.814115524291992
2015-03-09,24.983705520629883
2015-03-10,24.894445419311523
2015-03-11,25.046192169189453
2015-03-12,25.224712371826172
2015-03-13,24.85873794555664
2015-03-16,25.001558303833008
2015-03-17,25.28718376159668
2015-03-18,25.528186798095703
2015-03-19,25.608524322509766
2015-03-20,25.778118133544922
2015-03-23,25.78704071044922
2015-03-24,25.92093276977539
2015-03-25,25.885225296020508
2015-03-26,25.563886642456055
2015-03-27,25.974485397338867
2015-03-30,26.447561264038086
2015-03-31,26.724266052246094
2015-04-01,25.894153594970703
2015-04-02,25.912004470825195
2015-04-06,25.98340606689453
2015-04-07,25.224712371826172
2015-04-08,25.608524322509766
2015-04-09,25.75133514404297
2015-04-10,25.57281494140625
2015-04-13,25.57281494140625
2015-04-14,26.251184463500977
2015-04-15,26.65285301208496
2015-04-16,26.117298126220703
2015-04-17,25.78704071044922
2015-04-20,25.653148651123047
2015-04-21,25.019405364990234
2015-04-22,25.49248695373535
2015-04-23,25.688854217529297
2015-04-24,25.75133514404297
2015-04-27,25.421072006225586
2015-04-28,25.840600967407227
2015-04-29,25.662078857421875
2015-04-30,24.992633819580078
2015-05-01,24.93015480041504
2015-05-04,25.394302368164062
2015-05-05,23.930442810058594
2015-05-06,23.85903549194336
2015-05-07,24.53741455078125
2015-05-08,24.53741455078125
2015-05-11,24.519556045532227
