Date,EME
2010-01-04,25.74959945678711
2010-01-05,25.232397079467773
2010-01-06,25.333993911743164
2010-01-07,25.352466583251953
2010-01-08,25.066144943237305
2010-01-11,25.02920913696289
2010-01-12,24.63206672668457
2010-01-13,24.465822219848633
2010-01-14,24.318044662475586
2010-01-15,23.82854461669922
2010-01-19,24.059446334838867
2010-01-20,23.72695541381836
2010-01-21,23.12662124633789
2010-01-22,22.674060821533203
2010-01-25,22.803369522094727
2010-01-26,22.378507614135742
2010-01-27,22.313861846923828
2010-01-28,22.239974975585938
2010-01-29,22.221500396728516
2010-02-01,22.313861846923828
2010-02-02,22.489347457885742
2010-02-03,22.470867156982422
2010-02-04,21.279443740844727
2010-02-05,21.251728057861328
2010-02-08,20.623708724975586
2010-02-09,21.23326301574707
2010-02-10,20.789939880371094
2010-02-11,21.23326301574707
2010-02-12,21.574995040893555
2010-02-16,21.501108169555664
2010-02-17,21.778179168701172
2010-02-18,22.42469024658203
2010-02-19,22.1568546295166
2010-02-22,22.184566497802734
2010-02-23,22.046022415161133
2010-02-24,21.796653747558594
2010-02-25,21.75971221923828
2010-02-26,21.260969161987305
2010-03-01,21.981369018554688
2010-03-02,21.87977409362793
2010-03-03,21.90749168395996
2010-03-04,21.852066040039062
2010-03-05,21.981369018554688
2010-03-08,22.627880096435547
2010-03-09,22.960372924804688
2010-03-10,23.154325485229492
2010-03-11,23.357515335083008
2010-03-12,23.265161514282227
2010-03-15,23.84701919555664
2010-03-16,24.188749313354492
2010-03-17,24.040971755981445
2010-03-18,24.004030227661133
2010-03-19,24.050214767456055
2010-03-22,24.512008666992188
2010-03-23,24.57665252685547
2010-03-24,24.26262855529785
2010-03-25,23.523759841918945
2010-03-26,23.182037353515625
2010-03-29,23.449872970581055
2010-03-30,23.061969757080078
2010-03-31,22.74795150756836
2010-04-01,22.960372924804688
2010-04-05,23.385217666625977
2010-04-06,23.606884002685547
2010-04-07,23.874727249145508
2010-04-08,23.81930923461914
2010-04-09,24.096384048461914
2010-04-12,23.800840377807617
2010-04-13,23.754663467407227
2010-04-14,23.957843780517578
2010-04-15,24.447341918945312
2010-04-16,24.20721435546875
2010-04-19,24.308815002441406
2010-04-20,24.862964630126953
2010-04-21,25.370939254760742
2010-04-22,26.109804153442383
2010-04-23,26.553129196166992
2010-04-26,26.636249542236328
2010-04-27,26.091337203979492
2010-04-28,26.119043350219727
2010-04-29,27.245813369750977
2010-04-30,26.37764549255371
2010-05-03,26.15598487854004
2010-05-04,25.140039443969727
2010-05-05,24.253387451171875
2010-05-06,24.244157791137695
2010-05-07,23.5145263671875
2010-05-10,24.724428176879883
2010-05-11,24.50276756286621
2010-05-12,26.137514114379883
2010-05-13,25.629541397094727
2010-05-14,24.84449005126953
2010-05-17,24.539703369140625
2010-05-18,24.013267517089844
2010-05-19,24.059446334838867
2010-05-20,22.90496253967285
2010-05-21,23.255918502807617
2010-05-24,22.831064224243164
2010-05-25,22.88648796081543
2010-05-26,22.553997039794922
2010-05-27,23.468345642089844
2010-05-28,23.061969757080078
2010-06-01,21.796653747558594
2010-06-02,22.082969665527344
2010-06-03,22.75718879699707
2010-06-04,21.990612030029297
2010-06-07,21.39950942993164
2010-06-08,21.796653747558594
2010-06-09,21.65811538696289
2010-06-10,22.58170509338379
2010-06-11,22.609407424926758
2010-06-14,22.553997039794922
2010-06-15,23.523759841918945
2010-06-16,23.163562774658203
2010-06-17,22.79412269592285
2010-06-18,22.81260108947754
2010-06-21,22.572463989257812
2010-06-22,22.110671997070312
2010-06-23,22.03678321838379
2010-06-24,21.66735076904297
2010-06-25,21.88901138305664
2010-06-28,21.768949508666992
2010-06-29,21.445690155029297
2010-06-30,21.39950942993164
2010-07-01,21.60270118713379
2010-07-02,21.353330612182617
2010-07-06,20.817649841308594
2010-07-07,21.353330612182617
2010-07-08,21.90749168395996
2010-07-09,22.193788528442383
2010-07-12,21.94443130493164
2010-07-13,23.47757911682129
2010-07-14,23.680774688720703
2010-07-15,23.412933349609375
2010-07-16,22.27691650390625
2010-07-19,22.720245361328125
2010-07-20,23.302095413208008
2010-07-21,22.87725067138672
2010-07-22,24.318044662475586
2010-07-23,24.512008666992188
2010-07-26,25.250864028930664
2010-07-27,24.946088790893555
2010-07-28,24.64130401611328
2010-07-29,24.57665252685547
2010-07-30,24.022499084472656
2010-08-02,24.179506301879883
2010-08-03,23.994792938232422
2010-08-04,24.161033630371094
2010-08-05,24.059446334838867
2010-08-06,24.161033630371094
2010-08-09,24.364221572875977
2010-08-10,24.013267517089844
2010-08-11,22.350807189941406
2010-08-12,22.092201232910156
2010-08-13,21.870534896850586
2010-08-16,21.999839782714844
2010-08-17,22.23073959350586
2010-08-18,22.313861846923828
2010-08-19,21.796653747558594
2010-08-20,21.46416473388672
2010-08-23,20.928482055664062
2010-08-24,20.817649841308594
2010-08-25,21.214797973632812
2010-08-26,20.891536712646484
2010-08-27,21.288677215576172
2010-08-30,20.87306022644043
2010-08-31,21.002368927001953
2010-09-01,22.26768684387207
2010-09-02,22.38775062561035
2010-09-03,22.590938568115234
2010-09-07,22.1568546295166
2010-09-08,22.23073959350586
2010-09-09,22.03678321838379
2010-09-10,22.13838005065918
2010-09-13,22.470867156982422
2010-09-14,22.212265014648438
2010-09-15,22.101438522338867
2010-09-16,21.953655242919922
2010-09-17,21.981369018554688
2010-09-20,22.489347457885742
2010-09-21,22.396987915039062
2010-09-22,22.184566497802734
2010-09-23,21.935192108154297
2010-09-24,22.544757843017578
2010-09-27,22.89573097229004
2010-09-28,23.071197509765625
2010-09-29,22.960372924804688
2010-09-30,22.710996627807617
2010-10-01,22.729475021362305
2010-10-04,22.627880096435547
2010-10-05,23.283620834350586
2010-10-06,23.10814094543457
2010-10-07,23.034263610839844
2010-10-08,23.0250244140625
2010-10-11,23.08968162536621
2010-10-12,23.12662124633789
2010-10-13,23.763900756835938
2010-10-14,23.320575714111328
2010-10-15,23.791593551635742
2010-10-18,23.800840377807617
2010-10-19,23.412933349609375
2010-10-20,23.72695541381836
2010-10-21,24.613590240478516
2010-10-22,24.585887908935547
2010-10-25,25.00150489807129
2010-10-26,24.816789627075195
2010-10-27,23.957843780517578
2010-10-28,23.81930923461914
2010-10-29,23.874727249145508
2010-11-01,23.690004348754883
2010-11-02,24.84449005126953
2010-11-03,24.401174545288086
2010-11-04,25.010740280151367
2010-11-05,25.26011085510254
2010-11-08,24.927602767944336
2010-11-09,24.32728385925293
2010-11-10,24.225696563720703
2010-11-11,24.419633865356445
2010-11-12,23.893198013305664
2010-11-15,23.773128509521484
2010-11-16,23.10814094543457
2010-11-17,23.154325485229492
2010-11-18,23.9486141204834
2010-11-19,24.077919006347656
2010-11-22,24.013267517089844
2010-11-23,23.957843780517578
2010-11-24,24.419633865356445
2010-11-26,24.364221572875977
2010-11-29,24.595115661621094
2010-11-30,24.752126693725586
2010-12-01,25.59259605407715
2010-12-02,25.878910064697266
2010-12-03,25.98050308227539
2010-12-06,26.165218353271484
2010-12-07,26.349937438964844
2010-12-08,26.25757598876953
2010-12-09,26.525413513183594
2010-12-10,26.894853591918945
2010-12-13,27.04262924194336
2010-12-14,27.190404891967773
2010-12-15,27.22734260559082
2010-12-16,27.569072723388672
2010-12-17,27.255056381225586
2010-12-20,27.024152755737305
2010-12-21,27.412063598632812
2010-12-22,27.55060577392578
2010-12-23,27.4305362701416
2010-12-27,27.60601806640625
2010-12-28,27.245813369750977
2010-12-29,27.356651306152344
2010-12-30,27.088815689086914
2010-12-31,26.76555061340332
2011-01-03,27.024152755737305
2011-01-04,26.599306106567383
2011-01-05,26.45153045654297
2011-01-06,26.654726028442383
2011-01-07,26.654726028442383
2011-01-10,26.67319107055664
2011-01-11,27.144227981567383
2011-01-12,27.55060577392578
2011-01-13,27.642959594726562
2011-01-14,27.790735244750977
2011-01-18,27.661436080932617
2011-01-19,27.282766342163086
2011-01-20,27.4305362701416
2011-01-21,27.384357452392578
2011-01-24,27.439773559570312
2011-01-25,26.941030502319336
2011-01-26,27.92926788330078
2011-01-27,27.73531723022461
2011-01-28,27.19963264465332
2011-01-31,27.966217041015625
2011-02-01,28.695842742919922
