Date,AKR
2010-01-04,9.505587577819824
2010-01-05,9.44953727722168
2010-01-06,9.415911674499512
2010-01-07,9.539216041564941
2010-01-08,9.359865188598633
2010-01-11,9.427118301391602
2010-01-12,9.354256629943848
2010-01-13,9.752193450927734
2010-01-14,9.662520408630371
2010-01-15,9.606471061706543
2010-01-19,9.948359489440918
2010-01-20,9.75779914855957
2010-01-21,9.466352462768555
2010-01-22,9.23095417022705
2010-01-25,9.102048873901367
2010-01-26,8.950722694396973
2010-01-27,9.124470710754395
2010-01-28,9.0011625289917
2010-01-29,8.928300857543945
2010-02-01,9.169306755065918
2010-02-02,9.174906730651855
2010-02-03,8.90027904510498
2010-02-04,8.676088333129883
2010-02-05,8.687301635742188
2010-02-08,8.552783966064453
2010-02-09,8.541576385498047
2010-02-10,8.6144380569458
2010-02-11,8.804998397827148
2010-02-12,8.804998397827148
2010-02-16,9.012369155883789
2010-02-17,9.146880149841309
2010-02-18,9.242166519165039
2010-02-19,9.303817749023438
2010-02-22,9.337448120117188
2010-02-23,9.298211097717285
2010-02-24,9.42151927947998
2010-02-25,9.471956253051758
2010-02-26,9.376680374145508
2010-03-01,9.460749626159668
2010-03-02,9.5896577835083
2010-03-03,9.511189460754395
2010-03-04,9.550424575805664
2010-03-05,9.763401985168457
2010-03-08,9.920337677001953
2010-03-09,9.881098747253418
2010-03-10,9.85867977142334
2010-03-11,9.875497817993164
2010-03-12,9.881098747253418
2010-03-15,9.836263656616211
2010-03-16,10.032432556152344
2010-03-17,10.194965362548828
2010-03-18,10.183755874633789
2010-03-19,10.077264785766602
2010-03-22,10.138921737670898
2010-03-23,10.054848670959473
2010-03-24,10.010014533996582
2010-03-25,10.155733108520508
2010-03-26,10.206172943115234
2010-03-29,10.1382474899292
2010-03-30,10.240140914916992
2010-03-31,10.109947204589844
2010-04-01,10.166550636291504
2010-04-05,10.3816556930542
2010-04-06,10.466567993164062
2010-04-07,10.364676475524902
2010-04-08,10.245798110961914
2010-04-09,10.375994682312012
2010-04-12,10.3363676071167
2010-04-13,10.591102600097656
2010-04-14,10.647705078125
2010-04-15,10.330706596374512
2010-04-16,10.1835298538208
2010-04-19,10.245798110961914
2010-04-20,10.302410125732422
2010-04-21,10.523172378540039
2010-04-22,10.579780578613281
2010-04-23,10.8231840133667
2010-04-26,10.976028442382812
2010-04-27,10.562796592712402
2010-04-28,10.726956367492676
2010-04-29,11.202454566955566
2010-04-30,10.800542831420898
2010-05-03,11.1571683883667
2010-05-04,10.613741874694824
2010-05-05,10.217496871948242
2010-05-06,9.951446533203125
2010-05-07,9.770301818847656
2010-05-10,10.494869232177734
2010-05-11,10.528833389282227
2010-05-12,10.81753158569336
2010-05-13,10.591102600097656
2010-05-14,10.268444061279297
2010-05-17,10.3816556930542
2010-05-18,10.132589340209961
2010-05-19,9.968427658081055
2010-05-20,9.48727035522461
2010-05-21,9.804268836975098
2010-05-24,9.69671630859375
2010-05-25,9.713700294494629
2010-05-26,9.758984565734863
2010-05-27,10.325052261352539
2010-05-28,10.126925468444824
2010-06-01,10.07597827911377
2010-06-02,10.342031478881836
2010-06-03,10.279763221740723
2010-06-04,9.809932708740234
2010-06-07,9.764639854431152
2010-06-08,10.019376754760742
2010-06-09,10.12126636505127
2010-06-10,10.415616989135742
2010-06-11,10.540152549743652
2010-06-14,10.704316139221191
2010-06-15,10.885453224182129
2010-06-16,10.670352935791016
2010-06-17,10.687332153320312
2010-06-18,10.659029960632324
2010-06-21,10.726956367492676
2010-06-22,10.206172943115234
2010-06-23,10.126925468444824
2010-06-24,9.826908111572266
2010-06-25,9.934463500976562
2010-06-28,9.842955589294434
2010-06-29,9.682817459106445
2010-06-30,9.619898796081543
2010-07-01,9.539828300476074
2010-07-02,9.511234283447266
2010-07-06,9.162357330322266
2010-07-07,9.52267074584961
2010-07-08,9.488353729248047
2010-07-09,9.499794006347656
2010-07-12,9.499794006347656
2010-07-13,9.711408615112305
2010-07-14,9.820075988769531
2010-07-15,9.728569984436035
2010-07-16,9.391127586364746
2010-07-19,9.625617027282715
2010-07-20,9.780041694641113
2010-07-21,9.722846031188965
2010-07-22,10.203271865844727
2010-07-23,10.249028205871582
2010-07-26,10.500676155090332
2010-07-27,10.437763214111328
2010-07-28,10.632219314575195
2010-07-29,10.615060806274414
2010-07-30,10.603625297546387
2010-08-02,10.946783065795898
2010-08-03,10.712291717529297
2010-08-04,10.718010902404785
2010-08-05,10.557869911193848
2010-08-06,10.529273986816406
2010-08-09,10.603625297546387
2010-08-10,10.500676155090332
2010-08-11,10.226149559020996
2010-08-12,10.111761093139648
2010-08-13,10.02597427368164
2010-08-16,10.100322723388672
2010-08-17,10.28905963897705
2010-08-18,10.283340454101562
2010-08-19,10.031695365905762
2010-08-20,10.088885307312012
2010-08-23,9.917309761047363
2010-08-24,10.008817672729492
2010-08-25,10.226149559020996
2010-08-26,10.163237571716309
2010-08-27,10.277620315551758
2010-08-30,10.168952941894531
2010-08-31,10.26046371459961
2010-09-01,10.603625297546387
2010-09-02,10.758042335510254
2010-09-03,10.92962646484375
2010-09-07,10.79236125946045
2010-09-08,10.798080444335938
2010-09-09,10.706571578979492
2010-09-10,10.735170364379883
2010-09-13,10.958224296569824
2010-09-14,10.946783065795898
2010-09-15,10.998252868652344
2010-09-16,10.883872985839844
2010-09-17,10.92962646484375
2010-09-20,11.301380157470703
2010-09-21,11.084047317504883
2010-09-22,10.92962646484375
2010-09-23,10.632219314575195
2010-09-24,11.044013023376465
2010-09-27,10.832395553588867
2010-09-28,10.919008255004883
2010-09-29,10.988297462463379
2010-09-30,10.970978736877441
2010-10-01,11.017167091369629
2010-10-04,10.988297462463379
2010-10-05,11.242361068725586
2010-10-06,11.236588478088379
2010-10-07,11.305883407592773
2010-10-08,11.282782554626465
2010-10-11,11.253914833068848
2010-10-12,11.34630298614502
2010-10-13,11.559947967529297
2010-10-14,11.369393348693848
2010-10-15,11.265460968017578
2010-10-18,11.432912826538086
2010-10-19,11.213494300842285
2010-10-20,11.444459915161133
2010-10-21,11.404045104980469
2010-10-22,11.404045104980469
2010-10-25,11.398269653320312
2010-10-26,11.271232604980469
2010-10-27,11.10955810546875
2010-10-28,10.982525825500488
2010-10-29,11.017167091369629
2010-11-01,11.115333557128906
2010-11-02,11.13265609741211
2010-11-03,11.04026985168457
2010-11-04,11.421367645263672
2010-11-05,11.531072616577148
2010-11-08,11.4906587600708
2010-11-09,11.282782554626465
2010-11-10,11.369393348693848
2010-11-11,11.288556098937988
2010-11-12,11.207719802856445
2010-11-15,11.09800910949707
2010-11-16,10.745783805847168
2010-11-17,10.763107299804688
2010-11-18,10.838170051574707
2010-11-19,10.791979789733887
2010-11-22,10.734237670898438
2010-11-23,10.457077026367188
2010-11-24,10.630302429199219
2010-11-26,10.636076927185059
2010-11-29,10.555237770080566
2010-11-30,10.543686866760254
2010-12-01,10.624524116516113
2010-12-02,10.734237670898438
2010-12-03,10.624524116516113
2010-12-06,10.595654487609863
2010-12-07,10.751557350158691
2010-12-08,10.555237770080566
2010-12-09,10.520588874816895
2010-12-10,10.47439956665039
2010-12-13,10.364686012268066
2010-12-14,10.358912467956543
2010-12-15,10.318496704101562
2010-12-16,10.243430137634277
2010-12-17,10.462849617004395
2010-12-20,10.572558403015137
2010-12-21,10.641846656799316
2010-12-22,10.60142993927002
2010-12-23,10.497495651245117
2010-12-27,10.57833480834961
2010-12-28,10.549461364746094
2010-12-29,10.537801742553711
2010-12-30,10.62527084350586
2010-12-31,10.636937141418457
2011-01-03,10.87603759765625
2011-01-04,10.74190902709961
2011-01-05,10.67192554473877
2011-01-06,10.496976852416992
2011-01-07,10.415336608886719
2011-01-10,10.543630599975586
2011-01-11,10.496976852416992
2011-01-12,10.54946231842041
2011-01-13,10.555292129516602
2011-01-14,10.642765998840332
2011-01-18,10.631105422973633
2011-01-19,10.496976852416992
2011-01-20,10.54946231842041
2011-01-21,10.555292129516602
2011-01-24,10.613609313964844
2011-01-25,10.782726287841797
2011-01-26,10.74190902709961
