Date,OGN
2021-05-14,27.279624938964844
2021-05-17,27.97699737548828
2021-05-18,30.766490936279297
2021-05-19,30.766490936279297
2021-05-20,30.971603393554688
2021-05-21,30.848535537719727
2021-05-24,31.176712036132812
2021-05-25,30.31525230407715
2021-05-26,30.216794967651367
2021-05-27,29.12561798095703
2021-05-28,29.330718994140625
2021-06-01,29.535829544067383
2021-06-02,28.9287052154541
2021-06-03,30.35626983642578
2021-06-04,28.018024444580078
2021-06-07,25.77821922302246
2021-06-08,23.718914031982422
2021-06-09,23.341508865356445
2021-06-10,24.883943557739258
2021-06-11,24.326040267944336
2021-06-14,24.842918395996094
2021-06-15,26.098190307617188
2021-06-16,25.1875057220459
2021-06-17,25.81103515625
2021-06-18,24.596786499023438
2021-06-21,24.129138946533203
2021-06-22,24.227588653564453
2021-06-23,24.202974319458008
2021-06-24,24.424495697021484
2021-06-25,24.76907730102539
2021-06-28,25.384408950805664
2021-06-29,25.064435958862305
2021-06-30,24.826509475708008
2021-07-01,25.28595733642578
2021-07-02,25.318775177001953
2021-07-06,25.433635711669922
2021-07-07,24.71164894104004
2021-07-08,24.326040267944336
2021-07-09,24.695240020751953
2021-07-12,24.39988136291504
2021-07-13,23.874797821044922
2021-07-14,24.07170295715332
2021-07-15,23.718914031982422
2021-07-16,23.68610191345215
2021-07-19,23.90761375427246
2021-07-20,24.293230056762695
2021-07-21,24.990598678588867
2021-07-22,25.367996215820312
2021-07-23,24.449108123779297
2021-07-26,24.334245681762695
2021-07-27,23.89120864868164
2021-07-28,24.39988136291504
2021-07-29,23.981454849243164
2021-07-30,23.80095672607422
2021-08-02,24.227588653564453
2021-08-03,24.211179733276367
2021-08-04,23.48918914794922
2021-08-05,24.2522029876709
2021-08-06,24.202974319458008
2021-08-09,23.874797821044922
2021-08-10,24.900346755981445
2021-08-11,24.55576515197754
2021-08-12,27.4847354888916
2021-08-13,28.067249298095703
2021-08-16,28.165699005126953
2021-08-17,29.02716636657715
2021-08-18,27.55857276916504
2021-08-19,27.97699737548828
2021-08-20,27.480661392211914
2021-08-23,27.497203826904297
2021-08-24,27.431026458740234
2021-08-25,27.546836853027344
2021-08-26,28.092811584472656
2021-08-27,28.33271026611328
2021-08-30,27.894269943237305
2021-08-31,28.03490447998047
2021-09-01,28.589153289794922
2021-09-02,29.457738876342773
2021-09-03,29.457738876342773
2021-09-07,29.48256492614746
2021-09-08,28.92831802368164
2021-09-09,28.688417434692383
2021-09-10,28.026639938354492
2021-09-13,27.985273361206055
2021-09-14,27.646102905273438
2021-09-15,27.894269943237305
2021-09-16,27.92736053466797
2021-09-17,28.150712966918945
2021-09-20,27.249032974243164
2021-09-21,27.207670211791992
2021-09-22,27.009138107299805
2021-09-23,27.613014221191406
2021-09-24,27.869461059570312
2021-09-27,27.74537467956543
2021-09-28,27.331758499145508
2021-09-29,28.10935401916504
2021-09-30,27.12494659423828
2021-10-01,27.571653366088867
2021-10-04,27.249032974243164
2021-10-05,26.909866333007812
2021-10-06,27.3565731048584
2021-10-07,27.166311264038086
2021-10-08,26.942956924438477
2021-10-11,27.472387313842773
2021-10-12,27.166311264038086
2021-10-13,27.422754287719727
2021-10-14,27.82809829711914
2021-10-15,28.862138748168945
2021-10-18,28.787687301635742
2021-10-19,29.00277328491211
2021-10-20,29.581829071044922
2021-10-21,29.250938415527344
2021-10-22,29.499107360839844
2021-10-25,30.533145904541016
2021-10-26,30.367694854736328
2021-10-27,29.54874038696289
2021-10-28,30.210525512695312
2021-10-29,30.400785446166992
2021-11-01,30.71514892578125
2021-11-02,30.185712814331055
2021-11-03,30.45870018005371
2021-11-04,29.995447158813477
2021-11-05,30.01198959350586
2021-11-08,30.599336624145508
2021-11-09,30.309795379638672
2021-11-10,30.30152130126953
2021-11-11,28.721508026123047
2021-11-12,27.877735137939453
2021-11-15,27.613014221191406
2021-11-16,27.74537467956543
2021-11-17,27.257307052612305
2021-11-18,26.140544891357422
2021-11-19,26.08211898803711
2021-11-22,26.407625198364258
2021-11-23,26.040390014648438
2021-11-24,26.32416343688965
2021-11-26,25.98196029663086
2021-11-29,25.556303024291992
2021-11-30,24.396169662475586
2021-12-01,23.97885513305664
2021-12-02,24.763402938842773
2021-12-03,24.062320709228516
2021-12-06,24.462940216064453
2021-12-07,24.462940216064453
2021-12-08,24.479629516601562
2021-12-09,23.928781509399414
2021-12-10,23.98720359802246
2021-12-13,24.095705032348633
2021-12-14,24.079011917114258
2021-12-15,24.479629516601562
2021-12-16,25.31426239013672
2021-12-17,25.19741439819336
2021-12-20,24.504671096801758
2021-12-21,24.863561630249023
2021-12-22,25.04718017578125
2021-12-23,25.22245216369629
2021-12-27,25.113948822021484
2021-12-28,24.947023391723633
2021-12-29,24.888601303100586
2021-12-30,25.648113250732422
2021-12-31,25.41441535949707
2022-01-03,26.007001876831055
2022-01-04,26.30746841430664
2022-01-05,25.95692253112793
2022-01-06,26.29912567138672
2022-01-07,27.0502872467041
2022-01-10,26.88336181640625
2022-01-11,27.334060668945312
2022-01-12,27.217214584350586
2022-01-13,27.45925521850586
2022-01-14,27.425867080688477
2022-01-18,26.76651382446289
2022-01-19,26.908405303955078
2022-01-20,26.557857513427734
2022-01-21,25.848421096801758
2022-01-24,25.41441535949707
2022-01-25,25.631418228149414
2022-01-26,25.648113250732422
2022-01-27,25.62307357788086
2022-01-28,26.24905014038086
2022-01-31,26.632966995239258
2022-02-01,27.53437042236328
2022-02-02,27.818151473999023
2022-02-03,27.47594451904297
2022-02-04,27.642868041992188
2022-02-07,27.97671890258789
2022-02-08,28.16868782043457
2022-02-09,28.86977195739746
2022-02-10,28.752927780151367
2022-02-11,28.97827911376953
2022-02-14,28.694503784179688
2022-02-15,29.395591735839844
2022-02-16,30.33036994934082
2022-02-17,30.35541343688965
2022-02-18,30.12171173095703
2022-02-22,30.029909133911133
2022-02-23,29.629287719726562
2022-02-24,30.071640014648438
2022-02-25,31.602556228637695
2022-02-28,31.400680541992188
2022-03-01,31.510028839111328
2022-03-02,33.10824966430664
2022-03-03,32.82224655151367
2022-03-04,32.654014587402344
2022-03-07,32.31754684448242
2022-03-08,30.82868766784668
2022-03-09,30.66886329650879
2022-03-10,30.265106201171875
2022-03-11,30.138938903808594
2022-03-14,27.220088958740234
2022-03-15,27.161211013793945
2022-03-16,27.674325942993164
2022-03-17,28.885601043701172
2022-03-18,29.508066177368164
2022-03-21,29.247291564941406
2022-03-22,29.735172271728516
2022-03-23,29.726760864257812
2022-03-24,29.6931095123291
2022-03-25,29.432355880737305
2022-03-28,29.58376121520996
2022-03-29,29.709936141967773
2022-03-30,30.122112274169922
2022-03-31,29.38188362121582
2022-04-01,29.56694221496582
2022-04-04,29.205238342285156
2022-04-05,29.77723503112793
2022-04-06,30.450162887573242
2022-04-07,30.450162887573242
2022-04-08,30.172576904296875
2022-04-11,29.59217643737793
2022-04-12,29.432355880737305
2022-04-13,29.423938751220703
2022-04-14,29.35665512084961
2022-04-18,28.078081130981445
2022-04-19,28.55754280090332
2022-04-20,28.052845001220703
2022-04-21,27.56496810913086
2022-04-22,27.13597297668457
2022-04-25,27.346263885498047
2022-04-26,26.631277084350586
2022-04-27,27.270559310913086
2022-04-28,27.75843620300293
2022-04-29,27.19485855102539
2022-05-02,26.984569549560547
2022-05-03,27.287384033203125
2022-05-04,27.918258666992188
2022-05-05,29.3314151763916
2022-05-06,29.247291564941406
2022-05-09,29.205238342285156
2022-05-10,29.23888397216797
2022-05-11,28.052845001220703
2022-05-12,29.129535675048828
2022-05-13,29.629871368408203
2022-05-16,30.04540252685547
2022-05-17,31.1478214263916
2022-05-18,30.494855880737305
2022-05-19,31.012144088745117
2022-05-20,31.919530868530273
2022-05-23,31.82624053955078
2022-05-24,31.817760467529297
2022-05-25,32.30961608886719
2022-05-26,32.699710845947266
2022-05-27,32.988037109375
2022-05-31,32.190895080566406
2022-06-01,32.0128059387207
2022-06-02,31.65664291381836
2022-06-03,31.529436111450195
2022-06-06,31.775358200073242
2022-06-07,32.063690185546875
2022-06-08,31.894084930419922
2022-06-09,30.85950469970703
2022-06-10,30.070838928222656
2022-06-13,29.002330780029297
2022-06-14,28.094953536987305
2022-06-15,28.485044479370117
2022-06-16,27.82358169555664
2022-06-17,28.128868103027344
2022-06-21,27.882946014404297
2022-06-22,28.485044479370117
2022-06-23,29.612905502319336
2022-06-24,30.410049438476562
2022-06-27,30.04540252685547
2022-06-28,29.502662658691406
2022-06-29,29.316102981567383
2022-06-30,28.62071990966797
2022-07-01,29.04473876953125
2022-07-05,29.002330780029297
2022-07-06,28.23063850402832
2022-07-07,28.02710723876953
2022-07-08,27.7726993560791
2022-07-11,27.730300903320312
2022-07-12,27.865985870361328
2022-07-13,27.37413215637207
2022-07-14,27.009483337402344
2022-07-15,27.111244201660156
2022-07-18,26.458269119262695
2022-07-19,26.772035598754883
2022-07-20,26.848360061645508
2022-07-21,26.93316078186035
2022-07-22,27.10276222229004
2022-07-25,27.815101623535156
2022-07-26,27.899906158447266
2022-07-27,27.679414749145508
2022-07-28,27.518295288085938
2022-07-29,26.89923858642578
2022-08-01,26.992523193359375
2022-08-02,26.941640853881836
