Date,BANC
2010-01-04,3.423738718032837
2010-01-05,3.5325305461883545
2010-01-06,3.5325305461883545
2010-01-07,3.794912576675415
2010-01-08,3.839708089828491
2010-01-11,3.9357006549835205
2010-01-12,3.8461074829101562
2010-01-13,3.99969482421875
2010-01-14,3.99969482421875
2010-01-15,4.242877960205078
2010-01-19,4.479659557342529
2010-01-20,4.479659557342529
2010-01-21,4.518057346343994
2010-01-22,4.518057346343994
2010-01-25,4.537254333496094
2010-01-26,4.479659557342529
2010-01-27,4.479659557342529
2010-01-28,3.897304058074951
2010-01-29,4.242877960205078
2010-02-01,4.364467620849609
2010-02-02,4.364467620849609
2010-02-03,4.050892353057861
2010-02-04,4.351668357849121
2010-02-05,4.582050323486328
2010-02-08,4.582050323486328
2010-02-09,4.210879802703857
2010-02-10,4.338871002197266
2010-02-11,4.338871002197266
2010-02-12,4.761237144470215
2010-02-16,4.518057346343994
2010-02-17,4.518057346343994
2010-02-18,3.9420998096466064
2010-02-19,4.1596832275390625
2010-02-22,4.127685070037842
2010-02-23,4.2876739501953125
2010-02-24,4.2876739501953125
2010-02-25,3.99969482421875
2010-02-26,3.99969482421875
2010-03-01,4.050892353057861
2010-03-02,4.428462982177734
2010-03-03,4.4156646728515625
2010-03-04,4.351668357849121
2010-03-05,4.166082859039307
2010-03-08,4.191680431365967
2010-03-09,4.402864933013916
2010-03-10,4.49955940246582
2010-03-11,4.028975486755371
2010-03-12,4.261045455932617
2010-03-15,4.035423278808594
2010-03-16,4.319061756134033
2010-03-17,4.0612077713012695
2010-03-18,3.9967451095581055
2010-03-19,4.190135955810547
2010-03-22,4.190135955810547
2010-03-23,4.028975486755371
2010-03-24,4.319061756134033
2010-03-25,5.066840648651123
2010-03-26,5.414943218231201
2010-03-29,5.389157295227051
2010-03-30,5.22155237197876
2010-03-31,5.008821964263916
2010-04-01,5.801723957061768
2010-04-05,6.059577465057373
2010-04-06,5.962884902954102
2010-04-07,5.801723957061768
2010-04-08,5.808173656463623
2010-04-09,6.2013983726501465
2010-04-12,6.478592872619629
2010-04-13,6.639751434326172
2010-04-14,6.575288772583008
2010-04-15,6.562395095825195
2010-04-16,6.407684326171875
2010-04-19,6.49148416519165
2010-04-20,6.562395095825195
2010-04-21,6.2852020263671875
2010-04-22,5.582549571990967
2010-04-23,5.801723957061768
2010-04-26,5.833957672119141
2010-04-27,5.756602764129639
2010-04-28,5.511637210845947
2010-04-29,5.479404926300049
2010-04-30,5.511637210845947
2010-05-03,5.22155237197876
2010-05-04,5.1506428718566895
2010-05-05,5.0732831954956055
2010-05-06,4.995929718017578
2010-05-07,5.479404926300049
2010-05-10,5.6470112800598145
2010-05-11,5.756602764129639
2010-05-12,5.962884902954102
2010-05-13,5.995116233825684
2010-05-14,6.188504219055176
2010-05-17,5.930653095245361
2010-05-18,5.795278072357178
2010-05-19,5.801723957061768
2010-05-20,6.1175947189331055
2010-05-21,5.511637210845947
2010-05-24,5.614780902862549
2010-05-25,5.724368095397949
2010-05-26,5.627671718597412
2010-05-27,6.0015645027160645
2010-05-28,5.962884902954102
2010-06-01,5.827511310577393
2010-06-02,5.78238582611084
2010-06-03,5.2666778564453125
2010-06-04,5.434283256530762
2010-06-07,5.363373756408691
2010-06-08,5.414943218231201
2010-06-09,4.617293357849121
2010-06-10,4.8637213706970215
2010-06-11,4.8637213706970215
2010-06-14,4.779418468475342
2010-06-15,4.967480659484863
2010-06-16,4.870204925537109
2010-06-17,4.993419647216797
2010-06-18,4.993419647216797
2010-06-21,4.967480659484863
2010-06-22,5.0712409019470215
2010-06-23,5.08420991897583
2010-06-24,5.45385217666626
2010-06-25,5.233363151550293
2010-06-28,5.220395088195801
2010-06-29,5.220395088195801
2010-06-30,5.187969207763672
2010-07-01,5.12312126159668
2010-07-02,5.187969207763672
2010-07-06,5.187969207763672
2010-07-07,5.187969207763672
2010-07-08,5.149059295654297
2010-07-09,4.967480659484863
2010-07-12,4.909116744995117
2010-07-13,5.149059295654297
2010-07-14,5.174998760223389
2010-07-15,4.967480659484863
2010-07-16,5.116635322570801
2010-07-19,4.675656795501709
2010-07-20,5.025846004486084
2010-07-21,5.058271408081055
2010-07-22,5.162032604217529
2010-07-23,5.187969207763672
2010-07-26,5.187969207763672
2010-07-27,5.577069282531738
2010-07-28,6.225560665130615
2010-07-29,5.901315212249756
2010-07-30,6.238533973693848
2010-08-02,5.836467742919922
2010-08-03,5.901315212249756
2010-08-04,6.050469398498535
2010-08-05,6.160715579986572
2010-08-06,6.225560665130615
2010-08-09,6.322839260101318
2010-08-10,6.484961986541748
2010-08-11,6.290412425994873
2010-08-12,6.193138599395752
2010-08-13,6.322839260101318
2010-08-16,6.517387390136719
2010-08-17,6.355263710021973
2010-08-18,6.355263710021973
2010-08-19,6.225560665130615
2010-08-20,6.225560665130615
2010-08-23,6.257988452911377
2010-08-24,6.225560665130615
2010-08-25,6.225560665130615
2010-08-26,6.225560665130615
2010-08-27,6.2320451736450195
2010-08-30,6.128290176391602
2010-08-31,6.283929824829102
2010-09-01,6.283929824829102
2010-09-02,6.238533973693848
2010-09-03,6.296896934509277
