Date,JBGS
2017-07-06,23.861459732055664
2017-07-07,25.989360809326172
2017-07-10,24.86427879333496
2017-07-11,26.161874771118164
2017-07-12,25.923357009887695
2017-07-13,26.356887817382812
2017-07-14,27.751991271972656
2017-07-17,27.924501419067383
2017-07-18,27.932004928588867
2017-07-19,26.994434356689453
2017-07-20,27.279451370239258
2017-07-21,27.14444923400879
2017-07-24,26.326881408691406
2017-07-25,26.251882553100586
2017-07-26,26.334394454956055
2017-07-27,26.221885681152344
2017-07-28,26.454402923583984
2017-07-31,26.611907958984375
2017-08-01,26.431896209716797
2017-08-02,26.446895599365234
2017-08-03,25.869359970092773
2017-08-04,25.57683563232422
2017-08-07,25.471824645996094
2017-08-08,25.27681541442871
2017-08-09,25.141803741455078
2017-08-10,25.014297485351562
2017-08-11,25.419322967529297
2017-08-14,25.771846771240234
2017-08-15,25.284313201904297
2017-08-16,25.516830444335938
2017-08-17,25.314313888549805
2017-08-18,25.05179786682129
2017-08-21,25.321815490722656
2017-08-22,25.12680435180664
2017-08-23,25.25430679321289
2017-08-24,25.081787109375
2017-08-25,25.141803741455078
2017-08-28,25.329317092895508
2017-08-29,24.90928840637207
2017-08-30,24.804285049438477
2017-08-31,24.549257278442383
2017-09-01,24.504255294799805
2017-09-05,24.249242782592773
2017-09-06,24.16672706604004
2017-09-07,24.699270248413086
2017-09-08,24.871784210205078
2017-09-11,25.164306640625
2017-09-12,25.27681541442871
2017-09-13,25.074296951293945
2017-09-14,25.12680435180664
2017-09-15,24.52676010131836
2017-09-18,24.256738662719727
2017-09-19,24.29424285888672
2017-09-20,24.19672966003418
2017-09-21,24.489253997802734
2017-09-22,24.684268951416016
2017-09-25,24.849279403686523
2017-09-26,25.081787109375
2017-09-27,25.501832962036133
2017-09-28,25.539329528808594
2017-09-29,25.659337997436523
2017-10-02,25.614337921142578
2017-10-03,25.464323043823242
2017-10-04,24.924287796020508
2017-10-05,25.014297485351562
2017-10-06,24.691768646240234
2017-10-09,24.496755599975586
2017-10-10,24.661766052246094
2017-10-11,24.684268951416016
2017-10-12,24.691768646240234
2017-10-13,24.564266204833984
2017-10-16,24.45924949645996
2017-10-17,24.354249954223633
2017-10-18,24.12173080444336
2017-10-19,23.82171058654785
2017-10-20,23.55919075012207
2017-10-23,23.55919075012207
2017-10-24,23.446680068969727
2017-10-25,23.364177703857422
2017-10-26,23.326671600341797
2017-10-27,23.43918228149414
2017-10-30,23.446680068969727
2017-10-31,23.4091796875
2017-11-01,23.514188766479492
2017-11-02,23.686697006225586
2017-11-03,23.664196014404297
2017-11-06,23.881715774536133
2017-11-07,24.234243392944336
2017-11-08,24.451759338378906
2017-11-09,24.421756744384766
2017-11-10,24.496755599975586
2017-11-13,24.271739959716797
2017-11-14,24.691768646240234
2017-11-15,24.376750946044922
2017-11-16,24.41425323486328
2017-11-17,24.538867950439453
2017-11-20,24.64461326599121
2017-11-21,24.863636016845703
2017-11-22,24.992034912109375
2017-11-24,25.112878799438477
2017-11-27,25.180858612060547
2017-11-28,25.188405990600586
2017-11-29,25.165746688842773
2017-11-30,25.158199310302734
2017-12-01,25.46786117553711
2017-12-04,25.52828025817871
2017-12-05,25.24127769470215
2017-12-06,25.377227783203125
2017-12-07,25.51318359375
2017-12-08,25.717100143432617
2017-12-11,25.84549903869629
2017-12-12,25.76996612548828
2017-12-13,25.92858123779297
2017-12-14,25.93613624572754
2017-12-15,26.389299392700195
2017-12-18,26.91043472290039
2017-12-19,26.374191284179688
2017-12-20,25.55849266052246
2017-12-21,25.566041946411133
2017-12-22,25.747310638427734
2017-12-26,26.026762008666992
2017-12-27,26.011659622192383
2017-12-28,26.45639991760254
2017-12-29,26.40317726135254
2018-01-02,26.22072410583496
2018-01-03,26.213117599487305
2018-01-04,25.59732437133789
2018-01-05,25.604928970336914
2018-01-08,25.65814781188965
2018-01-09,25.490890502929688
2018-01-10,25.361652374267578
2018-01-11,25.513696670532227
2018-01-12,25.513696670532227
2018-01-16,25.42246437072754
2018-01-17,25.285625457763672
2018-01-18,25.133581161499023
2018-01-19,25.30843162536621
2018-01-22,25.460485458374023
2018-01-23,25.741771697998047
2018-01-24,25.76458168029785
2018-01-25,25.718965530395508
2018-01-26,25.46808624267578
2018-01-29,25.437673568725586
2018-01-30,25.080366134643555
2018-01-31,25.65814781188965
2018-02-01,25.118377685546875
2018-02-02,25.11077117919922
2018-02-05,24.39614486694336
2018-02-06,24.2821044921875
2018-02-07,24.183273315429688
2018-02-08,23.597888946533203
2018-02-09,24.21368980407715
2018-02-12,24.2821044921875
2018-02-13,24.29730987548828
2018-02-14,24.22129249572754
2018-02-15,24.548194885253906
2018-02-16,24.951122283935547
2018-02-20,24.67743492126465
2018-02-21,24.59380340576172
2018-02-22,25.0727596282959
2018-02-23,24.89029884338379
2018-02-26,24.958728790283203
2018-02-27,24.37333869934082
2018-02-28,24.821876525878906
2018-03-01,25.3160343170166
2018-03-02,25.33123779296875
2018-03-05,25.718965530395508
2018-03-06,26.266338348388672
2018-03-07,26.243528366088867
2018-03-08,26.000261306762695
2018-03-09,26.091482162475586
2018-03-12,26.15990447998047
2018-03-13,25.61252784729004
2018-03-14,25.749372482299805
2018-03-15,25.52890968322754
2018-03-16,25.506092071533203
2018-03-19,25.39966583251953
2018-03-20,25.787385940551758
2018-03-21,24.89029884338379
2018-03-22,24.79146957397461
2018-03-23,24.137662887573242
2018-03-26,24.365737915039062
2018-03-27,24.449363708496094
2018-03-28,25.437673568725586
2018-03-29,25.627737045288086
2018-04-02,25.133581161499023
2018-04-03,25.58212661743164
2018-04-04,25.90142059326172
2018-04-05,25.817792892456055
2018-04-06,25.734163284301758
2018-04-09,25.506092071533203
2018-04-10,25.840606689453125
2018-04-11,26.053470611572266
2018-04-12,25.8634090423584
2018-04-13,26.015457153320312
2018-04-16,26.023061752319336
2018-04-17,26.114288330078125
2018-04-18,26.038267135620117
2018-04-19,26.038267135620117
2018-04-20,26.334754943847656
2018-04-23,26.433591842651367
2018-04-24,27.095006942749023
2018-04-25,27.35348129272461
2018-04-26,27.703195571899414
2018-04-27,27.862842559814453
2018-04-30,28.030094146728516
2018-05-01,27.832435607910156
2018-05-02,27.68038558959961
2018-05-03,27.566347122192383
2018-05-04,27.695589065551758
2018-05-07,28.12893295288086
2018-05-08,27.931270599365234
2018-05-09,28.296186447143555
2018-05-10,27.7944278717041
2018-05-11,28.203670501708984
2018-05-14,27.545814514160156
2018-05-15,27.06389045715332
2018-05-16,27.17863655090332
2018-05-17,27.102144241333008
2018-05-18,27.385175704956055
2018-05-21,27.683502197265625
2018-05-22,28.02008056640625
2018-05-23,28.218969345092773
2018-05-24,27.89769172668457
2018-05-25,27.95888900756836
2018-05-29,28.371963500976562
2018-05-30,28.700891494750977
2018-05-31,28.218969345092773
2018-06-01,27.935935974121094
2018-06-04,28.456104278564453
2018-06-05,29.014516830444336
2018-06-06,29.07571792602539
2018-06-07,29.20575523376465
2018-06-08,29.09101676940918
2018-06-11,29.029813766479492
2018-06-12,29.121604919433594
2018-06-13,28.425504684448242
2018-06-14,28.869173049926758
2018-06-15,29.136903762817383
2018-06-18,29.488788604736328
2018-06-19,29.351093292236328
2018-06-20,29.19810676574707
2018-06-21,28.654991149902344
2018-06-22,28.196020126342773
2018-06-25,28.234268188476562
2018-06-26,28.218969345092773
2018-06-27,27.89769172668457
2018-06-28,27.92828941345215
2018-06-29,27.89769172668457
2018-07-02,27.943584442138672
2018-07-03,27.951231002807617
2018-07-05,28.433147430419922
2018-07-06,28.685590744018555
2018-07-09,28.479053497314453
2018-07-10,28.234268188476562
2018-07-11,28.088926315307617
2018-07-12,28.050678253173828
2018-07-13,28.295459747314453
2018-07-16,28.14246940612793
2018-07-17,27.84414291381836
2018-07-18,27.622310638427734
2018-07-19,28.119524002075195
2018-07-20,27.92828941345215
2018-07-23,27.675859451293945
2018-07-24,27.461671829223633
2018-07-25,27.385175704956055
2018-07-26,27.07919692993164
2018-07-27,26.865005493164062
2018-07-30,27.017990112304688
2018-07-31,27.920629501342773
2018-08-01,28.157779693603516
2018-08-02,27.698801040649414
2018-08-03,28.134824752807617
2018-08-06,28.570844650268555
2018-08-07,28.700891494750977
2018-08-08,28.22661590576172
2018-08-09,28.16541862487793
2018-08-10,28.004783630371094
2018-08-13,28.293407440185547
2018-08-14,28.562807083129883
