Date,ORGO
2017-01-05,9.75
2017-01-06,9.75
2017-01-09,9.75
2017-01-10,9.800000190734863
2017-01-11,9.800000190734863
2017-01-12,9.800000190734863
2017-01-13,9.800000190734863
2017-01-17,9.800000190734863
2017-01-18,9.850000381469727
2017-01-19,9.850000381469727
2017-01-20,9.880000114440918
2017-01-23,9.880000114440918
2017-01-24,9.880000114440918
2017-01-25,9.880000114440918
2017-01-26,9.880000114440918
2017-01-27,9.880000114440918
2017-01-30,9.880000114440918
2017-01-31,9.880000114440918
2017-02-01,9.880000114440918
2017-02-02,9.880000114440918
2017-02-03,9.880000114440918
2017-02-06,9.880000114440918
2017-02-07,9.899999618530273
2017-02-08,9.899999618530273
2017-02-09,9.899999618530273
2017-02-10,9.899999618530273
2017-02-13,9.899999618530273
2017-02-14,9.899999618530273
2017-02-15,9.90999984741211
2017-02-16,9.899999618530273
2017-02-17,9.949999809265137
2017-02-21,9.949999809265137
2017-02-22,9.90999984741211
2017-02-23,9.90999984741211
2017-02-24,9.90999984741211
2017-02-27,9.90999984741211
2017-02-28,9.90999984741211
2017-03-01,9.899999618530273
2017-03-02,9.899999618530273
2017-03-03,9.899999618530273
2017-03-06,9.899999618530273
2017-03-07,9.899999618530273
2017-03-08,9.90999984741211
2017-03-09,9.90999984741211
2017-03-10,9.90999984741211
2017-03-13,9.90999984741211
2017-03-14,9.90999984741211
2017-03-15,9.920000076293945
2017-03-16,9.920000076293945
2017-03-17,9.920000076293945
2017-03-20,9.899999618530273
2017-03-21,9.859999656677246
2017-03-22,9.859999656677246
2017-03-23,9.859999656677246
2017-03-24,9.880000114440918
2017-03-27,9.880000114440918
2017-03-28,9.920000076293945
2017-03-29,9.880000114440918
2017-03-30,9.880000114440918
2017-03-31,9.880000114440918
2017-04-03,9.880000114440918
2017-04-04,9.880000114440918
2017-04-05,9.850000381469727
2017-04-06,9.850000381469727
2017-04-07,9.850000381469727
2017-04-10,9.890000343322754
2017-04-11,9.890000343322754
2017-04-12,9.890000343322754
2017-04-13,9.890000343322754
2017-04-17,9.890000343322754
2017-04-18,9.890000343322754
2017-04-19,9.800000190734863
2017-04-20,9.800000190734863
2017-04-21,9.800000190734863
2017-04-24,9.800000190734863
2017-04-25,9.800000190734863
2017-04-26,9.880000114440918
2017-04-27,9.880000114440918
2017-04-28,9.880000114440918
2017-05-01,9.880000114440918
2017-05-02,9.880000114440918
2017-05-03,9.800000190734863
2017-05-04,9.800000190734863
2017-05-05,9.800000190734863
2017-05-08,9.800000190734863
2017-05-09,9.800000190734863
2017-05-10,9.800000190734863
2017-05-11,9.829000473022461
2017-05-12,9.800000190734863
2017-05-15,9.800000190734863
2017-05-16,9.800000190734863
2017-05-17,9.800000190734863
2017-05-18,9.800000190734863
2017-05-19,9.800000190734863
2017-05-22,9.800000190734863
2017-05-23,9.800000190734863
2017-05-24,9.800000190734863
2017-05-25,9.890000343322754
2017-05-26,9.890000343322754
2017-05-30,9.890000343322754
2017-05-31,9.869999885559082
2017-06-01,9.829999923706055
2017-06-02,9.8100004196167
2017-06-05,9.8100004196167
2017-06-06,9.850000381469727
2017-06-07,9.850000381469727
2017-06-08,9.880000114440918
2017-06-09,9.880000114440918
2017-06-12,9.84000015258789
2017-06-13,9.84000015258789
2017-06-14,9.850000381469727
2017-06-15,9.8100004196167
2017-06-16,9.8100004196167
2017-06-19,9.8100004196167
2017-06-20,9.8100004196167
2017-06-21,9.8100004196167
2017-06-22,9.8100004196167
2017-06-23,9.8100004196167
2017-06-26,9.789999961853027
2017-06-27,9.789999961853027
2017-06-28,9.789999961853027
2017-06-29,9.789999961853027
2017-06-30,9.850000381469727
2017-07-03,9.850000381469727
2017-07-05,9.829999923706055
2017-07-06,9.800000190734863
2017-07-07,9.819999694824219
2017-07-10,9.819999694824219
2017-07-11,9.819999694824219
2017-07-12,9.850000381469727
2017-07-13,9.850000381469727
2017-07-14,9.800000190734863
2017-07-17,9.819999694824219
2017-07-18,9.899999618530273
2017-07-19,9.899999618530273
2017-07-20,9.899999618530273
2017-07-21,9.899999618530273
2017-07-24,9.899999618530273
2017-07-25,9.890000343322754
