Date,CWCO
2010-01-04,9.792596817016602
2010-01-05,9.48679256439209
2010-01-06,9.588727951049805
2010-01-07,9.48679256439209
2010-01-08,9.60231876373291
2010-01-11,9.479998588562012
2010-01-12,9.337288856506348
2010-01-13,9.446019172668457
2010-01-14,9.50717830657959
2010-01-15,9.303311347961426
2010-01-19,9.412039756774902
2010-01-20,9.09943962097168
2010-01-21,8.847996711730957
2010-01-22,8.773244857788086
2010-01-25,8.780040740966797
2010-01-26,8.739262580871582
2010-01-27,8.793632507324219
2010-01-28,9.384857177734375
2010-01-29,9.167390823364258
2010-02-01,9.357672691345215
2010-02-02,9.493589401245117
2010-02-03,9.337288856506348
2010-02-04,9.208168029785156
2010-02-05,9.031481742858887
2010-02-08,8.752857208251953
2010-02-09,8.712084770202637
2010-02-10,8.73246955871582
2010-02-11,8.766448974609375
2010-02-12,8.50141429901123
2010-02-16,8.494620323181152
2010-02-17,8.725674629211426
2010-02-18,8.678106307983398
2010-02-19,8.73246955871582
2010-02-22,8.657712936401367
2010-02-23,8.3179292678833
2010-02-24,8.426663398742676
2010-02-25,8.36550235748291
2010-02-26,8.256769180297852
2010-03-01,8.419866561889648
2010-03-02,8.582963943481445
2010-03-03,8.902361869812012
2010-03-04,8.800424575805664
2010-03-05,9.092641830444336
2010-03-08,9.289718627929688
2010-03-09,9.6159086227417
2010-03-10,9.677069664001465
2010-03-11,9.779009819030762
2010-03-12,9.853760719299316
2010-03-15,9.731438636779785
2010-03-16,9.62270736694336
2010-03-17,9.337288856506348
2010-03-18,9.221759796142578
2010-03-19,9.357672691345215
2010-03-22,9.5955228805542
2010-03-23,9.541154861450195
2010-03-24,9.446019172668457
2010-03-25,9.09943962097168
2010-03-26,9.017889022827148
2010-03-29,9.717848777770996
2010-03-30,9.412039756774902
2010-03-31,9.228556632995605
2010-04-01,9.48679256439209
2010-04-05,9.656682968139648
2010-04-06,9.731438636779785
2010-04-07,9.894533157348633
2010-04-08,9.982876777648926
2010-04-09,9.812983512878418
2010-04-12,9.6159086227417
2010-04-13,9.901330947875977
2010-04-14,9.98967456817627
2010-04-15,10.09161376953125
2010-04-16,9.976081848144531
2010-04-19,9.826577186584473
2010-04-20,9.94890022277832
2010-04-21,9.541154861450195
2010-04-22,9.806192398071289
2010-04-23,10.1935453414917
2010-04-26,10.145975112915039
2010-04-27,9.996468544006348
2010-04-28,9.96573257446289
2010-04-29,9.917916297912598
2010-04-30,9.665188789367676
2010-05-03,10.238956451416016
2010-05-04,9.801798820495605
2010-05-05,9.61054515838623
2010-05-06,9.221202850341797
2010-05-07,8.292251586914062
2010-05-10,8.900171279907227
2010-05-11,9.20754623413086
2010-05-12,9.658355712890625
2010-05-13,9.42612361907959
2010-05-14,9.016289710998535
2010-05-17,9.132411003112793
2010-05-18,8.913830757141113
2010-05-19,8.825031280517578
2010-05-20,8.360557556152344
2010-05-21,8.264930725097656
2010-05-24,8.353729248046875
2010-05-25,8.182966232299805
2010-05-26,8.121489524841309
2010-05-27,8.401542663574219
2010-05-28,8.18979549407959
2010-06-01,8.025863647460938
2010-06-02,8.360557556152344
2010-06-03,8.490339279174805
2010-06-04,7.868762969970703
2010-06-07,7.691170692443848
2010-06-08,7.629696846008301
2010-06-09,7.978050708770752
2010-06-10,8.237611770629883
2010-06-11,8.503999710083008
2010-06-14,8.524490356445312
2010-06-15,8.688426971435547
2010-06-16,8.442523956298828
2010-06-17,8.442523956298828
2010-06-18,8.312747955322266
2010-06-21,8.060016632080078
2010-06-22,8.005372047424316
2010-06-23,8.141982078552246
2010-06-24,7.93023681640625
2010-06-25,8.305912971496582
2010-06-28,8.422033309936523
2010-06-29,8.095600128173828
2010-06-30,7.820705890655518
2010-07-01,7.779471397399902
2010-07-02,7.793215274810791
2010-07-06,7.731366157531738
2010-07-07,7.745108604431152
2010-07-08,7.751983642578125
2010-07-09,7.999384880065918
2010-07-12,7.635153770446777
2010-07-13,7.92379093170166
2010-07-14,8.047492027282715
2010-07-15,7.855068683624268
2010-07-16,7.442727565765381
2010-07-19,7.593921661376953
2010-07-20,7.710751056671143
2010-07-21,7.4839630126953125
2010-07-22,7.786344051361084
2010-07-23,7.965023994445801
2010-07-26,8.16431999206543
2010-07-27,8.123086929321289
2010-07-28,7.937535762786865
2010-07-29,8.28115177154541
2010-07-30,8.274279594421387
2010-08-02,8.301770210266113
2010-08-03,8.14370346069336
2010-08-04,8.377365112304688
2010-08-05,8.116214752197266
2010-08-06,7.786344051361084
2010-08-09,7.690131187438965
2010-08-10,7.085368633270264
2010-08-11,6.769239902496338
2010-08-12,6.769239902496338
2010-08-13,6.652410507202148
2010-08-16,6.906685829162598
2010-08-17,6.858578205108643
2010-08-18,6.789857864379883
2010-08-19,6.645541191101074
2010-08-20,6.7005181312561035
2010-08-23,6.5905585289001465
2010-08-24,6.542453289031982
2010-08-25,6.652410507202148
2010-08-26,6.398135662078857
2010-08-27,6.673026084899902
2010-08-30,6.432497024536133
2010-08-31,6.32941198348999
2010-09-01,6.281306743621826
2010-09-02,6.3019208908081055
2010-09-03,6.3843889236450195
2010-09-07,6.295050144195557
2010-09-08,6.185093879699707
2010-09-09,6.00641393661499
2010-09-10,6.123240947723389
2010-09-13,6.068262100219727
2010-09-14,5.923943996429443
2010-09-15,5.717775344848633
2010-09-16,5.662795066833496
2010-09-17,5.600944519042969
2010-09-20,6.253814697265625
2010-09-21,6.288173675537109
2010-09-22,6.32941198348999
2010-09-23,6.226325511932373
2010-09-24,6.459986209869385
2010-09-27,6.356900215148926
2010-09-28,6.755494594573975
2010-09-29,6.578904628753662
2010-09-30,6.5650529861450195
2010-10-01,6.731259822845459
2010-10-04,6.772807598114014
2010-10-05,6.772807598114014
2010-10-06,6.876685619354248
2010-10-07,6.772807598114014
2010-10-08,6.828209400177002
2010-10-11,6.75895881652832
2010-10-12,6.620457172393799
2010-10-13,6.855909824371338
2010-10-14,6.793583869934082
2010-10-15,6.696631908416748
2010-10-18,6.855909824371338
2010-10-19,6.814360618591309
2010-10-20,6.793583869934082
2010-10-21,6.5858283042907715
2010-10-22,6.495803356170654
2010-10-25,6.405775547027588
2010-10-26,6.4126996994018555
2010-10-27,6.447324275970459
2010-10-28,6.544278621673584
2010-10-29,7.084438323974609
2010-11-01,7.21601676940918
2010-11-02,7.209094524383545
2010-11-03,6.9667134284973145
2010-11-04,7.188320159912109
2010-11-05,7.063665866851807
2010-11-08,7.1467671394348145
2010-11-09,6.8974609375
2010-11-10,7.112141132354736
2010-11-11,6.537353038787842
2010-11-12,6.433475494384766
2010-11-15,6.343448162078857
2010-11-16,6.260344505310059
2010-11-17,6.398848056793213
2010-11-18,6.4819512367248535
2010-11-19,6.544278621673584
2010-11-22,6.4126996994018555
2010-11-23,6.4126996994018555
2010-11-24,6.405775547027588
2010-11-26,6.343448162078857
2010-11-29,6.218796253204346
2010-11-30,6.114919185638428
2010-12-01,6.024889945983887
2010-12-02,5.976414203643799
2010-12-03,6.281120300292969
2010-12-06,6.322672367095947
2010-12-07,6.232646465301514
2010-12-08,6.260344505310059
2010-12-09,6.2257184982299805
2010-12-10,6.239569187164307
2010-12-13,6.3088202476501465
2010-12-14,6.350372314453125
2010-12-15,6.433475494384766
2010-12-16,6.426551342010498
2010-12-17,6.357297420501709
2010-12-20,6.2257184982299805
2010-12-21,6.336522102355957
2010-12-22,6.163392543792725
2010-12-23,6.301896095275879
2010-12-27,6.371146202087402
2010-12-28,6.39192533493042
2010-12-29,6.695638179779053
2010-12-30,6.528071403503418
2010-12-31,6.402395725250244
2011-01-03,6.590909004211426
2011-01-04,6.6048712730407715
2011-01-05,6.793382167816162
2011-01-06,6.919057846069336
2011-01-07,7.051711559295654
2011-01-10,7.086623668670654
2011-01-11,7.275134563446045
2011-01-12,7.379863739013672
2011-01-13,7.254190444946289
2011-01-14,7.3379693031311035
2011-01-18,7.240224838256836
2011-01-19,6.884146690368652
2011-01-20,6.779417514801025
2011-01-21,7.2122979164123535
2011-01-24,7.135494709014893
2011-01-25,6.988874912261963
2011-01-26,7.086623668670654
2011-01-27,7.156440258026123
2011-01-28,7.798779010772705
2011-01-31,7.638191223144531
2011-02-01,7.791792392730713
2011-02-02,7.554408550262451
2011-02-03,7.533463001251221
2011-02-04,7.421752452850342
2011-02-07,7.498553276062012
2011-02-08,7.3449530601501465
2011-02-09,7.3449530601501465
2011-02-10,7.2192792892456055
2011-02-11,7.261170387268066
2011-02-14,7.303060531616211
2011-02-15,7.28909969329834
2011-02-16,7.261170387268066
2011-02-17,7.4426984786987305
2011-02-18,7.687062740325928
2011-02-22,7.456660747528076
2011-02-23,7.48459005355835
2011-02-24,7.296078681945801
2011-02-25,7.561391830444336
2011-02-28,7.624227523803711
2011-03-01,7.3728790283203125
2011-03-02,7.4426984786987305
2011-03-03,7.701033115386963
2011-03-04,7.791792392730713
2011-03-07,7.547425270080566
2011-03-08,7.728956699371338
2011-03-09,7.547425270080566
2011-03-10,7.247204780578613
2011-03-11,7.3728790283203125
2011-03-14,7.4776082038879395
2011-03-15,7.3449530601501465
2011-03-16,7.170402526855469
2011-03-17,7.3449530601501465
2011-03-18,7.854630470275879
2011-03-21,7.784812927246094
2011-03-22,7.561391830444336
2011-03-23,7.770850658416748
2011-03-24,7.75688362121582
2011-03-25,7.917469024658203
2011-03-28,7.526481628417969
2011-03-29,7.980305194854736
2011-03-30,7.730809688568115
2011-03-31,7.660531044006348
2011-04-01,7.576190948486328
2011-04-04,7.555109024047852
2011-04-05,7.512942790985107
2011-04-06,7.526997089385986
2011-04-07,7.393466472625732
2011-04-08,7.358322620391846
2011-04-11,7.245879650115967
2011-04-12,7.112344264984131
2011-04-13,7.013950824737549
2011-04-14,7.126402378082275
2011-04-15,7.231821060180664
2011-04-18,7.295075416564941
2011-04-19,7.309131622314453
2011-04-20,7.231821060180664
2011-04-21,7.295075416564941
2011-04-25,7.182627201080322
2011-04-26,7.26696252822876
2011-04-27,7.1334309577941895
2011-04-28,7.147485733032227
2011-04-29,6.89447546005249
2011-05-02,6.655523777008057
2011-05-03,6.89447546005249
2011-05-04,6.697693347930908
2011-05-05,6.606327533721924
2011-05-06,6.53604793548584
2011-05-09,6.7609453201293945
2011-05-10,6.887447834014893
2011-05-11,6.8031134605407715
2011-05-12,7.035038471221924
2011-05-13,6.7539167404174805
2011-05-16,6.676607608795166
2011-05-17,6.676607608795166
2011-05-18,6.648497104644775
2011-05-19,6.59227180480957
2011-05-20,6.465767860412598
2011-05-23,6.746889114379883
2011-05-24,6.5290207862854
2011-05-25,6.409544944763184
2011-05-26,6.479825973510742
2011-05-27,6.578216075897217
2011-05-31,6.775002956390381
2011-06-01,6.381432056427002
2011-06-02,6.381432056427002
2011-06-03,6.32520866394043
2011-06-06,6.212759494781494
2011-06-07,6.268985748291016
2011-06-08,6.226817607879639
2011-06-09,6.226817607879639
2011-06-10,6.163564682006836
2011-06-13,6.114367961883545
2011-06-14,6.212759494781494
2011-06-15,6.0651726722717285
2011-06-16,6.128424167633057
2011-06-17,6.030032157897949
2011-06-20,6.14247989654541
2011-06-21,6.578216075897217
2011-06-22,6.374403953552246
2011-06-23,6.437656402587891
2011-06-24,6.437656402587891
2011-06-27,6.704721450805664
2011-06-28,7.26696252822876
2011-06-29,6.874058246612549
2011-06-30,6.576724052429199
2011-07-01,6.725390434265137
2011-07-05,6.760788440704346
2011-07-06,6.654596328735352
2011-07-07,6.6970744132995605
2011-07-08,6.61920166015625
2011-07-11,6.541326999664307
2011-07-12,6.4563751220703125
2011-07-13,6.590883255004883
2011-07-14,6.520089149475098
2011-07-15,6.449295520782471
2011-07-18,6.343105792999268
2011-07-19,6.392658233642578
2011-07-20,6.1165666580200195
2011-07-21,6.28646993637085
2011-07-22,6.265232563018799
2011-07-25,6.151962757110596
2011-07-26,6.0103759765625
2011-07-27,5.82631254196167
2011-07-28,5.904184341430664
2011-07-29,6.385581016540527
2011-08-01,6.1661200523376465
2011-08-02,6.0103759765625
2011-08-03,6.081171035766602
2011-08-04,5.9112653732299805
2011-08-05,6.0032958984375
2011-08-08,5.53605842590332
2011-08-09,6.265232563018799
2011-08-10,5.769678115844727
2011-08-11,5.996216297149658
2011-08-12,6.05993127822876
2011-08-15,6.31479024887085
2011-08-16,6.14488410949707
2011-08-17,6.038693428039551
2011-08-18,5.755518913269043
2011-08-19,5.585614204406738
2011-08-22,5.53605842590332
2011-08-23,5.8546295166015625
2011-08-24,5.8687896728515625
2011-08-25,5.557296276092529
2011-08-26,5.691804885864258
2011-08-29,5.9183430671691895
2011-08-30,5.974978923797607
2011-08-31,5.769678115844727
2011-09-01,5.628091812133789
2011-09-02,5.422789573669434
2011-09-06,5.691804885864258
2011-09-07,5.833393096923828
2011-09-08,5.73428201675415
2011-09-09,5.663486957550049
2011-09-12,5.847552299499512
2011-09-13,5.8546295166015625
2011-09-14,5.8050761222839355
2011-09-15,5.748438835144043
2011-09-16,5.8546295166015625
2011-09-19,5.819233417510986
2011-09-20,5.84047269821167
2011-09-21,5.812152862548828
2011-09-22,5.486502647399902
2011-09-23,5.762599945068359
2011-09-26,5.748438835144043
2011-09-27,5.8546295166015625
2011-09-28,5.71531867980957
2011-09-29,5.886779308319092
2011-09-30,5.629590034484863
2011-10-03,5.4366984367370605
2011-10-04,6.243985652923584
2011-10-05,6.22255277633667
2011-10-06,6.236840724945068
2011-10-07,6.143968105316162
2011-10-10,6.40830135345459
2011-10-11,6.401156425476074
2011-10-12,6.401156425476074
2011-10-13,6.2939958572387695
2011-10-14,6.458312511444092
2011-10-17,6.279706954956055
2011-10-18,6.629770278930664
2011-10-19,6.744077205657959
2011-10-20,6.822661399841309
2011-10-21,6.815515518188477
2011-10-24,6.986978054046631
2011-10-25,6.6440582275390625
2011-10-26,6.822661399841309
2011-10-27,6.958399295806885
2011-10-28,6.6440582275390625
2011-10-31,6.629770278930664
2011-11-01,6.4154462814331055
2011-11-02,6.515463829040527
2011-11-03,6.758365154266357
2011-11-04,6.544038772583008
2011-11-07,6.629770278930664
2011-11-08,6.82980489730835
