Date,BAX
2010-01-04,23.13831901550293
2010-01-05,22.97954559326172
2010-01-06,23.058937072753906
2010-01-07,23.432065963745117
2010-01-08,23.48763656616211
2010-01-11,23.35267448425293
2010-01-12,23.721837997436523
2010-01-13,23.963979721069336
2010-01-14,24.495887756347656
2010-01-15,24.440332412719727
2010-01-19,24.38871192932129
2010-01-20,24.13467788696289
2010-01-21,23.658329010009766
2010-01-22,23.316951751708984
2010-01-25,23.40428352355957
2010-01-26,23.443971633911133
2010-01-27,23.384428024291992
2010-01-28,23.10260009765625
2010-01-29,22.86045265197754
2010-02-01,22.967636108398438
2010-02-02,23.20977783203125
2010-02-03,22.820758819580078
2010-02-04,22.3642635345459
2010-02-05,22.46349334716797
2010-02-08,22.372203826904297
2010-02-09,22.380142211914062
2010-02-10,22.28090476989746
2010-02-11,22.233272552490234
2010-02-12,22.197542190551758
2010-02-16,22.602436065673828
2010-02-17,22.884267807006836
2010-02-18,22.777099609375
2010-02-19,22.840608596801758
2010-02-22,22.919994354248047
2010-02-23,22.610374450683594
2010-02-24,22.86441993713379
2010-02-25,22.66197967529297
2010-02-26,22.598466873168945
2010-03-01,22.73343276977539
2010-03-02,23.201833724975586
2010-03-03,23.42015266418457
2010-03-04,23.436033248901367
2010-03-05,23.61069107055664
2010-03-08,23.586761474609375
2010-03-09,23.526933670043945
2010-03-10,23.327478408813477
2010-03-11,23.199832916259766
2010-03-12,23.060211181640625
2010-03-15,23.283597946166992
2010-03-16,23.155948638916016
2010-03-17,23.271631240844727
2010-03-18,23.52293586730957
2010-03-19,23.634624481201172
2010-03-22,23.802169799804688
2010-03-23,23.682498931884766
2010-03-24,23.49501609802246
2010-03-25,23.4232120513916
2010-03-26,23.30754280090332
2010-03-29,23.41922950744629
2010-03-30,23.403270721435547
2010-03-31,23.21578598022461
2010-04-01,23.227750778198242
2010-04-05,23.23972511291504
2010-04-06,23.21578598022461
2010-04-07,23.124042510986328
2010-04-08,23.01633644104004
2010-04-09,23.13201904296875
2010-04-12,23.195846557617188
2010-04-13,23.558835983276367
2010-04-14,23.646596908569336
2010-04-15,23.73834228515625
2010-04-16,23.574790954589844
2010-04-19,23.666542053222656
2010-04-20,23.90188980102539
2010-04-21,23.514955520629883
2010-04-22,20.395586013793945
2010-04-23,19.673582077026367
2010-04-26,18.98348617553711
2010-04-27,18.943599700927734
2010-04-28,19.103160858154297
2010-04-29,19.234804153442383
2010-04-30,18.835899353027344
2010-05-03,18.947593688964844
2010-05-04,17.982261657714844
2010-05-05,18.209632873535156
2010-05-06,18.34925079345703
2010-05-07,17.998218536376953
2010-05-10,18.464929580688477
2010-05-11,18.149799346923828
2010-05-12,17.902482986450195
2010-05-13,17.615283966064453
2010-05-14,17.363975524902344
2010-05-17,16.93316650390625
2010-05-18,17.308130264282227
2010-05-19,16.99300193786621
2010-05-20,16.574153900146484
2010-05-21,16.223121643066406
2010-05-24,16.68185806274414
2010-05-25,16.661914825439453
2010-05-26,16.554208755493164
2010-05-27,16.781585693359375
2010-05-28,16.845401763916016
2010-06-01,16.57016944885254
2010-06-02,16.67786979675293
2010-06-03,16.829448699951172
2010-06-04,16.502357482910156
2010-06-07,16.466455459594727
2010-06-08,16.46244239807129
2010-06-09,16.257566452026367
2010-06-10,16.50260353088379
2010-06-11,16.635175704956055
2010-06-14,16.65526008605957
2010-06-15,17.01681137084961
2010-06-16,17.089120864868164
2010-06-17,17.105188369750977
2010-06-18,16.876205444335938
2010-06-21,17.01681137084961
2010-06-22,16.735610961914062
2010-06-23,16.59902000427246
2010-06-24,16.522693634033203
2010-06-25,16.78783416748047
2010-06-28,16.948514938354492
2010-06-29,16.554838180541992
2010-06-30,16.325849533081055
2010-07-01,16.526716232299805
2010-07-02,16.731590270996094
2010-07-06,16.78783416748047
2010-07-07,17.189550399780273
2010-07-08,17.430583953857422
2010-07-09,17.639482498168945
2010-07-12,17.559131622314453
2010-07-13,17.57520866394043
2010-07-14,17.374338150024414
2010-07-15,17.117237091064453
2010-07-16,17.052967071533203
2010-07-19,17.117237091064453
2010-07-20,17.157411575317383
2010-07-21,16.791851043701172
2010-07-22,17.374338150024414
2010-07-23,17.671607971191406
2010-07-26,17.96486473083496
2010-07-27,17.996997833251953
2010-07-28,17.72383689880371
2010-07-29,17.55510711669922
2010-07-30,17.583236694335938
2010-08-02,17.984949111938477
2010-08-03,17.844350814819336
2010-08-04,18.08137321472168
2010-08-05,18.085378646850586
2010-08-06,18.129562377929688
2010-08-09,18.217947006225586
2010-08-10,18.60761260986328
2010-08-11,18.326412200927734
2010-08-12,18.398725509643555
2010-08-13,18.362565994262695
2010-08-16,18.266149520874023
2010-08-17,18.442913055419922
2010-08-18,18.410776138305664
2010-08-19,18.073333740234375
2010-08-20,17.904613494873047
2010-08-23,17.984949111938477
2010-08-24,17.67563247680664
2010-08-25,17.739910125732422
