Date,HTO
2010-01-04,15.897244453430176
2010-01-05,15.29605770111084
2010-01-06,15.378039360046387
2010-01-07,15.35753345489502
2010-01-08,15.56932544708252
2010-01-11,15.42585277557373
2010-01-12,15.398534774780273
2010-01-13,15.494174003601074
2010-01-14,16.19783592224121
2010-01-15,15.68545913696289
2010-01-19,16.143178939819336
2010-01-20,15.678632736206055
2010-01-21,15.248235702514648
2010-01-22,15.207242965698242
2010-01-25,15.29605770111084
2010-01-26,15.036452293395996
2010-01-27,15.166258811950684
2010-01-28,15.029623985290527
2010-01-29,14.981802940368652
2010-02-01,15.091104507446289
2010-02-02,15.091104507446289
2010-02-03,15.132096290588379
2010-02-04,15.035715103149414
2010-02-05,15.049481391906738
2010-02-08,14.98064136505127
2010-02-09,15.083904266357422
2010-02-10,15.035715103149414
2010-02-11,15.338634490966797
2010-02-12,15.152750968933105
2010-02-16,15.20782470703125
2010-02-17,15.262903213500977
2010-02-18,15.393704414367676
2010-02-19,15.48320198059082
2010-02-22,15.524515151977539
2010-02-23,15.572710037231445
2010-02-24,15.58647346496582
2010-02-25,15.393704414367676
2010-02-26,15.448777198791504
2010-03-01,15.373051643371582
2010-03-02,15.717279434204102
2010-03-03,16.040847778320312
2010-03-04,16.12346076965332
2010-03-05,16.219846725463867
2010-03-08,16.371305465698242
2010-03-09,16.488338470458984
2010-03-10,16.481456756591797
2010-03-11,16.488338470458984
2010-03-12,16.45391845703125
2010-03-15,16.38507080078125
2010-03-16,16.543413162231445
2010-03-17,16.970252990722656
2010-03-18,17.08728790283203
2010-03-19,17.555435180664062
2010-03-22,17.52789306640625
2010-03-23,17.982271194458008
2010-03-24,17.94097328186035
2010-03-25,17.307592391967773
2010-03-26,16.93583106994629
2010-03-29,17.397090911865234
2010-03-30,17.64493179321289
2010-03-31,17.50035858154297
2010-04-01,17.348899841308594
2010-04-05,18.064884185791016
2010-04-06,18.574338912963867
2010-04-07,18.65005874633789
2010-04-08,18.367813110351562
2010-04-09,18.40911102294922
2010-04-12,18.49172019958496
2010-04-13,18.773984909057617
2010-04-14,18.932331085205078
2010-04-15,19.262786865234375
2010-04-16,19.43489646911621
2010-04-19,18.663841247558594
2010-04-20,19.255905151367188
2010-04-21,19.2490177154541
2010-04-22,18.829065322875977
2010-04-23,18.78087615966797
2010-04-26,18.856603622436523
2010-04-27,18.539915084838867
2010-04-28,18.72579574584961
2010-04-29,19.131988525390625
2010-04-30,18.91856575012207
2010-05-03,19.39359474182129
2010-05-04,18.897912979125977
2010-05-05,18.230117797851562
2010-05-06,17.183837890625
2010-05-07,16.490947723388672
2010-05-10,17.814373016357422
2010-05-11,18.340980529785156
2010-05-12,19.07545280456543
2010-05-13,19.193241119384766
2010-05-14,19.020021438598633
2010-05-17,19.28331756591797
2010-05-18,18.83293342590332
2010-05-19,18.27861785888672
2010-05-20,17.038331985473633
2010-05-21,16.94825553894043
2010-05-24,16.539447784423828
2010-05-25,16.40779685974121
2010-05-26,16.428577423095703
2010-05-27,16.92746925354004
2010-05-28,16.754249572753906
2010-06-01,16.539447784423828
2010-06-02,17.093759536743164
2010-06-03,17.093759536743164
2010-06-04,16.296926498413086
2010-06-07,16.089059829711914
2010-06-08,15.901981353759766
2010-06-09,15.784186363220215
2010-06-10,16.116783142089844
2010-06-11,16.1929931640625
2010-06-14,16.290002822875977
2010-06-15,16.684953689575195
2010-06-16,16.650318145751953
2010-06-17,16.809673309326172
2010-06-18,17.038331985473633
2010-06-21,16.892822265625
2010-06-22,16.601804733276367
2010-06-23,16.66417121887207
2010-06-24,16.49787712097168
2010-06-25,17.079904556274414
2010-06-28,17.03140640258789
2010-06-29,16.17914581298828
2010-06-30,16.241493225097656
2010-07-01,16.082130432128906
2010-07-02,15.777266502380371
2010-07-06,15.818832397460938
2010-07-07,16.380075454711914
2010-07-08,16.76810073852539
2010-07-09,16.76810073852539
2010-07-12,16.546371459960938
2010-07-13,17.135339736938477
2010-07-14,17.3570613861084
2010-07-15,17.079904556274414
2010-07-16,16.310792922973633
2010-07-19,16.636451721191406
2010-07-20,16.76810073852539
2010-07-21,16.040565490722656
2010-07-22,17.072975158691406
2010-07-23,17.440210342407227
2010-07-26,18.105388641357422
2010-07-27,18.153894424438477
2010-07-28,17.786653518676758
2010-07-29,17.454078674316406
2010-07-30,17.246196746826172
2010-08-02,17.176912307739258
2010-08-03,16.878971099853516
2010-08-04,17.10069465637207
2010-08-05,16.744861602783203
2010-08-06,16.51462173461914
2010-08-09,16.668115615844727
2010-08-10,16.382055282592773
2010-08-11,15.85180377960205
2010-08-12,15.984367370605469
2010-08-13,15.977394104003906
2010-08-16,16.089014053344727
2010-08-17,16.396005630493164
2010-08-18,16.444854736328125
2010-08-19,15.77505874633789
2010-08-20,16.137861251831055
2010-08-23,15.935522079467773
2010-08-24,15.747147560119629
2010-08-25,16.382055282592773
2010-08-26,15.935522079467773
2010-08-27,16.577407836914062
2010-08-30,16.012279510498047
2010-08-31,16.12390899658203
2010-09-01,16.54950714111328
2010-09-02,16.340192794799805
2010-09-03,16.64020538330078
2010-09-07,16.11692237854004
2010-09-08,16.130884170532227
2010-09-09,16.507640838623047
2010-09-10,16.54950714111328
2010-09-13,16.619274139404297
2010-09-14,16.696025848388672
2010-09-15,16.891386032104492
2010-09-16,16.493688583374023
2010-09-17,16.626253128051758
2010-09-20,17.449539184570312
2010-09-21,17.114646911621094
2010-09-22,16.779754638671875
2010-09-23,16.416948318481445
2010-09-24,16.89836311340332
2010-09-27,16.716955184936523
2010-09-28,17.226280212402344
2010-09-29,17.226280212402344
2010-09-30,17.184417724609375
2010-10-01,17.477449417114258
2010-10-04,17.233261108398438
2010-10-05,17.491411209106445
2010-10-06,17.330930709838867
2010-10-07,16.98208236694336
2010-10-08,17.20534896850586
2010-10-11,17.037893295288086
2010-10-12,17.003015518188477
2010-10-13,17.407682418823242
2010-10-14,17.31000328063965
2010-10-15,17.379776000976562
2010-10-18,17.498388290405273
2010-10-19,17.20534896850586
2010-10-20,17.184417724609375
2010-10-21,16.891386032104492
2010-10-22,17.009990692138672
2010-10-25,16.85649871826172
2010-10-26,16.877431869506836
2010-10-27,16.772775650024414
2010-10-28,16.954174041748047
2010-10-29,16.8843994140625
2010-11-01,16.835567474365234
2010-11-02,16.76580238342285
2010-11-03,16.6611385345459
2010-11-04,17.384923934936523
2010-11-05,17.21627426147461
2010-11-08,17.300601959228516
2010-11-09,17.251413345336914
2010-11-10,17.51140594482422
2010-11-11,17.427085876464844
2010-11-12,17.21627426147461
2010-11-15,17.427085876464844
2010-11-16,16.893035888671875
2010-11-17,17.019521713256836
2010-11-18,17.265470504760742
2010-11-19,17.47627067565918
2010-11-22,17.539514541625977
2010-11-23,17.44113540649414
2010-11-24,17.673036575317383
2010-11-26,17.56060028076172
2010-11-29,17.680065155029297
2010-11-30,17.553569793701172
2010-12-01,17.954118728637695
2010-12-02,17.644922256469727
2010-12-03,17.623849868774414
2010-12-06,17.701147079467773
2010-12-07,18.031415939331055
2010-12-08,17.989253997802734
2010-12-09,18.115739822387695
2010-12-10,18.579532623291016
2010-12-13,18.368711471557617
2010-12-14,18.895740509033203
2010-12-15,19.1697998046875
2010-12-16,19.591419219970703
2010-12-17,18.70601463317871
2010-12-20,18.832502365112305
2010-12-21,18.46006202697754
2010-12-22,18.734121322631836
2010-12-23,18.677902221679688
2010-12-27,18.980064392089844
2010-12-28,18.74818229675293
2010-12-29,18.74818229675293
2010-12-30,18.70601463317871
2010-12-31,18.600608825683594
2011-01-03,18.55141830444336
2011-01-04,18.066547393798828
2011-01-05,18.375734329223633
2011-01-06,18.0033016204834
2011-01-07,17.84168243408203
2011-01-10,17.897897720336914
2011-01-11,18.066547393798828
2011-01-12,18.122772216796875
2011-01-13,18.186004638671875
2011-01-14,18.354658126831055
2011-01-18,18.115739822387695
2011-01-19,17.701147079467773
2011-01-20,17.59574317932129
2011-01-21,17.251413345336914
2011-01-24,17.497352600097656
2011-01-25,17.51140594482422
2011-01-26,17.848712921142578
2011-01-27,18.143842697143555
2011-01-28,17.188167572021484
2011-01-31,17.174116134643555
2011-02-01,17.623849868774414
2011-02-02,17.462221145629883
2011-02-03,17.38651466369629
2011-02-04,17.08930206298828
2011-02-07,17.188365936279297
2011-02-08,17.117605209350586
2011-02-09,17.09637451171875
2011-02-10,17.2308292388916
2011-02-11,17.2237548828125
2011-02-14,17.358203887939453
2011-02-15,17.068078994750977
2011-02-16,17.15299415588379
2011-02-17,17.2308292388916
2011-02-18,17.174213409423828
2011-02-22,17.039766311645508
2011-02-23,16.933624267578125
2011-02-24,16.88409423828125
2011-02-25,17.358203887939453
2011-02-28,17.56340980529785
2011-03-01,17.2379093170166
2011-03-02,17.2308292388916
2011-03-03,17.591716766357422
2011-03-04,17.188365936279297
2011-03-07,16.905311584472656
2011-03-08,17.244983673095703
2011-03-09,17.542186737060547
2011-03-10,16.509042739868164
2011-03-11,16.516122817993164
2011-03-14,16.26844596862793
2011-03-15,15.971245765686035
2011-03-16,16.042001724243164
2011-03-17,15.985394477844238
2011-03-18,15.907559394836426
2011-03-21,16.20476531982422
2011-03-22,16.20476531982422
2011-03-23,15.971245765686035
2011-03-24,16.056163787841797
2011-03-25,16.027849197387695
2011-03-28,16.112764358520508
2011-03-29,16.218921661376953
2011-03-30,16.254295349121094
2011-03-31,16.381669998168945
2011-04-01,16.417051315307617
2011-04-04,16.586883544921875
2011-04-05,16.48781394958496
2011-04-06,16.57980728149414
2011-04-07,16.155227661132812
2011-04-08,16.233070373535156
2011-04-11,16.176464080810547
2011-04-12,16.027849197387695
2011-04-13,15.858024597167969
2011-04-14,15.942939758300781
2011-04-15,16.218921661376953
2011-04-18,16.176464080810547
2011-04-19,16.141071319580078
2011-04-20,16.374597549438477
2011-04-21,16.247215270996094
2011-04-25,16.381669998168945
2011-04-26,16.65057373046875
2011-04-27,16.67886734008789
2011-04-28,16.501972198486328
2011-04-29,16.445354461669922
2011-05-02,16.452430725097656
2011-05-03,16.339214324951172
2011-05-04,16.22598648071289
2011-05-05,16.092662811279297
2011-05-06,16.064138412475586
2011-05-09,16.142566680908203
2011-05-10,16.663070678710938
2011-05-11,16.25664710998535
2011-05-12,16.50620460510254
2011-05-13,15.999969482421875
2011-05-16,15.679112434387207
2011-05-17,15.700499534606934
2011-05-18,15.814584732055664
2011-05-19,15.921534538269043
2011-05-20,15.807448387145996
2011-05-23,15.9785795211792
2011-05-24,15.921534538269043
2011-05-25,16.12118911743164
2011-05-26,16.178220748901367
2011-05-27,16.25664710998535
2011-05-31,16.59889793395996
2011-06-01,16.213869094848633
2011-06-02,16.057004928588867
2011-06-03,16.042749404907227
2011-06-06,16.007097244262695
2011-06-07,15.999969482421875
2011-06-08,15.893014907836914
2011-06-09,15.90014362335205
2011-06-10,15.91440486907959
2011-06-13,16.149694442749023
2011-06-14,16.12830352783203
2011-06-15,16.042749404907227
2011-06-16,16.270910263061523
2011-06-17,16.399248123168945
2011-06-20,16.570369720458984
2011-06-21,16.734359741210938
2011-06-22,16.627416610717773
2011-06-23,16.684459686279297
2011-06-24,16.527585983276367
2011-06-27,16.56324577331543
2011-06-28,16.755756378173828
2011-06-29,16.79854393005371
2011-06-30,17.283388137817383
2011-07-01,17.383201599121094
2011-07-05,17.490161895751953
2011-07-06,17.66128158569336
2011-07-07,17.6755428314209
2011-07-08,17.68267250061035
2011-07-11,17.368947982788086
2011-07-12,17.183565139770508
2011-07-13,17.283388137817383
2011-07-14,17.076614379882812
2011-07-15,17.226346969604492
2011-07-18,16.991052627563477
2011-07-19,17.133651733398438
2011-07-20,16.998184204101562
2011-07-21,17.58284568786621
2011-07-22,17.319032669067383
2011-07-25,17.083749771118164
2011-07-26,16.663070678710938
2011-07-27,16.228126525878906
2011-07-28,16.59177017211914
2011-07-29,16.770015716552734
2011-08-01,16.698719024658203
2011-08-02,16.74150276184082
2011-08-03,17.14078712463379
