Date,VFC
2010-01-04,11.354238510131836
2010-01-05,11.570862770080566
2010-01-06,11.52444076538086
2010-01-07,11.7472562789917
2010-01-08,11.685364723205566
2010-01-11,11.649776458740234
2010-01-12,11.52753734588623
2010-01-13,11.626564979553223
2010-01-14,11.611091613769531
2010-01-15,11.546107292175293
2010-01-19,11.628113746643066
2010-01-20,11.586333274841309
2010-01-21,11.515159606933594
2010-01-22,11.208784103393555
2010-01-25,11.167010307312012
2010-01-26,11.196410179138184
2010-01-27,11.323290824890137
2010-01-28,11.219622611999512
2010-01-29,11.145352363586426
2010-02-01,11.287701606750488
2010-02-02,11.478020668029785
2010-02-03,11.253664016723633
2010-02-04,11.071077346801758
2010-02-05,11.066437721252441
2010-02-08,11.04941463470459
2010-02-09,11.219622611999512
2010-02-10,11.208784103393555
2010-02-11,11.504328727722168
2010-02-12,11.440887451171875
2010-02-16,11.679171562194824
2010-02-17,11.84473991394043
2010-02-18,11.823076248168945
2010-02-19,11.85866641998291
2010-02-22,11.869498252868652
2010-02-23,11.724047660827637
2010-02-24,11.863301277160645
2010-02-25,11.954599380493164
2010-02-26,11.973170280456543
2010-03-01,12.062910079956055
2010-03-02,12.08148193359375
2010-03-03,12.045890808105469
2010-03-04,12.064456939697266
2010-03-05,12.284317970275879
2010-03-08,12.474557876586914
2010-03-09,12.435571670532227
2010-03-10,12.466767311096191
2010-03-11,12.443367004394531
2010-03-12,12.416861534118652
2010-03-15,12.429338455200195
2010-03-16,12.455843925476074
2010-03-17,12.535375595092773
2010-03-18,12.452730178833008
2010-03-19,12.429338455200195
2010-03-22,12.505743026733398
2010-03-23,12.628928184509277
2010-03-24,12.460528373718262
2010-03-25,12.39035415649414
2010-03-26,12.55408000946045
2010-03-29,12.538492202758789
2010-03-30,12.465204238891602
2010-03-31,12.497950553894043
2010-04-01,12.633607864379883
2010-04-05,12.78954029083252
2010-04-06,12.865945816040039
2010-04-07,12.806695938110352
2010-04-08,12.79889965057373
2010-04-09,13.045269966125488
2010-04-12,13.084253311157227
2010-04-13,13.137269973754883
2010-04-14,13.051505088806152
2010-04-15,13.051505088806152
2010-04-16,12.867509841918945
2010-04-19,12.883097648620605
2010-04-20,13.029674530029297
2010-04-21,13.148184776306152
2010-04-22,13.541131973266602
2010-04-23,13.51305866241455
2010-04-26,13.606626510620117
2010-04-27,13.330618858337402
2010-04-28,13.357136726379395
2010-04-29,13.584794044494629
2010-04-30,13.475642204284668
2010-05-03,13.42262077331543
2010-05-04,13.098281860351562
2010-05-05,12.984457015991211
2010-05-06,12.549406051635742
2010-05-07,12.301470756530762
2010-05-10,12.95950984954834
2010-05-11,12.998492240905762
2010-05-12,13.177811622619629
2010-05-13,12.99537181854248
2010-05-14,12.758355140686035
2010-05-17,12.70845890045166
2010-05-18,12.591508865356445
2010-05-19,12.469882011413574
2010-05-20,11.989608764648438
2010-05-21,12.14554500579834
2010-05-24,12.0613374710083
2010-05-25,12.0129976272583
2010-05-26,11.864861488342285
2010-05-27,12.136187553405762
2010-05-28,12.0613374710083
2010-06-01,11.824319839477539
2010-06-02,12.162696838378906
2010-06-03,12.17984390258789
2010-06-04,11.695855140686035
2010-06-07,11.512005805969238
2010-06-08,11.61257553100586
2010-06-09,11.732000350952148
2010-06-10,12.182992935180664
2010-06-11,12.220704078674316
2010-06-14,12.270987510681152
2010-06-15,12.575835227966309
2010-06-16,12.453272819519043
2010-06-17,12.351122856140137
2010-06-18,12.439125061035156
2010-06-21,12.346416473388672
2010-06-22,12.000716209411621
2010-06-23,11.94727611541748
2010-06-24,11.741427421569824
2010-06-25,11.837285041809082
2010-06-28,11.818426132202148
2010-06-29,11.351727485656738
2010-06-30,11.185155868530273
2010-07-01,11.238585472106934
2010-07-02,11.097159385681152
2010-07-06,10.985589027404785
