Date,PAGS
2018-01-24,28.336618423461914
2018-01-25,28.433658599853516
2018-01-26,28.326913833618164
2018-01-29,27.15268898010254
2018-01-30,26.65776824951172
2018-01-31,27.113872528076172
2018-02-01,26.68688201904297
2018-02-02,26.793630599975586
2018-02-05,26.61895179748535
2018-02-06,26.61895179748535
2018-02-07,27.317663192749023
2018-02-08,27.15268898010254
2018-02-09,27.17209815979004
2018-02-12,27.540861129760742
2018-02-13,27.045944213867188
2018-02-14,27.007125854492188
2018-02-15,28.220165252685547
2018-02-16,29.462318420410156
2018-02-20,30.762697219848633
2018-02-21,31.403182983398438
2018-02-22,31.23820686340332
2018-02-23,31.412885665893555
2018-02-26,31.500225067138672
2018-02-27,31.471113204956055
2018-02-28,31.286731719970703
2018-03-01,31.170276641845703
2018-03-02,32.35420608520508
2018-03-05,32.56770324707031
2018-03-06,33.732215881347656
2018-03-07,34.062164306640625
2018-03-08,33.76133346557617
2018-03-09,34.207733154296875
2018-03-12,35.11993408203125
2018-03-13,34.87732696533203
2018-03-14,34.43092727661133
2018-03-15,34.14950180053711
2018-03-16,33.59635925292969
2018-03-19,32.42213439941406
2018-03-20,33.55754089355469
2018-03-21,34.93555450439453
2018-03-22,34.54737854003906
2018-03-23,34.7996940612793
2018-03-26,36.48824691772461
2018-03-27,36.352386474609375
2018-03-28,36.003028869628906
2018-03-29,37.186954498291016
2018-04-02,37.13843536376953
2018-04-03,37.94389343261719
2018-04-04,36.82789611816406
2018-04-05,36.43972396850586
2018-04-06,34.65412902832031
2018-04-09,34.130096435546875
2018-04-10,34.14950180053711
2018-04-11,34.081573486328125
2018-04-12,33.77103805541992
2018-04-13,33.44108963012695
2018-04-16,33.53813552856445
2018-04-17,36.18741226196289
2018-04-18,36.226234436035156
2018-04-19,36.10977554321289
2018-04-20,35.6536750793457
2018-04-23,34.66383743286133
2018-04-24,32.81031036376953
2018-04-25,31.56815528869629
2018-04-26,32.849124908447266
2018-04-27,31.684608459472656
2018-04-30,32.24745559692383
2018-05-01,33.3731575012207
2018-05-02,32.08248519897461
2018-05-03,30.77239990234375
2018-05-04,30.31629753112793
2018-05-07,31.150869369506836
2018-05-08,30.6268367767334
2018-05-09,31.0732364654541
2018-05-10,30.801513671875
2018-05-11,31.383773803710938
2018-05-14,31.616676330566406
2018-05-15,31.25761604309082
2018-05-16,31.587562561035156
2018-05-17,31.985441207885742
2018-05-18,31.170276641845703
2018-05-21,31.03441619873047
2018-05-22,31.422592163085938
2018-05-23,33.29552459716797
2018-05-24,34.013641357421875
2018-05-25,34.353294372558594
2018-05-29,30.879148483276367
2018-05-30,32.67444610595703
2018-05-31,32.286277770996094
2018-06-01,33.47990417480469
2018-06-04,33.120845794677734
2018-06-05,31.868988037109375
2018-06-06,32.27656936645508
2018-06-07,28.928579330444336
2018-06-08,29.937829971313477
2018-06-11,30.85003662109375
2018-06-12,30.374523162841797
2018-06-13,31.04412078857422
2018-06-14,32.48036193847656
2018-06-15,32.36391067504883
2018-06-18,31.150869369506836
2018-06-19,26.5898380279541
2018-06-20,27.64760971069336
2018-06-21,28.559816360473633
2018-06-22,29.54965591430664
2018-06-25,28.783016204833984
2018-06-26,28.530702590942383
2018-06-27,26.347230911254883
2018-06-28,26.997419357299805
2018-06-29,26.92949104309082
2018-07-02,26.327821731567383
2018-07-03,26.11432647705078
2018-07-05,26.978010177612305
2018-07-06,27.045944213867188
2018-07-09,27.15268898010254
2018-07-10,26.61895179748535
2018-07-11,26.11432647705078
2018-07-12,25.570884704589844
2018-07-13,26.492795944213867
2018-07-16,26.2016658782959
2018-07-17,25.522363662719727
2018-07-18,25.988170623779297
2018-07-19,24.746017456054688
2018-07-20,26.056100845336914
2018-07-23,26.92949104309082
2018-07-24,27.026533126831055
2018-07-25,28.220165252685547
