Date,BALL
2010-01-04,11.276344299316406
2010-01-05,11.1495943069458
2010-01-06,11.17108154296875
2010-01-07,11.14530086517334
2010-01-08,11.186118125915527
2010-01-11,11.12811279296875
2010-01-12,11.11092758178711
2010-01-13,11.15604305267334
2010-01-14,11.104484558105469
2010-01-15,11.044328689575195
2010-01-19,11.160334587097168
2010-01-20,11.048626899719238
2010-01-21,10.986329078674316
2010-01-22,10.924028396606445
2010-01-25,10.926176071166992
2010-01-26,10.861727714538574
2010-01-27,10.83809757232666
2010-01-28,10.857434272766113
2010-01-29,10.911139488220215
2010-02-01,10.936918258666992
2010-02-02,11.216192245483398
2010-02-03,11.072259902954102
2010-02-04,10.739272117614746
2010-02-05,10.859577178955078
2010-02-08,10.795129776000977
2010-02-09,10.863876342773438
2010-02-10,10.760759353637695
2010-02-11,10.96699047088623
2010-02-12,11.040033340454102
2010-02-16,11.179672241210938
2010-02-17,11.203298568725586
2010-02-18,11.36228084564209
2010-02-19,11.306421279907227
2010-02-22,11.317163467407227
2010-02-23,11.237678527832031
2010-02-24,11.390206336975098
2010-02-25,11.435403823852539
2010-02-26,11.631270408630371
2010-03-01,11.751801490783691
2010-03-02,11.663553237915039
2010-03-03,11.749648094177246
2010-03-04,11.719511032104492
2010-03-05,11.816368103027344
2010-03-08,11.71090316772461
2010-03-09,11.631270408630371
2010-03-10,11.650640487670898
2010-03-11,11.723822593688965
2010-03-12,11.719511032104492
2010-03-15,11.67646598815918
2010-03-16,11.725971221923828
2010-03-17,11.796998023986816
2010-03-18,11.689377784729004
2010-03-19,11.665702819824219
2010-03-22,11.654940605163574
2010-03-23,11.734585762023926
2010-03-24,11.622658729553223
2010-03-25,11.446166038513184
2010-03-26,11.622658729553223
2010-03-29,11.63341999053955
2010-03-30,11.504277229309082
2010-03-31,11.489213943481445
2010-04-01,11.678619384765625
2010-04-05,11.713056564331055
2010-04-06,11.648487091064453
2010-04-07,11.592522621154785
2010-04-08,11.618354797363281
2010-04-09,11.702293395996094
2010-04-12,11.605440139770508
2010-04-13,11.534411430358887
2010-04-14,11.665702819824219
2010-04-15,11.72812557220459
2010-04-16,11.691533088684082
2010-04-19,11.635576248168945
2010-04-20,11.697991371154785
2010-04-21,11.665702819824219
2010-04-22,11.786232948303223
2010-04-23,11.917530059814453
2010-04-26,11.889546394348145
2010-04-27,11.751801490783691
2010-04-28,11.788383483886719
2010-04-29,11.583918571472168
2010-04-30,11.452621459960938
2010-05-03,11.418185234069824
2010-05-04,11.235233306884766
2010-05-05,11.233081817626953
2010-05-06,10.91454029083252
2010-05-07,10.651951789855957
2010-05-10,11.088876724243164
2010-05-11,11.088876724243164
2010-05-12,11.215864181518555
2010-05-13,11.1276216506958
2010-05-14,10.9575834274292
2010-05-17,11.097487449645996
2010-05-18,11.002786636352539
2010-05-19,10.91454029083252
2010-05-20,10.537877082824707
2010-05-21,10.76817798614502
2010-05-24,10.512046813964844
2010-05-25,10.466848373413086
2010-05-26,10.385056495666504
2010-05-27,10.730149269104004
2010-05-28,10.622308731079102
2010-06-01,10.449766159057617
2010-06-02,10.8530912399292
2010-06-03,11.107592582702637
2010-06-04,11.032106399536133
2010-06-07,10.829361915588379
2010-06-08,10.874659538269043
2010-06-09,10.857405662536621
2010-06-10,11.15504264831543
2010-06-11,11.290921211242676
2010-06-14,11.24562931060791
2010-06-15,11.526016235351562
2010-06-16,11.741700172424316
2010-06-17,11.935809135437012
2010-06-18,11.892671585083008
2010-06-21,11.985416412353516
2010-06-22,11.836594581604004
2010-06-23,11.778358459472656
2010-06-24,11.558365821838379
2010-06-25,11.614442825317383
2010-06-28,11.519543647766113
2010-06-29,11.387980461120605
2010-06-30,11.394450187683105
2010-07-01,11.256412506103516
2010-07-02,11.170143127441406
2010-07-06,11.33405876159668
2010-07-07,11.549736976623535
2010-07-08,11.612286567687988
2010-07-09,11.713653564453125
2010-07-12,11.620912551879883
2010-07-13,11.942280769348145
2010-07-14,11.944439888000488
2010-07-15,11.955220222473145
2010-07-16,11.636014938354492
2010-07-19,11.711501121520996
2010-07-20,11.914237976074219
2010-07-21,11.851693153381348
2010-07-22,12.045808792114258
2010-07-23,12.336974143981934
2010-07-26,12.494424819946289
2010-07-27,12.462069511413574
2010-07-28,12.313250541687012
2010-07-29,12.304625511169434
2010-07-30,12.561287879943848
2010-08-02,12.716575622558594
2010-08-03,12.684223175048828
2010-08-04,12.656181335449219
2010-08-05,12.707947731018066
2010-08-06,12.608736038208008
2010-08-09,12.679909706115723
2010-08-10,12.679909706115723
2010-08-11,12.336974143981934
2010-08-12,12.38658332824707
2010-08-13,12.330507278442383
2010-08-16,12.211881637573242
2010-08-17,12.444816589355469
2010-08-18,12.574223518371582
2010-08-19,12.369329452514648
2010-08-20,12.324037551879883
2010-08-23,12.341286659240723
2010-08-24,12.13207721710205
