Date,MAN
2010-01-04,38.92313003540039
2010-01-05,39.41994094848633
2010-01-06,40.15825271606445
2010-01-07,41.34505081176758
2010-01-08,41.15874481201172
2010-01-11,40.78615951538086
2010-01-12,39.92362594604492
2010-01-13,40.06854248046875
2010-01-14,40.66883850097656
2010-01-15,39.37164306640625
2010-01-19,39.92362594604492
2010-01-20,39.033546447753906
2010-01-21,37.5776252746582
2010-01-22,36.25281524658203
2010-01-25,35.99061584472656
2010-01-26,35.900917053222656
2010-01-27,36.21142578125
2010-01-28,34.934906005859375
2010-01-29,35.735321044921875
2010-02-01,36.68061828613281
2010-02-02,38.067527770996094
2010-02-03,37.87433624267578
2010-02-04,36.02511215209961
2010-02-05,35.528316497802734
2010-02-08,35.06601333618164
2010-02-09,35.50071716308594
2010-02-10,35.266109466552734
2010-02-11,35.84571838378906
2010-02-12,35.85951614379883
2010-02-16,36.29421615600586
2010-02-17,36.74272155761719
2010-02-18,36.57712936401367
2010-02-19,37.22572326660156
2010-02-22,36.6599235534668
2010-02-23,35.404109954833984
2010-02-24,35.900917053222656
2010-02-25,35.762908935546875
2010-02-26,35.549007415771484
2010-03-01,36.58401870727539
2010-03-02,36.811710357666016
2010-03-03,36.95661926269531
2010-03-04,37.05323028564453
2010-03-05,38.45392990112305
2010-03-08,38.17793655395508
2010-03-09,38.474632263183594
2010-03-10,39.07493591308594
2010-03-11,39.378536224365234
2010-03-12,39.27503967285156
2010-03-15,39.66143798828125
2010-03-16,40.089229583740234
2010-03-17,40.26864242553711
2010-03-18,40.04784393310547
2010-03-19,39.93053436279297
2010-03-22,40.482547760009766
2010-03-23,40.841339111328125
2010-03-24,39.75114059448242
2010-03-25,39.66834259033203
2010-03-26,39.840843200683594
2010-03-29,40.15133285522461
2010-03-30,39.916744232177734
2010-03-31,39.41303253173828
2010-04-01,39.70283889770508
2010-04-05,40.66883850097656
2010-04-06,40.627445220947266
2010-04-07,40.3238410949707
2010-04-08,40.35834503173828
2010-04-09,40.51704788208008
2010-04-12,40.213443756103516
2010-04-13,40.66883850097656
2010-04-14,41.25535202026367
2010-04-15,40.35834503173828
2010-04-16,39.57173538208008
2010-04-19,39.84773635864258
2010-04-20,40.544654846191406
2010-04-21,42.51116180419922
2010-04-22,42.90445327758789
2010-04-23,42.56635665893555
2010-04-26,41.48995590209961
2010-04-27,40.61363983154297
2010-04-28,39.41994094848633
2010-04-29,39.76494216918945
2010-04-30,38.709232330322266
2010-05-03,38.61263656616211
2010-05-04,36.37012481689453
2010-05-05,36.43221664428711
2010-05-06,35.07980728149414
2010-05-07,33.87921905517578
2010-05-10,36.128623962402344
2010-05-11,35.838809967041016
2010-05-12,37.0394172668457
2010-05-13,36.12171173095703
2010-05-14,34.113792419433594
2010-05-17,33.80329895019531
2010-05-18,34.05860137939453
2010-05-19,33.2443962097168
2010-05-20,30.38087272644043
2010-05-21,31.9540958404541
2010-05-24,31.80228614807129
2010-05-25,30.877683639526367
2010-05-26,32.04378890991211
2010-05-27,32.6509895324707
2010-05-28,31.540082931518555
2010-06-01,30.454893112182617
2010-06-02,30.754016876220703
2010-06-03,30.336641311645508
2010-06-04,29.1749267578125
2010-06-07,28.228872299194336
2010-06-08,28.354080200195312
2010-06-09,29.1888370513916
2010-06-10,30.27402687072754
2010-06-11,30.545330047607422
2010-06-14,30.447940826416016
2010-06-15,31.44965362548828
2010-06-16,31.101842880249023
2010-06-17,31.588783264160156
2010-06-18,31.42879295349121
2010-06-21,31.65138816833496
2010-06-22,30.413164138793945
2010-06-23,30.607942581176758
2010-06-24,30.308818817138672
2010-06-25,30.92793083190918
2010-06-28,30.976625442504883
2010-06-29,30.176647186279297
2010-06-30,30.037521362304688
2010-07-01,29.97490882873535
2010-07-02,29.745351791381836
2010-07-06,30.06535530090332
2010-07-07,32.02007293701172
2010-07-08,32.30528259277344
2010-07-09,32.7087516784668
2010-07-12,32.458335876464844
2010-07-13,33.09135055541992
2010-07-14,32.8200569152832
2010-07-15,32.57658386230469
2010-07-16,31.206192016601562
2010-07-19,31.533132553100586
2010-07-20,32.30528259277344
2010-07-21,32.79918670654297
2010-07-22,33.39048385620117
2010-07-23,33.91220474243164
2010-07-26,34.61479187011719
2010-07-27,33.592220306396484
2010-07-28,33.300048828125
2010-07-29,32.76441192626953
2010-07-30,33.37657165527344
2010-08-02,33.898292541503906
2010-08-03,33.286128997802734
2010-08-04,33.87046813964844
2010-08-05,33.34178924560547
2010-08-06,32.94527816772461
2010-08-09,33.800907135009766
2010-08-10,33.02178192138672
2010-08-11,31.547039031982422
2010-08-12,31.213136672973633
2010-08-13,30.87228775024414
2010-08-16,30.99749755859375
2010-08-17,31.804428100585938
2010-08-18,32.00615692138672
2010-08-19,31.28965187072754
2010-08-20,31.227048873901367
2010-08-23,30.55229377746582
2010-08-24,30.176647186279297
2010-08-25,30.92793083190918
2010-08-26,30.385330200195312
2010-08-27,30.858367919921875
2010-08-30,30.114036560058594
2010-08-31,29.564477920532227
2010-09-01,31.247915267944336
2010-09-02,32.56266784667969
2010-09-03,33.891334533691406
2010-09-07,32.72962188720703
2010-09-08,32.72962188720703
2010-09-09,33.000919342041016
2010-09-10,32.68788528442383
2010-09-13,33.73829650878906
2010-09-14,33.529605865478516
2010-09-15,33.46004104614258
2010-09-16,33.65481948852539
2010-09-17,33.73829650878906
2010-09-20,34.50349044799805
2010-09-21,34.176551818847656
2010-09-22,33.647865295410156
2010-09-23,33.167869567871094
2010-09-24,34.39219284057617
2010-09-27,34.00959014892578
2010-09-28,34.57305145263672
2010-09-29,34.3156852722168
2010-09-30,36.31214141845703
2010-10-01,36.04779815673828
2010-10-04,35.05305099487305
2010-10-05,36.15214538574219
2010-10-06,36.026947021484375
2010-10-07,36.263458251953125
2010-10-08,37.21646499633789
2010-10-11,37.8842887878418
2010-10-12,38.14862060546875
2010-10-13,38.447750091552734
2010-10-14,37.856441497802734
2010-10-15,38.023399353027344
2010-10-18,39.35207748413086
2010-10-19,38.16253662109375
2010-10-20,39.48424530029297
2010-10-21,39.05990982055664
2010-10-22,38.941646575927734
2010-10-25,39.27555465698242
2010-10-26,38.46862030029297
2010-10-27,38.14862060546875
2010-10-28,38.3712158203125
2010-10-29,38.072105407714844
2010-11-01,38.3712158203125
2010-11-02,39.49814987182617
2010-11-03,39.143375396728516
2010-11-04,40.0059700012207
2010-11-05,39.99900817871094
2010-11-08,39.65119552612305
2010-11-09,39.477291107177734
2010-11-10,40.05466079711914
2010-11-11,40.458126068115234
2010-11-12,39.10163879394531
2010-11-15,38.809471130371094
2010-11-16,37.473854064941406
2010-11-17,37.39733123779297
2010-11-18,38.830345153808594
2010-11-19,38.70513153076172
2010-11-22,39.20597839355469
2010-11-23,38.774696350097656
2010-11-24,39.94335174560547
2010-11-26,39.72771072387695
2010-11-29,39.65119552612305
2010-11-30,39.17815017700195
2010-12-01,40.102474212646484
2010-12-02,41.17383575439453
2010-12-03,41.706016540527344
2010-12-06,41.97909927368164
2010-12-07,42.749366760253906
2010-12-08,43.06447219848633
2010-12-09,44.03079605102539
2010-12-10,44.26186752319336
2010-12-13,43.95376205444336
2010-12-14,44.03779220581055
2010-12-15,43.91876220703125
2010-12-16,44.59798049926758
2010-12-17,45.50128936767578
2010-12-20,44.95510482788086
2010-12-21,45.61332702636719
2010-12-22,45.32622528076172
2010-12-23,45.004119873046875
2010-12-27,44.752037048339844
2010-12-28,44.26887893676758
2010-12-29,44.19185256958008
