Date,BLFY
2021-07-16,12.899999618530273
2021-07-19,12.8100004196167
2021-07-20,12.84000015258789
2021-07-21,12.8100004196167
2021-07-22,12.600000381469727
2021-07-23,12.699999809265137
2021-07-26,12.529999732971191
2021-07-27,12.40999984741211
2021-07-28,12.520000457763672
2021-07-29,12.5
2021-07-30,12.380000114440918
2021-08-02,12.510000228881836
2021-08-03,12.5
2021-08-04,12.8100004196167
2021-08-05,12.789999961853027
2021-08-06,12.979999542236328
2021-08-09,13.069999694824219
2021-08-10,13.170000076293945
2021-08-11,13.229999542236328
2021-08-12,13.319999694824219
2021-08-13,13.390000343322754
2021-08-16,13.40999984741211
2021-08-17,13.460000038146973
2021-08-18,13.5
2021-08-19,13.489999771118164
2021-08-20,13.5
2021-08-23,13.699999809265137
2021-08-24,13.6899995803833
2021-08-25,13.640000343322754
2021-08-26,13.630000114440918
2021-08-27,13.6899995803833
2021-08-30,13.600000381469727
2021-08-31,13.489999771118164
2021-09-01,13.850000381469727
2021-09-02,14.0
2021-09-03,14.199999809265137
2021-09-07,14.289999961853027
2021-09-08,14.479999542236328
2021-09-09,14.479999542236328
2021-09-10,14.550000190734863
2021-09-13,14.359999656677246
2021-09-14,14.0
2021-09-15,14.15999984741211
2021-09-16,13.960000038146973
2021-09-17,13.5
2021-09-20,13.420000076293945
2021-09-21,13.479999542236328
2021-09-22,13.5
2021-09-23,13.84000015258789
2021-09-24,13.739999771118164
2021-09-27,14.039999961853027
2021-09-28,13.649999618530273
2021-09-29,13.710000038146973
2021-09-30,13.789999961853027
2021-10-01,13.960000038146973
2021-10-04,13.649999618530273
2021-10-05,13.8100004196167
2021-10-06,13.800000190734863
2021-10-07,13.850000381469727
2021-10-08,13.84000015258789
2021-10-11,13.670000076293945
2021-10-12,13.8100004196167
2021-10-13,13.8100004196167
2021-10-14,13.890000343322754
2021-10-15,13.880000114440918
2021-10-18,13.90999984741211
2021-10-19,13.989999771118164
2021-10-20,13.960000038146973
2021-10-21,13.979999542236328
2021-10-22,13.960000038146973
2021-10-25,13.930000305175781
2021-10-26,13.800000190734863
2021-10-27,13.890000343322754
2021-10-28,13.84000015258789
2021-10-29,14.069999694824219
2021-11-01,14.020000457763672
2021-11-02,14.0
2021-11-03,14.350000381469727
2021-11-04,14.369999885559082
2021-11-05,14.399999618530273
2021-11-08,14.220000267028809
2021-11-09,14.170000076293945
2021-11-10,14.430000305175781
2021-11-11,14.460000038146973
2021-11-12,14.449999809265137
2021-11-15,14.479999542236328
2021-11-16,14.449999809265137
2021-11-17,14.550000190734863
2021-11-18,14.850000381469727
2021-11-19,15.079999923706055
2021-11-22,15.100000381469727
2021-11-23,15.180000305175781
2021-11-24,15.229999542236328
2021-11-26,15.229999542236328
2021-11-29,14.930000305175781
2021-11-30,14.569999694824219
2021-12-01,14.579999923706055
2021-12-02,14.649999618530273
2021-12-03,14.649999618530273
2021-12-06,14.65999984741211
2021-12-07,14.569999694824219
2021-12-08,14.59000015258789
2021-12-09,14.600000381469727
2021-12-10,14.670000076293945
2021-12-13,14.630000114440918
2021-12-14,14.829999923706055
2021-12-15,14.890000343322754
2021-12-16,15.119999885559082
2021-12-17,15.34000015258789
2021-12-20,14.779999732971191
2021-12-21,14.720000267028809
2021-12-22,14.699999809265137
2021-12-23,14.550000190734863
2021-12-27,14.539999961853027
2021-12-28,14.510000228881836
2021-12-29,14.630000114440918
2021-12-30,14.640000343322754
2021-12-31,14.630000114440918
2022-01-03,14.789999961853027
2022-01-04,14.739999771118164
2022-01-05,14.630000114440918
2022-01-06,14.800000190734863
2022-01-07,14.710000038146973
2022-01-10,14.59000015258789
2022-01-11,14.59000015258789
2022-01-12,14.539999961853027
2022-01-13,14.6899995803833
2022-01-14,14.800000190734863
2022-01-18,14.380000114440918
2022-01-19,14.109999656677246
2022-01-20,14.0
2022-01-21,14.220000267028809
2022-01-24,14.619999885559082
2022-01-25,14.539999961853027
2022-01-26,14.550000190734863
2022-01-27,14.520000457763672
2022-01-28,14.65999984741211
2022-01-31,14.680000305175781
2022-02-01,14.649999618530273
2022-02-02,14.579999923706055
2022-02-03,14.6899995803833
2022-02-04,14.770000457763672
2022-02-07,14.779999732971191
2022-02-08,14.770000457763672
2022-02-09,14.5
2022-02-10,14.510000228881836
2022-02-11,14.5
2022-02-14,14.3100004196167
2022-02-15,14.380000114440918
2022-02-16,14.420000076293945
2022-02-17,14.399999618530273
2022-02-18,14.329999923706055
2022-02-22,14.199999809265137
2022-02-23,13.880000114440918
2022-02-24,13.65999984741211
2022-02-25,13.949999809265137
2022-02-28,13.890000343322754
2022-03-01,13.40999984741211
2022-03-02,13.600000381469727
2022-03-03,13.520000457763672
2022-03-04,13.399999618530273
2022-03-07,13.25
2022-03-08,13.369999885559082
2022-03-09,13.770000457763672
2022-03-10,13.75
2022-03-11,13.729999542236328
2022-03-14,13.550000190734863
2022-03-15,13.399999618530273
2022-03-16,13.680000305175781
2022-03-17,13.510000228881836
2022-03-18,13.550000190734863
2022-03-21,13.40999984741211
2022-03-22,13.670000076293945
2022-03-23,13.359999656677246
2022-03-24,13.430000305175781
2022-03-25,13.380000114440918
2022-03-28,13.399999618530273
2022-03-29,13.489999771118164
2022-03-30,13.520000457763672
2022-03-31,13.550000190734863
2022-04-01,13.380000114440918
2022-04-04,13.399999618530273
2022-04-05,13.40999984741211
2022-04-06,13.350000381469727
2022-04-07,13.229999542236328
2022-04-08,13.1899995803833
2022-04-11,13.210000038146973
2022-04-12,13.350000381469727
2022-04-13,13.380000114440918
2022-04-14,13.300000190734863
2022-04-18,13.069999694824219
2022-04-19,13.149999618530273
2022-04-20,13.239999771118164
2022-04-21,13.15999984741211
2022-04-22,13.029999732971191
2022-04-25,13.0
2022-04-26,12.4399995803833
2022-04-27,12.579999923706055
2022-04-28,12.859999656677246
2022-04-29,12.619999885559082
2022-05-02,12.619999885559082
2022-05-03,12.649999618530273
2022-05-04,12.869999885559082
2022-05-05,12.600000381469727
2022-05-06,12.34000015258789
2022-05-09,12.079999923706055
2022-05-10,11.829999923706055
2022-05-11,11.680000305175781
2022-05-12,11.350000381469727
2022-05-13,11.59000015258789
2022-05-16,11.489999771118164
2022-05-17,12.0
2022-05-18,11.930000305175781
2022-05-19,11.630000114440918
2022-05-20,11.6899995803833
2022-05-23,11.859999656677246
2022-05-24,11.770000457763672
2022-05-25,11.850000381469727
2022-05-26,11.9399995803833
2022-05-27,11.949999809265137
2022-05-31,11.970000267028809
2022-06-01,11.979999542236328
2022-06-02,12.289999961853027
2022-06-03,12.010000228881836
2022-06-06,12.100000381469727
2022-06-07,12.149999618530273
2022-06-08,12.09000015258789
2022-06-09,11.770000457763672
2022-06-10,11.640000343322754
2022-06-13,11.390000343322754
2022-06-14,11.479999542236328
2022-06-15,11.609999656677246
2022-06-16,11.470000267028809
2022-06-17,11.619999885559082
2022-06-21,12.149999618530273
2022-06-22,12.319999694824219
2022-06-23,12.109999656677246
2022-06-24,12.6899995803833
2022-06-27,12.319999694824219
2022-06-28,12.180000305175781
2022-06-29,12.109999656677246
2022-06-30,11.989999771118164
2022-07-01,12.079999923706055
2022-07-05,12.0
2022-07-06,12.109999656677246
2022-07-07,12.220000267028809
2022-07-08,12.100000381469727
2022-07-11,11.819999694824219
2022-07-12,11.890000343322754
2022-07-13,11.800000190734863
2022-07-14,11.739999771118164
2022-07-15,11.949999809265137
2022-07-18,11.65999984741211
2022-07-19,11.760000228881836
2022-07-20,11.670000076293945
2022-07-21,11.989999771118164
2022-07-22,11.880000114440918
2022-07-25,11.9399995803833
2022-07-26,11.920000076293945
2022-07-27,11.989999771118164
2022-07-28,11.850000381469727
2022-07-29,11.729999542236328
2022-08-01,11.789999961853027
2022-08-02,11.670000076293945
2022-08-03,11.729999542236328
2022-08-04,11.6899995803833
2022-08-05,11.600000381469727
2022-08-08,11.420000076293945
2022-08-09,11.649999618530273
2022-08-10,11.699999809265137
2022-08-11,11.789999961853027
2022-08-12,11.930000305175781
2022-08-15,12.149999618530273
2022-08-16,12.029999732971191
2022-08-17,11.90999984741211
2022-08-18,11.859999656677246
2022-08-19,11.899999618530273
2022-08-22,11.789999961853027
2022-08-23,11.550000190734863
2022-08-24,11.569999694824219
2022-08-25,11.6899995803833
2022-08-26,11.539999961853027
2022-08-29,11.420000076293945
2022-08-30,11.380000114440918
2022-08-31,11.369999885559082
2022-09-01,11.399999618530273
2022-09-02,11.270000457763672
2022-09-06,11.09000015258789
2022-09-07,11.210000038146973
2022-09-08,11.329999923706055
2022-09-09,11.380000114440918
2022-09-12,11.460000038146973
2022-09-13,11.300000190734863
2022-09-14,11.329999923706055
2022-09-15,11.34000015258789
2022-09-16,11.729999542236328
2022-09-19,11.680000305175781
2022-09-20,11.75
2022-09-21,11.680000305175781
2022-09-22,11.550000190734863
2022-09-23,11.59000015258789
2022-09-26,11.510000228881836
2022-09-27,11.359999656677246
2022-09-28,11.489999771118164
2022-09-29,11.470000267028809
2022-09-30,11.149999618530273
2022-10-03,11.3100004196167
2022-10-04,11.550000190734863
2022-10-05,11.569999694824219
2022-10-06,11.359999656677246
2022-10-07,11.300000190734863
2022-10-10,11.369999885559082
2022-10-11,11.479999542236328
2022-10-12,11.479999542236328
2022-10-13,11.760000228881836
2022-10-14,11.720000267028809
2022-10-17,11.9399995803833
2022-10-18,11.859999656677246
2022-10-19,11.6899995803833
2022-10-20,11.649999618530273
2022-10-21,11.8100004196167
2022-10-24,11.829999923706055
2022-10-25,11.78499984741211
2022-10-26,11.9399995803833
2022-10-27,12.109999656677246
2022-10-28,12.180000305175781
2022-10-31,12.3100004196167
2022-11-01,12.329999923706055
2022-11-02,12.4399995803833
2022-11-03,12.399999618530273
2022-11-04,12.569999694824219
2022-11-07,12.5600004196167
2022-11-08,12.579999923706055
2022-11-09,12.399999618530273
2022-11-10,12.649999618530273
2022-11-11,12.670000076293945
2022-11-14,12.630000114440918
2022-11-15,12.649999618530273
2022-11-16,12.729999542236328
2022-11-17,12.699999809265137
2022-11-18,12.890000343322754
2022-11-21,13.109999656677246
2022-11-22,12.960000038146973
2022-11-23,12.949999809265137
2022-11-25,13.039999961853027
