Date,ATI
2010-01-04,41.265785217285156
2010-01-05,41.71963119506836
2010-01-06,42.73207473754883
2010-01-07,43.34303283691406
2010-01-08,44.35547637939453
2010-01-11,44.46894454956055
2010-01-12,41.72836685180664
2010-01-13,41.71963119506836
2010-01-14,40.74210739135742
2010-01-15,39.89548873901367
2010-01-19,41.12614059448242
2010-01-20,39.90422439575195
2010-01-21,38.324459075927734
2010-01-22,36.901798248291016
2010-01-25,37.425479888916016
2010-01-26,37.05890655517578
2010-01-27,37.31201934814453
2010-01-28,36.40431213378906
2010-01-29,35.653709411621094
2010-02-01,38.29828643798828
2010-02-02,39.10997772216797
2010-02-03,37.652408599853516
2010-02-04,34.676177978515625
2010-02-05,35.77589797973633
2010-02-08,35.522796630859375
2010-02-09,36.6137809753418
2010-02-10,35.33077621459961
2010-02-11,36.5439567565918
2010-02-12,37.01527404785156
2010-02-16,38.464111328125
2010-02-17,38.429203033447266
2010-02-18,38.86559295654297
2010-02-19,40.22715377807617
2010-02-22,40.02641677856445
2010-02-23,38.16736602783203
2010-02-24,37.521488189697266
2010-02-25,37.63495635986328
2010-02-26,38.10626983642578
2010-03-01,39.67729568481445
2010-03-02,40.5413818359375
2010-03-03,40.820655822753906
2010-03-04,41.449073791503906
2010-03-05,42.49642562866211
2010-03-08,43.12485122680664
2010-03-09,43.45771789550781
2010-03-10,43.32631301879883
2010-03-11,43.44895553588867
2010-03-12,44.49138641357422
2010-03-15,44.20230484008789
2010-03-16,45.148372650146484
2010-03-17,46.050628662109375
2010-03-18,44.570228576660156
2010-03-19,44.824256896972656
2010-03-22,45.88419723510742
2010-03-23,47.390892028808594
2010-03-24,47.469730377197266
2010-03-25,45.9017219543457
2010-03-26,46.62002944946289
2010-03-29,48.818756103515625
2010-03-30,47.70625305175781
2010-03-31,47.29454803466797
2010-04-01,48.004085540771484
2010-04-05,49.25675582885742
2010-04-06,48.73992156982422
2010-04-07,47.92525100708008
2010-04-08,48.485877990722656
2010-04-09,48.78371810913086
2010-04-12,49.00270462036133
2010-04-13,48.29316329956055
2010-04-14,48.39828109741211
2010-04-15,47.37337875366211
2010-04-16,45.717750549316406
2010-04-19,44.76293182373047
2010-04-20,45.26223373413086
2010-04-21,48.319435119628906
2010-04-22,48.91511535644531
2010-04-23,49.54582977294922
2010-04-26,50.38676834106445
2010-04-27,47.6536865234375
2010-04-28,46.36599349975586
2010-04-29,47.09306335449219
2010-04-30,46.83902359008789
2010-05-03,46.83902359008789
2010-05-04,44.99068832397461
2010-05-05,44.281131744384766
2010-05-06,44.14098358154297
2010-05-07,44.50014114379883
2010-05-10,48.70487976074219
2010-05-11,46.830265045166016
2010-05-12,49.31807327270508
2010-05-13,48.84503936767578
2010-05-14,47.040504455566406
2010-05-17,45.831642150878906
2010-05-18,45.27101135253906
2010-05-19,44.806732177734375
2010-05-20,41.04874801635742
2010-05-21,43.799354553222656
2010-05-24,42.80948257446289
2010-05-25,45.7812614440918
2010-05-26,45.12184143066406
2010-05-27,48.42774200439453
2010-05-28,48.0760498046875
2010-06-01,44.78773880004883
2010-06-02,46.36155319213867
2010-06-03,45.693355560302734
2010-06-04,42.3962516784668
2010-06-07,40.89277648925781
2010-06-08,41.939056396484375
2010-06-09,42.91499328613281
2010-06-10,45.58784103393555
2010-06-11,45.67576217651367
2010-06-14,45.82522964477539
2010-06-15,48.31344985961914
2010-06-16,47.636436462402344
2010-06-17,46.247257232666016
2010-06-18,45.7812614440918
2010-06-21,45.992286682128906
2010-06-22,44.31297302246094
2010-06-23,44.673439025878906
2010-06-24,42.88861846923828
2010-06-25,44.14591598510742
2010-06-28,43.354610443115234
2010-06-29,39.6882438659668
2010-06-30,38.85296630859375
2010-07-01,39.099151611328125
2010-07-02,38.756256103515625
2010-07-06,38.79142761230469
2010-07-07,40.980690002441406
2010-07-08,42.02696990966797
2010-07-09,42.87982177734375
2010-07-12,41.15653991699219
2010-07-13,42.71277618408203
2010-07-14,42.70398712158203
2010-07-15,41.61374282836914
2010-07-16,39.32775115966797
2010-07-19,39.74978256225586
2010-07-20,41.64011764526367
2010-07-21,41.58735656738281
2010-07-22,43.926090240478516
2010-07-23,45.98349380493164
2010-07-26,46.69566345214844
2010-07-27,45.75489807128906
2010-07-28,42.528133392333984
2010-07-29,41.46427536010742
2010-07-30,41.85992431640625
2010-08-02,43.40735626220703
2010-08-03,42.24677658081055
2010-08-04,42.070926666259766
2010-08-05,41.89509201049805
2010-08-06,42.56330490112305
2010-08-09,43.451316833496094
2010-08-10,42.695186614990234
2010-08-11,39.45964431762695
2010-08-12,39.274993896484375
2010-08-13,38.861759185791016
2010-08-16,38.993656158447266
2010-08-17,40.55866622924805
2010-08-18,40.90156173706055
2010-08-19,39.55635070800781
2010-08-20,38.422157287597656
2010-08-23,37.419830322265625
2010-08-24,35.635009765625
2010-08-25,35.87239074707031
2010-08-26,35.45915985107422
2010-08-27,36.70766067504883
2010-08-30,35.83723068237305
2010-08-31,35.802059173583984
2010-09-01,38.15838623046875
2010-09-02,38.72108840942383
2010-09-03,39.49480056762695
2010-09-07,38.685916900634766
2010-09-08,39.49480056762695
2010-09-09,38.93209457397461
2010-09-10,40.07509994506836
2010-09-13,41.94784164428711
2010-09-14,41.180015563964844
2010-09-15,40.29746627807617
2010-09-16,40.2092170715332
2010-09-17,39.98857498168945
2010-09-20,40.085655212402344
2010-09-21,38.96480941772461
2010-09-22,38.96480941772461
2010-09-23,37.746891021728516
2010-09-24,40.447513580322266
2010-09-27,40.63283920288086
2010-09-28,40.37690353393555
2010-09-29,40.906429290771484
2010-09-30,40.99467849731445
2010-10-01,41.43596267700195
2010-10-04,40.129783630371094
2010-10-05,41.85958480834961
2010-10-06,41.3653564453125
2010-10-07,40.6240119934082
2010-10-08,43.18342208862305
2010-10-11,43.00691223144531
2010-10-12,42.71566390991211
2010-10-13,43.262855529785156
2010-10-14,42.865692138671875
2010-10-15,42.2832145690918
2010-10-18,42.124351501464844
2010-10-19,41.2153205871582
2010-10-20,42.274383544921875
2010-10-21,41.48009490966797
2010-10-22,41.330055236816406
2010-10-25,42.20379638671875
2010-10-26,43.209903717041016
2010-10-27,44.313087463378906
2010-10-28,45.380985260009766
2010-10-29,46.501834869384766
2010-11-01,46.24588394165039
2010-11-02,46.67833709716797
2010-11-03,46.63421630859375
2010-11-04,49.114192962646484
2010-11-05,49.35248947143555
2010-11-08,47.66679382324219
2010-11-09,45.59280014038086
2010-11-10,45.89286804199219
2010-11-11,46.53712463378906
2010-11-12,45.26625442504883
2010-11-15,45.82227325439453
2010-11-16,44.07481384277344
2010-11-17,42.724491119384766
2010-11-18,43.43052673339844
2010-11-19,44.136566162109375
2010-11-22,44.91322708129883
2010-11-23,44.39252853393555
2010-11-24,45.57514190673828
2010-11-26,44.78084182739258
2010-11-29,45.49571990966797
2010-11-30,45.62810134887695
2010-12-01,46.819541931152344
2010-12-02,48.09043502807617
2010-12-03,47.97568893432617
2010-12-06,47.728580474853516
2010-12-07,47.04902267456055
2010-12-08,46.237064361572266
2010-12-09,47.199039459228516
2010-12-10,47.11962127685547
2010-12-13,47.410858154296875
2010-12-14,46.863677978515625
2010-12-15,46.06938552856445
2010-12-16,47.61384963989258
2010-12-17,51.0230598449707
2010-12-20,50.721981048583984
2010-12-21,52.2184944152832
2010-12-22,51.76688766479492
2010-12-23,51.040771484375
2010-12-27,50.69541549682617
2010-12-28,50.04014587402344
2010-12-29,50.11984634399414
2010-12-30,49.41143798828125
2010-12-31,48.8624153137207
2011-01-03,50.9610710144043
2011-01-04,49.845333099365234
2011-01-05,49.99586868286133
2011-01-06,49.41143798828125
2011-01-07,48.84470748901367
2011-01-10,48.96868133544922
2011-01-11,51.91743469238281
2011-01-12,51.926273345947266
2011-01-13,51.589778900146484
2011-01-14,51.217872619628906
2011-01-18,53.9895133972168
2011-01-19,52.45759201049805
2011-01-20,52.333614349365234
2011-01-21,51.616355895996094
2011-01-24,52.129940032958984
2011-01-25,51.7137565612793
2011-01-26,57.814918518066406
2011-01-27,57.4607048034668
2011-01-28,56.38039016723633
2011-01-31,57.72636413574219
2011-02-01,58.80669403076172
2011-02-02,58.505611419677734
2011-02-03,59.028076171875
2011-02-04,59.231727600097656
2011-02-07,59.550514221191406
2011-02-08,59.7010498046875
2011-02-09,58.14256286621094
2011-02-10,58.91294479370117
2011-02-11,59.745338439941406
2011-02-14,61.410091400146484
2011-02-15,60.72825241088867
2011-02-16,60.66626739501953
2011-02-17,61.24184799194336
2011-02-18,60.67511749267578
2011-02-22,57.788352966308594
2011-02-23,56.24757385253906
2011-02-24,57.531558990478516
2011-02-25,58.762420654296875
2011-02-28,59.399993896484375
2011-03-01,56.90283966064453
2011-03-02,56.11473846435547
2011-03-03,58.72698974609375
2011-03-04,57.93889617919922
2011-03-07,56.33611297607422
2011-03-08,56.64604568481445
2011-03-09,55.22522735595703
2011-03-10,54.22178649902344
2011-03-11,56.98348617553711
2011-03-14,56.78812789916992
2011-03-15,56.22867202758789
2011-03-16,53.848819732666016
2011-03-17,54.15961837768555
2011-03-18,54.06193923950195
2011-03-21,56.77924346923828
2011-03-22,57.161094665527344
2011-03-23,57.32093811035156
2011-03-24,57.942543029785156
2011-03-25,57.78269577026367
2011-03-28,57.48965072631836
2011-03-29,58.573020935058594
2011-03-30,60.17144775390625
2011-03-31,60.13592529296875
2011-04-01,59.78071212768555
2011-04-04,59.887271881103516
2011-04-05,60.295753479003906
2011-04-06,59.15909957885742
2011-04-07,58.00469970703125
2011-04-08,56.47732925415039
2011-04-11,56.219810485839844
2011-04-12,56.98348617553711
2011-04-13,56.99237060546875
2011-04-14,56.823646545410156
2011-04-15,59.86064147949219
2011-04-18,58.342140197753906
2011-04-19,60.633209228515625
2011-04-20,61.32585906982422
2011-04-21,61.62776565551758
2011-04-25,62.0362548828125
2011-04-26,63.12851333618164
2011-04-27,64.59371948242188
2011-04-28,63.46595001220703
2011-04-29,63.93659591674805
2011-05-02,62.40034103393555
2011-05-03,62.39146041870117
2011-05-04,62.125038146972656
2011-05-05,61.50345993041992
2011-05-06,62.160579681396484
2011-05-09,62.64899826049805
2011-05-10,64.07866668701172
2011-05-11,60.83745193481445
2011-05-12,62.560176849365234
2011-05-13,61.10384750366211
2011-05-16,60.5
2011-05-17,59.2834358215332
2011-05-18,59.389991760253906
2011-05-19,58.0224609375
2011-05-20,56.637168884277344
2011-05-23,56.77924346923828
2011-05-24,57.84787368774414
2011-05-25,58.71165466308594
2011-05-26,59.42408752441406
2011-05-27,59.15692138671875
2011-05-31,59.66451644897461
2011-06-01,57.883480072021484
2011-06-02,58.36436080932617
2011-06-03,56.23603439331055
2011-06-06,55.4434700012207
2011-06-07,54.68653869628906
2011-06-08,53.012367248535156
2011-06-09,55.042747497558594
2011-06-10,54.98931884765625
2011-06-13,53.58229064941406
2011-06-14,55.07836151123047
2011-06-15,53.831642150878906
2011-06-16,52.032806396484375
