Date,BY
2018-05-18,20.07565689086914
2018-05-21,20.462247848510742
2018-05-22,20.471454620361328
2018-05-23,20.425434112548828
2018-05-24,20.471454620361328
2018-05-25,20.462247848510742
2018-05-29,20.09406280517578
2018-05-30,20.103267669677734
2018-05-31,19.900760650634766
2018-06-01,20.057247161865234
2018-06-04,20.268949508666992
2018-06-05,20.103267669677734
2018-06-06,20.29656219482422
2018-06-07,20.158491134643555
2018-06-08,20.232128143310547
2018-06-11,20.18610382080078
2018-06-12,20.314970016479492
2018-06-13,20.112470626831055
2018-06-14,20.06644630432129
2018-06-15,20.121675491333008
2018-06-18,21.097381591796875
2018-06-19,21.23544692993164
2018-06-20,22.091503143310547
2018-06-21,22.395252227783203
2018-06-22,21.916610717773438
2018-06-25,21.290679931640625
2018-06-26,21.27227020263672
2018-06-27,20.904077529907227
2018-06-28,20.710779190063477
2018-06-29,20.56350326538086
2018-07-02,20.766008377075195
2018-07-03,20.609525680541992
2018-07-05,20.986919403076172
2018-07-06,21.060564041137695
2018-07-09,21.18022346496582
2018-07-10,21.051359176635742
2018-07-11,20.719982147216797
2018-07-12,20.793622970581055
2018-07-13,20.581912994384766
2018-07-16,20.93169403076172
2018-07-17,21.005332946777344
2018-07-18,21.051359176635742
2018-07-19,21.005332946777344
2018-07-20,21.078969955444336
2018-07-23,21.19863510131836
2018-07-24,20.839649200439453
2018-07-25,20.655548095703125
2018-07-26,20.729190826416016
2018-07-27,20.69236946105957
2018-07-30,20.747604370117188
2018-07-31,20.747604370117188
2018-08-01,20.738399505615234
2018-08-02,20.75680923461914
2018-08-03,20.701574325561523
2018-08-06,20.80282974243164
2018-08-07,20.885669708251953
2018-08-08,21.014537811279297
2018-08-09,21.27227020263672
2018-08-10,21.401138305664062
2018-08-13,21.428756713867188
2018-08-14,21.576030731201172
2018-08-15,21.401138305664062
2018-08-16,21.668075561523438
2018-08-17,21.953432083129883
2018-08-20,21.502391815185547
2018-08-21,21.916610717773438
2018-08-22,22.137523651123047
2018-08-23,22.0546817779541
2018-08-24,22.146728515625
2018-08-27,22.008657455444336
2018-08-28,21.483985900878906
2018-08-29,21.465572357177734
2018-08-30,21.483985900878906
2018-08-31,21.014537811279297
2018-09-04,21.19863510131836
2018-09-05,21.253860473632812
2018-09-06,21.189428329467773
2018-09-07,21.382728576660156
2018-09-10,21.31829261779785
2018-09-11,21.189428329467773
2018-09-12,21.10658836364746
2018-09-13,21.03295135498047
2018-09-14,21.124998092651367
2018-09-17,21.171022415161133
2018-09-18,21.31829261779785
2018-09-19,21.03295135498047
2018-09-20,21.051359176635742
2018-09-21,21.37352180480957
2018-09-24,20.996131896972656
2018-09-25,20.8304443359375
2018-09-26,20.93169403076172
2018-09-27,20.950105667114258
2018-09-28,20.894880294799805
2018-10-01,20.462247848510742
2018-10-02,19.93758201599121
2018-10-03,20.51748275756836
2018-10-04,20.471454620361328
2018-10-05,20.25974464416504
2018-10-08,20.600318908691406
2018-10-09,20.56350326538086
2018-10-10,20.25974464416504
2018-10-11,19.80870819091797
2018-10-12,19.541772842407227
2018-10-15,19.495746612548828
2018-10-16,19.440515518188477
2018-10-17,19.606201171875
2018-10-18,19.16437530517578
2018-10-19,18.833005905151367
2018-10-22,18.372760772705078
2018-10-23,18.087411880493164
2018-10-24,17.424667358398438
2018-10-25,18.33594512939453
2018-10-26,18.59367561340332
2018-10-29,18.713342666625977
2018-10-30,19.88235092163086
2018-10-31,20.25054168701172
2018-11-01,20.18610382080078
2018-11-02,19.983600616455078
2018-11-05,19.80870819091797
2018-11-06,20.176897048950195
2018-11-07,20.222925186157227
2018-11-08,20.112470626831055
2018-11-09,20.00201416015625
2018-11-12,19.66143798828125
2018-11-13,19.790302276611328
2018-11-14,19.41290283203125
2018-11-15,19.504955291748047
2018-11-16,19.643028259277344
2018-11-19,19.495746612548828
2018-11-20,19.04471206665039
2018-11-21,18.796184539794922
2018-11-23,18.952669143676758
2018-11-26,19.136762619018555
2018-11-27,19.06311798095703
2018-11-28,19.284038543701172
2018-11-29,19.026304244995117
2018-11-30,19.09073829650879
2018-12-03,18.851417541503906
2018-12-04,18.087411880493164
2018-12-06,17.866498947143555
2018-12-07,17.654788970947266
2018-12-10,17.71002197265625
2018-12-11,17.461484909057617
2018-12-12,17.682397842407227
2018-12-13,16.936817169189453
2018-12-14,16.697490692138672
2018-12-17,16.734312057495117
2018-12-18,16.292476654052734
2018-12-19,15.592917442321777
2018-12-20,15.224724769592285
2018-12-21,14.69084644317627
2018-12-24,14.377882957458496
2018-12-26,14.497547149658203
2018-12-27,14.53436279296875
2018-12-28,15.270748138427734
2018-12-31,15.335182189941406
2019-01-02,15.4640474319458
2019-01-03,15.556099891662598
2019-01-04,16.071565628051758
2019-01-07,16.099180221557617
2019-01-08,16.255659103393555
2019-01-09,16.329301834106445
2019-01-10,15.878263473510742
2019-01-11,15.915080070495605
2019-01-14,15.813833236694336
2019-01-15,15.915080070495605
2019-01-16,16.31089210510254
2019-01-17,16.301681518554688
2019-01-18,16.421342849731445
2019-01-22,16.255659103393555
2019-01-23,16.145200729370117
2019-01-24,15.97031021118164
2019-01-25,16.458160400390625
2019-01-28,17.02886390686035
2019-01-29,17.13011360168457
2019-01-30,17.231365203857422
2019-01-31,17.387849807739258
2019-02-01,17.277389526367188
2019-02-04,17.45228385925293
2019-02-05,17.332626342773438
2019-02-06,17.341827392578125
2019-02-07,17.351032257080078
2019-02-08,17.194549560546875
2019-02-11,17.3602352142334
2019-02-12,17.75604248046875
2019-02-13,17.9953670501709
2019-02-14,18.0413875579834
2019-02-15,18.326738357543945
2019-02-19,18.630495071411133
2019-02-20,18.74095916748047
2019-02-21,18.66731834411621
2019-02-22,18.67652130126953
2019-02-25,18.731748580932617
2019-02-26,18.694934844970703
2019-02-27,18.796184539794922
2019-02-28,18.814594268798828
2019-03-01,18.869823455810547
2019-03-04,18.630495071411133
2019-03-05,18.57526969909668
2019-03-06,17.921724319458008
2019-03-07,17.62717628479004
2019-03-08,17.737632751464844
2019-03-11,17.949342727661133
2019-03-12,17.81126594543457
2019-03-13,17.866498947143555
2019-03-14,17.76524543762207
2019-03-15,18.280717849731445
2019-03-18,18.13343620300293
2019-03-19,17.89411735534668
2019-03-20,17.71922492980957
2019-03-21,17.424667358398438
2019-03-22,16.522600173950195
2019-03-25,16.329301834106445
2019-03-26,16.568622589111328
2019-03-27,16.927610397338867
2019-03-28,17.15773582458496
2019-03-29,17.010452270507812
2019-04-01,17.544326782226562
2019-04-02,17.544326782226562
2019-04-03,17.461484909057617
2019-04-04,17.39705467224121
2019-04-05,17.525920867919922
2019-04-08,17.43387794494629
2019-04-09,17.25897979736328
2019-04-10,17.314212799072266
2019-04-11,17.39705467224121
2019-04-12,17.6087646484375
2019-04-15,17.43387794494629
2019-04-16,17.498310089111328
2019-04-17,17.47989273071289
2019-04-18,17.47069549560547
2019-04-22,17.351032257080078
2019-04-23,17.857290267944336
2019-04-24,17.95854949951172
2019-04-25,17.9953670501709
2019-04-26,18.179460525512695
2019-04-29,18.5384521484375
2019-04-30,18.427989959716797
2019-05-01,18.391170501708984
2019-05-02,18.33594512939453
2019-05-03,18.621295928955078
2019-05-06,18.75016212463379
2019-05-07,18.38196563720703
2019-05-08,18.243898391723633
2019-05-09,18.142642974853516
2019-05-10,18.363555908203125
2019-05-13,17.645580291748047
2019-05-14,17.89411735534668
2019-05-15,17.921724319458008
2019-05-16,17.94013786315918
2019-05-17,17.76524543762207
2019-05-20,17.820478439331055
2019-05-21,17.986162185668945
2019-05-22,17.67319679260254
2019-05-23,17.406259536743164
2019-05-24,17.62717628479004
2019-05-28,17.544326782226562
2019-05-29,17.78365707397461
2019-05-30,17.63637351989746
2019-05-31,17.1761417388916
2019-06-03,17.332626342773438
2019-06-04,17.57194709777832
2019-06-05,17.332626342773438
2019-06-06,17.212963104248047
2019-06-07,17.13011360168457
2019-06-10,17.415464401245117
2019-06-11,17.295801162719727
2019-06-12,17.185344696044922
2019-06-13,17.102500915527344
2019-06-14,17.3602352142334
2019-06-17,17.489105224609375
2019-06-18,17.47069549560547
2019-06-19,17.443082809448242
2019-06-20,17.332626342773438
2019-06-21,17.222164154052734
2019-06-24,16.973630905151367
2019-06-25,16.881587982177734
2019-06-26,17.084089279174805
2019-06-27,17.544326782226562
2019-06-28,17.599557876586914
2019-07-01,17.75604248046875
2019-07-02,17.58115577697754
2019-07-03,17.838886260986328
2019-07-05,17.986162185668945
2019-07-08,17.71002197265625
2019-07-09,17.67319679260254
2019-07-10,17.5167179107666
2019-07-11,17.57194709777832
2019-07-12,17.737632751464844
2019-07-15,17.286596298217773
2019-07-16,17.277389526367188
2019-07-17,16.927610397338867
2019-07-18,17.038070678710938
2019-07-19,17.102500915527344
2019-07-22,17.01966094970703
2019-07-23,17.268186569213867
2019-07-24,17.277389526367188
2019-07-25,17.286596298217773
2019-07-26,17.001253128051758
2019-07-29,17.378644943237305
2019-07-30,17.314212799072266
2019-07-31,17.590356826782227
2019-08-01,16.927610397338867
2019-08-02,16.57782554626465
2019-08-05,16.209636688232422
2019-08-06,16.320093154907227
2019-08-07,16.099180221557617
2019-08-08,16.46737289428711
2019-08-09,16.39373779296875
2019-08-12,16.191234588623047
2019-08-13,16.26486587524414
2019-08-14,15.942699432373047
2019-08-15,15.795422554016113
2019-08-16,16.016338348388672
2019-08-19,15.997926712036133
2019-08-20,15.712578773498535
2019-08-21,15.813833236694336
2019-08-22,15.75860595703125
2019-08-23,15.399617195129395
2019-08-26,15.510074615478516
2019-08-27,15.399617195129395
2019-08-28,15.583709716796875
2019-08-29,15.8046293258667
2019-08-30,15.83224105834961
2019-09-03,15.427227020263672
2019-09-04,15.4640474319458
2019-09-05,15.675760269165039
2019-09-06,15.418025016784668
2019-09-09,16.209636688232422
2019-09-10,16.292476654052734
2019-09-11,16.844768524169922
2019-09-12,17.084089279174805
2019-09-13,17.332626342773438
2019-09-16,17.443082809448242
2019-09-17,17.43387794494629
2019-09-18,17.415464401245117
2019-09-19,17.36944007873535
2019-09-20,16.936817169189453
2019-09-23,17.065683364868164
2019-09-24,16.679086685180664
2019-09-25,16.936817169189453
2019-09-26,16.531801223754883
2019-09-27,16.49498748779297
2019-09-30,16.458160400390625
2019-10-01,16.292476654052734
2019-10-02,16.283273696899414
2019-10-03,16.209636688232422
2019-10-04,16.283273696899414
2019-10-07,16.39373779296875
2019-10-08,15.988727569580078
2019-10-09,16.016338348388672
2019-10-10,15.97031021118164
2019-10-11,16.329301834106445
2019-10-14,16.191234588623047
2019-10-15,16.476573944091797
2019-10-16,16.384531021118164
2019-10-17,16.46737289428711
2019-10-18,16.430553436279297
2019-10-21,16.669878005981445
2019-10-22,16.605445861816406
2019-10-23,16.476573944091797
2019-10-24,16.255659103393555
2019-10-25,15.942699432373047
2019-10-28,16.007129669189453
2019-10-29,15.878263473510742
2019-10-30,15.933499336242676
2019-10-31,15.961105346679688
2019-11-01,16.384531021118164
2019-11-04,16.568622589111328
2019-11-05,16.853971481323242
2019-11-06,16.927610397338867
2019-11-07,17.13011360168457
2019-11-08,17.1761417388916
2019-11-11,17.13011360168457
2019-11-12,17.212963104248047
2019-11-13,17.04727554321289
2019-11-14,17.139326095581055
2019-11-15,17.065683364868164
2019-11-18,16.936817169189453
2019-11-19,16.95522689819336
2019-11-20,16.835559844970703
2019-11-21,16.725109100341797
2019-11-22,16.725109100341797
2019-11-25,16.98284339904785
2019-11-26,16.798744201660156
2019-11-27,16.936817169189453
2019-11-29,16.927610397338867
2019-12-02,16.771129608154297
2019-12-03,16.531801223754883
2019-12-04,16.58702850341797
2019-12-05,16.596240997314453
2019-12-06,17.01966094970703
2019-12-09,16.798744201660156
2019-12-10,16.771129608154297
2019-12-11,16.94601821899414
2019-12-12,17.415464401245117
2019-12-13,17.45228385925293
2019-12-16,17.461484909057617
2019-12-17,17.645580291748047
2019-12-18,17.58115577697754
2019-12-19,17.9953670501709
2019-12-20,17.857290267944336
2019-12-23,17.8572940826416
2019-12-24,17.894174575805664
2019-12-26,17.8572940826416
2019-12-27,17.792760848999023
2019-12-30,17.8572940826416
2019-12-31,18.041677474975586
2020-01-02,17.99557876586914
2020-01-03,17.958702087402344
2020-01-06,17.931049346923828
2020-01-07,17.746662139892578
2020-01-08,18.032453536987305
2020-01-09,18.391996383666992
2020-01-10,18.33668327331543
2020-01-13,18.4749755859375
2020-01-14,18.631694793701172
2020-01-15,18.567163467407227
2020-01-16,18.788414001464844
2020-01-17,18.945144653320312
2020-01-21,18.806859970092773
2020-01-22,18.90826416015625
2020-01-23,18.963581085205078
2020-01-24,18.668567657470703
2020-01-27,18.72388458251953
2020-01-28,18.640913009643555
2020-01-29,18.17995834350586
2020-01-30,18.290592193603516
2020-01-31,17.792760848999023
2020-02-03,17.90338897705078
2020-02-04,18.11542510986328
2020-02-05,18.567163467407227
2020-02-06,18.438095092773438
2020-02-07,18.17995834350586
2020-02-10,18.0877742767334
2020-02-11,18.216835021972656
2020-02-12,18.189180374145508
2020-02-13,18.244497299194336
2020-02-14,18.170743942260742
2020-02-18,17.88495445251465
2020-02-19,17.875736236572266
2020-02-20,18.050899505615234
2020-02-21,17.940261840820312
2020-02-24,17.663694381713867
2020-02-25,17.258052825927734
2020-02-26,17.055238723754883
2020-02-27,16.428342819213867
2020-02-28,16.13333511352539
2020-03-02,16.40068244934082
2020-03-03,15.810664176940918
2020-03-04,15.810664176940918
2020-03-05,14.944073677062988
2020-03-06,14.169676780700684
2020-03-09,12.325867652893066
2020-03-10,12.261336326599121
2020-03-11,11.62521743774414
2020-03-12,10.528152465820312
2020-03-13,10.555810928344727
2020-03-16,9.357333183288574
2020-03-17,9.467961311340332
2020-03-18,7.8822855949401855
2020-03-19,8.389331817626953
2020-03-20,8.33402156829834
2020-03-23,8.297019004821777
2020-03-24,8.990750312805176
2020-03-25,8.953754425048828
2020-03-26,9.952723503112793
2020-03-27,10.220967292785645
2020-03-30,9.74923038482666
2020-03-31,9.591984748840332
2020-04-01,9.1017484664917
2020-04-02,8.916751861572266
2020-04-03,8.102773666381836
2020-04-06,8.519013404846191
2020-04-07,8.86125373840332
2020-04-08,9.628983497619629
2020-04-09,10.757452964782715
2020-04-13,10.054471015930176
2020-04-14,9.730731964111328
2020-04-15,8.898253440856934
2020-04-16,8.287771224975586
2020-04-17,9.17574691772461
2020-04-20,9.490235328674316
2020-04-21,9.712230682373047
2020-04-22,9.915724754333496
2020-04-23,9.823226928710938
2020-04-24,10.008223533630371
2020-04-27,10.91469955444336
2020-04-28,10.979442596435547
2020-04-29,12.089415550231934
2020-04-30,11.395685195922852
2020-05-01,10.313462257385254
2020-05-04,10.045220375061035
2020-05-05,9.906476974487305
2020-05-06,9.545735359191895
2020-05-07,9.906476974487305
2020-05-08,10.748200416564941
2020-05-11,9.554984092712402
2020-05-12,9.240493774414062
2020-05-13,8.583761215209961
2020-05-14,8.630011558532715
2020-05-15,8.768756866455078
2020-05-18,9.832476615905762
2020-05-19,9.425487518310547
2020-05-20,10.415212631225586
2020-05-21,10.590957641601562
2020-05-22,10.285713195800781
2020-05-26,11.164440155029297
2020-05-27,12.292911529541016
2020-05-28,11.552928924560547
2020-05-29,11.238439559936523
2020-06-01,11.182941436767578
2020-06-02,11.2291898727417
2020-06-03,12.024666786193848
2020-06-04,12.089415550231934
2020-06-05,13.060638427734375
2020-06-08,13.513875007629395
2020-06-09,13.217885971069336
2020-06-10,12.26516056060791
2020-06-11,11.062694549560547
2020-06-12,11.451184272766113
2020-06-15,11.756425857543945
2020-06-16,12.070918083190918
2020-06-17,11.478934288024902
2020-06-18,11.636178970336914
2020-06-19,11.562178611755371
2020-06-22,11.793980598449707
2020-06-23,11.747618675231934
2020-06-24,11.052218437194824
2020-06-25,11.580723762512207
2020-06-26,10.931684494018555
2020-06-29,11.87742805480957
2020-06-30,12.14631462097168
2020-07-01,11.53436279296875
2020-07-02,11.691988945007324
2020-07-06,11.497275352478027
2020-07-07,11.089305877685547
2020-07-08,10.92241096496582
2020-07-09,10.366089820861816
2020-07-10,10.811147689819336
2020-07-13,11.033677101135254
2020-07-14,10.959500312805176
2020-07-15,12.137042045593262
2020-07-16,11.951603889465332
2020-07-17,11.793980598449707
2020-07-20,11.51582145690918
2020-07-21,12.007233619689941
2020-07-22,11.719803810119629
2020-07-23,12.127772331237793
2020-07-24,12.572826385498047
2020-07-27,12.841716766357422
2020-07-28,12.507920265197754
2020-07-29,12.517194747924805
2020-07-30,12.461565017700195
2020-07-31,12.016507148742676
2020-08-03,11.710532188415527
2020-08-04,11.905244827270508
2020-08-05,12.183404922485352
2020-08-06,12.109227180480957
2020-08-07,12.507920265197754
2020-08-10,12.795352935791016
2020-08-11,12.869529724121094
2020-08-12,12.925162315368652
2020-08-13,12.711906433105469
2020-08-14,12.480107307434082
2020-08-17,12.489377975463867
2020-08-18,12.035049438476562
2020-08-19,12.137042045593262
2020-08-20,11.970148086547852
2020-08-21,11.525091171264648
2020-08-24,12.007233619689941
2020-08-25,12.164860725402832
2020-08-26,11.868154525756836
2020-08-27,12.14631462097168
2020-08-28,12.016507148742676
2020-08-31,11.719803810119629
2020-09-01,11.497275352478027
2020-09-02,11.543634414672852
2020-09-03,11.673439979553223
2020-09-04,11.849609375
2020-09-08,11.376740455627441
2020-09-09,11.098580360412598
2020-09-10,11.080037117004395
2020-09-11,11.015130043029785
2020-09-14,11.163482666015625
2020-09-15,10.672067642211914
2020-09-16,10.968770980834961
2020-09-17,10.829690933227539
2020-09-18,10.625707626342773
2020-09-21,10.030743598937988
2020-09-22,10.040038108825684
2020-09-23,9.919184684753418
2020-09-24,10.09581470489502
2020-09-25,10.235260963439941
2020-09-28,10.607117652893066
2020-09-29,10.551337242126465
2020-09-30,10.486260414123535
2020-10-01,10.672189712524414
2020-10-02,10.839523315429688
2020-10-05,11.36011791229248
2020-10-06,11.471675872802734
2020-10-07,11.806340217590332
2020-10-08,12.020156860351562
2020-10-09,11.797043800354004
2020-10-12,12.075937271118164
2020-10-13,11.96437931060791
2020-10-14,11.797043800354004
2020-10-15,12.141010284423828
2020-10-16,12.122416496276855
2020-10-19,12.345529556274414
2020-10-20,12.50356674194336
2020-10-21,12.577937126159668
2020-10-22,12.84753131866455
2020-10-23,13.024161338806152
2020-10-26,12.921900749206543
2020-10-27,12.568639755249023
2020-10-28,12.196788787841797
2020-10-29,12.066637992858887
2020-10-30,12.215380668640137
2020-11-02,12.419898986816406
2020-11-03,12.940496444702148
2020-11-04,12.196788787841797
2020-11-05,12.819642066955566
2020-11-06,12.261859893798828
2020-11-09,14.45579719543457
2020-11-10,14.753276824951172
2020-11-11,14.362833023071289
2020-11-12,13.656310081481934
2020-11-13,13.758570671081543
2020-11-16,14.316350936889648
2020-11-17,14.585944175720215
2020-11-18,14.269869804382324
2020-11-19,14.065350532531738
2020-11-20,13.963089942932129
2020-11-23,14.028164863586426
2020-11-24,15.153019905090332
2020-11-25,14.985688209533691
2020-11-27,14.846242904663086
2020-11-30,14.251277923583984
2020-12-01,14.446499824523926
2020-12-02,14.836943626403809
2020-12-03,14.530168533325195
2020-12-04,15.0321683883667
2020-12-07,14.688204765319824
2020-12-08,14.716093063354492
2020-12-09,14.669611930847168
2020-12-10,14.678909301757812
2020-12-11,14.855536460876465
2020-12-14,14.74398422241211
2020-12-15,15.087947845458984
2020-12-16,15.11583423614502
2020-12-17,15.227392196655273
2020-12-18,15.022872924804688
2020-12-21,14.659642219543457
2020-12-22,14.436115264892578
2020-12-23,14.491997718811035
2020-12-24,14.370918273925781
2020-12-28,14.417486190795898
2020-12-29,14.193960189819336
2020-12-30,14.389546394348145
2020-12-31,14.389546394348145
2021-01-04,14.529251098632812
2021-01-05,14.901795387268066
2021-01-06,15.469926834106445
2021-01-07,15.441985130310059
2021-01-08,14.883166313171387
2021-01-11,14.771406173706055
2021-01-12,15.078755378723145
2021-01-13,15.078755378723145
2021-01-14,15.460615158081055
2021-01-15,15.125320434570312
2021-01-19,15.441985130310059
2021-01-20,15.358163833618164
2021-01-21,15.265026092529297
2021-01-22,15.544432640075684
2021-01-25,15.097378730773926
2021-01-26,14.659642219543457
2021-01-27,13.691025733947754
2021-01-28,13.951804161071777
2021-01-29,14.966989517211914
2021-02-01,15.404728889465332
2021-02-02,15.70277214050293
2021-02-03,15.749335289001465
2021-02-04,16.298839569091797
2021-02-05,16.410602569580078
2021-02-08,17.06478500366211
2021-02-09,17.457290649414062
2021-02-10,17.5227108001709
2021-02-11,17.597475051879883
2021-02-12,18.223621368408203
2021-02-16,17.933910369873047
2021-02-17,17.55074691772461
2021-02-18,17.2703857421875
2021-02-19,17.606815338134766
2021-02-22,18.102130889892578
2021-02-23,18.466604232788086
2021-02-24,18.952560424804688
2021-02-25,18.709585189819336
2021-02-26,18.616125106811523
2021-03-01,19.24227523803711
2021-03-02,19.12078094482422
2021-03-03,19.7001953125
2021-03-04,19.34507179260254
2021-03-05,19.765613555908203
2021-03-08,20.242233276367188
2021-03-09,19.74692726135254
2021-03-10,20.223546981811523
2021-03-11,20.401107788085938
2021-03-12,20.475872039794922
2021-03-15,19.8497257232666
2021-03-16,19.494604110717773
