Date,OC
2010-01-04,21.769874572753906
2010-01-05,21.853586196899414
2010-01-06,21.72803497314453
2010-01-07,22.09630012512207
2010-01-08,22.07119369506836
2010-01-11,22.054454803466797
2010-01-12,21.485305786132812
2010-01-13,21.51878547668457
2010-01-14,21.393238067626953
2010-01-15,21.125402450561523
2010-01-19,21.384872436523438
2010-01-20,21.091922760009766
2010-01-21,20.3804931640625
2010-01-22,19.23382568359375
2010-01-25,19.501663208007812
2010-01-26,20.347013473510742
2010-01-27,21.142147064208984
2010-01-28,21.435087203979492
2010-01-29,21.5355281829834
2010-02-01,21.585750579833984
2010-02-02,22.0377140045166
2010-02-03,21.301176071166992
2010-02-04,20.02896499633789
2010-02-05,19.9368896484375
2010-02-08,19.92852783203125
2010-02-09,20.581369400024414
2010-02-10,20.67344093322754
2010-02-11,21.0751895904541
2010-02-12,21.142147064208984
2010-02-16,22.08793067932129
2010-02-17,20.464191436767578
2010-02-18,20.765506744384766
2010-02-19,21.108671188354492
2010-02-22,20.798980712890625
2010-02-23,20.112659454345703
2010-02-24,20.22983741760254
2010-02-25,19.501663208007812
2010-02-26,19.694164276123047
2010-03-01,20.30516242980957
2010-03-02,20.338638305664062
2010-03-03,20.22983741760254
2010-03-04,20.388858795166016
2010-03-05,20.6315860748291
2010-03-08,20.732025146484375
2010-03-09,20.67344093322754
2010-03-10,20.773866653442383
2010-03-11,20.849201202392578
2010-03-12,20.75713348388672
2010-03-15,20.614849090576172
2010-03-16,20.681798934936523
2010-03-17,20.69017791748047
2010-03-18,20.347013473510742
2010-03-19,19.836454391479492
2010-03-22,19.91177749633789
2010-03-23,20.50603675842285
2010-03-24,20.171241760253906
2010-03-25,19.853195190429688
2010-03-26,20.00383949279785
2010-03-29,20.480924606323242
2010-03-30,21.225845336914062
2010-03-31,21.292808532714844
2010-04-01,21.912166595458984
2010-04-05,22.17999839782715
2010-04-06,22.27206802368164
2010-04-07,22.397613525390625
2010-04-08,22.414358139038086
2010-04-09,22.72403907775879
2010-04-12,23.209487915039062
2010-04-13,23.485692977905273
2010-04-14,24.079946517944336
2010-04-15,24.071578979492188
2010-04-16,24.088321685791016
2010-04-19,24.255714416503906
2010-04-20,25.02574348449707
2010-04-21,24.942035675048828
2010-04-22,25.586515426635742
2010-04-23,26.339799880981445
2010-04-26,26.38165283203125
2010-04-27,24.942035675048828
2010-04-28,27.796144485473633
2010-04-29,28.9511775970459
2010-04-30,29.110204696655273
2010-05-03,30.022512435913086
2010-05-04,29.219017028808594
2010-05-05,29.219017028808594
2010-05-06,28.365291595458984
2010-05-07,27.210256576538086
2010-05-10,29.58728790283203
2010-05-11,29.428268432617188
2010-05-12,30.281980514526367
2010-05-13,30.173179626464844
2010-05-14,29.085094451904297
2010-05-17,28.71683120727539
2010-05-18,28.323440551757812
2010-05-19,27.545047760009766
2010-05-20,25.360530853271484
2010-05-21,25.47770881652832
2010-05-24,25.921308517456055
2010-05-25,26.3900146484375
2010-05-26,26.90894889831543
2010-05-27,28.71683120727539
2010-05-28,27.896583557128906
2010-06-01,27.3525447845459
2010-06-02,28.13930320739746
2010-06-03,28.28159523010254
2010-06-04,26.925682067871094
2010-06-07,25.728803634643555
2010-06-08,24.60724449157715
2010-06-09,25.10943603515625
2010-06-10,26.339799880981445
2010-06-11,27.193513870239258
2010-06-14,27.36928367614746
2010-06-15,28.515953063964844
2010-06-16,28.48246955871582
2010-06-17,27.904951095581055
2010-06-18,27.70407485961914
2010-06-21,27.930063247680664
2010-06-22,27.427873611450195
2010-06-23,26.825246810913086
2010-06-24,26.406757354736328
2010-06-25,27.01775550842285
2010-06-28,26.992643356323242
2010-06-29,26.29795265197754
2010-06-30,25.034107208251953
2010-07-01,23.669824600219727
2010-07-02,23.519166946411133
2010-07-06,23.176010131835938
2010-07-07,23.929292678833008
2010-07-08,24.39800453186035
2010-07-09,24.849977493286133
2010-07-12,24.146902084350586
2010-07-13,25.176393508911133
2010-07-14,25.06759262084961
2010-07-15,25.126171112060547
2010-07-16,23.904186248779297
2010-07-19,24.2724552154541
2010-07-20,25.176393508911133
2010-07-21,25.02574348449707
2010-07-22,26.0635929107666
2010-07-23,26.783395767211914
2010-07-26,27.3525447845459
2010-07-27,26.34816551208496
2010-07-28,25.862720489501953
2010-07-29,26.281208038330078
2010-07-30,26.34816551208496
2010-08-02,27.009387969970703
2010-08-03,26.406757354736328
2010-08-04,24.565401077270508
2010-08-05,24.2724552154541
2010-08-06,23.452207565307617
2010-08-09,23.837221145629883
2010-08-10,23.42710304260254
2010-08-11,22.598495483398438
2010-08-12,21.786624908447266
2010-08-13,21.543893814086914
2010-08-16,21.652708053588867
2010-08-17,22.422727584838867
2010-08-18,23.845598220825195
2010-08-19,23.30155372619629
2010-08-20,23.360143661499023
2010-08-23,23.418731689453125
2010-08-24,23.20111846923828
2010-08-25,23.226234436035156
2010-08-26,22.97513198852539
2010-08-27,23.552644729614258
2010-08-30,22.87468719482422
2010-08-31,22.765884399414062
2010-09-01,22.598495483398438
2010-09-02,23.0588321685791
2010-09-03,23.26807403564453
2010-09-07,22.10467529296875
2010-09-08,21.736404418945312
2010-09-09,21.577373504638672
2010-09-10,21.602481842041016
2010-09-13,22.26370620727539
2010-09-14,22.029348373413086
2010-09-15,21.34302520751953
2010-09-16,20.924530029296875
2010-09-17,20.723655700683594
2010-09-20,19.844825744628906
2010-09-21,20.56463050842285
2010-09-22,20.397233963012695
2010-09-23,20.67344093322754
2010-09-24,21.276058197021484
2010-09-27,21.234216690063477
2010-09-28,21.25931739807129
2010-09-29,21.217472076416016
2010-09-30,21.451831817626953
2010-10-01,21.694555282592773
2010-10-04,21.987497329711914
2010-10-05,22.983501434326172
2010-10-06,23.28481101989746
2010-10-07,23.075571060180664
2010-10-08,23.134159088134766
2010-10-11,23.217857360839844
2010-10-12,23.192750930786133
2010-10-13,23.226234436035156
2010-10-14,22.481304168701172
2010-10-15,22.62360191345215
2010-10-18,22.841222763061523
2010-10-19,22.598495483398438
2010-10-20,23.15927505493164
2010-10-21,23.40199089050293
2010-10-22,23.887447357177734
2010-10-25,24.105056762695312
2010-10-26,23.602872848510742
2010-10-27,22.941659927368164
2010-10-28,22.891437530517578
2010-10-29,22.631969451904297
2010-11-01,22.941659927368164
2010-11-02,22.816104888916016
2010-11-03,22.749149322509766
2010-11-04,23.586124420166016
2010-11-05,23.81211280822754
2010-11-08,23.736783981323242
2010-11-09,22.983501434326172
2010-11-10,23.368511199951172
2010-11-11,23.150897979736328
2010-11-12,22.950023651123047
2010-11-15,23.192750930786133
2010-11-16,22.506427764892578
2010-11-17,22.188377380371094
2010-11-18,22.0377140045166
2010-11-19,22.079561233520508
2010-11-22,22.07119369506836
2010-11-23,21.418344497680664
2010-11-24,22.17999839782715
2010-11-26,22.10467529296875
2010-11-29,21.928909301757812
2010-11-30,22.02097511291504
2010-12-01,23.18437957763672
2010-12-02,23.318302154541016
2010-12-03,22.924907684326172
2010-12-06,23.209487915039062
2010-12-07,23.435468673706055
2010-12-08,24.079946517944336
2010-12-09,23.87070083618164
2010-12-10,24.06320571899414
2010-12-13,24.339420318603516
2010-12-14,24.44821548461914
2010-12-15,24.490074157714844
2010-12-16,24.875070571899414
2010-12-17,25.343786239624023
2010-12-20,25.779024124145508
2010-12-21,26.13055419921875
2010-12-22,26.3900146484375
2010-12-23,26.3146915435791
2010-12-27,26.373273849487305
2010-12-28,26.281208038330078
2010-12-29,26.15566062927246
2010-12-30,26.021745681762695
2010-12-31,26.071962356567383
2011-01-03,25.99663734436035
2011-01-04,25.63673210144043
2011-01-05,25.653474807739258
2011-01-06,26.323062896728516
2011-01-07,26.29795265197754
2011-01-10,26.515567779541016
2011-01-11,26.58251190185547
2011-01-12,27.545047760009766
2011-01-13,27.620378494262695
2011-01-14,27.796144485473633
2011-01-18,27.461353302001953
2011-01-19,26.741546630859375
2011-01-20,26.74991226196289
2011-01-21,26.34816551208496
2011-01-24,27.402761459350586
2011-01-25,27.067970275878906
2011-01-26,27.930063247680664
2011-01-27,28.2397403717041
2011-01-28,27.712451934814453
2011-01-31,28.013765335083008
2011-02-01,28.490835189819336
2011-02-02,28.42387580871582
2011-02-03,28.264863967895508
2011-02-04,28.206260681152344
2011-02-07,28.83399772644043
2011-02-08,29.319454193115234
2011-02-09,29.562179565429688
2011-02-10,28.88422393798828
2011-02-11,28.73356056213379
2011-02-14,28.88422393798828
2011-02-15,28.348554611206055
2011-02-16,30.49959373474121
2011-02-17,31.395160675048828
2011-02-18,31.370059967041016
2011-02-22,30.591655731201172
2011-02-23,30.014137268066406
2011-02-24,29.428268432617188
2011-02-25,29.595653533935547
2011-02-28,29.905330657958984
2011-03-01,28.867488861083984
2011-03-02,29.085094451904297
2011-03-03,29.863492965698242
2011-03-04,29.645877838134766
2011-03-07,29.219017028808594
2011-03-08,30.14805793762207
2011-03-09,30.507959365844727
2011-03-10,29.110204696655273
2011-03-11,29.118579864501953
2011-03-14,28.432254791259766
2011-03-15,28.306703567504883
2011-03-16,27.93843650817871
2011-03-17,27.896583557128906
2011-03-18,28.44898796081543
2011-03-21,28.532697677612305
2011-03-22,28.390399932861328
2011-03-23,29.66261100769043
2011-03-24,28.934446334838867
2011-03-25,28.96792221069336
2011-03-28,29.043245315551758
2011-03-29,29.24411964416504
2011-03-30,29.863492965698242
2011-03-31,30.122953414916992
2011-04-01,30.45773696899414
2011-04-04,30.441003799438477
2011-04-05,30.47447395324707
2011-04-06,30.382410049438477
2011-04-07,31.035261154174805
2011-04-08,30.792526245117188
2011-04-11,30.96830177307129
2011-04-12,30.68373680114746
2011-04-13,30.851131439208984
2011-04-14,31.01013946533203
2011-04-15,30.759056091308594
2011-04-18,30.541454315185547
2011-04-19,30.90972137451172
2011-04-20,30.809276580810547
2011-04-21,31.219406127929688
2011-04-25,31.018522262573242
2011-04-26,31.01013946533203
2011-04-27,31.83875846862793
2011-04-28,31.763429641723633
2011-04-29,31.671354293823242
2011-05-02,31.512346267700195
2011-05-03,30.851131439208984
2011-05-04,30.290340423583984
2011-05-05,30.68373680114746
2011-05-06,30.658620834350586
2011-05-09,30.658620834350586
2011-05-10,30.73394203186035
2011-05-11,30.240137100219727
2011-05-12,30.382410049438477
2011-05-13,29.85512351989746
2011-05-16,28.88422393798828
2011-05-17,28.499210357666016
2011-05-18,29.17715835571289
2011-05-19,29.361299514770508
2011-05-20,29.562179565429688
2011-05-23,29.13531494140625
2011-05-24,29.152055740356445
2011-05-25,29.629138946533203
2011-05-26,29.93044662475586
2011-05-27,30.96830177307129
2011-05-31,31.972688674926758
2011-06-01,31.520721435546875
2011-06-02,31.01013946533203
2011-06-03,30.666988372802734
2011-06-06,30.574920654296875
2011-06-07,30.591655731201172
2011-06-08,30.658620834350586
2011-06-09,30.63351821899414
2011-06-10,30.08946990966797
2011-06-13,30.415889739990234
2011-06-14,31.08547019958496
2011-06-15,30.432636260986328
2011-06-16,30.298717498779297
2011-06-17,30.800893783569336
2011-06-20,31.052001953125
2011-06-21,31.56256675720215
2011-06-22,30.859498977661133
2011-06-23,31.23612403869629
2011-06-24,30.692096710205078
2011-06-27,30.641883850097656
2011-06-28,30.86785316467285
2011-06-29,30.94320297241211
2011-06-30,31.261247634887695
2011-07-01,32.014522552490234
2011-07-05,32.232154846191406
2011-07-06,31.3616886138916
2011-07-07,31.462125778198242
2011-07-08,31.211040496826172
2011-07-11,30.407522201538086
2011-07-12,30.10622215270996
2011-07-13,30.307090759277344
2011-07-14,30.039260864257812
2011-07-15,29.997392654418945
2011-07-18,29.578914642333984
2011-07-19,30.047624588012695
2011-07-20,29.79652976989746
2011-07-21,30.081100463867188
2011-07-22,30.114578247070312
2011-07-25,30.424259185791016
2011-07-26,30.081100463867188
2011-07-27,29.578914642333984
2011-07-28,29.235759735107422
2011-07-29,29.77978515625
2011-08-01,29.75467872619629
2011-08-02,28.549423217773438
2011-08-03,25.820871353149414
2011-08-04,24.573766708374023
2011-08-05,23.795377731323242
2011-08-08,22.548274993896484
2011-08-09,22.548274993896484
2011-08-10,21.627592086791992
2011-08-11,23.083932876586914
2011-08-12,24.079946517944336
2011-08-15,24.640724182128906
2011-08-16,23.82048225402832
2011-08-17,23.477317810058594
2011-08-18,21.694555282592773
2011-08-19,20.849201202392578
2011-08-22,20.865942001342773
2011-08-23,21.627592086791992
2011-08-24,22.69892692565918
2011-08-25,22.297170639038086
2011-08-26,23.37688636779785
2011-08-29,23.929292678833008
2011-08-30,24.213871002197266
2011-08-31,24.32267189025879
2011-09-01,23.134159088134766
2011-09-02,21.76150894165039
2011-09-06,22.029348373413086
2011-09-07,23.025354385375977
2011-09-08,22.280439376831055
2011-09-09,21.627592086791992
2011-09-12,21.76150894165039
2011-09-13,21.560630798339844
2011-09-14,21.962385177612305
2011-09-15,22.53990364074707
2011-09-16,22.37250328063965
2011-09-19,22.02097511291504
2011-09-20,21.125402450561523
2011-09-21,19.58535385131836
2011-09-22,18.354997634887695
2011-09-23,18.606090545654297
2011-09-26,19.351009368896484
2011-09-27,19.62720489501953
2011-09-28,18.73163604736328
2011-09-29,18.832080841064453
2011-09-30,18.145755767822266
2011-10-03,17.19995880126953
2011-10-04,17.91976547241211
2011-10-05,18.873926162719727
2011-10-06,19.752758026123047
2011-10-07,18.823705673217773
2011-10-10,18.740009307861328
2011-10-11,18.806968688964844
2011-10-12,19.175230026245117
2011-10-13,19.66905403137207
2011-10-14,20.405597686767578
2011-10-17,19.576984405517578
2011-10-18,20.606470108032227
2011-10-19,20.932897567749023
2011-10-20,20.59810447692871
2011-10-21,21.133769989013672
2011-10-24,21.652708053588867
2011-10-25,20.807350158691406
2011-10-26,22.799367904663086
2011-10-27,24.875070571899414
2011-10-28,24.665828704833984
2011-10-31,23.753520965576172
2011-11-01,22.606861114501953
2011-11-02,23.109052658081055
2011-11-03,23.879074096679688
2011-11-04,24.155275344848633
2011-11-07,24.70767593383789
2011-11-08,24.665828704833984
2011-11-09,23.435468673706055
2011-11-10,23.644718170166016
2011-11-11,24.222232818603516
2011-11-14,24.180383682250977
2011-11-15,24.64909553527832
2011-11-16,23.971134185791016
2011-11-17,23.494062423706055
2011-11-18,23.527544021606445
2011-11-21,22.77425193786621
2011-11-22,22.129777908325195
2011-11-23,21.76150894165039
2011-11-25,21.66106605529785
2011-11-28,22.355770111083984
2011-11-29,22.347400665283203
2011-11-30,24.021358489990234
2011-12-01,24.32267189025879
2011-12-02,24.406373977661133
2011-12-05,24.53191566467285
2011-12-06,24.255714416503906
2011-12-07,24.431482315063477
2011-12-08,23.075571060180664
2011-12-09,23.561023712158203
2011-12-12,22.56501579284668
2011-12-13,21.76150894165039
2011-12-14,20.698545455932617
2011-12-15,21.17562484741211
2011-12-16,21.736404418945312
2011-12-19,21.769874572753906
2011-12-20,23.016984939575195
2011-12-21,23.443843841552734
2011-12-22,23.661455154418945
2011-12-23,23.611238479614258
2011-12-27,23.494062423706055
2011-12-28,22.64034080505371
2011-12-29,24.264080047607422
2011-12-30,24.038089752197266
2012-01-03,24.716053009033203
2012-01-04,25.15966033935547
2012-01-05,26.164031982421875
2012-01-06,26.230995178222656
2012-01-09,26.741546630859375
2012-01-10,26.716442108154297
2012-01-11,26.858718872070312
2012-01-12,26.850353240966797
2012-01-13,26.64948272705078
2012-01-17,26.74991226196289
2012-01-18,27.729188919067383
2012-01-19,28.415517807006836
2012-01-20,27.561792373657227
2012-01-23,28.12256622314453
2012-01-24,28.407136917114258
2012-01-25,29.1436824798584
2012-01-26,29.185535430908203
2012-01-27,29.110204696655273
2012-01-30,28.31507682800293
2012-01-31,28.24811363220215
2012-02-01,28.23137092590332
2012-02-02,28.29833221435547
2012-02-03,28.96792221069336
2012-02-06,29.001394271850586
2012-02-07,28.88422393798828
2012-02-08,28.649860382080078
2012-02-09,29.27760124206543
2012-02-10,28.331819534301758
2012-02-13,28.591276168823242
2012-02-14,27.185144424438477
2012-02-15,25.46933937072754
2012-02-16,25.99663734436035
2012-02-17,26.36490249633789
2012-02-21,26.532304763793945
2012-02-22,26.557409286499023
2012-02-23,26.281208038330078
2012-02-24,25.862720489501953
2012-02-27,26.88383674621582
2012-02-28,26.925682067871094
2012-02-29,26.490455627441406
2012-03-01,26.323062896728516
2012-03-02,25.703689575195312
2012-03-05,26.15566062927246
2012-03-06,25.2935733795166
2012-03-07,26.3900146484375
