Date,SEMR
2021-03-24,14.0
2021-03-25,11.220000267028809
2021-03-26,11.800000190734863
2021-03-29,11.600000381469727
2021-03-30,11.5
2021-03-31,11.90999984741211
2021-04-01,12.779999732971191
2021-04-05,11.880000114440918
2021-04-06,12.5
2021-04-07,12.710000038146973
2021-04-08,13.0
2021-04-09,13.0
2021-04-12,13.5600004196167
2021-04-13,14.319999694824219
2021-04-14,15.0600004196167
2021-04-15,16.389999389648438
2021-04-16,17.93000030517578
2021-04-19,15.75
2021-04-20,15.670000076293945
2021-04-21,16.040000915527344
2021-04-22,16.450000762939453
2021-04-23,16.600000381469727
2021-04-26,16.270000457763672
2021-04-27,16.260000228881836
2021-04-28,16.530000686645508
2021-04-29,17.239999771118164
2021-04-30,16.450000762939453
2021-05-03,19.209999084472656
2021-05-04,18.850000381469727
2021-05-05,19.5
2021-05-06,18.09000015258789
2021-05-07,18.770000457763672
2021-05-10,18.0
2021-05-11,17.75
2021-05-12,17.6200008392334
2021-05-13,17.25
2021-05-14,18.219999313354492
2021-05-17,17.790000915527344
2021-05-18,17.90999984741211
2021-05-19,17.520000457763672
2021-05-20,16.100000381469727
2021-05-21,15.899999618530273
2021-05-24,15.220000267028809
2021-05-25,15.6899995803833
2021-05-26,16.3700008392334
2021-05-27,17.81999969482422
2021-05-28,18.110000610351562
2021-06-01,19.1299991607666
2021-06-02,18.100000381469727
2021-06-03,18.700000762939453
2021-06-04,19.65999984741211
2021-06-07,19.209999084472656
2021-06-08,18.290000915527344
2021-06-09,18.950000762939453
2021-06-10,17.75
2021-06-11,17.799999237060547
2021-06-14,17.889999389648438
2021-06-15,17.489999771118164
2021-06-16,17.6200008392334
2021-06-17,18.219999313354492
2021-06-18,17.540000915527344
2021-06-21,17.6299991607666
2021-06-22,18.389999389648438
2021-06-23,20.200000762939453
2021-06-24,23.34000015258789
2021-06-25,24.5
2021-06-28,22.8799991607666
2021-06-29,22.149999618530273
2021-06-30,23.020000457763672
2021-07-01,22.329999923706055
2021-07-02,22.579999923706055
2021-07-06,21.510000228881836
2021-07-07,21.010000228881836
2021-07-08,20.260000228881836
2021-07-09,20.889999389648438
2021-07-12,20.459999084472656
2021-07-13,20.399999618530273
2021-07-14,20.15999984741211
2021-07-15,19.600000381469727
2021-07-16,19.770000457763672
2021-07-19,19.81999969482422
2021-07-20,22.06999969482422
2021-07-21,21.600000381469727
2021-07-22,20.219999313354492
2021-07-23,20.040000915527344
2021-07-26,19.899999618530273
2021-07-27,19.790000915527344
2021-07-28,20.709999084472656
2021-07-29,20.09000015258789
2021-07-30,19.989999771118164
2021-08-02,19.829999923706055
2021-08-03,19.3799991607666
2021-08-04,20.489999771118164
2021-08-05,19.760000228881836
2021-08-06,20.31999969482422
2021-08-09,20.959999084472656
2021-08-10,19.649999618530273
2021-08-11,20.479999542236328
2021-08-12,20.6299991607666
2021-08-13,21.780000686645508
2021-08-16,20.729999542236328
2021-08-17,20.389999389648438
2021-08-18,21.530000686645508
2021-08-19,21.25
2021-08-20,21.049999237060547
2021-08-23,21.479999542236328
2021-08-24,22.829999923706055
2021-08-25,23.459999084472656
2021-08-26,24.399999618530273
2021-08-27,26.520000457763672
2021-08-30,27.549999237060547
2021-08-31,26.520000457763672
2021-09-01,26.399999618530273
2021-09-02,28.030000686645508
2021-09-03,28.239999771118164
2021-09-07,26.799999237060547
2021-09-08,26.170000076293945
2021-09-09,27.93000030517578
2021-09-10,31.31999969482422
2021-09-13,27.719999313354492
2021-09-14,25.510000228881836
2021-09-15,25.549999237060547
2021-09-16,25.950000762939453
2021-09-17,27.309999465942383
2021-09-20,27.34000015258789
2021-09-21,27.420000076293945
2021-09-22,27.940000534057617
2021-09-23,27.940000534057617
2021-09-24,27.549999237060547
2021-09-27,25.260000228881836
2021-09-28,23.850000381469727
2021-09-29,24.0
2021-09-30,23.059999465942383
2021-10-01,23.829999923706055
2021-10-04,22.440000534057617
2021-10-05,22.75
2021-10-06,23.979999542236328
2021-10-07,24.959999084472656
2021-10-08,24.670000076293945
2021-10-11,23.15999984741211
2021-10-12,22.049999237060547
2021-10-13,23.43000030517578
2021-10-14,23.010000228881836
2021-10-15,22.479999542236328
2021-10-18,22.049999237060547
2021-10-19,23.700000762939453
2021-10-20,24.0
2021-10-21,25.030000686645508
2021-10-22,25.040000915527344
2021-10-25,24.329999923706055
2021-10-26,23.190000534057617
2021-10-27,23.139999389648438
2021-10-28,23.229999542236328
2021-10-29,24.389999389648438
2021-11-01,24.649999618530273
2021-11-02,24.950000762939453
2021-11-03,25.959999084472656
2021-11-04,26.270000457763672
2021-11-05,26.469999313354492
2021-11-08,25.040000915527344
2021-11-09,25.90999984741211
