Date,APOG
2010-01-04,10.631628036499023
2010-01-05,10.773378372192383
2010-01-06,10.594321250915527
2010-01-07,10.56447696685791
2010-01-08,10.833060264587402
2010-01-11,10.698768615722656
2010-01-12,10.877826690673828
2010-01-13,11.347859382629395
2010-01-14,11.452311515808105
2010-01-15,11.594066619873047
2010-01-19,12.176003456115723
2010-01-20,11.556756973266602
2010-01-21,11.250870704650879
2010-01-22,10.89275074005127
2010-01-25,10.862910270690918
2010-01-26,10.750993728637695
2010-01-27,10.698768615722656
2010-01-28,10.46002197265625
2010-01-29,10.26604175567627
2010-02-01,10.407800674438477
2010-02-02,10.482406616210938
2010-02-03,10.400339126586914
2010-02-04,9.960150718688965
2010-02-05,10.051734924316406
2010-02-08,9.931625366210938
2010-02-09,10.066750526428223
2010-02-10,10.006692886352539
2010-02-11,10.231902122497559
2010-02-12,10.374531745910645
2010-02-16,10.54719066619873
2010-02-17,10.704838752746582
2010-02-18,10.824947357177734
2010-02-19,10.839960098266602
2010-02-22,10.92253589630127
2010-02-23,10.712342262268066
2010-02-24,10.734861373901367
2010-02-25,10.764891624450684
2010-02-26,10.727354049682617
2010-03-01,11.15524959564209
2010-03-02,11.290369033813477
2010-03-03,11.267851829528809
2010-03-04,11.23782730102539
2010-03-05,11.635690689086914
2010-03-08,11.628180503845215
2010-03-09,11.620675086975098
2010-03-10,11.748296737670898
2010-03-11,11.455523490905762
2010-03-12,11.417993545532227
2010-03-15,11.32790756225586
2010-03-16,11.320405006408691
2010-03-17,11.485553741455078
2010-03-18,11.650707244873047
2010-03-19,11.613168716430664
2010-03-22,11.943471908569336
2010-03-23,12.386384010314941
2010-03-24,12.086103439331055
2010-03-25,12.176188468933105
2010-03-26,11.853394508361816
2010-03-29,11.973502159118652
2010-03-30,12.21372127532959
2010-03-31,11.868406295776367
2010-04-01,11.958490371704102
2010-04-05,12.198708534240723
2010-04-06,12.581559181213379
2010-04-07,12.438931465148926
2010-04-08,10.7723970413208
2010-04-09,10.329488754272461
2010-04-12,10.427080154418945
2010-04-13,10.397056579589844
2010-04-14,10.081765174865723
2010-04-15,9.668882369995117
2010-04-16,9.796501159667969
2010-04-19,9.879073143005371
2010-04-20,9.796501159667969
2010-04-21,9.969161033630371
2010-04-22,9.976668357849121
2010-04-23,10.209381103515625
2010-04-26,10.186860084533691
2010-04-27,10.171845436096191
2010-04-28,10.239407539367676
2010-04-29,10.667299270629883
2010-04-30,10.314477920532227
2010-05-03,10.60724925994873
2010-05-04,10.397056579589844
2010-05-05,10.697334289550781
2010-05-06,10.622262954711914
2010-05-07,10.314477920532227
2010-05-10,10.869985580444336
2010-05-11,10.824947357177734
2010-05-12,11.267851829528809
2010-05-13,11.185275077819824
2010-05-14,11.013174057006836
2010-05-17,10.95278549194336
2010-05-18,10.786722183227539
2010-05-19,10.582914352416992
2010-05-20,9.986583709716797
2010-05-21,10.341360092163086
2010-05-24,10.054523468017578
2010-05-25,9.797873497009277
2010-05-26,9.790328025817871
2010-05-27,10.379103660583496
2010-05-28,10.311166763305664
2010-06-01,10.016779899597168
2010-06-02,10.348913192749023
2010-06-03,10.182845115661621
2010-06-04,9.707293510437012
2010-06-07,9.631810188293457
2010-06-08,9.420449256896973
2010-06-09,9.54122543334961
2010-06-10,9.646907806396484
2010-06-11,9.858261108398438
2010-06-14,9.609160423278809
2010-06-15,9.994132041931152
2010-06-16,9.911099433898926
2010-06-17,9.865809440612793
2010-06-18,9.850713729858398
2010-06-21,9.926196098327637
2010-06-22,9.616710662841797
2010-06-23,8.846773147583008
2010-06-24,8.922256469726562
2010-06-25,8.929804801940918
2010-06-28,8.650510787963867
2010-06-29,8.393865585327148
2010-06-30,8.174962997436523
2010-07-01,8.07682991027832
2010-07-02,8.205156326293945
2010-07-06,8.008894920349121
2010-07-07,8.280635833740234
2010-07-08,8.446703910827637
2010-07-09,8.509057998657227
2010-07-12,8.478639602661133
2010-07-13,8.729576110839844
2010-07-14,8.820829391479492
2010-07-15,8.53187084197998
2010-07-16,8.204890251159668
2010-07-19,8.136453628540039
2010-07-20,8.55468463897705
2010-07-21,8.394997596740723
2010-07-22,8.759993553161621
2010-07-23,8.813224792480469
2010-07-26,8.889266967773438
2010-07-27,8.55468463897705
2010-07-28,8.455828666687012
2010-07-29,8.577496528625488
2010-07-30,8.562287330627441
2010-08-02,8.455828666687012
2010-08-03,8.280932426452637
2010-08-04,8.341764450073242
2010-08-05,8.075621604919434
2010-08-06,7.969161033630371
2010-08-09,8.303746223449707
2010-08-10,8.014786720275879
2010-08-11,7.69541072845459
2010-08-12,7.634581089019775
2010-08-13,7.459688186645508
2010-08-16,7.3988518714904785
2010-08-17,7.459688186645508
2010-08-18,7.512912273406982
2010-08-19,7.543330192565918
2010-08-20,7.35322904586792
2010-08-23,7.193536281585693
2010-08-24,6.957808494567871
2010-08-25,7.223953723907471
2010-08-26,7.102288722991943
2010-08-27,7.201145172119141
2010-08-30,6.973016738891602
2010-08-31,6.858955383300781
2010-09-01,7.299995422363281
2010-09-02,7.27718448638916
2010-09-03,7.4444756507873535
2010-09-07,7.208747386932373
2010-09-08,6.980621337890625
2010-09-09,7.147913455963135
2010-09-10,7.16312313079834
2010-09-13,7.292396068572998
2010-09-14,7.299995422363281
2010-09-15,7.254373073577881
2010-09-16,6.9121832847595215
2010-09-17,6.927389144897461
2010-09-20,7.071873664855957
2010-09-21,7.0262451171875
2010-09-22,6.9197893142700195
2010-09-23,6.896977424621582
2010-09-24,7.16312313079834
2010-09-27,7.1403069496154785
2010-09-28,6.988226413726807
2010-09-29,6.965412616729736
2010-09-30,6.957808494567871
2010-10-01,6.995827674865723
2010-10-04,7.322807312011719
2010-10-05,7.360830307006836
2010-10-06,7.42926549911499
2010-10-07,7.360830307006836
2010-10-08,7.414057731628418
2010-10-11,7.330411911010742
2010-10-12,7.383640289306641
2010-10-13,7.558531761169434
2010-10-14,7.611765384674072
2010-10-15,7.3912458419799805
2010-10-18,7.566141128540039
2010-10-19,7.102288722991943
2010-10-20,8.060412406921387
2010-10-21,8.220100402832031
2010-10-22,8.0607271194458
2010-10-25,8.206307411193848
2010-10-26,8.382539749145508
2010-10-27,8.053064346313477
2010-10-28,8.045401573181152
2010-10-29,8.045401573181152
2010-11-01,8.137348175048828
2010-11-02,8.313582420349121
2010-11-03,8.604750633239746
2010-11-04,9.07214641571045
2010-11-05,9.233055114746094
2010-11-08,9.00318717956543
2010-11-09,8.72734546661377
2010-11-10,8.826951026916504
2010-11-11,8.75032901763916
2010-11-12,8.489811897277832
2010-11-15,8.474489212036133
2010-11-16,8.053064346313477
2010-11-17,8.022411346435547
2010-11-18,8.145009994506836
2010-11-19,8.451501846313477
2010-11-22,8.275272369384766
2010-11-23,8.328903198242188
2010-11-24,8.612407684326172
2010-11-26,8.374878883361816
2010-11-29,8.75032901763916
2010-11-30,8.64305591583252
2010-12-01,8.964876174926758
2010-12-02,9.141106605529785
2010-12-03,9.018507957458496
2010-12-06,9.240717887878418
2010-12-07,9.432271957397461
2010-12-08,9.577858924865723
2010-12-09,9.738762855529785
2010-12-10,9.723440170288086
2010-12-13,9.692790985107422
2010-12-14,9.899674415588379
2010-12-15,9.317340850830078
2010-12-16,9.976295471191406
2010-12-17,10.459020614624023
2010-12-20,10.114215850830078
2010-12-21,10.298110008239746
2010-12-22,10.4207124710083
2010-12-23,10.443696975708008
2010-12-27,10.504992485046387
2010-12-28,10.413046836853027
2010-12-29,10.573951721191406
2010-12-30,10.436033248901367
2010-12-31,10.321099281311035
2011-01-03,10.75018310546875
2011-01-04,10.765512466430664
2011-01-05,10.83446979522705
2011-01-06,10.80382251739502
2011-01-07,10.765512466430664
2011-01-10,10.719537734985352
2011-01-11,10.719537734985352
2011-01-12,10.819147109985352
2011-01-13,10.796161651611328
2011-01-14,10.934081077575684
2011-01-18,10.75018310546875
2011-01-19,10.466682434082031
2011-01-20,10.344082832336426
2011-01-21,10.573951721191406
2011-01-24,10.573951721191406
2011-01-25,10.566292762756348
2011-01-26,10.573951721191406
2011-01-27,10.550965309143066
2011-01-28,10.075902938842773
2011-01-31,9.800064086914062
2011-02-01,10.083568572998047
2011-02-02,10.052923202514648
2011-02-03,9.777078628540039
2011-02-04,9.963704109191895
2011-02-07,10.133363723754883
2011-02-08,10.619208335876465
2011-02-09,10.626916885375977
2011-02-10,10.642342567443848
2011-02-11,10.935396194458008
2011-02-14,10.881413459777832
2011-02-15,10.796581268310547
2011-02-16,11.035650253295898
2011-02-17,11.197600364685059
2011-02-18,11.274717330932617
2011-02-22,10.67319393157959
2011-02-23,10.357006072998047
2011-02-24,10.349294662475586
2011-02-25,10.734884262084961
2011-02-28,10.542089462280273
2011-03-01,10.387855529785156
2011-03-02,10.44955062866211
2011-03-03,10.688615798950195
2011-03-04,10.441840171813965
2011-03-07,10.233617782592773
2011-03-08,10.781156539916992
2011-03-09,10.549803733825684
2011-03-10,10.241328239440918
