Date,RDW
2021-01-14,10.40999984741211
2021-01-15,10.180000305175781
2021-01-19,10.149999618530273
2021-01-20,10.210000038146973
2021-01-21,10.619999885559082
2021-01-22,10.579999923706055
2021-01-25,10.510000228881836
2021-01-26,10.449999809265137
2021-01-27,10.369999885559082
2021-01-28,10.65999984741211
2021-01-29,10.5
2021-02-01,10.5
2021-02-02,10.489999771118164
2021-02-03,10.449999809265137
2021-02-04,10.40999984741211
2021-02-05,11.25
2021-02-08,11.4399995803833
2021-02-09,11.220000267028809
2021-02-10,11.069999694824219
2021-02-11,10.850000381469727
2021-02-12,10.720000267028809
2021-02-16,10.850000381469727
2021-02-17,10.710000038146973
2021-02-18,10.760000228881836
2021-02-19,10.84000015258789
2021-02-22,10.850000381469727
2021-02-23,10.65999984741211
2021-02-24,10.75
2021-02-25,10.430000305175781
2021-02-26,10.420000076293945
2021-03-01,10.350000381469727
2021-03-02,10.0
2021-03-03,10.0
2021-03-04,9.90999984741211
2021-03-05,10.100000381469727
2021-03-08,10.020000457763672
2021-03-09,9.979000091552734
2021-03-10,10.109999656677246
2021-03-11,9.960000038146973
2021-03-12,10.029999732971191
2021-03-15,10.0
2021-03-16,9.96500015258789
2021-03-17,9.930000305175781
2021-03-18,9.920000076293945
2021-03-19,9.800000190734863
2021-03-22,9.84000015258789
2021-03-23,9.880000114440918
2021-03-24,9.869999885559082
2021-03-25,10.180000305175781
2021-03-26,10.550000190734863
2021-03-29,10.75
2021-03-30,10.520000457763672
2021-03-31,10.489999771118164
2021-04-01,10.449999809265137
2021-04-05,10.369999885559082
2021-04-06,10.329999923706055
2021-04-07,10.449999809265137
2021-04-08,10.640000343322754
2021-04-09,10.569999694824219
2021-04-12,10.449999809265137
2021-04-13,10.40999984741211
2021-04-14,10.279999732971191
2021-04-15,10.180000305175781
2021-04-16,10.220000267028809
2021-04-19,10.199999809265137
2021-04-20,10.149999618530273
2021-04-21,10.210000038146973
2021-04-22,10.100000381469727
2021-04-23,10.180000305175781
2021-04-26,10.1899995803833
2021-04-27,10.130000114440918
2021-04-28,10.170000076293945
2021-04-29,10.100000381469727
2021-04-30,10.119999885559082
2021-05-03,10.069999694824219
2021-05-04,10.09000015258789
2021-05-05,10.039999961853027
2021-05-06,10.09000015258789
2021-05-07,10.0600004196167
2021-05-10,10.050000190734863
2021-05-11,10.050000190734863
2021-05-12,10.020000457763672
2021-05-13,10.020000457763672
2021-05-14,10.039999961853027
2021-05-17,10.029999732971191
2021-05-18,10.050000190734863
2021-05-19,10.010000228881836
2021-05-20,10.029999732971191
2021-05-21,10.020000457763672
2021-05-24,10.050000190734863
2021-05-25,10.010000228881836
2021-05-26,10.029999732971191
2021-05-27,10.029999732971191
2021-05-28,10.039999961853027
2021-06-01,10.0
2021-06-02,10.029999732971191
2021-06-03,10.039999961853027
2021-06-04,10.029999732971191
2021-06-07,10.069999694824219
2021-06-08,10.239999771118164
2021-06-09,10.130000114440918
2021-06-10,10.199999809265137
2021-06-11,10.1899995803833
2021-06-14,10.15999984741211
2021-06-15,10.1899995803833
2021-06-16,10.119999885559082
2021-06-17,10.079999923706055
2021-06-18,10.050000190734863
2021-06-21,10.069999694824219
2021-06-22,10.029999732971191
2021-06-23,10.039999961853027
2021-06-24,10.029999732971191
2021-06-25,10.100000381469727
2021-06-28,10.15999984741211
2021-06-29,10.1899995803833
2021-06-30,10.3100004196167
2021-07-01,10.300000190734863
2021-07-02,10.529999732971191
2021-07-06,10.4399995803833
2021-07-07,10.520000457763672
2021-07-08,10.430000305175781
2021-07-09,10.460000038146973
2021-07-12,10.390000343322754
2021-07-13,10.25
2021-07-14,10.210000038146973
2021-07-15,10.140000343322754
2021-07-16,10.119999885559082
2021-07-19,10.079999923706055
2021-07-20,10.069999694824219
2021-07-21,10.140000343322754
2021-07-22,10.039999961853027
2021-07-23,10.0600004196167
2021-07-26,10.0
2021-07-27,10.010000228881836
2021-07-28,10.050000190734863
2021-07-29,10.069999694824219
2021-07-30,10.039999961853027
2021-08-02,10.039999961853027
2021-08-03,10.029999732971191
2021-08-04,10.039999961853027
