Date,LYTS
2010-01-04,5.300581932067871
2010-01-05,5.326595306396484
2010-01-06,5.27456521987915
2010-01-07,5.261559963226318
2010-01-08,5.365619659423828
2010-01-11,5.294078350067139
2010-01-12,5.209529876708984
2010-01-13,5.053438186645508
2010-01-14,5.209529876708984
2010-01-15,5.053438186645508
2010-01-19,5.157499313354492
2010-01-20,5.203023910522461
2010-01-21,4.598174095153809
2010-01-22,4.39005184173584
2010-01-25,4.058359146118164
2010-01-26,3.921781063079834
2010-01-27,3.889261245727539
2010-01-28,3.7852015495300293
2010-01-29,3.9098448753356934
2010-02-01,3.837679386138916
2010-02-02,3.8048834800720215
2010-02-03,3.824561834335327
2010-02-04,3.713038682937622
2010-02-05,3.785200834274292
2010-02-08,3.673678159713745
2010-02-09,3.837679386138916
2010-02-10,3.785200834274292
2010-02-11,4.093526840209961
2010-02-12,3.936084032058716
2010-02-16,4.146008014678955
2010-02-17,4.277210235595703
2010-02-18,4.283771991729736
2010-02-19,4.264090538024902
2010-02-22,4.369053363800049
2010-02-23,4.323131561279297
2010-02-24,4.395296096801758
2010-02-25,4.218169212341309
2010-02-26,4.034487247467041
2010-03-01,4.067286968231201
2010-03-02,4.073848247528076
2010-03-03,3.9492037296295166
2010-03-04,3.9754443168640137
2010-03-05,4.119767665863037
2010-03-08,4.237850189208984
2010-03-09,4.329691410064697
2010-03-10,4.283771991729736
2010-03-11,4.428093910217285
2010-03-12,4.487135887145996
2010-03-15,4.474015235900879
2010-03-16,4.565858840942383
2010-03-17,4.61177921295166
2010-03-18,4.638019561767578
2010-03-19,4.598659515380859
2010-03-22,4.46089506149292
2010-03-23,4.493697166442871
2010-03-24,4.45433235168457
2010-03-25,4.513376235961914
2010-03-26,4.552735805511475
2010-03-29,4.559296607971191
2010-03-30,4.5068159103393555
2010-03-31,4.474015235900879
2010-04-01,4.45433235168457
2010-04-05,4.736420154571533
2010-04-06,4.703619003295898
2010-04-07,4.66425895690918
2010-04-08,4.533056735992432
2010-04-09,4.310013294219971
2010-04-12,4.093526840209961
2010-04-13,4.310013294219971
2010-04-14,4.428093910217285
2010-04-15,4.4674553871154785
2010-04-16,4.388732433319092
2010-04-19,4.401853084564209
2010-04-20,4.5068159103393555
2010-04-21,4.487135887145996
2010-04-22,4.519937992095947
2010-04-23,4.598659515380859
2010-04-26,4.670821666717529
2010-04-27,4.651139259338379
2010-04-28,4.598659515380859
2010-04-29,4.742982387542725
2010-04-30,4.643893718719482
2010-05-03,4.742981433868408
2010-05-04,4.709951400756836
2010-05-05,4.683528423309326
2010-05-06,4.584440231323242
2010-05-07,4.346630096435547
2010-05-10,4.54480504989624
2010-05-11,4.584440231323242
2010-05-12,4.888308525085449
2010-05-13,4.782615661621094
2010-05-14,4.729769229888916
2010-05-17,4.696739673614502
2010-05-18,4.624075889587402
2010-05-19,4.571229457855225
2010-05-20,4.194698333740234
2010-05-21,4.16166877746582
2010-05-24,4.075793266296387
2010-05-25,3.923859119415283
2010-05-26,3.884223461151123
2010-05-27,3.9767048358917236
2010-05-28,3.857799768447876
2010-06-01,3.686049699783325
2010-06-02,3.8776185512542725
2010-06-03,3.8908307552337646
2010-06-04,3.6398086547851562
2010-06-07,3.633202075958252
2010-06-08,3.553934097290039
2010-06-09,3.6133840084075928
2010-06-10,3.778531074523926
2010-06-11,3.857799768447876
2010-06-14,3.804954767227173
2010-06-15,3.8908307552337646
2010-06-16,3.8710122108459473
2010-06-17,3.857799768447876
2010-06-18,3.7587130069732666
2010-06-21,3.6464128494262695
2010-06-22,3.752107620239258
2010-06-23,3.6992599964141846
2010-06-24,3.5473275184631348
2010-06-25,3.4680564403533936
2010-06-28,3.4680564403533936
2010-06-29,3.3293344974517822
2010-06-30,3.223642349243164
2010-07-01,3.1972196102142334
2010-07-02,3.2830939292907715
2010-07-06,3.36236310005188
2010-07-07,3.5803561210632324
2010-07-08,3.5076918601989746
2010-07-09,3.5671467781066895
2010-07-12,3.421816349029541
2010-07-13,3.6728358268737793
2010-07-14,3.494481086730957
2010-07-15,3.4482388496398926
2010-07-16,3.349152088165283
2010-07-19,3.2830939292907715
2010-07-20,3.4680564403533936
2010-07-21,3.5341150760650635
2010-07-22,3.6067795753479004
2010-07-23,3.857799768447876
2010-07-26,3.937070608139038
2010-07-27,3.8181650638580322
2010-07-28,3.712473154067993
2010-07-29,3.5473275184631348
2010-07-30,3.474663257598877
2010-08-02,3.501086711883545
2010-08-03,3.5605392456054688
2010-08-04,3.4614503383636475
2010-08-05,3.435028076171875
2010-08-06,3.3689699172973633
2010-08-09,3.375574827194214
2010-08-10,3.3161215782165527
2010-08-11,3.150977373123169
2010-08-12,3.2038233280181885
2010-08-13,3.210430145263672
2010-08-16,3.1641898155212402
2010-08-17,3.1972196102142334
2010-08-18,3.184006690979004
2010-08-19,3.4416332244873047
2010-08-20,3.3359413146972656
2010-08-23,3.2038233280181885
2010-08-24,3.3029122352600098
2010-08-25,3.421816349029541
2010-08-26,3.4019994735717773
2010-08-27,3.5487523078918457
2010-08-30,3.475374937057495
2010-08-31,3.435352325439453
2010-09-01,3.6021194458007812
2010-09-02,3.542081117630005
2010-09-03,3.628798246383667
2010-09-07,3.3686470985412598
2010-09-08,3.428683280944824
2010-09-09,3.468705177307129
2010-09-10,3.4820449352264404
2010-09-13,3.6021194458007812
2010-09-14,3.528740644454956
2010-09-15,3.6087887287139893
2010-09-16,3.5087289810180664
2010-09-17,3.6421403884887695
2010-09-20,3.802234172821045
2010-09-21,4.002352237701416
2010-09-22,3.862269163131714
2010-09-23,3.8355865478515625
2010-09-24,4.075728893280029
2010-09-27,4.049046039581299
2010-09-28,4.242494106292725
2010-09-29,4.235822677612305
2010-09-30,4.282515525817871
2010-10-01,4.382575988769531
2010-10-04,4.369234561920166
2010-10-05,4.46262264251709
2010-10-06,4.475964069366455
2010-10-07,4.46262264251709
2010-10-08,4.596033573150635
2010-10-11,4.542669773101807
2010-10-12,4.362564563751221
2010-10-13,4.475964069366455
2010-10-14,4.482633590698242
2010-10-15,4.46262264251709
2010-10-18,4.469295501708984
2010-10-19,4.309198379516602
2010-10-20,4.475964069366455
2010-10-21,5.736705780029297
2010-10-22,5.523242950439453
2010-10-25,5.996857166290283
2010-10-26,6.003526210784912
2010-10-27,5.723361968994141
2010-10-28,6.01686954498291
2010-10-29,6.204684257507324
2010-11-01,6.204684257507324
2010-11-02,6.204684257507324
2010-11-03,6.204684257507324
2010-11-04,6.238226890563965
2010-11-05,6.204684257507324
2010-11-08,6.338842391967773
2010-11-09,6.083946228027344
2010-11-10,6.197976589202881
2010-11-11,6.036990642547607
2010-11-12,5.936376094818115
2010-11-15,5.9967451095581055
2010-11-16,5.8894195556640625
2010-11-17,5.802219390869141
2010-11-18,5.9833292961120605
2010-11-19,5.9632062911987305
2010-11-22,5.896129608154297
2010-11-23,6.030284404754639
2010-11-24,6.0168681144714355
2010-11-26,5.822343349456787
2010-11-29,5.9900383949279785
2010-11-30,5.9229583740234375
2010-12-01,5.943082332611084
2010-12-02,6.21810245513916
2010-12-03,6.083946228027344
2010-12-06,6.25834846496582
2010-12-07,6.157731056213379
2010-12-08,6.224808692932129
2010-12-09,6.291889667510986
2010-12-10,6.2985944747924805
2010-12-13,6.164439678192139
2010-12-14,6.144316673278809
2010-12-15,6.030284404754639
2010-12-16,6.083946228027344
2010-12-17,6.023576736450195
2010-12-20,6.003454208374023
2010-12-21,5.943082332611084
2010-12-22,6.010161399841309
2010-12-23,5.9900383949279785
2010-12-27,5.9632062911987305
2010-12-28,5.81563663482666
2010-12-29,5.708312034606934
2010-12-30,5.7284345626831055
2010-12-31,5.674773216247559
2011-01-03,5.768682956695557
2011-01-04,5.507077693939209
2011-01-05,5.6144022941589355
2011-01-06,5.540617942810059
2011-01-07,5.3595075607299805
2011-01-10,5.446708679199219
2011-01-11,5.587571620941162
2011-01-12,5.5272016525268555
2011-01-13,5.513787269592285
2011-01-14,5.540617942810059
2011-01-18,5.554030895233154
2011-01-19,5.178398609161377
2011-01-20,4.943624019622803
2011-01-21,4.816177845001221
2011-01-24,4.822885036468506
2011-01-25,4.9235029220581055
2011-01-26,5.15156888961792
2011-01-27,5.2119364738464355
2011-01-28,5.131443500518799
2011-01-31,4.9905805587768555
2011-02-01,5.25218391418457
2011-02-02,5.164982795715332
2011-02-03,5.097905158996582
2011-02-04,5.111410140991211
2011-02-07,5.51654052734375
2011-02-08,5.550301551818848
2011-02-09,5.631326198577881
2011-02-10,5.678592205047607
2011-02-11,5.840644836425781
2011-02-14,5.7393646240234375
2011-02-15,5.509788513183594
2011-02-16,5.536798000335693
2011-02-17,5.388248920440674
2011-02-18,5.374743461608887
2011-02-22,5.165426254272461
2011-02-23,5.09790563583374
2011-02-24,5.077645778656006
2011-02-25,5.3409833908081055
2011-02-28,5.226195335388184
2011-03-01,5.043888092041016
2011-03-02,5.016875743865967
2011-03-03,5.199187755584717
2011-03-04,5.104655742645264
2011-03-07,4.976363182067871
2011-03-08,5.084399223327637
2011-03-09,5.104655742645264
2011-03-10,4.962861061096191
2011-03-11,4.935851097106934
2011-03-14,4.949355602264404
2011-03-15,4.881835460662842
2011-03-16,4.679267406463623
2011-03-17,4.72653341293335
2011-03-18,4.854824542999268
2011-03-21,5.151922702789307
2011-03-22,5.064143657684326
2011-03-23,5.016875743865967
2011-03-24,5.09790563583374
2011-03-25,4.983118534088135
2011-03-28,4.86157751083374
2011-03-29,4.915596008300781
2011-03-30,4.929098129272461
2011-03-31,4.888585567474365
2011-04-01,4.888585567474365
2011-04-04,4.908841609954834
2011-04-05,4.915596008300781
2011-04-06,4.895338535308838
2011-04-07,4.895338535308838
2011-04-08,4.881835460662842
2011-04-11,4.794054985046387
2011-04-12,4.72653341293335
2011-04-13,4.760295867919922
2011-04-14,4.733287334442139
2011-04-15,4.794054985046387
2011-04-18,4.780550956726074
2011-04-19,4.7400383949279785
2011-04-20,4.814311504364014
2011-04-21,4.908841609954834
2011-04-25,4.875081539154053
2011-04-26,4.908841609954834
2011-04-27,4.989869594573975
2011-04-28,5.51654052734375
2011-04-29,5.597565174102783
2011-05-02,5.631326198577881
2011-05-03,5.644832134246826
2011-05-04,5.347733497619629
2011-05-05,5.536798000335693
2011-05-06,5.489241600036621
2011-05-09,5.509622573852539
2011-05-10,5.794955730438232
2011-05-11,5.502829074859619
2011-05-12,5.543590545654297
2011-05-13,5.482447624206543
2011-05-16,5.305813789367676
2011-05-17,5.394130706787109
2011-05-18,5.400924205780029
2011-05-19,5.3669562339782715
2011-05-20,5.231084823608398
2011-05-23,5.081626892089844
2011-05-24,4.972926139831543
2011-05-25,4.993307113647461
2011-05-26,5.122386932373047
2011-05-27,5.115592002868652
2011-05-31,5.108797550201416
2011-06-01,4.884608268737793
2011-06-02,4.945751190185547
2011-06-03,4.959339618682861
