Date,TRGP
2010-12-07,13.025528907775879
2010-12-08,13.526510238647461
2010-12-09,13.484323501586914
2010-12-10,13.521236419677734
2010-12-13,13.985304832458496
2010-12-14,13.995853424072266
2010-12-15,13.742721557617188
2010-12-16,14.138236999511719
2010-12-17,14.4019136428833
2010-12-20,14.517924308776855
2010-12-21,14.264798164367676
2010-12-22,14.175146102905273
2010-12-23,14.164603233337402
2010-12-27,13.980023384094238
2010-12-28,14.132962226867676
2010-12-29,14.317535400390625
2010-12-30,14.254253387451172
2010-12-31,14.138236999511719
2011-01-03,14.238428115844727
2011-01-04,14.322805404663086
2011-01-05,14.417729377746582
2011-01-06,14.760504722595215
2011-01-07,14.66031551361084
2011-01-10,14.449370384216309
2011-01-11,14.549567222595215
2011-01-12,14.95035457611084
2011-01-13,14.781599044799805
2011-01-14,14.9292573928833
2011-01-18,15.472431182861328
2011-01-19,15.224578857421875
2011-01-20,15.509344100952148
2011-01-21,15.509344100952148
2011-01-24,15.873209953308105
2011-01-25,15.920670509338379
2011-01-26,16.031415939331055
2011-01-27,16.026138305664062
2011-01-28,16.126338958740234
2011-01-31,16.2054443359375
2011-02-01,16.195932388305664
2011-02-02,15.937002182006836
2011-02-03,15.524845123291016
2011-02-04,15.863030433654785
2011-02-07,15.85246753692627
2011-02-08,16.486562728881836
2011-02-09,16.57110595703125
2011-02-10,16.370309829711914
2011-02-11,16.39144515991211
2011-02-14,16.613372802734375
2011-02-15,16.84588050842285
2011-02-16,17.025545120239258
2011-02-17,16.962133407592773
2011-02-18,17.08895492553711
2011-02-22,16.86174201965332
2011-02-23,16.877580642700195
2011-02-24,16.93042755126953
2011-02-25,17.226337432861328
2011-02-28,17.316173553466797
2011-03-01,17.226337432861328
2011-03-02,17.427141189575195
2011-03-03,17.29503631591797
2011-03-04,17.553958892822266
2011-03-07,17.939693450927734
2011-03-08,17.744192123413086
2011-03-09,17.52753257751465
2011-03-10,17.01498031616211
2011-03-11,17.094234466552734
2011-03-14,16.93571662902832
2011-03-15,16.877580642700195
2011-03-16,17.01498031616211
2011-03-17,17.62265396118164
2011-03-18,18.39942741394043
2011-03-21,18.753463745117188
2011-03-22,19.155057907104492
2011-03-23,18.473403930664062
2011-03-24,18.362438201904297
2011-03-25,18.67947769165039
2011-03-28,18.58965301513672
2011-03-29,18.684768676757812
2011-03-30,18.758747100830078
2011-03-31,19.149770736694336
2011-04-01,19.04408836364746
2011-04-04,17.902713775634766
2011-04-05,17.939693450927734
2011-04-06,17.84458351135254
2011-04-07,17.75475311279297
2011-04-08,17.696630477905273
2011-04-11,17.46942138671875
2011-04-12,17.321455001831055
2011-04-13,17.71776580810547
2011-04-14,17.580379486083984
2011-04-15,17.84458351135254
2011-04-18,17.828733444213867
2011-04-19,17.43611717224121
2011-04-20,18.64540672302246
2011-04-21,18.45362091064453
2011-04-25,18.400348663330078
2011-04-26,18.922422409057617
2011-04-27,19.1674747467041
2011-04-28,19.044950485229492
2011-04-29,18.656057357788086
2011-05-02,18.293806076049805
2011-05-03,18.293806076049805
2011-05-04,17.979494094848633
2011-05-05,17.627897262573242
2011-05-06,18.09136962890625
2011-05-09,18.554840087890625
2011-05-10,18.352397918701172
2011-05-11,17.899580001831055
2011-05-12,17.665193557739258
2011-05-13,17.659860610961914
2011-05-16,17.313589096069336
2011-05-17,17.05255699157715
2011-05-18,17.084516525268555
2011-05-19,17.223026275634766
2011-05-20,17.068532943725586
2011-05-23,17.143117904663086
2011-05-24,17.292280197143555
