Date,FCX
2010-01-04,30.10961151123047
2010-01-05,30.289979934692383
2010-01-06,31.49855613708496
2010-01-07,30.89608383178711
2010-01-08,31.78357696533203
2010-01-11,31.779958724975586
2010-01-12,30.582216262817383
2010-01-13,31.13515853881836
2010-01-14,30.748456954956055
2010-01-15,30.466567993164062
2010-01-19,30.57497787475586
2010-01-20,30.18465232849121
2010-01-21,27.568086624145508
2010-01-22,26.827186584472656
2010-01-25,26.960914611816406
2010-01-26,26.017642974853516
2010-01-27,25.750207901000977
2010-01-28,24.87198829650879
2010-01-29,24.102191925048828
2010-02-01,25.873083114624023
2010-02-02,26.205583572387695
2010-02-03,25.46469497680664
2010-02-04,24.12026596069336
2010-02-05,25.381572723388672
2010-02-08,25.009326934814453
2010-02-09,25.869476318359375
2010-02-10,25.670700073242188
2010-02-11,26.805513381958008
2010-02-12,26.6284236907959
2010-02-16,27.445201873779297
2010-02-17,27.14885139465332
2010-02-18,27.683731079101562
2010-02-19,27.886131286621094
2010-02-22,27.55362319946289
2010-02-23,26.61397361755371
2010-02-24,26.267019271850586
2010-02-25,26.769365310668945
2010-02-26,27.163305282592773
2010-03-01,27.6295166015625
2010-03-02,28.182472229003906
2010-03-03,28.637849807739258
2010-03-04,28.493282318115234
2010-03-05,29.169103622436523
2010-03-08,29.1365909576416
2010-03-09,28.825767517089844
2010-03-10,28.94142723083496
2010-03-11,29.09320640563965
2010-03-12,29.10406494140625
2010-03-15,29.151042938232422
2010-03-16,29.70399284362793
2010-03-17,29.357038497924805
2010-03-18,29.010101318359375
2010-03-19,28.374013900756836
2010-03-22,28.840240478515625
2010-03-23,29.30645751953125
2010-03-24,28.836618423461914
2010-03-25,28.15717887878418
2010-03-26,28.612558364868164
2010-03-29,29.953372955322266
2010-03-30,30.235260009765625
2010-03-31,30.19189453125
2010-04-01,31.182153701782227
2010-04-05,31.561614990234375
2010-04-06,31.561614990234375
2010-04-07,31.055662155151367
2010-04-08,31.099023818969727
2010-04-09,30.961687088012695
2010-04-12,30.502700805664062
2010-04-13,30.69097328186035
2010-04-14,30.90457534790039
2010-04-15,30.491838455200195
2010-04-16,29.391204833984375
2010-04-19,29.253631591796875
2010-04-20,29.253631591796875
2010-04-21,28.388322830200195
2010-04-22,29.14500617980957
2010-04-23,28.804676055908203
2010-04-26,29.108810424804688
2010-04-27,27.57009506225586
2010-04-28,27.693187713623047
2010-04-29,28.13850975036621
2010-04-30,27.34562873840332
2010-05-03,26.69756317138672
2010-05-04,25.52090072631836
2010-05-05,25.502796173095703
2010-05-06,24.9923038482666
2010-05-07,24.470947265625
2010-05-10,26.248605728149414
2010-05-11,25.43037223815918
2010-05-12,26.42963981628418
2010-05-13,25.962600708007812
2010-05-14,25.24212074279785
2010-05-17,24.608535766601562
2010-05-18,24.384057998657227
2010-05-19,24.50716209411621
2010-05-20,23.03360939025879
2010-05-21,24.260950088500977
2010-05-24,23.735984802246094
2010-05-25,24.48181915283203
2010-05-26,24.108898162841797
2010-05-27,25.730878829956055
2010-05-28,25.361597061157227
2010-06-01,24.072690963745117
2010-06-02,24.988677978515625
2010-06-03,23.956838607788086
2010-06-04,22.740354537963867
2010-06-07,21.23784828186035
2010-06-08,22.258827209472656
2010-06-09,21.994531631469727
2010-06-10,23.30152702331543
2010-06-11,23.50790023803711
2010-06-14,23.62738037109375
2010-06-15,24.27544593811035
2010-06-16,24.268207550048828
2010-06-17,23.826501846313477
2010-06-18,23.859081268310547
2010-06-21,24.648353576660156
2010-06-22,23.602033615112305
2010-06-23,23.55495834350586
2010-06-24,22.968442916870117
2010-06-25,24.101652145385742
2010-06-28,23.410146713256836
2010-06-29,22.110383987426758
2010-06-30,21.408002853393555
2010-07-01,21.064058303833008
2010-07-02,21.19440269470215
2010-07-06,21.42972755432129
2010-07-07,22.794654846191406
2010-07-08,22.867069244384766
2010-07-09,23.888044357299805
2010-07-12,22.888790130615234
2010-07-13,23.3253231048584
2010-07-14,23.157989501953125
2010-07-15,22.9797306060791
2010-07-16,21.855670928955078
2010-07-19,22.139415740966797
2010-07-20,23.39807891845703
2010-07-21,24.03104019165039
2010-07-22,25.020523071289062
2010-07-23,25.857208251953125
2010-07-26,25.9154109954834
2010-07-27,25.402484893798828
2010-07-28,25.602567672729492
2010-07-29,25.733522415161133
2010-07-30,26.0245418548584
2010-08-02,27.2104549407959
2010-08-03,26.930343627929688
2010-08-04,27.2832088470459
2010-08-05,26.944894790649414
2010-08-06,27.141334533691406
2010-08-09,27.184980392456055
2010-08-10,26.632049560546875
2010-08-11,25.4788761138916
2010-08-12,25.6061954498291
2010-08-13,25.489797592163086
2010-08-16,25.693500518798828
2010-08-17,26.493806838989258
2010-08-18,26.635679244995117
2010-08-19,26.22462272644043
2010-08-20,25.962711334228516
2010-08-23,25.595287322998047
2010-08-24,24.39119529724121
2010-08-25,24.249311447143555
2010-08-26,24.413013458251953
2010-08-27,25.900848388671875
2010-08-30,25.595287322998047
2010-08-31,26.188247680664062
2010-09-01,27.716108322143555
2010-09-02,27.996198654174805
2010-09-03,28.574607849121094
2010-09-07,28.323604583740234
2010-09-08,28.789241790771484
2010-09-09,28.432737350463867
2010-09-10,28.85108757019043
2010-09-13,29.74960708618164
2010-09-14,29.62593650817871
2010-09-15,29.61137580871582
2010-09-16,29.731420516967773
2010-09-17,29.727779388427734
2010-09-20,30.320741653442383
2010-09-21,30.189775466918945
2010-09-22,30.74272346496582
2010-09-23,30.6408634185791
2010-09-24,31.506649017333984
2010-09-27,31.488462448120117
2010-09-28,31.6594295501709
2010-09-29,31.357501983642578
2010-09-30,31.062841415405273
