Date,PRU
2010-01-04,28.529855728149414
2010-01-05,29.091968536376953
2010-01-06,29.433643341064453
2010-01-07,29.907567977905273
2010-01-08,29.51630401611328
2010-01-11,29.47773551940918
2010-01-12,29.235244750976562
2010-01-13,29.648574829101562
2010-01-14,29.802873611450195
2010-01-15,29.46118927001953
2010-01-19,29.857967376708984
2010-01-20,29.549367904663086
2010-01-21,28.430665969848633
2010-01-22,27.581989288330078
2010-01-25,27.945695877075195
2010-01-26,27.262353897094727
2010-01-27,28.452699661254883
2010-01-28,27.87956428527832
2010-01-29,27.54891586303711
2010-02-01,28.226757049560547
2010-02-02,28.623531341552734
2010-02-03,27.752822875976562
2010-02-04,26.567983627319336
2010-02-05,26.74432945251465
2010-02-08,25.912181854248047
2010-02-09,26.65064811706543
2010-02-10,26.937211990356445
2010-02-11,26.777395248413086
2010-02-12,26.52939796447754
2010-02-16,27.515851974487305
2010-02-17,27.86855125427246
2010-02-18,28.14960479736328
2010-02-19,28.381065368652344
2010-02-22,28.49127197265625
2010-02-23,27.835477828979492
2010-02-24,28.601491928100586
2010-02-25,28.78886604309082
2010-02-26,28.88253402709961
2010-03-01,29.46118927001953
2010-03-02,29.32341957092285
2010-03-03,29.11400604248047
2010-03-04,29.632034301757812
2010-03-05,30.078418731689453
2010-03-08,30.48621940612793
2010-03-09,30.541336059570312
2010-03-10,30.756244659423828
2010-03-11,30.76175880432129
2010-03-12,30.811357498168945
2010-03-15,30.794822692871094
2010-03-16,31.46163558959961
2010-03-17,31.73719024658203
2010-03-18,31.847421646118164
2010-03-19,31.94110107421875
2010-03-22,32.007225036621094
2010-03-23,32.1560173034668
2010-03-24,32.178062438964844
2010-03-25,32.23868179321289
2010-03-26,32.62995910644531
2010-03-29,33.015716552734375
2010-03-30,32.883460998535156
2010-03-31,33.34086227416992
2010-04-01,33.77621841430664
2010-04-05,34.71858215332031
2010-04-06,35.16496658325195
2010-04-07,34.630409240722656
2010-04-08,34.98310470581055
2010-04-09,35.00514221191406
2010-04-12,34.76817321777344
2010-04-13,34.92799377441406
2010-04-14,35.881378173828125
2010-04-15,35.52317810058594
2010-04-16,34.630409240722656
2010-04-19,35.08780288696289
2010-04-20,35.975067138671875
2010-04-21,35.73809051513672
2010-04-22,35.58930587768555
2010-04-23,36.27264404296875
2010-04-26,36.090789794921875
2010-04-27,33.98011779785156
2010-04-28,34.59182357788086
2010-04-29,35.947505950927734
2010-04-30,35.027191162109375
2010-05-03,35.46805191040039
2010-05-04,33.98011779785156
2010-05-05,33.80928039550781
2010-05-06,33.081844329833984
2010-05-07,32.04580307006836
2010-05-10,34.50916290283203
2010-05-11,34.80675506591797
2010-05-12,35.258644104003906
2010-05-13,34.0848274230957
2010-05-14,33.318817138671875
2010-05-17,33.53924560546875
2010-05-18,32.91652297973633
2010-05-19,32.20561981201172
2010-05-20,30.089426040649414
2010-05-21,31.075881958007812
2010-05-24,30.265777587890625
2010-05-25,30.68461036682129
2010-05-26,30.69563102722168
2010-05-27,32.59137725830078
2010-05-28,31.80331802368164
2010-06-01,31.257749557495117
2010-06-02,32.48667526245117
2010-06-03,32.68506622314453
2010-06-04,30.673583984375
2010-06-07,30.083919525146484
2010-06-08,30.833423614501953
2010-06-09,30.398040771484375
2010-06-10,32.067840576171875
2010-06-11,32.409507751464844
2010-06-14,31.952119827270508
2010-06-15,32.50320053100586
2010-06-16,32.227664947509766
2010-06-17,32.52523422241211
2010-06-18,32.541786193847656
2010-06-21,32.398494720458984
2010-06-22,31.79781723022461
2010-06-23,31.428590774536133
2010-06-24,30.756244659423828
2010-06-25,31.715150833129883
2010-06-28,31.67106056213379
2010-06-29,29.957170486450195
2010-06-30,29.571414947509766
2010-07-01,29.69816017150879
2010-07-02,29.69816017150879
2010-07-06,29.962690353393555
2010-07-07,30.728696823120117
2010-07-08,30.921567916870117
2010-07-09,31.081398010253906
2010-07-12,31.009763717651367
2010-07-13,31.345918655395508
2010-07-14,30.866483688354492
2010-07-15,30.849933624267578
2010-07-16,29.439157485961914
2010-07-19,29.40058135986328
2010-07-20,29.571414947509766
2010-07-21,29.047870635986328
2010-07-22,30.133522033691406
2010-07-23,30.541336059570312
2010-07-26,30.568891525268555
2010-07-27,30.728696823120117
2010-07-28,30.552349090576172
2010-07-29,30.88300132751465
2010-07-30,31.571857452392578
2010-08-02,32.17255783081055
2010-08-03,31.478174209594727
2010-08-04,31.252241134643555
2010-08-05,31.9631404876709
2010-08-06,32.55830001831055
2010-08-09,32.81181335449219
2010-08-10,32.640968322753906
2010-08-11,31.191612243652344
2010-08-12,30.585424423217773
2010-08-13,30.57990837097168
2010-08-16,30.15556526184082
2010-08-17,30.68461036682129
2010-08-18,30.513774871826172
2010-08-19,29.13604164123535
2010-08-20,28.89908218383789
2010-08-23,28.623531341552734
2010-08-24,27.890592575073242
2010-08-25,27.76935386657715
2010-08-26,27.361547470092773
2010-08-27,28.34248924255371
2010-08-30,27.598512649536133
2010-08-31,27.885080337524414
2010-09-01,29.091968536376953
2010-09-02,29.488750457763672
2010-09-03,30.326400756835938
2010-09-07,29.450176239013672
2010-09-08,29.64305877685547
2010-09-09,30.116985321044922
2010-09-10,29.68714714050293
2010-09-13,30.409059524536133
2010-09-14,30.1390323638916
2010-09-15,30.618486404418945
2010-09-16,30.524789810180664
2010-09-17,30.431116104125977
2010-09-20,31.026281356811523
2010-09-21,31.720657348632812
2010-09-22,31.10894203186035
2010-09-23,30.061878204345703
2010-09-24,30.866483688354492
2010-09-27,30.712162017822266
2010-09-28,30.750751495361328
2010-09-29,31.153034210205078
2010-09-30,29.857967376708984
2010-10-01,29.246274948120117
2010-10-04,28.95970916748047
2010-10-05,29.76980209350586
2010-10-06,29.830419540405273
2010-10-07,29.659587860107422
2010-10-08,29.780834197998047
2010-10-11,29.45568084716797
2010-10-12,29.747756958007812
2010-10-13,29.979215621948242
2010-10-14,29.857967376708984
2010-10-15,29.659587860107422
2010-10-18,30.12250328063965
2010-10-19,29.339956283569336
2010-10-20,29.885540008544922
2010-10-21,29.946149826049805
2010-10-22,29.047870635986328
2010-10-25,29.19666862487793
2010-10-26,29.4942684173584
2010-10-27,29.3454647064209
2010-10-28,29.224224090576172
2010-10-29,28.97624397277832
2010-11-01,29.020336151123047
2010-11-02,29.1911678314209
2010-11-03,29.81941032409668
2010-11-04,30.635013580322266
2010-11-05,30.662569046020508
2010-11-08,30.30436134338379
2010-11-09,30.249248504638672
2010-11-10,30.73971176147461
