Date,CDE
2010-01-04,18.739999771118164
2010-01-05,19.049999237060547
2010-01-06,19.639999389648438
2010-01-07,19.520000457763672
2010-01-08,19.790000915527344
2010-01-11,19.700000762939453
2010-01-12,18.690000534057617
2010-01-13,19.020000457763672
2010-01-14,18.770000457763672
2010-01-15,18.399999618530273
2010-01-19,18.610000610351562
2010-01-20,17.110000610351562
2010-01-21,16.079999923706055
2010-01-22,16.18000030517578
2010-01-25,15.6899995803833
2010-01-26,15.3100004196167
2010-01-27,15.220000267028809
2010-01-28,14.760000228881836
2010-01-29,14.020000457763672
2010-02-01,15.170000076293945
2010-02-02,15.100000381469727
2010-02-03,15.239999771118164
2010-02-04,13.989999771118164
2010-02-05,14.819999694824219
2010-02-08,13.550000190734863
2010-02-09,14.100000381469727
2010-02-10,13.729999542236328
2010-02-11,14.539999961853027
2010-02-12,14.470000267028809
2010-02-16,15.09000015258789
2010-02-17,14.600000381469727
2010-02-18,14.760000228881836
2010-02-19,14.8100004196167
2010-02-22,14.619999885559082
2010-02-23,13.949999809265137
2010-02-24,14.010000228881836
2010-02-25,14.529999732971191
2010-02-26,14.649999618530273
2010-03-01,14.720000267028809
2010-03-02,15.399999618530273
2010-03-03,15.359999656677246
2010-03-04,15.0
2010-03-05,15.710000038146973
2010-03-08,15.869999885559082
2010-03-09,15.859999656677246
2010-03-10,16.260000228881836
2010-03-11,16.850000381469727
2010-03-12,16.420000076293945
2010-03-15,16.270000457763672
2010-03-16,16.770000457763672
2010-03-17,16.510000228881836
2010-03-18,15.930000305175781
2010-03-19,15.609999656677246
2010-03-22,15.539999961853027
2010-03-23,15.760000228881836
2010-03-24,14.899999618530273
2010-03-25,14.319999694824219
2010-03-26,14.550000190734863
2010-03-29,14.649999618530273
2010-03-30,14.369999885559082
2010-03-31,14.979999542236328
2010-04-01,15.970000267028809
2010-04-05,15.9399995803833
2010-04-06,15.699999809265137
2010-04-07,16.09000015258789
2010-04-08,17.139999389648438
2010-04-09,17.440000534057617
2010-04-12,17.06999969482422
2010-04-13,16.729999542236328
2010-04-14,17.06999969482422
2010-04-15,16.920000076293945
2010-04-16,16.299999237060547
2010-04-19,16.18000030517578
2010-04-20,16.309999465942383
2010-04-21,16.610000610351562
2010-04-22,16.3799991607666
2010-04-23,16.979999542236328
2010-04-26,16.719999313354492
2010-04-27,17.09000015258789
2010-04-28,17.270000457763672
2010-04-29,17.81999969482422
2010-04-30,17.920000076293945
2010-05-03,17.829999923706055
2010-05-04,16.8700008392334
2010-05-05,16.90999984741211
2010-05-06,16.68000030517578
2010-05-07,16.360000610351562
2010-05-10,17.040000915527344
2010-05-11,18.229999542236328
2010-05-12,18.649999618530273
2010-05-13,18.299999237060547
2010-05-14,18.1200008392334
2010-05-17,17.350000381469727
2010-05-18,17.100000381469727
2010-05-19,15.949999809265137
2010-05-20,14.479999542236328
2010-05-21,14.760000228881836
2010-05-24,14.649999618530273
2010-05-25,14.920000076293945
2010-05-26,14.930000305175781
2010-05-27,15.479999542236328
2010-05-28,15.100000381469727
2010-06-01,14.569999694824219
2010-06-02,15.149999618530273
2010-06-03,14.890000343322754
2010-06-04,14.210000038146973
2010-06-07,14.3100004196167
2010-06-08,14.720000267028809
2010-06-09,14.260000228881836
2010-06-10,14.270000457763672
2010-06-11,14.6899995803833
2010-06-14,14.449999809265137
2010-06-15,15.100000381469727
2010-06-16,15.119999885559082
2010-06-17,15.699999809265137
2010-06-18,16.799999237060547
2010-06-21,16.25
2010-06-22,15.970000267028809
2010-06-23,16.1200008392334
2010-06-24,15.979999542236328
2010-06-25,16.850000381469727
2010-06-28,16.40999984741211
2010-06-29,15.739999771118164
2010-06-30,15.779999732971191
2010-07-01,14.970000267028809
2010-07-02,14.829999923706055
