Date,TRNO
2010-02-10,12.665778160095215
2010-02-11,12.828768730163574
2010-02-12,12.801607131958008
2010-02-16,12.821977615356445
2010-02-17,12.760857582092285
2010-02-18,12.720107078552246
2010-02-19,12.733689308166504
2010-02-22,12.733689308166504
2010-02-23,12.767642974853516
2010-02-24,12.597862243652344
2010-02-25,12.577485084533691
2010-02-26,12.774438858032227
2010-03-01,12.686147689819336
2010-03-02,12.828768730163574
2010-03-03,12.767642974853516
2010-03-04,12.876306533813477
2010-03-05,12.767642974853516
2010-03-08,13.202292442321777
2010-03-09,13.215876579284668
2010-03-10,12.910265922546387
2010-03-11,13.195499420166016
2010-03-12,13.175126075744629
2010-03-15,12.896683692932129
2010-03-16,13.039300918579102
2010-03-17,13.100421905517578
2010-03-18,13.202292442321777
2010-03-19,13.344907760620117
2010-03-22,13.073256492614746
2010-03-23,13.005342483520508
2010-03-24,13.202292442321777
2010-03-25,13.215876579284668
2010-03-26,13.181917190551758
2010-03-29,13.243038177490234
2010-03-30,13.378861427307129
2010-03-31,13.399240493774414
2010-04-01,13.04609203338623
2010-04-05,13.161544799804688
2010-04-06,13.351701736450195
2010-04-07,13.514692306518555
2010-04-08,13.331324577331543
2010-04-09,13.344907760620117
2010-04-12,13.222662925720215
2010-04-13,13.344907760620117
2010-04-14,13.304158210754395
2010-04-15,13.243038177490234
2010-04-16,13.168334007263184
2010-04-19,13.290576934814453
2010-04-20,13.256621360778809
2010-04-21,13.243038177490234
2010-04-22,13.243038177490234
2010-04-23,13.141167640686035
2010-04-26,13.04609203338623
2010-04-27,12.97138500213623
2010-04-28,13.012138366699219
2010-04-29,12.944218635559082
2010-04-30,12.774438858032227
2010-05-03,12.815185546875
2010-05-04,12.529951095581055
2010-05-05,12.557117462158203
2010-05-06,12.448453903198242
2010-05-07,11.776115417480469
2010-05-10,12.305839538574219
2010-05-11,12.33979320526123
2010-05-12,12.760857582092285
2010-05-13,12.421286582946777
2010-05-14,12.421286582946777
2010-05-17,12.529951095581055
2010-05-18,12.448453903198242
2010-05-19,12.278675079345703
2010-05-20,12.292251586914062
2010-05-21,12.23792839050293
2010-05-24,12.224342346191406
2010-05-25,12.170013427734375
2010-05-26,12.163222312927246
2010-05-27,12.502784729003906
2010-05-28,12.258296966552734
2010-06-01,12.068143844604492
2010-06-02,12.570695877075195
2010-06-03,12.509577751159668
2010-06-04,12.10888671875
2010-06-07,12.156431198120117
2010-06-08,12.06135082244873
2010-06-09,12.074934005737305
2010-06-10,12.20396614074707
2010-06-11,12.224342346191406
2010-06-14,12.115683555603027
2010-06-15,12.224342346191406
2010-06-16,12.332998275756836
2010-06-17,12.29904556274414
2010-06-18,12.373753547668457
2010-06-21,12.10888671875
2010-06-22,12.122477531433105
2010-06-23,12.136058807373047
2010-06-24,11.94589900970459
2010-06-25,12.38054084777832
2010-06-28,12.183591842651367
2010-06-29,12.0070219039917
2010-06-30,12.027398109436035
2010-07-01,12.068143844604492
2010-07-02,12.000226974487305
2010-07-06,12.068143844604492
2010-07-07,12.115683555603027
2010-07-08,12.176802635192871
2010-07-09,12.23792839050293
2010-07-12,12.129264831542969
2010-07-13,12.23792839050293
2010-07-14,12.183591842651367
2010-07-15,12.04098129272461
2010-07-16,12.020605087280273
2010-07-19,12.020605087280273
2010-07-20,11.966272354125977
2010-07-21,11.925525665283203
2010-07-22,12.278675079345703
2010-07-23,12.326212882995605
2010-07-26,12.258296966552734
2010-07-27,12.31263256072998
2010-07-28,12.31263256072998
2010-07-29,12.265087127685547
2010-07-30,12.224342346191406
2010-08-02,12.278675079345703
2010-08-03,12.081727027893066
2010-08-04,12.217547416687012
2010-08-05,12.20396614074707
2010-08-06,12.10888671875
2010-08-09,12.210759162902832
2010-08-10,12.10888671875
2010-08-11,12.013810157775879
2010-08-12,12.04098129272461
2010-08-13,11.986650466918945
2010-08-16,11.979854583740234
2010-08-17,12.06135082244873
2010-08-18,12.183591842651367
2010-08-19,11.932318687438965
