Date,PAYC
2014-04-15,15.080094337463379
2014-04-16,15.345346450805664
2014-04-17,15.96427059173584
2014-04-21,15.816905975341797
2014-04-22,15.699017524719238
2014-04-23,15.787434577941895
2014-04-24,15.473060607910156
2014-04-25,15.030973434448242
2014-04-28,14.70677661895752
2014-04-29,15.01132583618164
2014-04-30,15.139037132263184
2014-05-01,15.3944673538208
2014-05-02,15.52218246459961
2014-05-05,15.404291152954102
2014-05-06,15.04079818725586
2014-05-07,14.785369873046875
2014-05-08,14.913084983825684
2014-05-09,14.254864692687988
2014-05-12,13.842248916625977
2014-05-13,13.626117706298828
2014-05-14,13.822601318359375
2014-05-15,14.03873348236084
2014-05-16,13.567173957824707
2014-05-19,13.007195472717285
2014-05-20,13.753829956054688
2014-05-21,13.753829956054688
2014-05-22,15.109566688537598
2014-05-23,14.274511337280273
2014-05-27,13.783304214477539
2014-05-28,13.017020225524902
2014-05-29,13.242975234985352
2014-05-30,13.115262031555176
2014-06-02,13.301919937133789
2014-06-03,13.783304214477539
2014-06-04,14.048558235168457
2014-06-05,13.920842170715332
2014-06-06,14.195919036865234
2014-06-09,14.38257884979248
2014-06-10,14.176270484924316
2014-06-11,14.205743789672852
2014-06-12,13.724359512329102
2014-06-13,13.753829956054688
2014-06-16,14.186094284057617
2014-06-17,13.753829956054688
2014-06-18,13.920842170715332
2014-06-19,14.03873348236084
2014-06-20,13.871721267700195
2014-06-23,14.38257884979248
2014-06-24,14.441522598266602
2014-06-25,14.461173057556152
2014-06-26,14.461173057556152
2014-06-27,13.734184265136719
2014-06-30,14.333456993103027
2014-07-01,14.343280792236328
2014-07-02,13.999436378479004
2014-07-03,14.421874046325684
2014-07-07,13.773480415344238
2014-07-08,13.193854331970215
2014-07-09,13.184030532836914
2014-07-10,13.066141128540039
2014-07-11,12.800888061523438
2014-07-14,13.056317329406738
2014-07-15,12.741942405700684
2014-07-16,12.624053001403809
2014-07-17,12.191789627075195
2014-07-18,12.26055908203125
2014-07-21,12.555282592773438
2014-07-22,12.398096084594727
2014-07-23,12.614227294921875
2014-07-24,12.771413803100586
2014-07-25,12.771413803100586
2014-07-28,12.7321195602417
2014-07-29,12.653526306152344
2014-07-30,12.771413803100586
2014-07-31,12.555282592773438
2014-08-01,12.427570343017578
2014-08-04,12.466865539550781
2014-08-05,12.27038288116455
2014-08-06,13.586820602416992
2014-08-07,13.576996803283691
2014-08-08,13.341217994689941
2014-08-11,13.665413856506348
2014-08-12,13.645766258239746
2014-08-13,14.490643501281738
2014-08-14,14.991677284240723
2014-08-15,16.54389762878418
2014-08-18,16.160751342773438
2014-08-19,15.905325889587402
2014-08-20,15.492709159851074
2014-08-21,16.249170303344727
2014-08-22,17.14316749572754
2014-08-25,16.946685791015625
2014-08-26,17.732616424560547
2014-08-27,17.663850784301758
2014-08-28,17.56560516357422
2014-08-29,17.60490608215332
2014-09-02,17.7620906829834
2014-09-03,17.044923782348633
2014-09-04,16.357234954833984
2014-09-05,16.141103744506836
2014-09-08,16.101808547973633
2014-09-09,15.826733589172363
2014-09-10,16.07233428955078
2014-09-11,16.406354904174805
2014-09-12,17.428071975708008
2014-09-15,16.858272552490234
2014-09-16,17.575429916381836
2014-09-17,17.418243408203125
2014-09-18,17.732616424560547
2014-09-19,18.656089782714844
2014-09-22,17.958576202392578
2014-09-23,17.978221893310547
2014-09-24,18.096111297607422
2014-09-25,16.691255569458008
2014-09-26,16.917213439941406
2014-09-29,16.612667083740234
2014-09-30,16.268817901611328
2014-10-01,15.816905975341797
2014-10-02,16.013391494750977
2014-10-03,16.278644561767578
