Date,CMC
2010-01-04,10.771839141845703
2010-01-05,10.595696449279785
2010-01-06,10.896093368530273
2010-01-07,10.807337760925293
2010-01-08,11.619765281677246
2010-01-11,11.373990058898926
2010-01-12,11.380819320678711
2010-01-13,11.387643814086914
2010-01-14,11.312541961669922
2010-01-15,11.039459228515625
2010-01-19,11.039459228515625
2010-01-20,10.97801685333252
2010-01-21,10.50694465637207
2010-01-22,10.124624252319336
2010-01-25,10.063179016113281
2010-01-26,9.694517135620117
2010-01-27,9.660380363464355
2010-01-28,9.592109680175781
2010-01-29,9.38046646118164
2010-02-01,10.035871505737305
2010-02-02,10.23386287689209
2010-02-03,9.974428176879883
2010-02-04,9.298542976379395
2010-02-05,9.476044654846191
2010-02-08,9.346331596374512
2010-02-09,9.749134063720703
2010-02-10,9.626246452331543
2010-02-11,10.124624252319336
2010-02-12,10.11097240447998
2010-02-16,10.39770793914795
2010-02-17,10.131454467773438
2010-02-18,10.19289493560791
2010-02-19,10.302129745483398
2010-02-22,11.216962814331055
2010-02-23,11.36033821105957
2010-02-24,10.698101997375488
2010-02-25,10.820992469787598
2010-02-26,11.19648265838623
2010-03-01,10.493291854858398
2010-03-02,10.663968086242676
2010-03-03,10.868782043457031
2010-03-04,11.169177055358887
2010-03-05,11.18282699584961
2010-03-08,11.094077110290527
2010-03-09,12.118146896362305
2010-03-10,12.35708999633789
2010-03-11,11.585630416870117
2010-03-12,11.647072792053223
2010-03-15,11.66755485534668
2010-03-16,11.74947738647461
2010-03-17,11.660724639892578
2010-03-18,11.380819320678711
2010-03-19,11.032630920410156
2010-03-22,11.210134506225586
2010-03-23,11.57197380065918
2010-03-24,10.896093368530273
2010-03-25,10.308959007263184
2010-03-26,10.336264610290527
2010-03-29,10.51377010345459
2010-03-30,10.26606559753418
2010-03-31,10.362391471862793
2010-04-01,10.403676986694336
2010-04-05,10.78900146484375
2010-04-06,11.112394332885742
2010-04-07,11.181204795837402
2010-04-08,10.98166275024414
2010-04-09,10.926617622375488
2010-04-12,10.706432342529297
2010-04-13,10.885331153869629
2010-04-14,11.194964408874512
2010-04-15,10.974781036376953
2010-04-16,10.727072715759277
2010-04-19,10.506890296936035
2010-04-20,10.678909301757812
2010-04-21,10.63762092590332
2010-04-22,10.878448486328125
2010-04-23,11.215604782104492
2010-04-26,11.208727836608887
2010-04-27,10.493128776550293
2010-04-28,10.334872245788574
2010-04-29,10.272945404052734
2010-04-30,10.238540649414062
2010-05-03,10.486248970031738
2010-05-04,10.169733047485352
2010-05-05,10.142210006713867
2010-05-06,9.55734920501709
2010-05-07,9.990835189819336
2010-05-10,10.527532577514648
2010-05-11,10.30734920501709
2010-05-12,10.747716903686523
2010-05-13,10.84404468536377
2010-05-14,10.465607643127441
2010-05-17,10.05964183807373
2010-05-18,10.155973434448242
2010-05-19,10.300468444824219
2010-05-20,9.894505500793457
2010-05-21,9.908266067504883
2010-05-24,9.743127822875977
2010-05-25,10.3486328125
2010-05-26,10.465607643127441
2010-05-27,11.022948265075684
2010-05-28,10.713312149047852
2010-06-01,10.224777221679688
2010-06-02,11.029829025268555
2010-06-03,10.720195770263672
2010-06-04,10.032122611999512
2010-06-07,9.639918327331543
2010-06-08,10.05964183807373
2010-06-09,10.176617622375488
2010-06-10,10.672028541564941
2010-06-11,10.947257041931152
2010-06-14,10.905975341796875
2010-06-15,11.126155853271484
2010-06-16,11.174323081970215
2010-06-17,10.919731140136719
