Date,MO
2010-01-04,7.539647102355957
2010-01-05,7.543456077575684
2010-01-06,7.653939723968506
2010-01-07,7.642509937286377
2010-01-08,7.661562919616699
2010-01-11,7.7187089920043945
2010-01-12,7.676802635192871
2010-01-13,7.71108865737915
2010-01-14,7.7644267082214355
2010-01-15,7.779666900634766
2010-01-19,7.7644267082214355
2010-01-20,7.7453742027282715
2010-01-21,7.577747344970703
2010-01-22,7.509167194366455
2010-01-25,7.585364818572998
2010-01-26,7.60441255569458
2010-01-27,7.615842342376709
2010-01-28,7.623462200164795
2010-01-29,7.5663161277771
2010-02-01,7.573935031890869
2010-02-02,7.5929856300354
2010-02-03,7.535837650299072
2010-02-04,7.398682117462158
2010-02-05,7.383443355560303
2010-02-08,7.379635810852051
2010-02-09,7.41392183303833
2010-02-10,7.383443355560303
2010-02-11,7.471067905426025
2010-02-12,7.478691101074219
2010-02-16,7.516787052154541
2010-02-17,7.535837650299072
2010-02-18,7.619653224945068
2010-02-19,7.680609703063965
2010-02-22,7.7225213050842285
2010-02-23,7.6082234382629395
2010-02-24,7.7187089920043945
2010-02-25,7.775855541229248
2010-02-26,7.665372848510742
2010-03-01,7.7225213050842285
2010-03-02,7.7453742027282715
2010-03-03,7.7529988288879395
2010-03-04,7.779666900634766
2010-03-05,7.890152454376221
2010-03-08,7.901576042175293
2010-03-09,7.913008213043213
2010-03-10,7.932058811187744
2010-03-11,7.893310070037842
2010-03-12,7.827436923980713
2010-03-15,7.893310070037842
2010-03-16,7.889435768127441
2010-03-17,7.8778076171875
2010-03-18,7.92818546295166
2010-03-19,7.881682872772217
2010-03-22,7.920436382293701
2010-03-23,7.951436996459961
2010-03-24,7.932058811187744
2010-03-25,7.951436996459961
2010-03-26,7.912684440612793
2010-03-29,8.00180721282959
2010-03-30,8.00180721282959
2010-03-31,7.951436996459961
2010-04-01,8.071557998657227
2010-04-05,8.10643196105957
2010-04-06,8.129679679870605
2010-04-07,8.056061744689941
2010-04-08,8.013434410095215
2010-04-09,8.110304832458496
2010-04-12,8.176182746887207
2010-04-13,8.176182746887207
2010-04-14,8.199433326721191
2010-04-15,8.176182746887207
2010-04-16,8.087060928344727
2010-04-19,8.110304832458496
2010-04-20,8.203306198120117
2010-04-21,8.315682411193848
2010-04-22,8.245929718017578
2010-04-23,8.276930809020996
2010-04-26,8.234305381774902
2010-04-27,8.10643196105957
2010-04-28,8.145183563232422
2010-04-29,8.207181930541992
2010-04-30,8.21105670928955
2010-05-03,8.29243278503418
2010-05-04,8.238183975219727
2010-05-05,8.222681999206543
2010-05-06,8.040556907653809
2010-05-07,8.044431686401367
2010-05-10,8.362180709838867
2010-05-11,8.366055488586426
2010-05-12,8.397054672241211
2010-05-13,8.381553649902344
2010-05-14,8.373804092407227
2010-05-17,8.408679962158203
2010-05-18,8.280807495117188
2010-05-19,8.257556915283203
2010-05-20,8.009556770324707
2010-05-21,8.141305923461914
2010-05-24,8.07930850982666
2010-05-25,7.904934406280518
2010-05-26,7.8119330406188965
2010-05-27,7.959183216094971
2010-05-28,7.862308979034424
2010-06-01,7.796433925628662
2010-06-02,7.8971848487854
2010-06-03,7.9785590171813965
2010-06-04,7.757685661315918
2010-06-07,7.6801838874816895
2010-06-08,7.827436923980713
2010-06-09,7.769306182861328
2010-06-10,7.873934745788574
2010-06-11,7.917307376861572
2010-06-14,7.716222763061523
2010-06-15,7.850275039672852
2010-06-16,7.818735122680664
2010-06-17,7.881817817687988
2010-06-18,7.893645286560059
2010-06-21,7.909418106079102
2010-06-22,7.8266191482543945
2010-06-23,7.795077323913574
2010-06-24,7.735933780670166
2010-06-25,7.767475605010986
2010-06-28,8.019822120666504
2010-06-29,7.869991779327393
2010-06-30,7.901534557342529
2010-07-01,7.980393409729004
2010-07-02,8.007987022399902
2010-07-06,8.098678588867188
2010-07-07,8.23668098449707
2010-07-08,8.406224250793457
2010-07-09,8.398336410522461
2010-07-12,8.398336410522461
2010-07-13,8.414109230041504
2010-07-14,8.41805362701416
2010-07-15,8.461426734924316
2010-07-16,8.382566452026367
2010-07-19,8.429883003234863
2010-07-20,8.485081672668457
2010-07-21,8.441707611083984
2010-07-22,8.615194320678711
2010-07-23,8.72165584564209
2010-07-26,8.67039680480957
2010-07-27,8.69405460357666
2010-07-28,8.70193862915039
2010-07-29,8.682229042053223
2010-07-30,8.737427711486816
2010-08-02,8.772915840148926
2010-08-03,8.72165584564209
2010-08-04,8.812341690063477
2010-08-05,8.80839729309082
2010-08-06,8.887255668640137
2010-08-09,8.90696907043457
2010-08-10,8.92273998260498
2010-08-11,8.847826957702637
2010-08-12,8.851773262023926
2010-08-13,8.812341690063477
2010-08-16,8.910914421081543
2010-08-17,9.037083625793457
2010-08-18,9.041029930114746
2010-08-19,8.973998069763184
2010-08-20,8.954282760620117
2010-08-23,8.96217155456543
2010-08-24,8.985825538635254
2010-08-25,9.009483337402344
2010-08-26,8.9148588180542
2010-08-27,8.887255668640137
2010-08-30,8.87937068939209
2010-08-31,8.800511360168457
2010-09-01,8.9345703125
2010-09-02,8.985825538635254
2010-09-03,9.033143043518066
2010-09-07,9.111998558044434
2010-09-08,9.24605655670166
2010-09-09,9.317028045654297
2010-09-10,9.399831771850586
2010-09-13,9.403836250305176
2010-09-14,9.419862747192383
2010-09-15,9.487974166870117
2010-09-16,9.403836250305176
2010-09-17,9.415858268737793
2010-09-20,9.500000953674316
2010-09-21,9.560098648071289
2010-09-22,9.564107894897461
2010-09-23,9.455924987792969
2010-09-24,9.616194725036621
2010-09-27,9.620201110839844
2010-09-28,9.696331024169922
2010-09-29,9.716363906860352
2010-09-30,9.624208450317383
2010-10-01,9.528047561645508
2010-10-04,9.548083305358887
2010-10-05,9.716363906860352
2010-10-06,9.788484573364258
2010-10-07,9.844576835632324
2010-10-08,9.820536613464355
2010-10-11,9.756434440612793
2010-10-12,9.832558631896973
2010-10-13,9.864612579345703
2010-10-14,9.93673324584961
2010-10-15,9.96878719329834
2010-10-18,9.976800918579102
2010-10-19,9.91670036315918
2010-10-20,9.984810829162598
2010-10-21,9.996834754943848
2010-10-22,9.984810829162598
2010-10-25,10.040907859802246
2010-10-26,10.097003936767578
2010-10-27,10.060944557189941
2010-10-28,10.153099060058594
2010-10-29,10.185151100158691
2010-11-01,10.165117263793945
2010-11-02,10.245253562927246
2010-11-03,10.321382522583008
2010-11-04,10.47764778137207
2010-11-05,10.461621284484863
2010-11-08,10.365457534790039
2010-11-09,10.249261856079102
2010-11-10,10.10101318359375
2010-11-11,10.109024047851562
2010-11-12,9.956766128540039
2010-11-15,9.892660140991211
2010-11-16,9.768452644348145
2010-11-17,9.800504684448242
2010-11-18,9.91670036315918
2010-11-19,9.912692070007324
2010-11-22,9.808517456054688
2010-11-23,9.832558631896973
2010-11-24,9.844576835632324
2010-11-26,9.760438919067383
2010-11-29,9.788484573364258
2010-11-30,9.616194725036621
2010-12-01,9.684307098388672
2010-12-02,9.536062240600586
2010-12-03,9.54006576538086
2010-12-06,9.636231422424316
2010-12-07,9.636231422424316
2010-12-08,9.776463508605957
2010-12-09,9.85258960723877
2010-12-10,9.956766128540039
2010-12-13,9.912692070007324
2010-12-14,9.932726860046387
2010-12-15,9.91670036315918
2010-12-16,10.000839233398438
2010-12-17,10.012863159179688
2010-12-20,10.084982872009277
2010-12-21,10.117035865783691
2010-12-22,10.121045112609863
2010-12-23,10.108840942382812
2010-12-27,10.047822952270508
2010-12-28,10.068161964416504
2010-12-29,10.051888465881348
2010-12-30,10.007142066955566
2010-12-31,10.015277862548828
2011-01-03,9.966463088989258
2011-01-04,9.921714782714844
2011-01-05,9.95832633972168
2011-01-06,9.999006271362305
2011-01-07,9.921714782714844
2011-01-10,9.860694885253906
2011-01-11,9.791542053222656
2011-01-12,9.787473678588867
2011-01-13,9.811883926391602
2011-01-14,9.828150749206543
2011-01-18,9.795607566833496
2011-01-19,9.758997917175293
2011-01-20,9.779337882995605
2011-01-21,9.799678802490234
2011-01-24,9.933919906616211
2011-01-25,9.881037712097168
2011-01-26,9.872899055480957
2011-01-27,9.730521202087402
2011-01-28,9.67763614654541
2011-01-31,9.563735008239746
2011-02-01,9.592214584350586
2011-02-02,9.63288688659668
2011-02-03,9.783406257629395
2011-02-04,9.763065338134766
2011-02-07,9.787473678588867
2011-02-08,9.815948486328125
2011-02-09,9.824084281921387
2011-02-10,9.799678802490234
2011-02-11,9.942059516906738
2011-02-14,9.962394714355469
2011-02-15,9.95832633972168
2011-02-16,9.95832633972168
2011-02-17,10.060023307800293
2011-02-18,10.084431648254395
2011-02-22,10.064095497131348
2011-02-23,10.051888465881348
2011-02-24,10.051888465881348
2011-02-25,10.145452499389648
2011-02-28,10.320369720458984
2011-03-01,10.21867561340332
2011-03-02,10.190199851989746
2011-03-03,10.348846435546875
2011-03-04,10.300036430358887
2011-03-07,10.324440956115723
2011-03-08,10.438342094421387
2011-03-09,10.499361991882324
2011-03-10,10.430207252502441
2011-03-11,10.343493461608887
2011-03-14,10.31872272491455
2011-03-15,10.203104019165039
2011-03-16,10.029681205749512
2011-03-17,10.091622352600098
2011-03-18,10.240265846252441
2011-03-21,10.384786605834961
2011-03-22,10.500401496887207
2011-03-23,10.574728965759277
2011-03-24,10.70686149597168
2011-03-25,10.661438941955566
2011-03-28,10.7564115524292
2011-03-29,10.72337818145752
2011-03-30,10.781187057495117
2011-03-31,10.748151779174805
2011-04-01,10.72750473022461
2011-04-04,10.710991859436035
2011-04-05,10.781187057495117
2011-04-06,10.85137939453125
2011-04-07,10.777057647705078
2011-04-08,10.834867477416992
2011-04-11,10.950481414794922
2011-04-12,11.02480697631836
2011-04-13,11.016545295715332
2011-04-14,11.103254318237305
2011-04-15,11.152812004089355
2011-04-18,10.96286678314209
2011-04-19,10.892674446105957
2011-04-20,10.797704696655273
2011-04-21,10.760537147521973
2011-04-25,10.76880168914795
2011-04-26,10.855509757995605
2011-04-27,10.991771697998047
2011-04-28,11.004161834716797
2011-04-29,11.082611083984375
2011-05-02,11.057839393615723
2011-05-03,11.148677825927734
2011-05-04,11.08674144744873
2011-05-05,11.016545295715332
2011-05-06,11.132161140441895
2011-05-09,11.206486701965332
2011-05-10,11.218873023986816
2011-05-11,11.17345142364502
2011-05-12,11.293200492858887
2011-05-13,11.276684761047363
2011-05-16,11.351006507873535
2011-05-17,11.421202659606934
2011-05-18,11.507915496826172
2011-05-19,11.553330421447754
2011-05-20,11.45423698425293
2011-05-23,11.499655723571777
2011-05-24,11.528556823730469
2011-05-25,11.524428367614746
2011-05-26,11.466620445251465
2011-05-27,11.53681468963623
2011-05-31,11.5863676071167
2011-06-01,11.528556823730469
2011-06-02,11.38403606414795
2011-06-03,11.396428108215332
2011-06-06,11.251908302307129
2011-06-07,11.189969062805176
2011-06-08,11.268424034118652
2011-06-09,11.338618278503418
2011-06-10,11.152812004089355
2011-06-13,11.278451919555664
2011-06-14,11.462719917297363
2011-06-15,11.144431114196777
2011-06-16,11.278451919555664
2011-06-17,11.341273307800293
2011-06-20,11.441781997680664
2011-06-21,11.437599182128906
2011-06-22,11.383151054382324
2011-06-23,11.24494457244873
2011-06-24,11.219816207885742
2011-06-27,11.21143913269043
2011-06-28,11.039730072021484
2011-06-29,10.930842399597168
2011-06-30,11.060665130615234
2011-07-01,11.11092758178711
2011-07-05,11.140244483947754
2011-07-06,11.232378959655762
2011-07-07,11.307766914367676
2011-07-08,11.261691093444824
2011-07-11,11.278451919555664
2011-07-12,11.265883445739746
2011-07-13,11.249137878417969
2011-07-14,11.24494457244873
2011-07-15,11.177937507629395
2011-07-18,11.140244483947754
2011-07-19,11.316142082214355
2011-07-20,11.043917655944824
2011-07-21,11.136056900024414
2011-07-22,11.039730072021484
2011-07-25,10.989477157592773
2011-07-26,10.955974578857422
2011-07-27,10.935030937194824
2011-07-28,10.985281944274902
2011-07-29,11.014598846435547
2011-08-01,10.951784133911133
2011-08-02,10.964346885681152
2011-08-03,11.039730072021484
2011-08-04,10.675368309020996
2011-08-05,10.842891693115234
2011-08-08,10.277502059936523
2011-08-09,10.545536994934082
2011-08-10,10.202117919921875
2011-08-11,10.453400611877441
2011-08-12,10.553914070129395
2011-08-15,10.763319969177246
2011-08-16,10.754940032958984
2011-08-17,10.888959884643555
2011-08-18,10.763319969177246
2011-08-19,10.76750373840332
2011-08-22,10.830326080322266
2011-08-23,11.069046020507812
2011-08-24,11.085801124572754
2011-08-25,10.893147468566895
2011-08-26,11.014598846435547
2011-08-29,11.215629577636719
2011-08-30,11.316142082214355
2011-08-31,11.387338638305664
2011-09-01,11.345458030700684
2011-09-02,11.19050407409668
2011-09-06,11.236566543579102
2011-09-07,11.303582191467285
2011-09-08,11.311956405639648
2011-09-09,11.043917655944824
2011-09-12,11.11511516571045
2011-09-13,11.136384963989258
2011-09-14,11.293770790100098
2011-09-15,11.429891586303711
2011-09-16,11.442656517028809
2011-09-19,11.429891586303711
2011-09-20,11.463930130004883
2011-09-21,11.110857963562012
2011-09-22,10.93220329284668
2011-09-23,10.961979866027832
2011-09-26,11.05981731414795
2011-09-27,11.238472938537598
2011-09-28,11.102349281311035
2011-09-29,11.246980667114258
2011-09-30,11.404370307922363
2011-10-03,11.298028945922852
2011-10-04,11.289520263671875
2011-10-05,11.272501945495605
2011-10-06,11.463930130004883
2011-10-07,11.66810417175293
2011-10-10,11.753182411193848
2011-10-11,11.825493812561035
2011-10-12,11.812732696533203
2011-10-13,11.744672775268555
2011-10-14,11.770197868347168
2011-10-17,11.663848876953125
2011-10-18,11.71064281463623
2011-10-19,11.621315956115723
2011-10-20,11.59153938293457
2011-10-21,11.676613807678223
2011-10-24,11.617060661315918
2011-10-25,11.485191345214844
2011-10-26,11.604301452636719
2011-10-27,11.765939712524414
2011-10-28,11.723404884338379
2011-10-31,11.719152450561523
2011-11-01,11.527731895446777
2011-11-02,11.566017150878906
2011-11-03,11.685121536254883
2011-11-04,11.642583847045898
2011-11-07,11.706384658813477
2011-11-08,11.761688232421875
2011-11-09,11.55750560760498
2011-11-10,11.753182411193848
2011-11-11,11.81698989868164
2011-11-14,11.74892520904541
2011-11-15,11.812732696533203
2011-11-16,11.697881698608398
2011-11-17,11.714899063110352
2011-11-18,11.757431030273438
2011-11-21,11.612809181213379
2011-11-22,11.642583847045898
2011-11-23,11.536235809326172
2011-11-25,11.59153938293457
2011-11-28,11.740421295166016
2011-11-29,11.889305114746094
2011-11-30,12.204081535339355
2011-12-01,12.199825286865234
2011-12-02,12.08497428894043
2011-12-05,12.004152297973633
2011-12-06,12.233861923217773
2011-12-07,12.263635635375977
2011-12-08,12.136022567749023
