Date,RUM
2021-04-14,9.75
2021-04-15,9.75
2021-04-16,9.819999694824219
2021-04-19,9.819999694824219
2021-04-20,9.819999694824219
2021-04-21,9.829999923706055
2021-04-22,9.829999923706055
2021-04-23,9.829999923706055
2021-04-26,9.850000381469727
2021-04-27,9.899999618530273
2021-04-28,9.899999618530273
2021-04-29,9.789999961853027
2021-04-30,9.781000137329102
2021-05-03,9.819999694824219
2021-05-04,9.885000228881836
2021-05-05,9.779999732971191
2021-05-06,9.779999732971191
2021-05-07,9.744999885559082
2021-05-10,9.899999618530273
2021-05-11,9.760000228881836
2021-05-12,9.779999732971191
2021-05-13,9.770000457763672
2021-05-14,9.770000457763672
2021-05-17,9.739999771118164
2021-05-18,9.739999771118164
2021-05-19,9.739999771118164
2021-05-20,9.699999809265137
2021-05-21,9.800000190734863
2021-05-24,9.800000190734863
2021-05-25,9.739999771118164
2021-05-26,9.739999771118164
2021-05-27,9.739999771118164
2021-05-28,9.739999771118164
2021-06-01,9.739999771118164
2021-06-02,9.739999771118164
2021-06-03,9.75
2021-06-04,9.755000114440918
2021-06-07,9.755000114440918
2021-06-08,9.755000114440918
2021-06-09,9.755000114440918
2021-06-10,9.779999732971191
2021-06-11,9.770000457763672
2021-06-14,9.779999732971191
2021-06-15,9.720000267028809
2021-06-16,9.720000267028809
2021-06-17,9.710000038146973
2021-06-18,9.729999542236328
2021-06-21,9.710000038146973
2021-06-22,9.729999542236328
2021-06-23,9.720000267028809
2021-06-24,9.6899995803833
2021-06-25,9.760000228881836
2021-06-28,9.739999771118164
2021-06-29,9.720000267028809
2021-06-30,9.739999771118164
2021-07-01,9.739999771118164
2021-07-02,9.720000267028809
2021-07-06,9.65999984741211
2021-07-07,9.680000305175781
2021-07-08,9.680000305175781
2021-07-09,9.699999809265137
2021-07-12,9.720000267028809
2021-07-13,9.720000267028809
2021-07-14,9.720000267028809
2021-07-15,9.744999885559082
2021-07-16,9.760000228881836
2021-07-19,9.760000228881836
2021-07-20,9.720000267028809
2021-07-21,9.720000267028809
2021-07-22,9.720000267028809
2021-07-23,9.720000267028809
2021-07-26,9.720000267028809
2021-07-27,9.739999771118164
2021-07-28,9.739999771118164
2021-07-29,9.739999771118164
2021-07-30,9.739999771118164
2021-08-02,9.739999771118164
2021-08-03,9.739999771118164
2021-08-04,9.718999862670898
2021-08-05,9.718999862670898
2021-08-06,9.718999862670898
2021-08-09,9.718999862670898
2021-08-10,9.718999862670898
2021-08-11,9.718999862670898
2021-08-12,9.699999809265137
2021-08-13,9.699999809265137
2021-08-16,9.729999542236328
2021-08-17,9.729999542236328
2021-08-18,9.649999618530273
2021-08-19,9.649999618530273
2021-08-20,9.649999618530273
2021-08-23,9.649999618530273
2021-08-24,9.649999618530273
2021-08-25,9.649999618530273
2021-08-26,9.710000038146973
2021-08-27,9.710000038146973
2021-08-30,9.6899995803833
2021-08-31,9.720000267028809
2021-09-01,9.720000267028809
2021-09-02,9.6899995803833
2021-09-03,9.720000267028809
2021-09-07,9.680000305175781
2021-09-08,9.699999809265137
2021-09-09,9.699999809265137
2021-09-10,9.729999542236328
2021-09-13,9.729999542236328
2021-09-14,9.729999542236328
2021-09-15,9.770000457763672
2021-09-16,9.770000457763672
2021-09-17,9.770000457763672
2021-09-20,9.770000457763672
2021-09-21,9.770000457763672
2021-09-22,9.770000457763672
2021-09-23,9.670000076293945
2021-09-24,9.720000267028809
2021-09-27,9.720000267028809
2021-09-28,9.710000038146973
2021-09-29,9.710000038146973
2021-09-30,9.710000038146973
2021-10-01,9.739999771118164
2021-10-04,9.734999656677246
2021-10-05,9.734999656677246
2021-10-06,9.734999656677246
2021-10-07,9.760000228881836
2021-10-08,9.760000228881836
2021-10-11,9.760000228881836
2021-10-12,9.729999542236328
2021-10-13,9.729999542236328
2021-10-14,9.729999542236328
2021-10-15,9.729999542236328
2021-10-18,9.729999542236328
2021-10-19,9.729999542236328
2021-10-20,9.720000267028809
2021-10-21,9.720000267028809
2021-10-22,9.75
2021-10-25,9.739999771118164
2021-10-26,9.739999771118164
2021-10-27,9.729999542236328
2021-10-28,9.739999771118164
2021-10-29,9.739999771118164
2021-11-01,9.75
2021-11-02,9.75
2021-11-03,9.729999542236328
2021-11-04,9.75
2021-11-05,9.75
2021-11-08,9.75
2021-11-09,9.760000228881836
2021-11-10,9.770000457763672
2021-11-11,9.75
2021-11-12,9.75
2021-11-15,9.75
2021-11-16,9.779999732971191
2021-11-17,9.776000022888184
2021-11-18,9.770000457763672
2021-11-19,9.760000228881836
2021-11-22,9.770000457763672
2021-11-23,9.770000457763672
2021-11-24,9.770000457763672
2021-11-26,9.760000228881836
2021-11-29,9.760000228881836
2021-11-30,9.770000457763672
2021-12-01,9.755000114440918
2021-12-02,10.579999923706055
2021-12-03,11.899999618530273
2021-12-06,12.699999809265137
2021-12-07,13.119999885559082
2021-12-08,14.989999771118164
2021-12-09,13.579999923706055
2021-12-10,13.470000267028809
2021-12-13,11.699999809265137
2021-12-14,11.260000228881836
2021-12-15,12.5
2021-12-16,11.859999656677246
2021-12-17,12.039999961853027
2021-12-20,11.949999809265137
2021-12-21,11.670000076293945
2021-12-22,11.600000381469727
2021-12-23,11.699999809265137
2021-12-27,11.270000457763672
2021-12-28,11.0600004196167
2021-12-29,10.729999542236328
2021-12-30,10.859999656677246
2021-12-31,10.829999923706055
2022-01-03,11.25
2022-01-04,11.479999542236328
2022-01-05,11.920000076293945
2022-01-06,12.170000076293945
2022-01-07,11.619999885559082
2022-01-10,12.09000015258789
2022-01-11,12.149999618530273
2022-01-12,12.729999542236328
