Date,BFH
2010-01-04,45.58077621459961
2010-01-05,45.67070388793945
2010-01-06,45.89899826049805
2010-01-07,46.32096862792969
2010-01-08,46.819053649902344
2010-01-11,46.86746597290039
2010-01-12,46.0995979309082
2010-01-13,46.08576583862305
2010-01-14,46.13419723510742
2010-01-15,45.4078369140625
2010-01-19,46.52158737182617
2010-01-20,46.43857192993164
2010-01-21,44.155723571777344
2010-01-22,42.41938018798828
2010-01-25,41.67919158935547
2010-01-26,41.796791076660156
2010-01-27,41.89364242553711
2010-01-28,41.471656799316406
2010-01-29,41.132694244384766
2010-02-01,42.211849212646484
2010-02-02,42.51622009277344
2010-02-03,37.83986282348633
2010-02-04,36.69843292236328
2010-02-05,38.25492477416992
2010-02-08,38.62156295776367
2010-02-09,38.04048156738281
2010-02-10,37.480140686035156
2010-02-11,37.77760314941406
2010-02-12,37.25876998901367
2010-02-16,37.480140686035156
2010-02-17,37.34870910644531
2010-02-18,38.27566909790039
2010-02-19,39.347930908203125
2010-02-22,39.53470230102539
2010-02-23,38.72533416748047
2010-02-24,39.00896072387695
2010-02-25,38.79450607299805
2010-02-26,38.35177230834961
2010-03-01,38.87751770019531
2010-03-02,39.500118255615234
2010-03-03,40.461669921875
2010-03-04,40.918243408203125
2010-03-05,41.755287170410156
2010-03-08,41.64460372924805
2010-03-09,42.11500549316406
2010-03-10,42.68915939331055
2010-03-11,43.374027252197266
2010-03-12,43.40861892700195
2010-03-15,44.3425178527832
2010-03-16,45.43549728393555
2010-03-17,45.788307189941406
2010-03-18,45.0688591003418
2010-03-19,44.32175064086914
2010-03-22,44.4670295715332
2010-03-23,44.67456817626953
2010-03-24,44.48086166381836
2010-03-25,44.67456817626953
2010-03-26,44.35634994506836
2010-03-29,44.54311752319336
2010-03-30,44.27334213256836
2010-03-31,44.26641082763672
2010-04-01,44.47395324707031
2010-04-05,44.95817947387695
2010-04-06,45.63611602783203
2010-04-07,45.48393630981445
2010-04-08,44.83366394042969
2010-04-09,44.93742370605469
2010-04-12,44.88208770751953
2010-04-13,44.81292724609375
2010-04-14,46.528507232666016
2010-04-15,46.5769157409668
2010-04-16,46.25871276855469
2010-04-19,46.49391174316406
2010-04-20,47.220272064208984
2010-04-21,47.18568801879883
2010-04-22,50.85208511352539
2010-04-23,53.086490631103516
2010-04-26,52.789031982421875
2010-04-27,51.87589645385742
2010-04-28,51.71677780151367
2010-04-29,52.31862258911133
2010-04-30,51.924312591552734
2010-05-03,53.51537322998047
2010-05-04,52.920467376708984
2010-05-05,52.30479049682617
2010-05-06,49.86975860595703
2010-05-07,49.46162414550781
2010-05-10,52.56074523925781
2010-05-11,52.89280319213867
2010-05-12,53.94428634643555
2010-05-13,53.155670166015625
2010-05-14,48.37552261352539
2010-05-17,48.98430633544922
2010-05-18,48.161075592041016
2010-05-19,48.666080474853516
2010-05-20,47.55231857299805
2010-05-21,48.29252624511719
2010-05-24,48.472373962402344
2010-05-25,47.89820861816406
2010-05-26,48.015811920166016
2010-05-27,49.717567443847656
2010-05-28,48.88051223754883
2010-06-01,47.268699645996094
2010-06-02,48.714500427246094
2010-06-03,49.89743423461914
2010-06-04,47.4623908996582
2010-06-07,45.69837951660156
2010-06-08,46.06501388549805
2010-06-09,45.822898864746094
2010-06-10,46.69452667236328
2010-06-11,48.001991271972656
2010-06-14,47.3586311340332
2010-06-15,48.73525619506836
2010-06-16,49.1572265625
2010-06-17,49.04655456542969
2010-06-18,48.769840240478516
2010-06-21,47.759849548339844
2010-06-22,46.002769470214844
2010-06-23,46.3278923034668
2010-06-24,45.345584869384766
2010-06-25,44.20415496826172
2010-06-28,43.692237854003906
2010-06-29,41.22953796386719
2010-06-30,41.174190521240234
2010-07-01,41.174190521240234
2010-07-02,38.53163146972656
2010-07-06,37.79143524169922
2010-07-07,38.607730865478516
2010-07-08,39.14038848876953
2010-07-09,40.26106643676758
2010-07-12,38.787593841552734
2010-07-13,40.62078094482422
2010-07-14,40.64844512939453
2010-07-15,40.683040618896484
2010-07-16,38.656158447265625
2010-07-19,39.32716751098633
2010-07-20,39.56928634643555
2010-07-21,39.61079406738281
2010-07-22,38.545475006103516
2010-07-23,39.195716857910156
2010-07-26,40.52394485473633
2010-07-27,40.565425872802734
2010-07-28,40.28179931640625
2010-07-29,39.82524108886719
2010-07-30,39.762977600097656
2010-08-02,40.88365936279297
2010-08-03,40.835227966308594
2010-08-04,42.14957809448242
2010-08-05,42.28104019165039
2010-08-06,42.48857116699219
2010-08-09,44.19032669067383
2010-08-10,42.26028823852539
2010-08-11,40.3371467590332
2010-08-12,40.0258674621582
2010-08-13,40.17113494873047
2010-08-16,39.47935485839844
2010-08-17,41.264122009277344
2010-08-18,40.84906005859375
2010-08-19,39.596954345703125
2010-08-20,39.147308349609375
2010-08-23,38.73916244506836
2010-08-24,37.52164840698242
2010-08-25,37.998985290527344
2010-08-26,37.87446594238281
2010-08-27,39.659210205078125
2010-08-30,39.24415588378906
2010-08-31,38.87059783935547
2010-09-01,41.1119384765625
2010-09-02,41.91439437866211
2010-09-03,42.19801712036133
2010-09-07,41.0289192199707
2010-09-08,41.042762756347656
2010-09-09,42.40554428100586
2010-09-10,42.72376251220703
2010-09-13,44.20415496826172
2010-09-14,43.491634368896484
2010-09-15,44.1073112487793
2010-09-16,43.609230041503906
2010-09-17,43.78908920288086
2010-09-20,44.68147659301758
2010-09-21,43.87902069091797
2010-09-22,43.80292892456055
2010-09-23,43.27025604248047
2010-09-24,45.20722198486328
2010-09-27,46.369388580322266
2010-09-28,46.002769470214844
2010-09-29,45.87821960449219
2010-09-30,45.14496994018555
2010-10-01,45.45626449584961
2010-10-04,43.872093200683594
2010-10-05,44.99276351928711
2010-10-06,44.349430084228516
2010-10-07,44.32867431640625
2010-10-08,44.653804779052734
