Date,ROK
2010-01-04,34.5460319519043
2010-01-05,34.27100372314453
2010-01-06,34.92241287231445
2010-01-07,35.30600357055664
2010-01-08,35.79817581176758
2010-01-11,35.465232849121094
2010-01-12,34.90068817138672
2010-01-13,35.06715774536133
2010-01-14,35.17572021484375
2010-01-15,34.517086029052734
2010-01-19,35.588279724121094
2010-01-20,35.002017974853516
2010-01-21,34.509857177734375
2010-01-22,33.30839157104492
2010-01-25,33.749881744384766
2010-01-26,33.409698486328125
2010-01-27,36.7969970703125
2010-01-28,36.14558029174805
2010-01-29,34.9151725769043
2010-02-01,36.008094787597656
2010-02-02,35.95741271972656
2010-02-03,35.631710052490234
2010-02-04,34.67633056640625
2010-02-05,35.1105842590332
2010-02-08,34.531558990478516
2010-02-09,35.827125549316406
2010-02-10,35.97911834716797
2010-02-11,36.92556381225586
2010-02-12,37.442466735839844
2010-02-16,38.461700439453125
2010-02-17,38.65099334716797
2010-02-18,39.1533317565918
2010-02-19,39.53917694091797
2010-02-22,39.34260559082031
2010-02-23,38.76747512817383
2010-02-24,39.1533317565918
2010-02-25,38.964046478271484
2010-02-26,39.3790168762207
2010-03-01,40.13616943359375
2010-03-02,40.514739990234375
2010-03-03,40.230812072753906
2010-03-04,40.04151153564453
2010-03-05,40.75498580932617
2010-03-08,40.87147521972656
2010-03-09,40.805938720703125
2010-03-10,40.88603973388672
2010-03-11,40.65305709838867
2010-03-12,40.30360794067383
2010-03-15,40.03424835205078
2010-03-16,40.28177261352539
2010-03-17,40.20896530151367
2010-03-18,40.13616943359375
2010-03-19,40.31088638305664
2010-03-22,40.66763687133789
2010-03-23,41.33740997314453
2010-03-24,40.638511657714844
2010-03-25,40.7113037109375
2010-03-26,40.354583740234375
2010-03-29,40.44194412231445
2010-03-30,40.88603973388672
2010-03-31,41.031639099121094
2010-04-01,41.235469818115234
2010-04-05,41.730533599853516
2010-04-06,42.25473403930664
2010-04-07,41.94166564941406
2010-04-08,42.93907928466797
2010-04-09,43.055545806884766
2010-04-12,43.397735595703125
2010-04-13,43.048274993896484
2010-04-14,43.95831298828125
2010-04-15,44.264076232910156
2010-04-16,43.68893814086914
2010-04-19,43.15019989013672
2010-04-20,44.18399429321289
2010-04-21,43.98744201660156
2010-04-22,45.188663482666016
2010-04-23,45.654624938964844
2010-04-26,45.741973876953125
2010-04-27,44.60626220703125
2010-04-28,44.53345489501953
2010-04-29,45.064918518066406
2010-04-30,44.20584487915039
2010-05-03,45.58909606933594
2010-05-04,43.630706787109375
2010-05-05,43.354034423828125
2010-05-06,41.75238037109375
2010-05-07,41.16268539428711
2010-05-10,43.71078872680664
2010-05-11,43.73990249633789
2010-05-12,45.41437911987305
2010-05-13,44.72682189941406
2010-05-14,43.37367248535156
2010-05-17,43.38100051879883
2010-05-18,42.40088653564453
2010-05-19,41.471981048583984
2010-05-20,38.15128707885742
2010-05-21,39.09482955932617
2010-05-24,38.63401794433594
2010-05-25,37.917236328125
2010-05-26,38.3634033203125
2010-05-27,39.69459533691406
2010-05-28,39.0802001953125
2010-06-01,38.19516372680664
2010-06-02,39.570255279541016
2010-06-03,40.04568099975586
2010-06-04,37.639278411865234
2010-06-07,36.27151107788086
2010-06-08,36.88591384887695
2010-06-09,36.77619171142578
2010-06-10,38.546241760253906
2010-06-11,38.67791748046875
2010-06-14,37.85871505737305
2010-06-15,39.570255279541016
2010-06-16,39.52638244628906
2010-06-17,39.36545944213867
2010-06-18,39.372779846191406
2010-06-21,39.46054458618164
2010-06-22,38.187862396240234
2010-06-23,38.041568756103516
2010-06-24,37.280879974365234
2010-06-25,38.13665771484375
2010-06-28,37.72705841064453
2010-06-29,35.92042541503906
2010-06-30,35.905799865722656
2010-07-01,35.898475646972656
2010-07-02,36.11061096191406
2010-07-06,35.956993103027344
2010-07-07,37.083404541015625
2010-07-08,37.785579681396484
2010-07-09,38.048885345458984
2010-07-12,37.58808898925781
2010-07-13,38.5242919921875
2010-07-14,38.421905517578125
2010-07-15,37.90259552001953
2010-07-16,36.92980194091797
2010-07-19,37.273563385009766
