Date,SBRA
2010-01-04,7.71743631362915
2010-01-05,7.825546741485596
2010-01-06,7.634269714355469
2010-01-07,7.825546741485596
2010-01-08,8.0667142868042
2010-01-11,7.875439167022705
2010-01-12,7.709118366241455
2010-01-13,7.800599098205566
2010-01-14,7.767333984375
2010-01-15,7.6093244552612305
2010-01-19,7.991870403289795
2010-01-20,7.85881233215332
2010-01-21,7.759018421173096
2010-01-22,7.650904178619385
2010-01-25,7.650904178619385
2010-01-26,7.293307304382324
2010-01-27,7.260042667388916
2010-01-28,7.068772315979004
2010-01-29,7.268361568450928
2010-02-01,7.3182573318481445
2010-02-02,7.176883220672607
2010-02-03,7.01887321472168
2010-02-04,6.7860188484191895
2010-02-05,6.66959285736084
2010-02-08,6.802654266357422
2010-02-09,6.910765647888184
2010-02-10,6.869182586669922
2010-02-11,6.94402551651001
2010-02-12,7.043821334838867
2010-02-16,7.21014404296875
2010-02-17,7.334888458251953
2010-02-18,7.2849931716918945
2010-02-19,7.309942722320557
2010-02-22,7.1851959228515625
2010-02-23,7.442999839782715
2010-02-24,7.359837532043457
2010-02-25,7.3182573318481445
2010-02-26,7.393102169036865
2010-03-01,7.459634304046631
2010-03-02,7.48458194732666
2010-03-03,7.459634304046631
2010-03-04,7.74238395690918
2010-03-05,7.684171676635742
2010-03-08,7.617639541625977
2010-03-09,7.567742824554443
2010-03-10,7.584375381469727
2010-03-11,7.759018421173096
2010-03-12,7.792280197143555
2010-03-15,7.734064102172852
2010-03-16,7.69248628616333
2010-03-17,7.700803279876709
2010-03-18,8.266302108764648
2010-03-19,8.324520111083984
2010-03-22,8.507474899291992
2010-03-23,8.307883262634277
2010-03-24,8.158193588256836
2010-03-25,7.983555316925049
2010-03-26,8.016820907592773
2010-03-29,8.183144569396973
2010-03-30,8.133245468139648
2010-03-31,7.933657169342041
2010-04-01,8.075030326843262
2010-04-05,8.357780456542969
2010-04-06,8.490840911865234
2010-04-07,8.440945625305176
2010-04-08,8.216410636901855
2010-04-09,8.166508674621582
2010-04-12,8.191457748413086
2010-04-13,8.075030326843262
2010-04-14,8.241355895996094
2010-04-15,8.241355895996094
2010-04-16,8.216410636901855
2010-04-19,8.199776649475098
2010-04-20,8.307883262634277
2010-04-21,8.233040809631348
2010-04-22,7.991870403289795
2010-04-23,7.875439167022705
2010-04-26,7.667538642883301
2010-04-27,7.69248628616333
2010-04-28,7.675853729248047
2010-04-29,7.684171676635742
2010-04-30,7.4346842765808105
2010-05-03,7.576061725616455
2010-05-04,7.3847880363464355
2010-05-05,7.426370143890381
2010-05-06,7.0521368980407715
2010-05-07,6.985608100891113
2010-05-10,7.326575756072998
2010-05-11,7.401420593261719
2010-05-12,7.4346842765808105
2010-05-13,7.276676654815674
2010-05-14,7.176883220672607
2010-05-17,7.309942722320557
2010-05-18,7.301621913909912
2010-05-19,7.359837532043457
2010-05-20,6.977292537689209
2010-05-21,6.844235420227051
2010-05-24,6.7860188484191895
2010-05-25,6.910765647888184
2010-05-26,7.01887321472168
2010-05-27,7.409736156463623
2010-05-28,7.576061725616455
2010-06-01,7.534477233886719
2010-06-02,7.69248628616333
2010-06-03,7.625956058502197
2010-06-04,7.309942722320557
2010-06-07,7.176883220672607
2010-06-08,7.1353020668029785
2010-06-09,7.01887321472168
2010-06-10,7.3182573318481445
2010-06-11,7.4346842765808105
2010-06-14,7.509530067443848
2010-06-15,7.667538642883301
2010-06-16,7.6093244552612305
2010-06-17,7.567742824554443
2010-06-18,7.418050289154053
2010-06-21,7.2849931716918945
2010-06-22,7.126987457275391
2010-06-23,7.102035045623779
2010-06-24,7.060458660125732
2010-06-25,7.077087879180908
2010-06-28,6.985608100891113
2010-06-29,6.777703762054443
2010-06-30,6.719491004943848
2010-07-01,6.686225891113281
2010-07-02,6.5947465896606445
2010-07-06,6.470005989074707
2010-07-07,6.1456732749938965
2010-07-08,6.453374862670898
2010-07-09,6.578115463256836
2010-07-12,6.478320121765137
2010-07-13,6.561483860015869
2010-07-14,6.686225891113281
2010-07-15,6.636329650878906
2010-07-16,6.4284257888793945
2010-07-19,6.3785271644592285
2010-07-20,6.519902229309082
2010-07-21,6.29536247253418
2010-07-22,6.336946964263916
2010-07-23,6.486634731292725
2010-07-26,6.544850826263428
2010-07-27,6.511584758758545
2010-07-28,6.4284257888793945
2010-07-29,6.586430549621582
2010-07-30,6.885815143585205
2010-08-02,7.201829433441162
2010-08-03,6.794337749481201
2010-08-04,6.835917949676514
2010-08-05,6.869182586669922
2010-08-06,6.7860188484191895
2010-08-09,6.761071681976318
2010-08-10,6.7860188484191895
2010-08-11,6.503268241882324
2010-08-12,6.644645690917969
2010-08-13,6.66959285736084
2010-08-16,6.694543838500977
2010-08-17,6.860864639282227
2010-08-18,6.860864639282227
2010-08-19,6.7527546882629395
2010-08-20,6.802654266357422
2010-08-23,6.736123085021973
2010-08-24,6.777703762054443
2010-08-25,6.894133567810059
2010-08-26,6.9523444175720215
2010-08-27,7.126987457275391
2010-08-30,6.985608100891113
2010-08-31,6.736123085021973
2010-09-01,6.852550029754639
2010-09-02,6.835917949676514
2010-09-03,6.852550029754639
2010-09-07,6.860864639282227
2010-09-08,6.794337749481201
2010-09-09,7.060458660125732
2010-09-10,7.110352039337158
2010-09-13,7.060458660125732
2010-09-14,7.043821334838867
2010-09-15,7.0521368980407715
2010-09-16,7.0022454261779785
2010-09-17,7.027190685272217
2010-09-20,7.160248756408691
2010-09-21,7.160248756408691
2010-09-22,7.1851959228515625
2010-09-23,6.935710906982422
2010-09-24,6.802654266357422
2010-09-27,6.6529622077941895
2010-09-28,6.7860188484191895
2010-09-29,6.852550029754639
2010-09-30,7.043821334838867
2010-10-01,7.143617630004883
2010-10-04,7.118669033050537
2010-10-05,7.226779937744141
2010-10-06,7.193514347076416
2010-10-07,7.235095977783203
2010-10-08,7.21014404296875
2010-10-11,7.268361568450928
2010-10-12,7.21014404296875
2010-10-13,7.226779937744141
2010-10-14,7.043821334838867
2010-10-15,7.01055908203125
2010-10-18,7.027190685272217
2010-10-19,7.0022454261779785
2010-10-20,7.110352039337158
2010-10-21,7.068772315979004
2010-10-22,7.3847880363464355
2010-10-25,7.559427261352539
2010-10-26,7.476264476776123
2010-10-27,7.409736156463623
2010-10-28,7.650904178619385
2010-10-29,7.908709526062012
2010-11-01,7.709118366241455
2010-11-02,8.016820907592773
2010-11-03,7.925340175628662
2010-11-04,7.925340175628662
2010-11-05,7.792280197143555
2010-11-08,7.825546741485596
2010-11-09,7.775650501251221
2010-11-10,7.69248628616333
2010-11-11,7.617639541625977
2010-11-12,7.650904178619385
2010-11-15,7.850495338439941
2010-11-16,6.143503189086914
2010-11-17,5.741439342498779
2010-11-18,5.699626445770264
2010-11-19,5.545232772827148
2010-11-22,5.4519572257995605
2010-11-23,5.297563076019287
2010-11-24,5.300779342651367
2010-11-26,5.307213306427002
2010-11-29,5.423006534576416
2010-11-30,5.484118461608887
2010-12-01,5.551667213439941
2010-12-02,5.52915096282959
2010-12-03,5.583832263946533
2010-12-06,5.670677185058594
2010-12-07,5.773603439331055
2010-12-08,5.641730785369873
2010-12-09,5.580615520477295
2010-12-10,5.738223552703857
2010-12-13,5.709275245666504
2010-12-14,5.789686679840088
2010-12-15,5.786470890045166
2010-12-16,5.776819705963135
2010-12-17,5.879748821258545
2010-12-20,5.908698081970215
2010-12-21,5.802554130554199
2010-12-22,5.9505133628845215
2010-12-23,5.892613887786865
2010-12-27,5.985894203186035
2010-12-28,5.924778461456299
2010-12-29,5.911915302276611
2010-12-30,5.9505133628845215
2010-12-31,5.9183454513549805
2011-01-03,6.0888190269470215
2011-01-04,6.092037677764893
2011-01-05,6.072737693786621
2011-01-06,6.124202728271484
2011-01-07,6.166016101837158
2011-01-10,6.159584999084473
2011-01-11,6.098471164703369
2011-01-12,6.072737693786621
2011-01-13,6.092037677764893
2011-01-14,5.982675552368164
2011-01-18,6.079171180725098
2011-01-19,5.998759746551514
2011-01-20,5.947293758392334
2011-01-21,5.882966995239258
2011-01-24,5.966594219207764
2011-01-25,5.9923272132873535
2011-01-26,6.098471164703369
2011-01-27,6.09525728225708
2011-01-28,5.995540142059326
2011-01-31,5.985894203186035
2011-02-01,5.995540142059326
2011-02-02,5.995540142059326
2011-02-03,5.969810962677002
2011-02-04,5.985894203186035
2011-02-07,5.976243019104004
2011-02-08,5.998759746551514
2011-02-09,6.001976013183594
2011-02-10,5.985894203186035
2011-02-11,6.0405755043029785
2011-02-14,6.09525728225708
2011-02-15,5.870097637176514
2011-02-16,5.844367504119873
2011-02-17,5.902266979217529
2011-02-18,5.9505133628845215
2011-02-22,5.821852207183838
2011-02-23,5.9183454513549805
2011-02-24,5.796121120452881
2011-02-25,5.960161209106445
2011-02-28,5.924778461456299
2011-03-01,5.870097637176514
2011-03-02,5.931213855743408
2011-03-03,5.754305362701416
2011-03-04,5.545232772827148
2011-03-07,5.516286373138428
2011-03-08,5.6867594718933105
2011-03-09,5.683542728424072
2011-03-10,5.677111625671387
2011-03-11,5.722142219543457
2011-03-14,5.664244651794434
2011-03-15,5.654594421386719
2011-03-16,5.615994930267334
2011-03-17,5.567749977111816
2011-03-18,5.767171859741211
2011-03-21,5.828284740447998
2011-03-22,5.763956546783447
2011-03-23,5.738223552703857
2011-03-24,5.7317891120910645
2011-03-25,5.73500919342041
2011-03-28,5.638513565063477
2011-03-29,5.754305362701416
2011-03-30,5.709275245666504
2011-03-31,5.664244651794434
2011-04-01,5.773603439331055
2011-04-04,5.780037879943848
2011-04-05,5.776819705963135
2011-04-06,5.780037879943848
2011-04-07,5.689976215362549
2011-04-08,5.661027908325195
2011-04-11,5.683542728424072
2011-04-12,5.673892974853516
2011-04-13,5.722142219543457
2011-04-14,5.712491989135742
2011-04-15,5.796121120452881
2011-04-18,5.744656085968018
2011-04-19,5.654594421386719
2011-04-20,5.728573799133301
2011-04-21,5.754305362701416
2011-04-25,5.7478742599487305
2011-04-26,5.728573799133301
2011-04-27,5.757523536682129
2011-04-28,5.812204360961914
2011-04-29,5.410140514373779
2011-05-02,5.461605072021484
2011-05-03,5.429440021514893
2011-05-04,5.345810890197754
2011-05-05,5.410140514373779
2011-05-06,5.484118461608887
2011-05-09,5.535584449768066
2011-05-10,5.564532279968262
2011-05-11,5.509853363037109
2011-05-12,5.618016719818115
2011-05-13,5.559018135070801
2011-05-16,5.506574630737305
2011-05-17,5.522963523864746
2011-05-18,5.572129726409912
2011-05-19,5.529516696929932
2011-05-20,5.450852870941162
2011-05-23,5.421353340148926
2011-05-24,5.513129711151123
2011-05-25,5.503297328948975
2011-05-26,5.585240840911865
2011-05-27,5.650793552398682
