Date,LIVN
2015-10-19,69.93000030517578
2015-10-20,64.1500015258789
2015-10-21,64.04000091552734
2015-10-22,61.91999816894531
2015-10-23,64.9800033569336
2015-10-26,65.23999786376953
2015-10-27,65.54000091552734
2015-10-28,67.80000305175781
2015-10-29,65.55000305175781
2015-10-30,66.27999877929688
2015-11-02,66.83000183105469
2015-11-03,66.91000366210938
2015-11-04,65.75
2015-11-05,65.20999908447266
2015-11-06,65.48999786376953
2015-11-09,64.23999786376953
2015-11-10,63.290000915527344
2015-11-11,63.189998626708984
2015-11-12,57.560001373291016
2015-11-13,56.52000045776367
2015-11-16,56.2599983215332
2015-11-17,56.2599983215332
2015-11-18,56.06999969482422
2015-11-19,56.150001525878906
2015-11-20,57.369998931884766
2015-11-23,58.22999954223633
2015-11-24,60.189998626708984
2015-11-25,60.93000030517578
2015-11-27,61.90999984741211
2015-11-30,59.849998474121094
2015-12-01,59.220001220703125
2015-12-02,60.2599983215332
2015-12-03,60.36000061035156
2015-12-04,62.380001068115234
2015-12-07,58.83000183105469
2015-12-08,56.91999816894531
2015-12-09,56.36000061035156
2015-12-10,56.5099983215332
2015-12-11,54.060001373291016
2015-12-14,54.459999084472656
2015-12-15,54.060001373291016
2015-12-16,55.189998626708984
2015-12-17,55.849998474121094
2015-12-18,58.2400016784668
2015-12-21,58.86000061035156
2015-12-22,60.09000015258789
2015-12-23,60.54999923706055
2015-12-24,60.58000183105469
2015-12-28,60.25
2015-12-29,59.72999954223633
2015-12-30,59.970001220703125
2015-12-31,59.369998931884766
2016-01-04,56.34000015258789
2016-01-05,55.970001220703125
2016-01-06,55.619998931884766
2016-01-07,54.209999084472656
2016-01-08,52.7400016784668
2016-01-11,55.470001220703125
2016-01-12,54.2599983215332
2016-01-13,53.130001068115234
2016-01-14,53.04999923706055
2016-01-15,53.34000015258789
2016-01-19,52.7599983215332
2016-01-20,53.47999954223633
2016-01-21,52.11000061035156
2016-01-22,53.22999954223633
2016-01-25,53.790000915527344
2016-01-26,54.189998626708984
2016-01-27,52.63999938964844
2016-01-28,51.7599983215332
2016-01-29,55.97999954223633
2016-02-01,57.619998931884766
2016-02-02,55.279998779296875
2016-02-03,57.61000061035156
2016-02-04,57.20000076293945
2016-02-05,55.279998779296875
2016-02-08,55.029998779296875
2016-02-09,54.369998931884766
2016-02-10,54.68000030517578
2016-02-11,55.02000045776367
2016-02-12,55.79999923706055
2016-02-16,57.060001373291016
2016-02-17,59.400001525878906
2016-02-18,58.709999084472656
2016-02-19,59.02000045776367
2016-02-22,59.59000015258789
2016-02-23,58.619998931884766
2016-02-24,59.15999984741211
2016-02-25,58.0
2016-02-26,57.09000015258789
2016-02-29,56.439998626708984
2016-03-01,55.95000076293945
2016-03-02,57.5
2016-03-03,57.75
2016-03-04,57.939998626708984
2016-03-07,57.72999954223633
2016-03-08,57.209999084472656
2016-03-09,57.119998931884766
2016-03-10,56.619998931884766
2016-03-11,57.599998474121094
2016-03-14,57.15999984741211
2016-03-15,56.75
2016-03-16,56.86000061035156
2016-03-17,55.13999938964844
2016-03-18,54.189998626708984
2016-03-21,54.900001525878906
2016-03-22,53.599998474121094
2016-03-23,53.689998626708984
2016-03-24,53.52000045776367
2016-03-28,52.9900016784668
2016-03-29,53.5
2016-03-30,53.56999969482422
2016-03-31,53.97999954223633
2016-04-01,53.36000061035156
2016-04-04,49.619998931884766
2016-04-05,51.11000061035156
2016-04-06,52.27000045776367
2016-04-07,52.47999954223633
2016-04-08,52.040000915527344
2016-04-11,52.0099983215332
2016-04-12,52.5099983215332
2016-04-13,53.70000076293945
2016-04-14,54.25
2016-04-15,54.900001525878906
2016-04-18,54.75
2016-04-19,54.5099983215332
2016-04-20,54.63999938964844
2016-04-21,54.790000915527344
2016-04-22,54.900001525878906
2016-04-25,54.45000076293945
2016-04-26,54.63999938964844
2016-04-27,54.619998931884766
2016-04-28,53.560001373291016
2016-04-29,52.72999954223633
2016-05-02,54.209999084472656
2016-05-03,53.18000030517578
2016-05-04,52.060001373291016
2016-05-05,51.29999923706055
2016-05-06,50.72999954223633
2016-05-09,48.5099983215332
2016-05-10,47.86000061035156
2016-05-11,47.06999969482422
2016-05-12,48.0
2016-05-13,48.310001373291016
2016-05-16,48.540000915527344
2016-05-17,47.880001068115234
2016-05-18,47.650001525878906
2016-05-19,48.119998931884766
2016-05-20,49.060001373291016
2016-05-23,49.38999938964844
2016-05-24,49.880001068115234
2016-05-25,48.7599983215332
2016-05-26,48.79999923706055
2016-05-27,49.27000045776367
2016-05-31,48.810001373291016
2016-06-01,49.02000045776367
2016-06-02,49.380001068115234
2016-06-03,48.880001068115234
2016-06-06,49.470001220703125
2016-06-07,49.099998474121094
2016-06-08,49.70000076293945
2016-06-09,49.38999938964844
2016-06-10,48.43000030517578
2016-06-13,48.790000915527344
2016-06-14,48.48500061035156
2016-06-15,48.189998626708984
2016-06-16,48.18000030517578
2016-06-17,49.0
2016-06-20,49.900001525878906
2016-06-21,48.459999084472656
2016-06-22,48.119998931884766
2016-06-23,49.380001068115234
2016-06-24,48.13999938964844
2016-06-27,47.90999984741211
2016-06-28,48.86000061035156
2016-06-29,48.689998626708984
2016-06-30,50.22999954223633
2016-07-01,50.68000030517578
2016-07-05,50.75
2016-07-06,50.439998626708984
2016-07-07,49.95000076293945
2016-07-08,50.939998626708984
2016-07-11,51.54999923706055
2016-07-12,51.15999984741211
2016-07-13,50.88999938964844
2016-07-14,50.25
2016-07-15,50.189998626708984
2016-07-18,49.650001525878906
2016-07-19,50.29999923706055
2016-07-20,50.779998779296875
2016-07-21,50.58000183105469
2016-07-22,50.5
2016-07-25,50.95000076293945
2016-07-26,51.0
2016-07-27,51.2599983215332
2016-07-28,51.70000076293945
2016-07-29,52.04999923706055
2016-08-01,55.349998474121094
2016-08-02,54.439998626708984
2016-08-03,61.15999984741211
2016-08-04,62.560001373291016
2016-08-05,61.0
2016-08-08,60.5
2016-08-09,60.529998779296875
2016-08-10,60.0
2016-08-11,60.709999084472656
2016-08-12,62.810001373291016
2016-08-15,62.70000076293945
2016-08-16,62.52000045776367
2016-08-17,62.52000045776367
