Date,MODG
2010-01-04,7.487307548522949
2010-01-05,7.43955659866333
2010-01-06,7.668758392333984
2010-01-07,7.7738118171691895
2010-01-08,7.678308486938477
2010-01-11,7.687859535217285
2010-01-12,7.573258876800537
2010-01-13,7.687859535217285
2010-01-14,7.869311809539795
2010-01-15,8.012566566467285
2010-01-19,8.098516464233398
2010-01-20,8.098516464233398
2010-01-21,7.974362850189209
2010-01-22,7.8788604736328125
2010-01-25,7.764263153076172
2010-01-26,7.621007919311523
2010-01-27,7.24855375289917
2010-01-28,7.191253662109375
2010-01-29,7.124401569366455
2010-02-01,7.458656311035156
2010-02-02,7.63055944442749
2010-02-03,7.496856212615967
2010-02-04,7.105301380157471
2010-02-05,7.143502712249756
2010-02-08,7.057551383972168
2010-02-09,7.334506511688232
2010-02-10,7.382254600524902
2010-02-11,7.621007919311523
2010-02-12,7.678308486938477
2010-02-16,7.640110015869141
2010-02-17,7.592299461364746
2010-02-18,7.630547523498535
2010-02-19,7.640110015869141
2010-02-22,7.659234523773193
2010-02-23,7.554050445556641
2010-02-24,7.554050445556641
2010-02-25,7.9174089431762695
2010-02-26,7.582738399505615
2010-03-01,7.5636138916015625
2010-03-02,7.716606616973877
2010-03-03,7.936532020568848
2010-03-04,8.223396301269531
2010-03-05,8.319014549255371
2010-03-08,8.452886581420898
2010-03-09,8.663253784179688
2010-03-10,9.007489204406738
2010-03-11,8.988365173339844
2010-03-12,8.806681632995605
2010-03-15,8.777997970581055
2010-03-16,8.997925758361816
2010-03-17,9.036175727844238
2010-03-18,8.94055461883545
2010-03-19,8.950118064880371
2010-03-22,8.844930648803711
2010-03-23,8.797122955322266
2010-03-24,8.615442276000977
2010-03-25,8.395514488220215
2010-03-26,8.586756706237793
2010-03-29,8.37639045715332
2010-03-30,8.472009658813477
2010-03-31,8.433764457702637
2010-04-01,8.519821166992188
2010-04-05,8.835368156433105
2010-04-06,8.758874893188477
2010-04-07,8.950118064880371
2010-04-08,9.064860343933105
2010-04-09,9.552529335021973
2010-04-12,9.476033210754395
2010-04-13,9.476033210754395
2010-04-14,9.705519676208496
2010-04-15,9.695955276489258
2010-04-16,9.313474655151367
2010-04-19,9.303912162780762
2010-04-20,9.11267375946045
2010-04-21,9.217853546142578
2010-04-22,9.581212043762207
2010-04-23,9.676835060119629
2010-04-26,9.399534225463867
2010-04-27,9.141355514526367
2010-04-28,9.131793022155762
2010-04-29,9.609901428222656
2010-04-30,8.978800773620605
2010-05-03,9.170042037963867
2010-05-04,8.768436431884766
2010-05-05,8.835368156433105
2010-05-06,8.605881690979004
2010-05-07,8.11821460723877
2010-05-10,8.586756706237793
2010-05-11,8.596317291259766
2010-05-12,8.959675788879395
2010-05-13,8.577195167541504
2010-05-14,8.538945198059082
2010-05-17,8.586756706237793
2010-05-18,8.385952949523926
2010-05-19,8.098763465881348
2010-05-20,7.687121391296387
2010-05-21,7.849864959716797
2010-05-24,7.725415229797363
2010-05-25,7.648831367492676
2010-05-26,7.591394424438477
2010-05-27,8.031750679016113
2010-05-28,8.060471534729004
2010-06-01,7.696695327758789
2010-06-02,7.945591926574707
2010-06-03,8.022176742553711
2010-06-04,7.878582000732422
2010-06-07,7.696695327758789
2010-06-08,7.198899269104004
2010-06-09,7.294628143310547
2010-06-10,7.323349475860596
2010-06-11,7.543527126312256
2010-06-14,7.275485515594482
2010-06-15,6.672384262084961
2010-06-16,6.174588203430176
2010-06-17,6.145867824554443
2010-06-18,6.222452163696289
2010-06-21,6.203306674957275
2010-06-22,6.165015697479248
2010-06-23,6.327754497528076
2010-06-24,6.193735599517822
2010-06-25,6.165015697479248
2010-06-28,6.203306674957275
2010-06-29,5.7820940017700195
2010-06-30,5.7820940017700195
2010-07-01,5.82038688659668
2010-07-02,5.801239967346191
2010-07-06,5.600207328796387
2010-07-07,5.791667461395264
2010-07-08,5.877824783325195
2010-07-09,5.944836616516113
2010-07-12,5.858680725097656
2010-07-13,6.232026100158691
2010-07-14,6.136295795440674
2010-07-15,6.002275466918945
2010-07-16,5.7342305183410645
2010-07-19,5.801239967346191
2010-07-20,5.954407691955566
2010-07-21,6.107576847076416
2010-07-22,6.327754497528076
2010-07-23,6.586227893829346
2010-07-26,6.691528797149658
2010-07-27,6.528789043426514
2010-07-28,6.299036979675293
2010-07-29,6.605374336242676
2010-07-30,6.461777687072754
2010-08-02,6.8064045906066895
2010-08-03,6.768115043640137
2010-08-04,7.026585578918457
2010-08-05,6.90213680267334
2010-08-06,6.940427780151367
2010-08-09,6.940427780151367
2010-08-10,6.768115043640137
2010-08-11,6.3947672843933105
2010-08-12,6.356476306915283
2010-08-13,6.136295795440674
2010-08-16,6.280116081237793
2010-08-17,6.462287425994873
2010-08-18,6.375996112823486
2010-08-19,6.213000297546387
2010-08-20,6.318467617034912
2010-08-23,6.097944259643555
2010-08-24,6.155471324920654
2010-08-25,6.193824291229248
2010-08-26,6.184234619140625
2010-08-27,6.308878421783447
2010-08-30,6.011653423309326
2010-08-31,5.992475986480713
2010-09-01,6.337641716003418
2010-09-02,6.529402732849121
2010-09-03,6.682809352874756
2010-09-07,6.375996112823486
2010-09-08,6.443110942840576
2010-09-09,6.48146390914917
2010-09-10,6.7019853591918945
2010-09-13,6.817039966583252
2010-09-14,6.749927043914795
2010-09-15,6.826630115509033
2010-09-16,6.663633346557617
2010-09-17,6.462287425994873
2010-09-20,6.6348700523376465
2010-09-21,6.644457817077637
2010-09-22,6.289702892303467
2010-09-23,6.251351833343506
2010-09-24,6.7019853591918945
2010-09-27,6.6348700523376465
2010-09-28,6.682809352874756
2010-09-29,6.749927043914795
2010-09-30,6.711574077606201
2010-10-01,6.8553948402404785
2010-10-04,6.769100666046143
2010-10-05,6.9704484939575195
2010-10-06,6.91292142868042
2010-10-07,6.749927043914795
2010-10-08,6.788278102874756
2010-10-11,6.903332710266113
2010-10-12,6.826630115509033
2010-10-13,6.9320969581604
2010-10-14,6.893745422363281
2010-10-15,6.8649821281433105
2010-10-18,6.903332710266113
2010-10-19,6.769100666046143
2010-10-20,6.826630115509033
2010-10-21,6.7978668212890625
2010-10-22,6.874568939208984
2010-10-25,7.008800506591797
2010-10-26,6.7019853591918945
2010-10-27,6.749927043914795
2010-10-28,6.423935413360596
2010-10-29,6.596519470214844
2010-11-01,6.577342987060547
2010-11-02,6.749927043914795
2010-11-03,6.769100666046143
2010-11-04,6.960862159729004
2010-11-05,6.989624500274658
2010-11-08,6.951272487640381
2010-11-09,6.769100666046143
2010-11-10,7.008800506591797
2010-11-11,7.037563323974609
2010-11-12,6.941686153411865
2010-11-15,6.980036735534668
2010-11-16,6.817039966583252
2010-11-17,6.932260513305664
2010-11-18,7.34512186050415
2010-11-19,7.383528709411621
2010-11-22,7.306717395782471
2010-11-23,7.220303058624268
2010-11-24,7.354724407196045
2010-11-26,7.421935558319092
2010-11-29,7.4315361976623535
2010-11-30,7.354724407196045
2010-12-01,7.469940662384033
2010-12-02,7.517949104309082
2010-12-03,7.5371527671813965
2010-12-06,7.863598346710205
2010-12-07,8.007623672485352
2010-12-08,7.527551174163818
2010-12-09,7.63316535949707
2010-12-10,7.767585754394531
2010-12-13,7.671572685241699
2010-12-14,7.700376033782959
2010-12-15,7.63316535949707
2010-12-16,7.681174278259277
2010-12-17,7.853999614715576
2010-12-20,7.873204231262207
2010-12-21,8.074836730957031
2010-12-22,7.930810451507568
2010-12-23,7.940411567687988
2010-12-27,7.998023509979248
2010-12-28,7.91160774230957
2010-12-29,7.815593242645264
2010-12-30,7.873204231262207
2010-12-31,7.748386383056641
2011-01-03,7.8828043937683105
2011-01-04,7.7387824058532715
2011-01-05,7.930810451507568
2011-01-06,7.873204231262207
2011-01-07,7.757985591888428
2011-01-10,7.681174278259277
2011-01-11,7.700376033782959
2011-01-12,7.777188301086426
2011-01-13,7.844397068023682
2011-01-14,7.79639196395874
2011-01-18,7.700376033782959
2011-01-19,7.5467529296875
2011-01-20,7.5563554763793945
2011-01-21,7.4315361976623535
2011-01-24,7.421935558319092
2011-01-25,7.364326000213623
2011-01-26,7.037874698638916
2011-01-27,7.2107014656066895
2011-01-28,7.16269588470459
2011-01-31,7.057077407836914
2011-02-01,7.229904651641846
2011-02-02,7.24910831451416
2011-02-03,7.354724407196045
2011-02-04,7.306717395782471
2011-02-07,7.4315361976623535
2011-02-08,7.498745918273926
2011-02-09,7.652370452880859
2011-02-10,7.613964080810547
2011-02-11,7.63316535949707
2011-02-14,7.652370452880859
2011-02-15,7.604362487792969
2011-02-16,7.652429580688477
2011-02-17,7.767794132232666
2011-02-18,7.825474262237549
2011-02-22,7.498611927032471
2011-02-23,7.267887115478516
2011-02-24,7.277499198913574
2011-02-25,7.469771385192871
2011-02-28,7.4409308433532715
2011-03-01,7.219817161560059
2011-03-02,7.267887115478516
2011-03-03,7.373635768890381
2011-03-04,7.287113666534424
2011-03-07,7.0659990310668945
2011-03-08,7.152523994445801
2011-03-09,7.210202693939209
2011-03-10,7.287113666534424
2011-03-11,7.344794273376465
2011-03-14,7.364023685455322
2011-03-15,6.719908714294434
2011-03-16,6.421889305114746
2011-03-17,6.344979286193848
2011-03-18,6.4891839027404785
2011-03-21,6.614160537719727
2011-03-22,6.566092491149902
2011-03-23,6.527637481689453
2011-03-24,6.527637481689453
2011-03-25,6.623774528503418
2011-03-28,6.614160537719727
2011-03-29,6.5757060050964355
2011-03-30,6.614160537719727
2011-03-31,6.556479454040527
2011-04-01,6.5180253982543945
2011-04-04,6.796819686889648
2011-04-05,6.844886779785156
2011-04-06,6.844886779785156
2011-04-07,6.787204742431641
2011-04-08,6.777592182159424
2011-04-11,6.604546546936035
2011-04-12,6.479569435119629
