Date,RBA
2010-01-04,16.37845230102539
2010-01-05,16.45041847229004
2010-01-06,16.306495666503906
2010-01-07,16.328075408935547
2010-01-08,16.421627044677734
2010-01-11,16.37125587463379
2010-01-12,16.112186431884766
2010-01-13,16.464807510375977
2010-01-14,16.565555572509766
2010-01-15,16.29928970336914
2010-01-19,15.989861488342285
2010-01-20,15.644448280334473
2010-01-21,15.457343101501465
2010-01-22,15.255857467651367
2010-01-25,15.234264373779297
2010-01-26,15.111931800842285
2010-01-27,15.198277473449707
2010-01-28,15.241456031799316
2010-01-29,15.126323699951172
2010-02-01,15.097536087036133
2010-02-02,15.162313461303711
2010-02-03,15.018378257751465
2010-02-04,14.672968864440918
2010-02-05,14.658570289611816
2010-02-08,14.392317771911621
2010-02-09,14.14764404296875
2010-02-10,14.24838924407959
2010-02-11,14.24838924407959
2010-02-12,14.241192817687988
2010-02-16,14.579415321350098
2010-02-17,14.463708877563477
2010-02-18,14.09487533569336
2010-02-19,14.0442533493042
2010-02-22,14.268444061279297
2010-02-23,14.456470489501953
2010-02-24,14.9337739944458
2010-02-25,15.172425270080566
2010-02-26,15.165192604064941
2010-03-01,14.991631507873535
2010-03-02,15.367690086364746
2010-03-03,15.447235107421875
2010-03-04,15.599109649658203
2010-03-05,15.787141799926758
2010-03-08,15.939000129699707
2010-03-09,15.743741035461426
2010-03-10,15.881146430969238
2010-03-11,15.77990436553955
2010-03-12,15.46893310546875
2010-03-15,15.360453605651855
2010-03-16,15.367690086364746
2010-03-17,15.95346450805664
2010-03-18,15.859443664550781
2010-03-19,15.678664207458496
2010-03-22,15.787141799926758
2010-03-23,15.823294639587402
2010-03-24,15.599109649658203
2010-03-25,15.635262489318848
2010-03-26,15.765437126159668
2010-03-29,15.606334686279297
2010-03-30,15.599109649658203
2010-03-31,15.570178985595703
2010-04-01,15.787141799926758
2010-04-05,15.85222053527832
2010-04-06,15.801594734191895
2010-04-07,15.656965255737305
2010-04-08,15.562954902648926
2010-04-09,15.671419143676758
2010-04-12,15.77990436553955
2010-04-13,15.642497062683105
2010-04-14,16.127025604248047
2010-04-15,16.452463150024414
2010-04-16,16.24274253845215
2010-04-19,16.199357986450195
2010-04-20,16.445228576660156
2010-04-21,16.35844612121582
2010-04-22,16.4958553314209
2010-04-23,16.59710693359375
2010-04-26,16.48139190673828
2010-04-27,16.510311126708984
2010-04-28,16.517549514770508
2010-04-29,16.633255004882812
2010-04-30,16.922534942626953
2010-05-03,16.799592971801758
2010-05-04,15.96070384979248
2010-05-05,15.656965255737305
2010-05-06,15.201356887817383
2010-05-07,14.904845237731934
2010-05-10,15.396612167358398
2010-05-11,15.302602767944336
2010-05-12,15.288131713867188
2010-05-13,15.606334686279297
2010-05-14,15.23028564453125
2010-05-17,15.302602767944336
2010-05-18,14.89038372039795
2010-05-19,14.970320701599121
2010-05-20,14.752307891845703
2010-05-21,14.824978828430176
2010-05-24,14.752307891845703
2010-05-25,14.570625305175781
2010-05-26,14.490686416625977
2010-05-27,14.636027336120605
2010-05-28,14.810444831848145
2010-06-01,14.621498107910156
2010-06-02,14.745041847229004
2010-06-03,14.854047775268555
2010-06-04,14.42528247833252
2010-06-07,14.338075637817383
2010-06-08,14.643301010131836
2010-06-09,14.868586540222168
2010-06-10,15.086600303649902
2010-06-11,15.282803535461426
2010-06-14,15.253743171691895
2010-06-15,15.253743171691895
2010-06-16,15.101125717163086
2010-06-17,15.079334259033203
2010-06-18,14.883116722106934
2010-06-21,14.577897071838379
2010-06-22,14.476154327392578
2010-06-23,14.19273567199707
2010-06-24,13.800313949584961
2010-06-25,13.843913078308105
2010-06-28,13.822113990783691
2010-06-29,13.52416706085205
2010-06-30,13.240737915039062
2010-07-01,13.327943801879883
2010-07-02,13.662232398986816
2010-07-06,13.422418594360352
2010-07-07,13.618635177612305
2010-07-08,13.691303253173828
2010-07-09,14.592432022094727
2010-07-12,14.541560173034668
