Date,RTX
2010-01-04,31.0272274017334
2010-01-05,30.56376075744629
2010-01-06,30.40348243713379
2010-01-07,30.533416748046875
2010-01-08,30.59408187866211
2010-01-11,31.256816864013672
2010-01-12,31.07487678527832
2010-01-13,31.430063247680664
2010-01-14,31.538354873657227
2010-01-15,31.183164596557617
2010-01-19,31.313112258911133
2010-01-20,30.940608978271484
2010-01-21,30.377487182617188
2010-01-22,29.922677993774414
2010-01-25,29.710420608520508
2010-01-26,29.658437728881836
2010-01-27,29.285926818847656
2010-01-28,29.181978225708008
2010-01-29,29.22962188720703
2010-02-01,29.259946823120117
2010-02-02,29.467866897583008
2010-02-03,29.55881690979004
2010-02-04,28.753135681152344
2010-02-05,28.80512809753418
2010-02-08,28.328645706176758
2010-02-09,28.81378746032715
2010-02-10,28.865755081176758
2010-02-11,28.89608383178711
2010-02-12,28.45425796508789
2010-02-16,28.73149299621582
2010-02-17,29.361440658569336
2010-02-18,29.6927547454834
2010-02-19,29.871501922607422
2010-02-22,29.819198608398438
2010-02-23,29.553253173828125
2010-02-24,29.915111541748047
2010-02-25,29.936906814575195
2010-02-26,29.928159713745117
2010-03-01,30.359771728515625
2010-03-02,30.4077205657959
2010-03-03,30.34232521057129
2010-03-04,30.678028106689453
2010-03-05,31.0616512298584
2010-03-08,30.84803009033203
2010-03-09,31.292707443237305
2010-03-10,31.297067642211914
2010-03-11,31.40605354309082
2010-03-12,31.18372344970703
2010-03-15,31.318859100341797
2010-03-16,31.563007354736328
2010-03-17,31.471445083618164
2010-03-18,31.60660171508789
2010-03-19,31.929203033447266
2010-03-22,31.654550552368164
2010-03-23,31.863800048828125
2010-03-24,31.84200668334961
2010-03-25,31.942272186279297
2010-03-26,32.09488296508789
2010-03-29,32.260520935058594
2010-03-30,32.317203521728516
2010-03-31,32.09049987792969
2010-04-01,32.317203521728516
2010-04-05,32.631080627441406
2010-04-06,32.55261993408203
2010-04-07,32.256160736083984
2010-04-08,32.12973403930664
2010-04-09,32.256160736083984
2010-04-12,32.155906677246094
2010-04-13,32.02511215209961
2010-04-14,32.260520935058594
2010-04-15,32.526451110839844
2010-04-16,32.1253662109375
2010-04-19,32.155906677246094
2010-04-20,32.34771728515625
2010-04-21,33.53786087036133
2010-04-22,33.31989669799805
2010-04-23,33.33730697631836
2010-04-26,33.306819915771484
2010-04-27,32.40001678466797
2010-04-28,32.54826736450195
2010-04-29,33.14114761352539
2010-04-30,32.6746711730957
2010-05-03,33.25448989868164
2010-05-04,32.33026885986328
2010-05-05,32.0817756652832
2010-05-06,31.057302474975586
2010-05-07,30.28130340576172
2010-05-10,31.84200668334961
2010-05-11,31.88123893737793
2010-05-12,32.076377868652344
2010-05-13,31.94921112060547
2010-05-14,31.387922286987305
2010-05-17,31.146745681762695
2010-05-18,30.993288040161133
2010-05-19,30.410079956054688
2010-05-20,29.1296443939209
2010-05-21,29.134023666381836
2010-05-24,28.99810028076172
2010-05-25,29.01125144958496
2010-05-26,29.006877899169922
2010-05-27,29.86632537841797
2010-05-28,29.546222686767578
2010-06-01,28.9630184173584
2010-06-02,29.581298828125
2010-06-03,29.752315521240234
2010-06-04,28.563987731933594
2010-06-07,27.722055435180664
2010-06-08,28.15616226196289
2010-06-09,27.80975914001465
2010-06-10,28.71746063232422
2010-06-11,29.041955947875977
2010-06-14,29.335739135742188
2010-06-15,30.08120346069336
2010-06-16,30.076810836791992
2010-06-17,30.06366539001465
2010-06-18,30.335533142089844
2010-06-21,30.418840408325195
2010-06-22,29.81370735168457
2010-06-23,29.81370735168457
2010-06-24,29.533079147338867
2010-06-25,29.756702423095703
2010-06-28,29.42784309387207
2010-06-29,28.489444732666016
2010-06-30,28.46312713623047
2010-07-01,28.235111236572266
2010-07-02,28.19126319885254
2010-07-06,28.322805404663086
2010-07-07,29.182275772094727
2010-07-08,29.480443954467773
2010-07-09,29.603229522705078
2010-07-12,29.239288330078125
2010-07-13,29.71286964416504
2010-07-14,29.82249641418457
2010-07-15,29.883874893188477
2010-07-16,28.95425796508789
2010-07-19,29.112117767333984
2010-07-20,29.616376876831055
2010-07-21,29.392751693725586
2010-07-22,30.488994598388672
2010-07-23,31.08975601196289
2010-07-26,31.392322540283203
2010-07-27,31.173070907592773
2010-07-28,31.181842803955078
2010-07-29,31.199378967285156
2010-07-30,31.17745590209961
2010-08-02,31.839590072631836
2010-08-03,31.585254669189453
2010-08-04,31.86589241027832
2010-08-05,32.098304748535156
2010-08-06,31.892213821411133
2010-08-09,32.16407775878906
2010-08-10,32.181617736816406
2010-08-11,31.251985549926758
2010-08-12,30.949426651000977
2010-08-13,31.002058029174805
2010-08-16,30.84857940673828
2010-08-17,30.918739318847656
2010-08-18,30.85036849975586
2010-08-19,30.22391128540039
2010-08-20,30.051860809326172
2010-08-23,29.654815673828125
2010-08-24,28.96660041809082
2010-08-25,28.790122985839844
2010-08-26,28.69748878479004
2010-08-27,29.368043899536133
2010-08-30,28.847484588623047
2010-08-31,28.768077850341797
2010-09-01,29.720989227294922
2010-09-02,29.751863479614258
2010-09-03,30.113616943359375
2010-09-07,29.990095138549805
2010-09-08,30.206260681152344
2010-09-09,30.272451400756836
2010-09-10,30.391542434692383
2010-09-13,30.34743309020996
2010-09-14,30.316556930541992
2010-09-15,30.11802864074707
2010-09-16,30.232728958129883
2010-09-17,30.673891067504883
2010-09-20,31.044471740722656
2010-09-21,31.145931243896484
2010-09-22,31.13710594177246
2010-09-23,30.793012619018555
2010-09-24,31.5429744720459
2010-09-27,31.282699584960938
2010-09-28,31.58709716796875
2010-09-29,31.53857421875
2010-09-30,31.423864364624023
2010-10-01,31.3797550201416
2010-10-04,31.115049362182617
2010-10-05,31.988554000854492
2010-10-06,32.14735794067383
2010-10-07,32.107669830322266
2010-10-08,32.165016174316406
2010-10-11,32.17383575439453
2010-10-12,32.19589614868164
2010-10-13,32.72529220581055
2010-10-14,32.71205520629883
2010-10-15,32.690006256103516
2010-10-18,32.89292907714844
2010-10-19,32.473819732666016
2010-10-20,32.61058807373047
2010-10-21,33.07381057739258
2010-10-22,33.06056594848633
2010-10-25,33.09143829345703
2010-10-26,32.94145965576172
2010-10-27,32.84882354736328
2010-10-28,32.95469284057617
2010-10-29,32.985572814941406
2010-11-01,32.9282341003418
2010-11-02,33.19733810424805
2010-11-03,33.10908508300781
2010-11-04,33.63407897949219
2010-11-05,33.859073638916016
2010-11-08,33.80613327026367
2010-11-09,33.832584381103516
2010-11-10,33.594383239746094
2010-11-11,33.25909423828125
2010-11-12,33.03411102294922
2010-11-15,33.22380447387695
2010-11-16,32.71646499633789
2010-11-17,32.6743049621582
2010-11-18,33.29106903076172
2010-11-19,33.41529846191406
2010-11-22,33.32655715942383
2010-11-23,32.91392135620117
2010-11-24,33.761390686035156
2010-11-26,33.40198516845703
2010-11-29,33.18901062011719
2010-11-30,33.397560119628906
2010-12-01,34.72422790527344
2010-12-02,34.91944885253906
2010-12-03,34.93721389770508
2010-12-06,34.790771484375
