Date,FELE
2010-01-04,12.476304054260254
2010-01-05,12.332898139953613
2010-01-06,12.63236141204834
2010-01-07,12.805294036865234
2010-01-08,12.999312400817871
2010-01-11,12.952917098999023
2010-01-12,12.796854972839355
2010-01-13,12.822163581848145
2010-01-14,12.813730239868164
2010-01-15,12.488953590393066
2010-01-19,12.488953590393066
2010-01-20,12.311808586120605
2010-01-21,11.881589889526367
2010-01-22,11.645395278930664
2010-01-25,11.39232063293457
2010-01-26,11.282663345336914
2010-01-27,11.39232063293457
2010-01-28,11.14769172668457
2010-01-29,10.978979110717773
2010-02-01,11.215179443359375
2010-02-02,11.27844524383545
2010-02-03,11.084423065185547
2010-02-04,10.671077728271484
2010-02-05,10.852448463439941
2010-02-08,10.58672046661377
2010-02-09,10.711769104003906
2010-02-10,11.016972541809082
2010-02-11,11.186529159545898
2010-02-12,11.330652236938477
2010-02-16,11.508688926696777
2010-02-17,12.178438186645508
2010-02-18,12.263216018676758
2010-02-19,12.144526481628418
2010-02-22,12.216588973999023
2010-02-23,12.140286445617676
2010-02-24,12.19539737701416
2010-02-25,12.292893409729004
2010-02-26,12.089418411254883
2010-03-01,12.275932312011719
2010-03-02,12.191156387329102
2010-03-03,12.051268577575684
2010-03-04,12.076698303222656
2010-03-05,12.250500679016113
2010-03-08,12.2293062210083
2010-03-09,12.182676315307617
2010-03-10,12.161483764648438
2010-03-11,12.123332977294922
2010-03-12,12.246261596679688
2010-03-15,12.258977890014648
2010-03-16,12.292893409729004
2010-03-17,12.356472969055176
2010-03-18,12.288650512695312
2010-03-19,12.246261596679688
2010-03-22,12.381906509399414
2010-03-23,12.670157432556152
2010-03-24,12.411578178405762
2010-03-25,12.309844970703125
2010-03-26,12.428536415100098
2010-03-29,12.487879753112793
2010-03-30,12.636242866516113
2010-03-31,12.712544441223145
2010-04-01,12.992313385009766
2010-04-05,13.509464263916016
2010-04-06,13.568808555603027
2010-04-07,13.628150939941406
2010-04-08,13.63663101196289
2010-04-09,13.75955867767334
2010-04-12,13.937594413757324
2010-04-13,14.013895988464355
2010-04-14,14.208885192871094
2010-04-15,14.395403861999512
2010-04-16,14.353014945983887
2010-04-19,14.29366397857666
2010-04-20,14.759944915771484
2010-04-21,14.815049171447754
2010-04-22,15.005800247192383
2010-04-23,15.120257377624512
2010-04-26,15.014278411865234
2010-04-27,14.79809284210205
2010-04-28,14.86168098449707
2010-04-29,15.353394508361816
2010-04-30,14.832009315490723
2010-05-03,14.933741569519043
2010-05-04,14.548003196716309
2010-05-05,14.306377410888672
2010-05-06,13.670538902282715
2010-05-07,12.966879844665527
2010-05-10,13.768035888671875
2010-05-11,13.763776779174805
2010-05-12,14.355362892150879
2010-05-13,14.270240783691406
2010-05-14,13.819112777709961
2010-05-17,13.665892601013184
2010-05-18,13.38499927520752
2010-05-19,13.074315071105957
2010-05-20,12.691276550292969
2010-05-21,12.776397705078125
2010-05-24,12.393360137939453
2010-05-25,12.035857200622559
2010-05-26,11.989042282104492
2010-05-27,12.746607780456543
2010-05-28,12.410382270812988
2010-06-01,11.7592191696167
2010-06-02,12.359312057495117
2010-06-03,12.66148853302002
2010-06-04,11.818808555603027
2010-06-07,11.601754188537598
2010-06-08,11.716666221618652
2010-06-09,11.976276397705078
2010-06-10,12.469969749450684
2010-06-11,12.66999626159668
2010-06-14,12.763625144958496
2010-06-15,13.559493064880371
2010-06-16,13.457353591918945
2010-06-17,13.478631973266602
2010-06-18,13.308390617370605
2010-06-21,12.87854290008545
2010-06-22,12.580626487731934
2010-06-23,12.542320251464844
2010-06-24,12.120979309082031
2010-06-25,12.12948989868164
2010-06-28,12.431668281555176
2010-06-29,12.303987503051758
2010-06-30,12.26568603515625
2010-07-01,12.061396598815918
2010-07-02,11.937972068786621
2010-07-06,11.874133110046387
2010-07-07,12.389105796813965
2010-07-08,12.699786186218262
2010-07-09,12.82746696472168
2010-07-12,12.26568603515625
2010-07-13,13.061546325683594
2010-07-14,12.904078483581543
2010-07-15,12.750862121582031
2010-07-16,12.142260551452637
2010-07-19,12.278448104858398
2010-07-20,12.60190200805664
2010-07-21,12.538064002990723
2010-07-22,12.933867454528809
2010-07-23,13.274344444274902
2010-07-26,13.487140655517578
2010-07-27,13.529704093933105
2010-07-28,13.291369438171387
2010-07-29,13.25306510925293
2010-07-30,13.087082862854004
2010-08-02,14.070212364196777
2010-08-03,14.17235279083252
2010-08-04,14.385149955749512
2010-08-05,14.270240783691406
2010-08-06,14.27874755859375
2010-08-09,14.538363456726074
2010-08-10,14.26494026184082
2010-08-11,13.342147827148438
2010-08-12,13.20115852355957
2010-08-13,13.149898529052734
2010-08-16,13.312238693237305
2010-08-17,13.739457130432129
2010-08-18,13.782180786132812
2010-08-19,13.081537246704102
2010-08-20,13.11143970489502
2010-08-23,13.051636695861816
2010-08-24,12.744032859802246
2010-08-25,13.205431938171387
2010-08-26,13.542941093444824
2010-08-27,13.701008796691895
2010-08-30,13.410500526428223
2010-08-31,13.530123710632324
2010-09-01,13.974434852600098
2010-09-02,14.000066757202148
2010-09-03,14.098325729370117
2010-09-07,13.880441665649414
2010-09-08,13.9616117477417
2010-09-09,13.987248420715332
2010-09-10,13.854808807373047
2010-09-13,14.307666778564453
2010-09-14,14.329028129577637
2010-09-15,14.51700496673584
2010-09-16,14.256397247314453
2010-09-17,14.209402084350586
2010-09-20,14.602445602416992
2010-09-21,14.307666778564453
2010-09-22,14.128228187561035
2010-09-23,13.786458015441895
2010-09-24,14.166686058044434
2010-09-27,14.123961448669434
2010-09-28,14.072687149047852
2010-09-29,14.034242630004883
2010-09-30,14.166686058044434
2010-10-01,14.239314079284668
2010-10-04,13.91889476776123
2010-10-05,14.452920913696289
2010-10-06,14.52981948852539
2010-10-07,14.781886100769043
2010-10-08,14.816060066223145
2010-10-11,15.397079467773438
2010-10-12,15.371448516845703
2010-10-13,15.636330604553223
2010-10-14,15.85848331451416
2010-10-15,16.042192459106445
2010-10-18,16.19171905517578
2010-10-19,15.632046699523926
2010-10-20,15.76876163482666
2010-10-21,15.426992416381836
2010-10-22,15.435528755187988
2010-10-25,15.512428283691406
2010-10-26,15.384260177612305
2010-10-27,15.418444633483887
2010-10-28,15.585058212280273
2010-10-29,15.426992416381836
2010-11-01,14.96558666229248
2010-11-02,14.978404998779297
2010-11-03,14.952770233154297
2010-11-04,15.371448516845703
2010-11-05,15.542333602905273
2010-11-08,15.310805320739746
2010-11-09,15.396562576293945
2010-11-10,15.971084594726562
