Date,LBRDK
2014-11-05,45.616973876953125
2014-11-06,44.283199310302734
2014-11-07,44.202632904052734
2014-11-10,41.767818450927734
2014-11-11,40.4161376953125
2014-11-12,41.81257629394531
2014-11-13,43.10159683227539
2014-11-14,42.85990524291992
2014-11-17,43.38804626464844
2014-11-18,43.790863037109375
2014-11-19,45.32157516479492
2014-11-20,45.77810287475586
2014-11-21,46.13616180419922
2014-11-24,47.14768600463867
2014-11-25,48.105499267578125
2014-11-26,48.347190856933594
2014-11-28,48.6963005065918
2014-12-01,48.14130401611328
2014-12-02,48.48146438598633
2014-12-03,47.854854583740234
2014-12-04,48.078643798828125
2014-12-05,48.24872589111328
2014-12-08,48.24872589111328
2014-12-09,48.33823776245117
2014-12-10,47.863807678222656
2014-12-11,47.42509460449219
2014-12-12,45.86142349243164
2014-12-15,45.16853713989258
2014-12-16,44.82209777832031
2014-12-17,45.037452697753906
2014-12-18,45.28089904785156
2014-12-19,46.49812698364258
2014-12-22,47.58427047729492
2014-12-23,48.1928825378418
2014-12-24,47.77153778076172
2014-12-26,47.453182220458984
2014-12-29,47.03183364868164
2014-12-30,47.15355682373047
2014-12-31,46.64794158935547
2015-01-02,46.24531936645508
2015-01-05,45.243446350097656
2015-01-06,44.31647872924805
2015-01-07,44.41947555541992
2015-01-08,45.73970031738281
2015-01-09,45.64606857299805
2015-01-12,45.78651809692383
2015-01-13,46.5823974609375
2015-01-14,44.93445587158203
2015-01-15,45.664794921875
2015-01-16,45.87078857421875
2015-01-20,44.31647872924805
2015-01-21,44.01685333251953
2015-01-22,44.5599250793457
2015-01-23,44.13857650756836
2015-01-26,44.325843811035156
2015-01-27,44.185394287109375
2015-01-28,42.69662857055664
2015-01-29,42.3127326965332
2015-01-30,41.57303237915039
2015-02-02,42.3127326965332
2015-02-03,43.95130920410156
2015-02-04,45.57115936279297
2015-02-05,47.70599365234375
2015-02-06,46.8071174621582
2015-02-09,46.32022476196289
2015-02-10,46.8071174621582
2015-02-11,46.11423110961914
2015-02-12,46.81647872924805
2015-02-13,46.64794158935547
2015-02-17,47.191009521484375
2015-02-18,47.29400634765625
2015-02-19,46.98501968383789
2015-02-20,47.078651428222656
2015-02-23,47.340824127197266
2015-02-24,47.69194793701172
2015-02-25,49.19475555419922
2015-02-26,48.87640380859375
2015-02-27,48.74531936645508
2015-03-02,49.68164825439453
2015-03-03,50.365169525146484
2015-03-04,49.72846221923828
2015-03-05,49.372657775878906
2015-03-06,48.867042541503906
2015-03-09,50.16853713989258
2015-03-10,49.372657775878906
2015-03-11,49.438201904296875
2015-03-12,52.284645080566406
2015-03-13,51.5823974609375
2015-03-16,51.52621841430664
2015-03-17,51.12359619140625
2015-03-18,50.80524444580078
2015-03-19,50.44943618774414
2015-03-20,50.46816635131836
2015-03-23,50.290260314941406
2015-03-24,51.086143493652344
2015-03-25,50.43071365356445
2015-03-26,50.05617904663086
2015-03-27,50.52434539794922
2015-03-30,50.33707809448242
2015-03-31,52.996253967285156
2015-04-01,51.947566986083984
2015-04-02,52.088016510009766
2015-04-06,52.0599250793457
2015-04-07,51.91947555541992
2015-04-08,51.96629333496094
2015-04-09,52.29400634765625
2015-04-10,52.48127365112305
2015-04-13,52.12546920776367
2015-04-14,52.04119873046875
2015-04-15,52.01310729980469
2015-04-16,52.0599250793457
2015-04-17,51.029964447021484
2015-04-20,50.4775276184082
2015-04-21,51.05805206298828
2015-04-22,50.23408126831055
2015-04-23,49.59737777709961
2015-04-24,49.94382095336914
2015-04-27,50.046817779541016
2015-04-28,50.08427047729492
2015-04-29,51.479400634765625
2015-04-30,50.80524444580078
2015-05-01,50.664794921875
2015-05-04,51.45130920410156
2015-05-05,51.076778411865234
2015-05-06,50.4775276184082
2015-05-07,50.02809143066406
2015-05-08,49.119850158691406
2015-05-11,48.970035552978516
2015-05-12,48.30524444580078
2015-05-13,48.67977523803711
2015-05-14,48.202247619628906
2015-05-15,48.464420318603516
2015-05-18,49.01685333251953
2015-05-19,49.438201904296875
2015-05-20,49.28839111328125
2015-05-21,49.2696647644043
2015-05-22,48.81085968017578
2015-05-26,50.243446350097656
2015-05-27,50.26217269897461
2015-05-28,49.962547302246094
2015-05-29,50.07490539550781
2015-06-01,49.83146286010742
2015-06-02,49.80337142944336
2015-06-03,48.838951110839844
2015-06-04,48.90449523925781
2015-06-05,49.382022857666016
2015-06-08,48.80149841308594
2015-06-09,48.93258285522461
2015-06-10,49.21348190307617
2015-06-11,49.3071174621582
2015-06-12,49.185394287109375
2015-06-15,48.520599365234375
2015-06-16,48.48314666748047
2015-06-17,48.661048889160156
2015-06-18,48.838951110839844
2015-06-19,48.726593017578125
2015-06-22,48.88576889038086
