Date,FRGE
2022-01-19,148.35000610351562
2022-01-20,148.5749969482422
2022-01-21,148.5
2022-01-24,148.35000610351562
2022-01-25,148.27499389648438
2022-01-26,148.35000610351562
2022-01-27,148.5
2022-01-28,148.35000610351562
2022-01-31,148.35000610351562
2022-02-01,148.64999389648438
2022-02-02,148.8000030517578
2022-02-03,148.8000030517578
2022-02-04,148.9499969482422
2022-02-07,148.9499969482422
2022-02-08,148.8000030517578
2022-02-09,148.64999389648438
2022-02-10,148.8000030517578
2022-02-11,148.8000030517578
2022-02-14,149.10000610351562
2022-02-15,149.39999389648438
2022-02-16,149.25
2022-02-17,149.25
2022-02-18,149.3249969482422
2022-02-22,149.25
2022-02-23,149.39999389648438
2022-02-24,149.3249969482422
2022-02-25,149.5500030517578
2022-02-28,149.26499938964844
2022-03-01,149.5500030517578
2022-03-02,149.39999389648438
2022-03-03,149.39999389648438
2022-03-04,149.39999389648438
2022-03-07,149.5500030517578
2022-03-08,149.6999969482422
2022-03-09,149.85000610351562
2022-03-10,143.25
2022-03-11,141.60000610351562
2022-03-14,143.5500030517578
2022-03-15,143.5500030517578
2022-03-16,147.0
2022-03-17,148.64999389648438
2022-03-18,148.35000610351562
2022-03-21,151.64999389648438
2022-03-22,242.25
2022-03-23,213.60000610351562
2022-03-24,186.75
2022-03-25,280.5
2022-03-28,311.25
2022-03-29,324.6000061035156
2022-03-30,564.5999755859375
2022-03-31,508.20001220703125
2022-04-01,445.20001220703125
2022-04-04,348.0
2022-04-05,393.0
2022-04-06,309.0
2022-04-07,294.6000061035156
2022-04-08,277.20001220703125
2022-04-11,296.70001220703125
2022-04-12,276.6000061035156
2022-04-13,252.0
2022-04-14,203.39999389648438
2022-04-18,190.5
2022-04-19,184.64999389648438
2022-04-20,184.9499969482422
2022-04-21,175.5
2022-04-22,210.60000610351562
2022-04-25,197.25
2022-04-26,276.8999938964844
2022-04-27,226.9499969482422
2022-04-28,244.64999389648438
2022-04-29,283.5
2022-05-02,409.20001220703125
2022-05-03,424.79998779296875
2022-05-04,520.0499877929688
2022-05-05,405.0
2022-05-06,488.70001220703125
2022-05-09,353.8500061035156
2022-05-10,376.95001220703125
2022-05-11,372.8999938964844
2022-05-12,420.75
2022-05-13,421.3500061035156
2022-05-16,262.3500061035156
2022-05-17,328.20001220703125
2022-05-18,320.70001220703125
2022-05-19,313.04998779296875
2022-05-20,265.6499938964844
2022-05-23,315.75
2022-05-24,273.1499938964844
2022-05-25,267.6000061035156
2022-05-26,270.75
2022-05-27,266.1000061035156
2022-05-31,293.54998779296875
2022-06-01,303.8999938964844
2022-06-02,277.20001220703125
2022-06-03,274.79998779296875
2022-06-06,203.85000610351562
2022-06-07,222.4499969482422
2022-06-08,215.85000610351562
2022-06-09,161.39999389648438
2022-06-10,157.35000610351562
2022-06-13,156.0
2022-06-14,159.89999389648438
2022-06-15,174.14999389648438
2022-06-16,177.60000610351562
2022-06-17,180.14999389648438
2022-06-21,179.85000610351562
2022-06-22,176.25
2022-06-23,165.75
2022-06-24,161.85000610351562
2022-06-27,166.8000030517578
2022-06-28,171.60000610351562
2022-06-29,159.0
2022-06-30,156.14999389648438
2022-07-01,155.10000610351562
2022-07-05,154.35000610351562
2022-07-06,131.39999389648438
2022-07-07,127.94999694824219
2022-07-08,119.25
2022-07-11,108.44999694824219
2022-07-12,106.3499984741211
2022-07-13,92.55000305175781
2022-07-14,89.0999984741211
2022-07-15,95.4000015258789
2022-07-18,88.94999694824219
2022-07-19,90.9000015258789
2022-07-20,91.19999694824219
2022-07-21,89.4000015258789
2022-07-22,87.75
2022-07-25,84.5999984741211
2022-07-26,81.1500015258789
2022-07-27,81.30000305175781
2022-07-28,80.69999694824219
2022-07-29,80.0999984741211
2022-08-01,75.5999984741211
2022-08-02,70.3499984741211
2022-08-03,68.25
2022-08-04,90.75
2022-08-05,76.94999694824219
2022-08-08,71.4000015258789
2022-08-09,67.94999694824219
2022-08-10,65.55000305175781
2022-08-11,65.8499984741211
2022-08-12,60.45000076293945
2022-08-15,59.54999923706055
2022-08-16,57.599998474121094
2022-08-17,59.849998474121094
2022-08-18,58.5
2022-08-19,54.599998474121094
2022-08-22,56.099998474121094
2022-08-23,50.54999923706055
2022-08-24,49.04999923706055
2022-08-25,49.95000076293945
2022-08-26,46.95000076293945
2022-08-29,51.75
2022-08-30,62.54999923706055
2022-08-31,57.29999923706055
2022-09-01,50.849998474121094
2022-09-02,56.400001525878906
2022-09-06,53.25
2022-09-07,58.349998474121094
2022-09-08,56.54999923706055
2022-09-09,65.69999694824219
2022-09-12,60.599998474121094
2022-09-13,56.849998474121094
2022-09-14,52.95000076293945
2022-09-15,56.70000076293945
2022-09-16,53.25
2022-09-19,43.04999923706055
2022-09-20,40.20000076293945
2022-09-21,34.650001525878906
2022-09-22,31.200000762939453
2022-09-23,28.5
2022-09-26,28.350000381469727
2022-09-27,26.850000381469727
2022-09-28,29.25
2022-09-29,26.399999618530273
2022-09-30,26.25
2022-10-03,25.5
2022-10-04,25.649999618530273
2022-10-05,23.100000381469727
2022-10-06,21.75
2022-10-07,21.149999618530273
2022-10-10,21.0
2022-10-11,20.100000381469727
2022-10-12,21.0
2022-10-13,22.649999618530273
2022-10-14,21.75
2022-10-17,26.399999618530273
2022-10-18,26.100000381469727
2022-10-19,24.450000762939453
2022-10-20,23.850000381469727
2022-10-21,23.850000381469727
2022-10-24,22.950000762939453
2022-10-25,24.600000381469727
2022-10-26,25.649999618530273
2022-10-27,24.299999237060547
2022-10-28,24.450000762939453
2022-10-31,23.25
2022-11-01,23.399999618530273
2022-11-02,22.5
2022-11-03,23.399999618530273
2022-11-04,23.850000381469727
2022-11-07,22.350000381469727
2022-11-08,21.899999618530273
2022-11-09,22.200000762939453
2022-11-10,23.399999618530273
2022-11-11,24.149999618530273
2022-11-14,23.850000381469727
2022-11-15,23.850000381469727
2022-11-16,23.700000762939453
2022-11-17,22.5
2022-11-18,22.799999237060547
2022-11-21,21.899999618530273
2022-11-22,21.149999618530273
2022-11-23,21.75
2022-11-25,22.350000381469727
2022-11-28,20.850000381469727
2022-11-29,20.25
2022-11-30,20.700000762939453
2022-12-01,20.549999237060547
2022-12-02,20.700000762939453
2022-12-05,23.25
2022-12-06,21.75
2022-12-07,20.549999237060547
2022-12-08,19.950000762939453
2022-12-09,19.950000762939453
2022-12-12,20.399999618530273
2022-12-13,22.350000381469727
2022-12-14,22.5
2022-12-15,23.399999618530273
2022-12-16,23.100000381469727
2022-12-19,22.649999618530273
2022-12-20,22.649999618530273
2022-12-21,22.5
2022-12-22,22.200000762939453
2022-12-23,22.799999237060547
2022-12-27,23.25
2022-12-28,22.799999237060547
2022-12-29,23.25
2022-12-30,25.950000762939453
2023-01-03,25.649999618530273
2023-01-04,25.799999237060547
2023-01-05,26.25
2023-01-06,26.850000381469727
2023-01-09,26.850000381469727
2023-01-10,28.799999237060547
2023-01-11,30.149999618530273
2023-01-12,30.0
2023-01-13,29.850000381469727
2023-01-17,29.399999618530273
2023-01-18,31.049999237060547
2023-01-19,27.299999237060547
2023-01-20,29.100000381469727
2023-01-23,30.0
2023-01-24,29.25
2023-01-25,28.350000381469727
2023-01-26,27.149999618530273
2023-01-27,30.0
2023-01-30,29.100000381469727
2023-01-31,31.649999618530273
2023-02-01,32.25
2023-02-02,30.450000762939453
2023-02-03,30.600000381469727
2023-02-06,31.5
2023-02-07,30.149999618530273
2023-02-08,28.950000762939453
2023-02-09,27.75
2023-02-10,26.850000381469727
2023-02-13,27.0
2023-02-14,27.149999618530273
2023-02-15,26.700000762939453
2023-02-16,27.75
2023-02-17,26.399999618530273
2023-02-21,25.049999237060547
2023-02-22,25.350000381469727
2023-02-23,26.399999618530273
2023-02-24,26.100000381469727
2023-02-27,25.799999237060547
2023-02-28,27.0
2023-03-01,26.850000381469727
2023-03-02,25.5
2023-03-03,26.399999618530273
2023-03-06,26.25
2023-03-07,26.850000381469727
2023-03-08,27.600000381469727
2023-03-09,27.0
2023-03-10,24.899999618530273
2023-03-13,24.149999618530273
2023-03-14,25.5
2023-03-15,24.75
2023-03-16,25.350000381469727
2023-03-17,24.450000762939453
2023-03-20,24.75
2023-03-21,26.25
2023-03-22,25.200000762939453
2023-03-23,24.450000762939453
2023-03-24,24.450000762939453
2023-03-27,24.149999618530273
2023-03-28,23.850000381469727
2023-03-29,23.549999237060547
2023-03-30,23.850000381469727
2023-03-31,26.25
2023-04-03,23.700000762939453
2023-04-04,25.5
2023-04-05,24.0
2023-04-06,23.850000381469727
2023-04-10,25.5
2023-04-11,24.450000762939453
2023-04-12,24.75
2023-04-13,25.799999237060547
2023-04-14,25.200000762939453
2023-04-17,24.899999618530273
2023-04-18,23.700000762939453
2023-04-19,22.5
2023-04-20,22.049999237060547
2023-04-21,22.200000762939453
2023-04-24,21.899999618530273
2023-04-25,20.549999237060547
2023-04-26,19.950000762939453
2023-04-27,20.850000381469727
2023-04-28,20.100000381469727
2023-05-01,18.75
2023-05-02,19.200000762939453
2023-05-03,21.299999237060547
2023-05-04,19.5
2023-05-05,20.850000381469727
2023-05-08,22.350000381469727
2023-05-09,22.5
2023-05-10,24.0
2023-05-11,21.899999618530273
2023-05-12,19.799999237060547
2023-05-15,19.200000762939453
2023-05-16,19.049999237060547
2023-05-17,19.950000762939453
2023-05-18,19.5
2023-05-19,17.100000381469727
2023-05-22,18.899999618530273
2023-05-23,19.049999237060547
2023-05-24,19.049999237060547
2023-05-25,19.350000381469727
2023-05-26,20.100000381469727
2023-05-30,21.0
2023-05-31,21.600000381469727
2023-06-01,23.549999237060547
2023-06-02,26.399999618530273
2023-06-05,27.450000762939453
2023-06-06,27.0
2023-06-07,28.200000762939453
2023-06-08,27.899999618530273
2023-06-09,30.450000762939453
2023-06-12,29.399999618530273
2023-06-13,27.299999237060547
2023-06-14,26.700000762939453
2023-06-15,28.950000762939453
2023-06-16,27.450000762939453
2023-06-20,31.200000762939453
2023-06-21,32.25
2023-06-22,31.799999237060547
2023-06-23,33.900001525878906
2023-06-26,31.350000381469727
2023-06-27,33.150001525878906
2023-06-28,36.599998474121094
2023-06-29,36.29999923706055
2023-06-30,36.45000076293945
2023-07-03,36.45000076293945
2023-07-05,36.75
2023-07-06,37.5
2023-07-07,40.20000076293945
2023-07-10,45.599998474121094
2023-07-11,42.75
2023-07-12,35.25
2023-07-13,35.849998474121094
2023-07-14,35.400001525878906
2023-07-17,38.099998474121094
2023-07-18,39.29999923706055
2023-07-19,39.599998474121094
2023-07-20,40.650001525878906
2023-07-21,41.400001525878906
2023-07-24,41.849998474121094
2023-07-25,40.95000076293945
2023-07-26,44.25
2023-07-27,41.70000076293945
2023-07-28,42.29999923706055
2023-07-31,43.650001525878906
2023-08-01,43.349998474121094
2023-08-02,41.400001525878906
2023-08-03,42.0
2023-08-04,43.349998474121094
2023-08-07,41.099998474121094
2023-08-08,42.75
2023-08-09,43.95000076293945
2023-08-10,43.20000076293945
2023-08-11,42.75
2023-08-14,39.150001525878906
2023-08-15,39.0
2023-08-16,37.20000076293945
2023-08-17,34.5
2023-08-18,32.70000076293945
2023-08-21,33.150001525878906
2023-08-22,32.70000076293945
2023-08-23,33.599998474121094
2023-08-24,33.0
2023-08-25,34.20000076293945
2023-08-28,34.79999923706055
2023-08-29,36.900001525878906
2023-08-30,36.599998474121094
2023-08-31,36.75
2023-09-01,35.25
2023-09-05,34.20000076293945
2023-09-06,34.79999923706055
2023-09-07,33.29999923706055
2023-09-08,32.400001525878906
2023-09-11,33.75
2023-09-12,32.25
2023-09-13,30.75
2023-09-14,31.5
2023-09-15,31.350000381469727
2023-09-18,29.850000381469727
2023-09-19,32.25
2023-09-20,31.649999618530273
2023-09-21,30.149999618530273
2023-09-22,29.549999237060547
2023-09-25,29.25
2023-09-26,28.799999237060547
2023-09-27,29.25
2023-09-28,29.549999237060547
2023-09-29,30.450000762939453
2023-10-02,28.350000381469727
2023-10-03,27.149999618530273
2023-10-04,28.950000762939453
2023-10-05,30.149999618530273
2023-10-06,32.25
2023-10-09,31.950000762939453
2023-10-10,33.29999923706055
2023-10-11,34.650001525878906
2023-10-12,35.400001525878906
2023-10-13,38.099998474121094
2023-10-16,38.849998474121094
2023-10-17,39.45000076293945
2023-10-18,35.70000076293945
2023-10-19,36.900001525878906
2023-10-20,34.95000076293945
2023-10-23,36.29999923706055
2023-10-24,35.70000076293945
2023-10-25,35.25
2023-10-26,37.79999923706055
2023-10-27,34.04999923706055
2023-10-30,37.04999923706055
2023-10-31,38.099998474121094
2023-11-01,37.5
2023-11-02,39.29999923706055
2023-11-03,36.75
2023-11-06,33.75
2023-11-07,34.650001525878906
2023-11-08,34.5
2023-11-09,34.5
2023-11-10,33.75
2023-11-13,34.349998474121094
2023-11-14,38.849998474121094
2023-11-15,42.29999923706055
2023-11-16,42.599998474121094
2023-11-17,43.95000076293945
2023-11-20,44.54999923706055
2023-11-21,46.20000076293945
2023-11-22,47.849998474121094
2023-11-24,50.400001525878906
2023-11-27,49.79999923706055
2023-11-28,49.20000076293945
2023-11-29,49.20000076293945
2023-11-30,49.5
2023-12-01,49.79999923706055
2023-12-04,46.20000076293945
2023-12-05,47.54999923706055
2023-12-06,47.54999923706055
2023-12-07,49.349998474121094
2023-12-08,48.45000076293945
2023-12-11,48.45000076293945
2023-12-12,47.54999923706055
2023-12-13,48.75
2023-12-14,52.5
2023-12-15,52.349998474121094
2023-12-18,50.849998474121094
2023-12-19,50.849998474121094
2023-12-20,54.75
2023-12-21,59.54999923706055
2023-12-22,58.04999923706055
2023-12-26,58.79999923706055
2023-12-27,59.400001525878906
2023-12-28,57.900001525878906
2023-12-29,51.45000076293945
2024-01-02,51.150001525878906
2024-01-03,46.650001525878906
2024-01-04,45.75
2024-01-05,41.400001525878906
2024-01-08,42.29999923706055
2024-01-09,39.75
2024-01-10,39.599998474121094
2024-01-11,38.099998474121094
2024-01-12,36.0
2024-01-16,34.79999923706055
2024-01-17,33.900001525878906
2024-01-18,28.649999618530273
2024-01-19,27.75
2024-01-22,28.649999618530273
2024-01-23,28.799999237060547
2024-01-24,28.049999237060547
2024-01-25,28.5
2024-01-26,28.049999237060547
2024-01-29,30.299999237060547
2024-01-30,30.0
2024-01-31,28.799999237060547
2024-02-01,28.799999237060547
2024-02-02,28.799999237060547
2024-02-05,26.850000381469727
2024-02-06,26.25
2024-02-07,24.600000381469727
2024-02-08,24.899999618530273
2024-02-09,26.549999237060547
2024-02-12,27.75
2024-02-13,26.100000381469727
2024-02-14,29.25
2024-02-15,30.899999618530273
2024-02-16,30.75
2024-02-20,29.549999237060547
2024-02-21,28.200000762939453
2024-02-22,28.049999237060547
2024-02-23,27.899999618530273
2024-02-26,28.649999618530273
2024-02-27,29.399999618530273
2024-02-28,28.649999618530273
2024-02-29,31.200000762939453
2024-03-01,29.25
2024-03-04,30.0
2024-03-05,27.600000381469727
2024-03-06,27.0
2024-03-07,27.600000381469727
2024-03-08,27.75
2024-03-11,28.350000381469727
2024-03-12,28.799999237060547
2024-03-13,29.100000381469727
2024-03-14,27.149999618530273
2024-03-15,28.200000762939453
2024-03-18,28.350000381469727
2024-03-19,28.799999237060547
2024-03-20,30.75
2024-03-21,30.899999618530273
2024-03-22,34.95000076293945
2024-03-25,40.349998474121094
2024-03-26,39.75
2024-03-27,31.200000762939453
2024-03-28,28.950000762939453
2024-04-01,27.299999237060547
2024-04-02,25.200000762939453
2024-04-03,27.600000381469727
2024-04-04,29.850000381469727
2024-04-05,35.400001525878906
2024-04-08,32.400001525878906
2024-04-09,35.25
2024-04-10,33.150001525878906
2024-04-11,33.75
2024-04-12,30.299999237060547
2024-04-15,28.799999237060547
2024-04-16,26.850000381469727
2024-04-17,27.299999237060547
2024-04-18,28.049999237060547
2024-04-19,27.899999618530273
2024-04-22,28.799999237060547
2024-04-23,29.549999237060547
2024-04-24,29.399999618530273
2024-04-25,28.649999618530273
2024-04-26,28.799999237060547
2024-04-29,28.5
2024-04-30,27.450000762939453
2024-05-01,28.649999618530273
2024-05-02,29.100000381469727
2024-05-03,29.25
2024-05-06,29.850000381469727
2024-05-07,29.100000381469727
2024-05-08,26.850000381469727
2024-05-09,26.25
2024-05-10,26.25
2024-05-13,27.0
2024-05-14,28.200000762939453
2024-05-15,27.450000762939453
2024-05-16,27.0
2024-05-17,26.850000381469727
2024-05-20,28.5
2024-05-21,27.899999618530273
2024-05-22,26.850000381469727
2024-05-23,25.799999237060547
2024-05-24,25.649999618530273
2024-05-28,24.75
2024-05-29,24.0
2024-05-30,24.0
2024-05-31,23.700000762939453
2024-06-03,23.100000381469727
2024-06-04,22.950000762939453
2024-06-05,23.549999237060547
2024-06-06,23.850000381469727
2024-06-07,23.700000762939453
2024-06-10,25.649999618530273
2024-06-11,25.049999237060547
2024-06-12,24.75
2024-06-13,23.700000762939453
2024-06-14,22.950000762939453
2024-06-17,22.950000762939453
2024-06-18,22.200000762939453
2024-06-20,21.75
2024-06-21,20.25
2024-06-24,21.0
2024-06-25,20.549999237060547
2024-06-26,19.950000762939453
2024-06-27,21.299999237060547
2024-06-28,21.899999618530273
2024-07-01,21.600000381469727
2024-07-02,21.899999618530273
2024-07-03,21.75
2024-07-05,21.450000762939453
2024-07-08,21.149999618530273
2024-07-09,21.0
2024-07-10,21.0
2024-07-11,21.450000762939453
2024-07-12,21.299999237060547
2024-07-15,21.600000381469727
2024-07-16,24.0
2024-07-17,23.700000762939453
2024-07-18,22.5
2024-07-19,22.5
2024-07-22,21.600000381469727
2024-07-23,22.799999237060547
2024-07-24,21.899999618530273
2024-07-25,22.950000762939453
2024-07-26,23.700000762939453
2024-07-29,22.200000762939453
2024-07-30,21.75
2024-07-31,21.75
2024-08-01,20.549999237060547
2024-08-02,20.25
2024-08-05,18.299999237060547
2024-08-06,18.299999237060547
2024-08-07,19.649999618530273
2024-08-08,20.399999618530273
2024-08-09,19.350000381469727
2024-08-12,18.299999237060547
2024-08-13,20.100000381469727
2024-08-14,18.75
2024-08-15,19.799999237060547
2024-08-16,19.649999618530273
2024-08-19,20.700000762939453
2024-08-20,19.950000762939453
2024-08-21,20.700000762939453
2024-08-22,21.149999618530273
2024-08-23,22.350000381469727
2024-08-26,22.950000762939453
2024-08-27,23.25
2024-08-28,22.649999618530273
2024-08-29,22.950000762939453
2024-08-30,21.0
2024-09-03,20.25
2024-09-04,20.100000381469727
2024-09-05,19.200000762939453
2024-09-06,18.75
2024-09-09,19.5
2024-09-10,19.950000762939453
2024-09-11,19.950000762939453
2024-09-12,20.100000381469727
2024-09-13,21.299999237060547
2024-09-16,20.399999618530273
2024-09-17,20.100000381469727
2024-09-18,19.649999618530273
2024-09-19,20.549999237060547
2024-09-20,19.200000762939453
2024-09-23,19.5
2024-09-24,19.649999618530273
2024-09-25,19.649999618530273
2024-09-26,19.950000762939453
2024-09-27,20.100000381469727
2024-09-30,19.649999618530273
2024-10-01,18.75
2024-10-02,17.700000762939453
2024-10-03,17.700000762939453
2024-10-04,17.850000381469727
2024-10-07,18.600000381469727
2024-10-08,18.75
2024-10-09,19.049999237060547
2024-10-10,17.700000762939453
2024-10-11,19.200000762939453
2024-10-14,19.950000762939453
2024-10-15,20.100000381469727
2024-10-16,20.100000381469727
2024-10-17,19.950000762939453
2024-10-18,20.549999237060547
2024-10-21,19.799999237060547
2024-10-22,19.200000762939453
2024-10-23,18.600000381469727
2024-10-24,18.0
2024-10-25,17.850000381469727
2024-10-28,18.899999618530273
2024-10-29,18.149999618530273
2024-10-30,18.0
2024-10-31,17.399999618530273
2024-11-01,16.950000762939453
2024-11-04,17.25
2024-11-05,17.850000381469727
2024-11-06,19.649999618530273
2024-11-07,16.950000762939453
2024-11-08,15.149999618530273
2024-11-11,15.899999618530273
2024-11-12,15.0
2024-11-13,14.5649995803833
2024-11-14,13.515000343322754
2024-11-15,12.555000305175781
2024-11-18,12.404999732971191
2024-11-19,14.25
2024-11-20,14.369999885559082
2024-11-21,14.505000114440918
2024-11-22,16.649999618530273
2024-11-25,16.200000762939453
2024-11-26,16.049999237060547
2024-11-27,16.049999237060547
2024-11-29,16.350000381469727
2024-12-02,15.0
2024-12-03,15.0
2024-12-04,14.925000190734863
2024-12-05,14.475000381469727
2024-12-06,15.899999618530273
2024-12-09,17.850000381469727
2024-12-10,16.049999237060547
2024-12-11,16.5
2024-12-12,15.899999618530273
2024-12-13,15.899999618530273
2024-12-16,15.449999809265137
2024-12-17,14.369999885559082
2024-12-18,13.5
2024-12-19,13.8149995803833
2024-12-20,14.25
2024-12-23,13.649999618530273
2024-12-24,13.199999809265137
2024-12-26,13.920000076293945
2024-12-27,13.40999984741211
2024-12-30,13.5
2024-12-31,13.96500015258789
2025-01-02,14.175000190734863
2025-01-03,14.265000343322754
2025-01-06,13.050000190734863
2025-01-07,12.449999809265137
2025-01-08,11.369999885559082
2025-01-10,11.039999961853027
2025-01-13,10.755000114440918
2025-01-14,11.835000038146973
2025-01-15,12.149999618530273
2025-01-16,11.954999923706055
2025-01-17,11.625
