Date,COLM
2010-01-04,15.562678337097168
2010-01-05,15.550785064697266
2010-01-06,16.058307647705078
2010-01-07,16.32396125793457
2010-01-08,16.216909408569336
2010-01-11,16.20897674560547
2010-01-12,16.165363311767578
2010-01-13,16.32792854309082
2010-01-14,16.363618850708008
2010-01-15,17.029727935791016
2010-01-19,16.93854522705078
2010-01-20,16.585649490356445
2010-01-21,16.347745895385742
2010-01-22,16.20897674560547
2010-01-25,15.986944198608398
2010-01-26,16.018653869628906
2010-01-27,16.60547637939453
2010-01-28,16.046409606933594
2010-01-29,16.4072322845459
2010-02-01,17.33107566833496
2010-02-02,17.295387268066406
2010-02-03,17.42226791381836
2010-02-04,16.994047164916992
2010-02-05,17.04163360595703
2010-02-08,16.994047164916992
2010-02-09,17.152633666992188
2010-02-10,17.09317970275879
2010-02-11,17.430198669433594
2010-02-12,17.517425537109375
2010-02-16,17.620941162109375
2010-02-17,17.800092697143555
2010-02-18,17.99517250061035
2010-02-19,18.126554489135742
2010-02-22,18.28580665588379
2010-02-23,18.098690032958984
2010-02-24,18.142488479614258
2010-02-25,18.31367301940918
2010-02-26,18.249971389770508
2010-03-01,18.4331111907959
2010-03-02,18.49681854248047
2010-03-03,18.37737274169922
2010-03-04,18.405242919921875
2010-03-05,18.69986343383789
2010-03-08,18.75956916809082
2010-03-09,18.926786422729492
2010-03-10,19.066129684448242
2010-03-11,19.35675621032715
2010-03-12,19.380645751953125
2010-03-15,19.9818115234375
2010-03-16,20.638721466064453
2010-03-17,20.83778190612793
2010-03-18,20.793983459472656
2010-03-19,20.738248825073242
2010-03-22,21.072673797607422
2010-03-23,21.235897064208984
2010-03-24,21.008970260620117
2010-03-25,21.004995346069336
2010-03-26,21.267751693725586
2010-03-29,21.37126922607422
2010-03-30,21.11248779296875
2010-03-31,20.913415908813477
2010-04-01,21.383203506469727
2010-04-05,21.64597511291504
2010-04-06,21.801237106323242
2010-04-07,21.79327964782715
2010-04-08,21.383203506469727
2010-04-09,22.521839141845703
2010-04-12,22.486007690429688
2010-04-13,22.454158782958984
2010-04-14,22.525821685791016
2010-04-15,22.545730590820312
2010-04-16,22.904033660888672
2010-04-19,23.01949691772461
2010-04-20,23.04736328125
2010-04-21,23.063295364379883
2010-04-22,23.564924240112305
2010-04-23,23.923233032226562
2010-04-26,23.760007858276367
2010-04-27,22.844324111938477
2010-04-28,22.744783401489258
2010-04-29,22.85228157043457
2010-04-30,22.119741439819336
2010-05-03,22.458141326904297
2010-05-04,22.306854248046875
2010-05-05,21.661897659301758
2010-05-06,21.132394790649414
2010-05-07,20.606870651245117
2010-05-10,21.446908950805664
2010-05-11,21.914268493652344
2010-05-12,21.826396942138672
2010-05-13,21.51880645751953
2010-05-14,20.84772491455078
2010-05-17,20.851713180541992
2010-05-18,20.33641815185547
2010-05-19,19.96491241455078
2010-05-20,19.58942985534668
2010-05-21,19.992881774902344
2010-05-24,19.97291374206543
2010-05-25,19.72523307800293
2010-05-26,19.94894027709961
2010-05-27,20.719892501831055
2010-05-28,20.44426727294922
2010-06-01,20.116718292236328
2010-06-02,20.5081787109375
2010-06-03,20.81975555419922
2010-06-04,19.857070922851562
2010-06-07,19.385698318481445
2010-06-08,19.373720169067383
2010-06-09,19.54947853088379
2010-06-10,20.284481048583984
2010-06-11,20.476232528686523
2010-06-14,20.604047775268555
2010-06-15,21.13532829284668
2010-06-16,20.86369514465332
2010-06-17,20.783803939819336
2010-06-18,20.755842208862305
2010-06-21,20.424293518066406
2010-06-22,19.757205963134766
2010-06-23,20.02882957458496
2010-06-24,19.421646118164062
2010-06-25,19.513525009155273
2010-06-28,19.505544662475586
2010-06-29,18.73858070373535
2010-06-30,18.642709732055664
2010-07-01,18.403038024902344
2010-07-02,18.339128494262695
2010-07-06,17.747928619384766
2010-07-07,18.247251510620117
2010-07-08,18.47494125366211
2010-07-09,18.630725860595703
2010-07-12,18.307165145874023
2010-07-13,19.022192001342773
2010-07-14,18.766544342041016
2010-07-15,18.634723663330078
2010-07-16,17.975616455078125
2010-07-19,17.751922607421875
2010-07-20,18.379064559936523
2010-07-21,18.478931427001953
2010-07-22,19.261873245239258
2010-07-23,19.713258743286133
2010-07-26,19.853073120117188
2010-07-27,19.473587036132812
2010-07-28,19.213939666748047
2010-07-29,19.237903594970703
2010-07-30,19.577444076538086
2010-08-02,19.932958602905273
2010-08-03,19.63336753845215
2010-08-04,20.272499084472656
2010-08-05,20.1326961517334
2010-08-06,20.172639846801758
2010-08-09,20.232563018798828
2010-08-10,20.364843368530273
2010-08-11,19.875770568847656
2010-08-12,19.679338455200195
2010-08-13,19.18223762512207
2010-08-16,19.33057403564453
2010-08-17,19.539030075073242
2010-08-18,19.76352310180664
2010-08-19,19.494932174682617
2010-08-20,19.543033599853516
2010-08-23,19.28647804260254
2010-08-24,18.91364860534668
2010-08-25,19.33057403564453
2010-08-26,18.88558006286621
2010-08-27,19.334577560424805
2010-08-30,18.85753059387207
2010-08-31,18.68514633178711
2010-09-01,19.61520004272461
2010-09-02,20.737655639648438
