Date,OWL
2020-12-14,8.709020614624023
2020-12-15,8.72609806060791
2020-12-16,8.72609806060791
2020-12-17,8.72609806060791
2020-12-18,9.22985553741455
2020-12-21,8.734634399414062
2020-12-22,8.709020614624023
2020-12-23,9.39207935333252
2020-12-24,9.89583969116211
2020-12-28,10.066603660583496
2020-12-29,9.759225845336914
2020-12-30,9.656769752502441
2020-12-31,9.716535568237305
2021-01-04,9.306697845458984
2021-01-05,9.357927322387695
2021-01-06,9.135933876037598
2021-01-07,9.127394676208496
2021-01-08,9.161548614501953
2021-01-11,9.22985553741455
2021-01-12,9.33231258392334
2021-01-13,9.451849937438965
2021-01-14,9.443310737609863
2021-01-15,9.306697845458984
2021-01-19,9.323775291442871
2021-01-20,9.39207935333252
2021-01-21,9.27254581451416
2021-01-22,9.37500286102295
2021-01-25,9.118857383728027
2021-01-26,8.854169845581055
2021-01-27,8.768789291381836
2021-01-28,9.050551414489746
2021-01-29,8.922476768493652
2021-02-01,8.922476768493652
2021-02-02,9.02493667602539
2021-02-03,9.170084953308105
2021-02-04,8.913938522338867
2021-02-05,8.896862030029297
2021-02-08,8.973706245422363
2021-02-09,8.939555168151855
2021-02-10,8.896862030029297
2021-02-11,8.871248245239258
2021-02-12,8.956629753112793
2021-02-16,9.084704399108887
2021-02-17,8.922476768493652
2021-02-18,8.802942276000977
2021-02-19,8.794403076171875
2021-02-22,8.820018768310547
2021-02-23,8.768789291381836
2021-02-24,8.8370943069458
2021-02-25,8.75171184539795
2021-02-26,8.709020614624023
2021-03-01,8.615099906921387
2021-03-02,8.606560707092285
2021-03-03,8.615099906921387
2021-03-04,8.529716491699219
2021-03-05,8.589486122131348
2021-03-08,8.495562553405762
2021-03-09,8.512643814086914
2021-03-10,8.478487014770508
2021-03-11,8.521178245544434
2021-03-12,8.487027168273926
2021-03-15,8.50410270690918
2021-03-16,8.487027168273926
2021-03-17,8.495562553405762
2021-03-18,8.469949722290039
2021-03-19,8.512643814086914
2021-03-22,8.478487014770508
2021-03-23,8.452872276306152
2021-03-24,8.316261291503906
2021-03-25,8.521178245544434
2021-03-26,8.529716491699219
2021-03-29,8.461411476135254
2021-03-30,8.418719291687012
2021-03-31,8.435796737670898
2021-04-01,8.452872276306152
2021-04-05,8.50410270690918
2021-04-06,8.521178245544434
2021-04-07,8.529716491699219
2021-04-08,8.529716491699219
2021-04-09,8.529716491699219
2021-04-12,8.487027168273926
2021-04-13,8.50410270690918
2021-04-14,8.529716491699219
2021-04-15,8.469949722290039
2021-04-16,8.478487014770508
2021-04-19,8.444334983825684
2021-04-20,8.495562553405762
2021-04-21,8.427258491516113
2021-04-22,8.50410270690918
2021-04-23,8.452872276306152
2021-04-26,8.469949722290039
2021-04-27,8.444334983825684
2021-04-28,8.469949722290039
2021-04-29,8.50410270690918
2021-04-30,8.529716491699219
2021-05-03,8.546794891357422
2021-05-04,8.538256645202637
2021-05-05,8.521178245544434
2021-05-06,8.521178245544434
2021-05-07,8.521178245544434
2021-05-10,8.521178245544434
2021-05-11,8.512643814086914
2021-05-12,8.512643814086914
2021-05-13,8.469949722290039
2021-05-14,8.350415229797363
2021-05-17,8.418719291687012
2021-05-18,8.324798583984375
2021-05-19,8.546794891357422
2021-05-20,8.888323783874512
2021-05-21,9.904377937316895
2021-05-24,10.331291198730469
2021-05-25,10.66428279876709
2021-05-26,10.502056121826172
2021-05-27,10.032450675964355
2021-05-28,10.032450675964355
2021-06-01,10.194676399230957
2021-06-02,10.04098892211914
2021-06-03,10.809432029724121
2021-06-04,11.842561721801758
2021-06-07,13.91735553741455
2021-06-08,13.71243953704834
2021-06-09,13.405060768127441
2021-06-10,13.874666213989258
2021-06-11,12.218246459960938
2021-06-14,11.244881629943848
2021-06-15,11.185114860534668
2021-06-16,10.66428279876709
2021-06-17,10.262984275817871
2021-06-18,10.382518768310547
2021-06-21,10.288599967956543
2021-06-22,10.536209106445312
2021-06-23,10.638665199279785
2021-06-24,10.90335464477539
2021-06-25,11.116808891296387
2021-06-28,10.886276245117188
2021-06-29,11.441264152526855
2021-06-30,10.997273445129395
2021-07-01,10.87773609161377
2021-07-02,10.809432029724121
2021-07-06,11.13388442993164
2021-07-07,11.398571014404297
2021-07-08,10.911890983581543
2021-07-09,10.826509475708008
2021-07-12,11.296111106872559
2021-07-13,11.02288818359375
2021-07-14,11.210731506347656
2021-07-15,10.920431137084961
2021-07-16,10.928964614868164
2021-07-19,11.014350891113281
2021-07-20,11.32172679901123
2021-07-21,11.637641906738281
2021-07-22,11.705950736999512
2021-07-23,11.885251998901367
2021-07-26,11.927943229675293
2021-07-27,11.637641906738281
2021-07-28,11.509568214416504
2021-07-29,11.808406829833984
2021-07-30,12.167015075683594
2021-08-02,10.64720630645752
2021-08-03,11.0997314453125
2021-08-04,10.621590614318848
2021-08-05,10.58743667602539
2021-08-06,10.58743667602539
2021-08-09,10.613052368164062
2021-08-10,10.467900276184082
2021-08-11,10.561820983886719
2021-08-12,10.886276245117188
2021-08-13,11.02288818359375
2021-08-16,11.0997314453125
2021-08-17,11.02288818359375
2021-08-18,10.920431137084961
2021-08-19,10.928964614868164
2021-08-20,10.655743598937988
2021-08-23,10.921279907226562
2021-08-24,11.315302848815918
2021-08-25,11.29817008972168
2021-08-26,11.752155303955078
2021-08-27,11.70075798034668
2021-08-30,11.991994857788086
2021-08-31,11.794981002807617
2021-09-01,12.034821510314941
2021-09-02,12.043388366699219
2021-09-03,12.377450942993164
2021-09-07,12.677249908447266
2021-09-08,12.677249908447266
2021-09-09,13.24258804321289
2021-09-10,13.490994453430176
2021-09-13,13.713702201843262
2021-09-14,13.747964859008789
2021-09-15,14.07345962524414
2021-09-16,13.996371269226074
2021-09-17,13.696572303771973
2021-09-20,13.122668266296387
2021-09-21,13.131234169006348
2021-09-22,13.362506866455078
2021-09-23,13.405335426330566
2021-09-24,13.628044128417969
2021-09-27,13.825055122375488
2021-09-28,13.696572303771973
2021-09-29,13.413902282714844
2021-09-30,13.328246116638184
2021-10-01,13.353941917419434
2021-10-04,12.994182586669922
2021-10-05,13.114103317260742
2021-10-06,12.80573558807373
2021-10-07,13.002747535705566
2021-10-08,13.148364067077637
2021-10-11,13.054141998291016
2021-10-12,13.199756622314453
2021-10-13,13.602347373962402
2021-10-14,13.490994453430176
2021-10-15,13.610912322998047
2021-10-18,13.696572303771973
2021-10-19,14.338997840881348
2021-10-20,14.493182182312012
2021-10-21,14.775847434997559
2021-10-22,14.673060417175293
2021-10-25,14.733023643493652
2021-10-26,14.630231857299805
2021-10-27,14.578838348388672
2021-10-28,15.109911918640137
2021-10-29,14.767281532287598
2021-11-01,15.049951553344727
2021-11-02,15.298357963562012
2021-11-03,14.767281532287598
2021-11-04,14.630231857299805
2021-11-05,14.630231857299805
2021-11-08,14.758720397949219
2021-11-09,13.87645149230957
2021-11-10,13.773663520812988
2021-11-11,14.210511207580566
2021-11-12,13.705135345458984
2021-11-15,13.722267150878906
2021-11-16,13.705135345458984
2021-11-17,13.902148246765137
2021-11-18,13.867883682250977
2021-11-19,13.351068496704102
2021-11-22,13.376908302307129
2021-11-23,13.308001518249512
2021-11-24,13.428589820861816
2021-11-26,13.299386978149414
2021-11-29,13.376908302307129
2021-11-30,13.040977478027344
2021-12-01,12.713661193847656
2021-12-02,12.834254264831543
2021-12-03,12.989297866821289
2021-12-06,13.282157897949219
2021-12-07,13.704225540161133
2021-12-08,13.41136360168457
2021-12-09,13.187410354614258
2021-12-10,13.049592971801758
2021-12-13,12.748117446899414
2021-12-14,12.498323440551758
2021-12-15,12.541391372680664
2021-12-16,12.463869094848633
2021-12-17,12.593073844909668
2021-12-20,12.231301307678223
2021-12-21,12.653366088867188
2021-12-22,12.920389175415039
2021-12-23,12.860093116760254
2021-12-27,12.954843521118164
2021-12-28,12.90316104888916
2021-12-29,12.877320289611816
2021-12-30,12.90316104888916
2021-12-31,12.842865943908691
2022-01-03,12.730890274047852
2022-01-04,12.51555061340332
2022-01-05,12.059029579162598
2022-01-06,12.317438125610352
2022-01-07,12.067644119262695
2022-01-10,11.809237480163574
2022-01-11,11.903985977172852
2022-01-12,11.886757850646973
2022-01-13,11.723098754882812
2022-01-14,11.559441566467285
2022-01-18,11.094306945800781
2022-01-19,11.077080726623535
2022-01-20,10.965103149414062
2022-01-21,10.50858211517334
2022-01-24,10.577491760253906
2022-01-25,10.284628868103027
2022-01-26,10.344923973083496
2022-01-27,10.103742599487305
2022-01-28,10.362151145935059
2022-01-31,10.706695556640625
2022-02-01,11.2235107421875
2022-02-02,11.094306945800781
