Date,NAT
2014-03-06,4.316029071807861
2014-03-07,4.214331150054932
2014-03-10,4.161449909210205
2014-03-11,4.18585729598999
2014-03-12,4.120770454406738
2014-03-13,4.051616668701172
2014-03-14,4.071954727172852
2014-03-17,4.0963640213012695
2014-03-18,4.18585729598999
2014-03-19,4.120770454406738
2014-03-20,4.0963640213012695
2014-03-21,4.112635135650635
2014-03-24,4.047549724578857
2014-03-25,4.1777215003967285
2014-03-26,4.027209758758545
2014-03-27,4.019073486328125
2014-03-28,4.088227272033691
2014-03-31,4.002801418304443
2014-04-01,3.998734951019287
2014-04-02,4.051616668701172
2014-04-03,3.9783952236175537
2014-04-04,3.9905991554260254
2014-04-07,3.8482232093811035
2014-04-08,3.457704782485962
2014-04-09,3.5024514198303223
2014-04-10,3.457704782485962
2014-04-11,3.441434860229492
2014-04-14,3.4332973957061768
2014-04-15,3.4088897705078125
2014-04-16,3.506519317626953
2014-04-17,3.5268590450286865
2014-04-21,3.60821795463562
2014-04-22,3.591945171356201
2014-04-23,3.5309269428253174
2014-04-24,3.5268590450286865
2014-04-25,3.461773157119751
2014-04-28,3.4088897705078125
2014-04-29,3.4739773273468018
2014-04-30,3.510587692260742
2014-05-01,3.469909429550171
2014-05-02,3.4861795902252197
2014-05-05,3.4658401012420654
2014-05-06,3.4332973957061768
2014-05-07,3.429229497909546
2014-05-08,3.2705821990966797
2014-05-09,3.3397371768951416
2014-05-12,3.518723249435425
2014-05-13,3.7402124404907227
2014-05-14,3.564692497253418
2014-05-15,3.5354397296905518
2014-05-16,3.468575954437256
2014-05-19,3.5521554946899414
2014-05-20,3.47275447845459
2014-05-21,3.4769339561462402
2014-05-22,3.460216522216797
2014-05-23,3.4894697666168213
2014-05-27,3.5354397296905518
2014-05-28,3.518723726272583
2014-05-29,3.5145442485809326
2014-05-30,3.418426990509033
2014-06-02,3.481112241744995
2014-06-03,3.4309637546539307
2014-06-04,3.4978291988372803
2014-06-05,3.5521554946899414
2014-06-06,3.593945026397705
2014-06-09,3.5814080238342285
2014-06-10,3.598123788833618
2014-06-11,3.573050022125244
2014-06-12,3.656630754470825
2014-06-13,3.715137004852295
2014-06-16,3.706779718399048
2014-06-17,3.7694637775421143
2014-06-18,3.773641586303711
2014-06-19,3.7569267749786377
2014-06-20,3.940802812576294
2014-06-23,4.020205020904541
2014-06-24,3.8822968006134033
2014-06-25,4.028561115264893
2014-06-26,3.990950345993042
2014-06-27,3.995129346847534
2014-06-30,3.982593536376953
2014-07-01,3.919907331466675
2014-07-02,3.8614020347595215
2014-07-03,3.853043794631958
2014-07-07,3.7987160682678223
2014-07-08,3.7945377826690674
2014-07-09,3.593945026397705
2014-07-10,3.598123788833618
2014-07-11,3.6399154663085938
2014-07-14,3.7861788272857666
2014-07-15,3.7861788272857666
2014-07-16,3.8614020347595215
2014-07-17,3.7694637775421143
2014-07-18,3.88647723197937
2014-07-21,3.940802812576294
2014-07-22,3.9157278537750244
2014-07-23,3.84676456451416
2014-07-24,3.84676456451416
2014-07-25,3.786660671234131
2014-07-28,3.7437281608581543
2014-07-29,3.7780728340148926
2014-07-30,3.7609002590179443
2014-07-31,3.6965010166168213
2014-08-01,3.713675022125244
2014-08-04,3.7566072940826416
2014-08-05,3.7265541553497314
2014-08-06,3.77377986907959
2014-08-07,3.7265541553497314
2014-08-08,3.7437281608581543
2014-08-11,3.863938331604004
2014-08-12,3.7222611904144287
2014-08-13,3.7952463626861572
2014-08-14,3.8811113834381104
2014-08-15,3.855351209640503
2014-08-18,3.9283385276794434
2014-08-19,3.94980525970459
2014-08-20,3.954097032546997
2014-08-21,3.94980525970459
2014-08-22,3.902578830718994
2014-08-25,3.9111645221710205
2014-08-26,3.9283385276794434
2014-08-27,3.9197514057159424
2014-08-28,3.8682315349578857
2014-08-29,3.8896992206573486
2014-09-02,3.8424737453460693
2014-09-03,3.7609002590179443
2014-09-04,3.705087661743164
2014-09-05,3.7651937007904053
2014-09-08,3.825300455093384
2014-09-09,3.78236722946167
2014-09-10,3.8338863849639893
2014-09-11,3.7909533977508545
2014-09-12,3.7093820571899414
2014-09-15,3.7093820571899414
2014-09-16,3.730846643447876
2014-09-17,3.7480223178863525
2014-09-18,3.692209005355835
2014-09-19,3.6192233562469482
2014-09-22,3.5462379455566406
2014-09-23,3.5419442653656006
2014-09-24,3.5075974464416504
2014-09-25,3.4389069080352783
2014-09-26,3.494717836380005
2014-09-29,3.4732511043548584
2014-09-30,3.413146495819092
2014-10-01,3.3830933570861816
2014-10-02,3.43031907081604
2014-10-03,3.3873863220214844
2014-10-06,3.395972728729248
2014-10-07,3.378800868988037
2014-10-08,3.310108184814453
2014-10-09,3.164137601852417
2014-10-10,3.121204376220703
2014-10-13,3.086857318878174
2014-10-14,3.129791259765625
2014-10-15,3.24141526222229
2014-10-16,3.451785087585449
2014-10-17,3.413146495819092
2014-10-20,3.4175167083740234
2014-10-21,3.483070135116577
2014-10-22,3.3912954330444336
2014-10-23,3.4087765216827393
2014-10-24,3.4087765216827393
2014-10-27,3.4000356197357178
2014-10-28,3.6360273361206055
2014-10-29,3.7715044021606445
2014-10-30,3.6972110271453857
2014-10-31,3.6928417682647705
2014-11-03,3.670989513397217
2014-11-04,3.587955951690674
2014-11-05,3.5966954231262207
2014-11-06,3.662247896194458
2014-11-07,3.688471794128418
2014-11-10,3.7933554649353027
2014-11-11,3.640397787094116
2014-11-12,3.6753594875335693
2014-11-13,3.5748441219329834
2014-11-14,3.657878875732422
2014-11-17,3.6928417682647705
2014-11-18,3.7234325408935547
2014-11-19,3.732172727584839
2014-11-20,3.9026107788085938
2014-11-21,3.981275796890259
2014-11-24,4.011866569519043
2014-11-25,3.8501689434051514
2014-11-26,3.858910322189331
2014-11-28,3.915722131729126
2014-12-01,3.920093059539795
2014-12-02,3.985645055770874
2014-12-03,4.059939861297607
2014-12-04,4.020607948303223
2014-12-05,4.016237735748291
2014-12-08,3.754024028778076
2014-12-09,3.9375741481781006
2014-12-10,3.920093059539795
2014-12-11,3.8851304054260254
2014-12-12,4.046828746795654
2014-12-15,4.1298627853393555
2014-12-16,4.160455703735352
2014-12-17,4.247859477996826
2014-12-18,4.365854263305664
2014-12-19,4.339632511138916
2014-12-22,4.335262298583984
2014-12-23,4.466372013092041
2014-12-24,4.483850955963135
2014-12-26,4.440149784088135
2014-12-29,4.374597072601318
2014-12-30,4.378965854644775
2014-12-31,4.400817394256592
2015-01-02,4.462000370025635
2015-01-05,4.4707417488098145
2015-01-06,4.671772003173828
2015-01-07,4.890283107757568
2015-01-08,5.191829204559326
2015-01-09,5.073831081390381
2015-01-12,5.095682621002197
2015-01-13,5.169977188110352
2015-01-14,5.086941719055176
2015-01-15,4.986428260803223
2015-01-16,5.047610282897949
2015-01-20,4.896137714385986
2015-01-21,4.70011568069458
2015-01-22,4.802579879760742
2015-01-23,4.802579879760742
2015-01-26,4.80703592300415
2015-01-27,4.802579879760742
2015-01-28,4.64665412902832
2015-01-29,4.5931925773620605
2015-01-30,4.508543968200684
2015-02-02,4.570916175842285
2015-02-03,4.508543968200684
2015-02-04,4.55309534072876
