Date,WU
2010-01-04,9.714646339416504
2010-01-05,9.67393684387207
2010-01-06,9.66884994506836
2010-01-07,9.979269981384277
2010-01-08,10.075957298278809
2010-01-11,10.162470817565918
2010-01-12,10.10140323638916
2010-01-13,10.24389362335205
2010-01-14,10.116668701171875
2010-01-15,9.938560485839844
2010-01-19,10.10649585723877
2010-01-20,9.923291206359863
2010-01-21,9.887669563293457
2010-01-22,9.567072868347168
2010-01-25,9.480562210083008
2010-01-26,9.317717552185059
2010-01-27,9.338072776794434
2010-01-28,9.287184715270996
2010-01-29,9.434762001037598
2010-02-01,9.455117225646973
2010-02-02,9.592516899108887
2010-02-03,8.737586975097656
2010-02-04,8.416990280151367
2010-02-05,8.396632194519043
2010-02-08,8.22360897064209
2010-02-09,8.213432312011719
2010-02-10,8.366098403930664
2010-02-11,8.22360897064209
2010-02-12,8.203254699707031
2010-02-16,8.396632194519043
2010-02-17,8.345744132995605
2010-02-18,8.376274108886719
2010-02-19,8.320300102233887
2010-02-22,8.23379135131836
2010-02-23,8.162544250488281
2010-02-24,8.142187118530273
2010-02-25,8.121833801269531
2010-02-26,8.030234336853027
2010-03-01,8.142187118530273
2010-03-02,8.060766220092773
2010-03-03,7.994612216949463
2010-03-04,8.152368545532227
2010-03-05,8.299945831298828
2010-03-08,8.254146575927734
2010-03-09,8.310123443603516
2010-03-10,8.401721954345703
2010-03-11,8.53403091430664
2010-03-12,8.60527515411377
2010-03-15,8.503499984741211
2010-03-16,8.26431941986084
2010-03-17,8.581003189086914
2010-03-18,8.581003189086914
2010-03-19,8.509492874145508
2010-03-22,8.637188911437988
2010-03-23,8.713804244995117
2010-03-24,8.621864318847656
2010-03-25,8.667831420898438
2010-03-26,8.70869255065918
2010-03-29,8.780204772949219
2010-03-30,8.683156967163086
2010-03-31,8.66273021697998
2010-04-01,8.713804244995117
2010-04-05,8.872143745422363
2010-04-06,8.938543319702148
2010-04-07,8.805743217468262
2010-04-08,8.892573356628418
2010-04-09,8.933436393737793
2010-04-12,8.923218727111816
2010-04-13,8.933436393737793
2010-04-14,9.010048866271973
2010-04-15,8.953866958618164
2010-04-16,8.805743217468262
2010-04-19,8.836389541625977
2010-04-20,8.887463569641113
2010-04-21,8.90789794921875
2010-04-22,8.913005828857422
2010-04-23,9.081561088562012
2010-04-26,9.14795970916748
2010-04-27,9.704705238342285
2010-04-28,9.510610580444336
2010-04-29,9.541259765625
2010-04-30,9.321623802185059
2010-05-03,9.306300163269043
2010-05-04,9.081561088562012
2010-05-05,8.97940731048584
2010-05-06,8.795524597167969
2010-05-07,8.45330810546875
2010-05-10,8.805743217468262
2010-05-11,8.57589340209961
2010-05-12,8.713804244995117
2010-05-13,8.688264846801758
2010-05-14,8.499275207519531
2010-05-17,8.48906135559082
2010-05-18,8.269430160522461
2010-05-19,8.197921752929688
2010-05-20,7.901669979095459
2010-05-21,8.121306419372559
2010-05-24,7.95785665512085
2010-05-25,8.014042854309082
2010-05-26,7.998720169067383
2010-05-27,8.305182456970215
2010-05-28,8.151949882507324
2010-06-01,8.014042854309082
2010-06-02,8.049797058105469
2010-06-03,8.248994827270508
2010-06-04,7.983396530151367
2010-06-07,7.819945335388184
2010-06-08,7.886351108551025
2010-06-09,7.922103404998779
2010-06-10,8.208137512207031
2010-06-11,8.218352317810059
2010-06-14,8.136628150939941
2010-06-15,8.366476058959961
2010-06-16,8.32033634185791
2010-06-17,8.340843200683594
2010-06-18,8.304960250854492
2010-06-21,8.202428817749023
2010-06-22,8.089643478393555
2010-06-23,8.099897384643555
2010-06-24,7.96148157119751
2010-06-25,8.202428817749023
2010-06-28,8.069138526916504
2010-06-29,7.659017562866211
2010-06-30,7.643638610839844
2010-07-01,7.705155372619629
2010-07-02,7.6385087966918945
2010-07-06,7.720537185668945
2010-07-07,8.094772338867188
2010-07-08,8.012747764587402
2010-07-09,8.135783195495605
2010-07-12,8.151162147521973
2010-07-13,8.202428817749023
2010-07-14,8.18192195892334
2010-07-15,8.192173957824707
2010-07-16,7.864080905914307
2010-07-19,7.87945556640625
2010-07-20,8.04350757598877
2010-07-21,7.915343761444092
2010-07-22,8.222936630249023
2010-07-23,8.36135196685791
2010-07-26,8.551033973693848
2010-07-27,8.556159019470215
2010-07-28,8.443374633789062
2010-07-29,8.412614822387695
2010-07-30,8.32033634185791
2010-08-02,8.345969200134277
2010-08-03,8.217808723449707
2010-08-04,8.269071578979492
2010-08-05,8.315213203430176
2010-08-06,8.351094245910645
2010-08-09,8.47925853729248
2010-08-10,8.45875358581543
2010-08-11,8.228058815002441
2010-08-12,8.233186721801758
2010-08-13,8.192173957824707
2010-08-16,8.253693580627441
2010-08-17,8.294705390930176
2010-08-18,8.335716247558594
2010-08-19,8.233186721801758
2010-08-20,8.171670913696289
2010-08-23,8.120402336120605
2010-08-24,7.981986999511719
2010-08-25,8.125528335571289
2010-08-26,8.084516525268555
2010-08-27,8.217808723449707
2010-08-30,8.187047958374023
2010-08-31,8.038378715515137
2010-09-01,8.325465202331543
2010-09-02,8.43824577331543
2010-09-03,8.44849967956543
2010-09-07,8.294705390930176
2010-09-08,8.32033634185791
2010-09-09,8.36135196685791
2010-09-10,8.386982917785645
2010-09-13,8.586917877197266
2010-09-14,8.756089210510254
2010-09-15,8.781725883483887
2010-09-16,8.79197883605957
2010-09-17,8.704827308654785
2010-09-20,8.961153030395508
2010-09-21,8.874000549316406
2010-09-22,8.781725883483887
2010-09-23,8.689445495605469
2010-09-24,8.997040748596191
2010-09-27,9.048303604125977
2010-09-28,8.89963436126709
2010-09-29,8.920141220092773
2010-09-30,9.089900970458984
2010-10-01,9.095047950744629
2010-10-04,8.956148147583008
2010-10-05,9.244227409362793
2010-10-06,9.089900970458984
2010-10-07,9.04360294342041
2010-10-08,9.125909805297852
2010-10-11,9.187642097473145
2010-10-12,9.125909805297852
2010-10-13,9.079612731933594
2010-10-14,9.136200904846191
2010-10-15,9.20307445526123
2010-10-18,9.269949913024902
