Date,UTL
2010-01-04,12.530718803405762
2010-01-05,12.2786865234375
2010-01-06,12.240323066711426
2010-01-07,12.29511547088623
2010-01-08,12.262238502502441
2010-01-11,12.267719268798828
2010-01-12,12.207453727722168
2010-01-13,12.371826171875
2010-01-14,12.404696464538574
2010-01-15,12.27319622039795
2010-01-19,12.459488868713379
2010-01-20,12.349906921386719
2010-01-21,12.223889350891113
2010-01-22,12.163618087768555
2010-01-25,12.201971054077148
2010-01-26,12.086910247802734
2010-01-27,12.218414306640625
2010-01-28,12.130743026733398
2010-01-29,12.116830825805664
2010-02-01,12.33946418762207
2010-02-02,12.178051948547363
2010-02-03,11.999948501586914
2010-02-04,11.777311325073242
2010-02-05,11.688261032104492
2010-02-08,11.61033821105957
2010-02-09,11.638169288635254
2010-02-10,11.84410285949707
2010-02-11,11.93315601348877
2010-02-12,12.116830825805664
2010-02-16,12.127964973449707
2010-02-17,12.1112642288208
2010-02-18,12.211448669433594
2010-02-19,12.28380298614502
2010-02-22,12.361727714538574
2010-02-23,12.178051948547363
2010-02-24,12.194751739501953
2010-02-25,12.395119667053223
2010-02-26,12.105698585510254
2010-03-01,12.406256675720215
2010-03-02,12.361727714538574
2010-03-03,12.311634063720703
2010-03-04,12.489738464355469
2010-03-05,12.773601531982422
2010-03-08,12.76803207397461
2010-03-09,12.79586124420166
2010-03-10,12.706806182861328
2010-03-11,12.740206718444824
2010-03-12,12.678980827331543
2010-03-15,12.76803207397461
2010-03-16,12.79586124420166
2010-03-17,12.896051406860352
2010-03-18,12.91830825805664
2010-03-19,13.202163696289062
2010-03-22,12.996227264404297
2010-03-23,12.873786926269531
2010-03-24,12.901611328125
2010-03-25,12.862652778625488
2010-03-26,12.64001750946045
2010-03-29,12.745769500732422
2010-03-30,13.49715518951416
2010-03-31,12.94057559967041
2010-04-01,12.896051406860352
2010-04-05,13.163216590881348
2010-04-06,13.152077674865723
2010-04-07,13.157645225524902
2010-04-08,13.09085464477539
2010-04-09,13.06859016418457
2010-04-12,13.08528995513916
2010-04-13,13.057450294494629
2010-04-14,13.124246597290039
2010-04-15,13.079721450805664
2010-04-16,12.935009002685547
2010-04-19,12.695680618286133
2010-04-20,13.079721450805664
2010-04-21,13.252260208129883
2010-04-22,13.352449417114258
2010-04-23,13.452630996704102
2010-04-26,13.146512985229492
2010-04-27,13.051891326904297
2010-04-28,12.907845497131348
2010-04-29,12.862652778625488
2010-04-30,12.472872734069824
2010-05-03,12.715774536132812
2010-05-04,12.602800369262695
2010-05-05,12.433330535888672
2010-05-06,12.122638702392578
2010-05-07,11.947521209716797
2010-05-10,12.235614776611328
2010-05-11,12.269509315490723
2010-05-12,12.597153663635254
2010-05-13,12.602800369262695
2010-05-14,12.472872734069824
2010-05-17,12.518067359924316
2010-05-18,12.167831420898438
2010-05-19,12.11699104309082
2010-05-20,11.862791061401367
2010-05-21,11.885385513305664
2010-05-24,11.65942096710205
2010-05-25,11.614234924316406
2010-05-26,11.749813079833984
2010-05-27,11.924921989440918
2010-05-28,11.772405624389648
2010-06-01,11.303543090820312
2010-06-02,11.32048511505127
2010-06-03,11.422172546386719
2010-06-04,11.015446662902832
2010-06-07,11.12277603149414
2010-06-08,11.190560340881348
2010-06-09,11.060636520385742
2010-06-10,11.343084335327148
2010-06-11,11.399574279785156
2010-06-14,11.399574279785156
2010-06-15,11.473012924194336
2010-06-16,11.49560546875
2010-06-17,11.56904411315918
2010-06-18,11.56904411315918
2010-06-21,11.585990905761719
2010-06-22,11.501249313354492
2010-06-23,11.456067085266113
2010-06-24,11.478657722473145
2010-06-25,12.004016876220703
2010-06-28,12.11699104309082
2010-06-29,11.941873550415039
2010-06-30,11.811952590942383
2010-07-01,11.87973403930664
2010-07-02,11.913626670837402
2010-07-06,11.907980918884277
2010-07-07,12.128286361694336
2010-07-08,12.2412691116333
2010-07-09,12.405086517333984
2010-07-12,12.348599433898926
2010-07-13,12.585854530334473
2010-07-14,12.676234245300293
2010-07-15,12.636690139770508
2010-07-16,12.207375526428223
2010-07-19,12.41638469696045
2010-07-20,12.631048202514648
2010-07-21,12.393787384033203
2010-07-22,12.551959991455078
2010-07-23,12.789212226867676
2010-07-26,12.868301391601562
2010-07-27,12.715774536132812
2010-07-28,12.546311378479004
2010-07-29,12.526226043701172
2010-07-30,12.537704467773438
2010-08-02,12.319655418395996
2010-08-03,12.14177417755127
2010-08-04,12.164728164672852
2010-08-05,12.078658103942871
2010-08-06,12.130295753479004
2010-08-09,12.296700477600098
2010-08-10,12.319655418395996
2010-08-11,12.302440643310547
2010-08-12,12.233587265014648
2010-08-13,12.124561309814453
2010-08-16,12.359827995300293
2010-08-17,12.451627731323242
2010-08-18,12.388514518737793
2010-08-19,12.084395408630371
2010-08-20,11.952418327331543
2010-08-23,11.952418327331543
2010-08-24,11.860612869262695
2010-08-25,12.17619800567627
2010-08-26,12.130295753479004
2010-08-27,12.399992942810059
2010-08-30,12.262274742126465
2010-08-31,12.210638999938965
2010-09-01,12.348347663879395
2010-09-02,12.428681373596191
2010-09-03,12.445893287658691
2010-09-07,12.101609230041504
2010-09-08,12.193415641784668
2010-09-09,12.170465469360352
2010-09-10,12.2278470993042
2010-09-13,12.273754119873047
2010-09-14,12.233587265014648
2010-09-15,12.170465469360352
2010-09-16,12.072919845581055
2010-09-17,12.164728164672852
2010-09-20,12.463102340698242
2010-09-21,12.445893287658691
2010-09-22,12.325392723083496
2010-09-23,12.193415641784668
2010-09-24,12.480328559875488
2010-09-27,12.40572738647461
2010-09-28,12.503274917602539
2010-09-29,12.663939476013184
2010-09-30,12.59508991241455
2010-10-01,12.859037399291992
