Date,SEE
2010-01-04,16.44374656677246
2010-01-05,16.271991729736328
2010-01-06,15.958345413208008
2010-01-07,16.12264633178711
2010-01-08,16.189847946166992
2010-01-11,16.182373046875
2010-01-12,16.0554256439209
2010-01-13,16.0554256439209
2010-01-14,15.921014785766602
2010-01-15,15.771662712097168
2010-01-19,16.174909591674805
2010-01-20,15.943427085876465
2010-01-21,15.637240409851074
2010-01-22,15.263853073120117
2010-01-25,14.987554550170898
2010-01-26,14.987554550170898
2010-01-27,15.077165603637695
2010-01-28,14.763527870178223
2010-01-29,14.815801620483398
2010-02-01,14.860604286193848
2010-02-02,15.024897575378418
2010-02-03,14.696318626403809
2010-02-04,14.069038391113281
2010-02-05,14.225855827331543
2010-02-08,14.278127670288086
2010-02-09,14.51710033416748
2010-02-10,14.434948921203613
2010-02-11,14.65151309967041
2010-02-12,14.61417007446289
2010-02-16,14.74112606048584
2010-02-17,14.830735206604004
2010-02-18,15.024897575378418
2010-02-19,15.062241554260254
2010-02-22,15.136913299560547
2010-02-23,15.009957313537598
2010-02-24,15.166780471801758
2010-02-25,15.271329879760742
2010-02-26,15.256394386291504
2010-03-01,15.420681953430176
2010-03-02,15.517757415771484
2010-03-03,15.660462379455566
2010-03-04,15.420120239257812
2010-03-05,15.705533981323242
2010-03-08,15.683004379272461
2010-03-09,15.547805786132812
2010-03-10,15.652952194213867
2010-03-11,15.667986869812012
2010-03-12,15.848246574401855
2010-03-15,15.90832805633545
2010-03-16,16.133663177490234
2010-03-17,16.30641746520996
2010-03-18,16.328948974609375
2010-03-19,16.223793029785156
2010-03-22,16.336456298828125
2010-03-23,16.328948974609375
2010-03-24,16.12614631652832
2010-03-25,15.983441352844238
2010-03-26,16.005977630615234
2010-03-29,15.983441352844238
2010-03-30,16.058544158935547
2010-03-31,15.833223342895508
2010-04-01,16.0210018157959
2010-04-05,16.29890251159668
2010-04-06,16.343976974487305
2010-04-07,16.156204223632812
2010-04-08,16.2763671875
2010-04-09,16.29890251159668
2010-04-12,16.141170501708984
2010-04-13,16.133663177490234
2010-04-14,16.621877670288086
2010-04-15,17.050004959106445
2010-04-16,16.862234115600586
2010-04-19,16.94485092163086
2010-04-20,17.230268478393555
2010-04-21,17.335432052612305
2010-04-22,17.425559997558594
2010-04-23,17.470626831054688
2010-04-26,17.372974395751953
2010-04-27,17.095067977905273
2010-04-28,16.74956512451172
2010-04-29,16.7420597076416
2010-04-30,16.148681640625
2010-05-03,16.28388786315918
2010-05-04,16.156204223632812
2010-05-05,16.10361671447754
2010-05-06,15.532776832580566
2010-05-07,15.457673072814941
2010-05-10,16.118637084960938
2010-05-11,15.810688972473145
2010-05-12,16.051044464111328
2010-05-13,16.178730010986328
2010-05-14,15.878283500671387
2010-05-17,16.764585494995117
2010-05-18,16.186241149902344
2010-05-19,16.31393051147461
2010-05-20,15.495234489440918
2010-05-21,15.743084907531738
2010-05-24,15.457673072814941
2010-05-25,15.487716674804688
2010-05-26,15.37505054473877
2010-05-27,15.82570743560791
2010-05-28,15.652952194213867
2010-06-01,15.224834442138672
2010-06-02,15.595051765441895
2010-06-03,15.738622665405273
2010-06-04,15.194604873657227
2010-06-07,15.081273078918457
2010-06-08,15.164383888244629
2010-06-09,15.277717590332031
2010-06-10,15.564834594726562
2010-06-11,15.753729820251465
2010-06-14,15.81417465209961
2010-06-15,16.123960494995117
2010-06-16,16.003067016601562
2010-06-17,16.14662742614746
2010-06-18,16.25996971130371
2010-06-21,16.169296264648438
2010-06-22,15.81417465209961
2010-06-23,15.783951759338379
2010-06-24,15.602619171142578
2010-06-25,15.63283920288086
2010-06-28,15.436387062072754
2010-06-29,15.111492156982422
2010-06-30,14.899932861328125
2010-07-01,14.801705360412598
2010-07-02,14.726152420043945
2010-07-06,14.93770980834961
2010-07-07,15.353275299072266
2010-07-08,15.625283241271973
2010-07-09,15.753729820251465
2010-07-12,15.761298179626465
2010-07-13,16.297746658325195
2010-07-14,16.3052978515625
2010-07-15,16.479087829589844
2010-07-16,15.957742691040039
2010-07-19,16.071075439453125
2010-07-20,16.524423599243164
2010-07-21,16.35819435119629
2010-07-22,16.773757934570312
2010-07-23,17.136430740356445
2010-07-26,17.27243423461914
2010-07-27,17.347993850708008
2010-07-28,16.871980667114258
2010-07-29,16.516855239868164
2010-07-30,16.343076705932617
2010-08-02,16.864421844482422
2010-08-03,16.811532974243164
2010-08-04,16.992868423461914
2010-08-05,16.92487335205078
2010-08-06,16.894655227661133
2010-08-09,17.09865379333496
2010-08-10,16.977760314941406
2010-08-11,16.463977813720703
2010-08-12,16.38841438293457
2010-08-13,16.350635528564453
2010-08-16,16.35819435119629
2010-08-17,17.023101806640625
2010-08-18,16.501752853393555
2010-08-19,16.15418243408203
2010-08-20,16.03329086303711
2010-08-23,15.836847305297852
2010-08-24,15.466614723205566
2010-08-25,15.496835708618164
2010-08-26,15.323055267333984
2010-08-27,15.791516304016113
2010-08-30,15.602619171142578
2010-08-31,15.496835708618164
2010-09-01,15.588080406188965
2010-09-02,15.854216575622559
2010-09-03,16.089941024780273
2010-09-07,15.998693466186523
2010-09-08,16.158374786376953
2010-09-09,16.310453414916992
2010-09-10,16.492950439453125
2010-09-13,16.683053970336914
2010-09-14,16.736270904541016
2010-09-15,16.766695022583008
2010-09-16,16.819921493530273
2010-09-17,17.108875274658203
2010-09-20,17.27615737915039
2010-09-21,17.20772361755371
2010-09-22,17.086057662963867
2010-09-23,16.857938766479492
2010-09-24,17.268550872802734
2010-09-27,17.116479873657227
2010-09-28,17.260957717895508
2010-09-29,17.17731475830078
2010-09-30,17.09366226196289
2010-10-01,17.283761978149414
2010-10-04,17.00242042541504
2010-10-05,17.41303825378418
2010-10-06,17.32178497314453
2010-10-07,17.18491554260254
2010-10-08,17.382610321044922
2010-10-11,17.397825241088867
2010-10-12,17.443445205688477
2010-10-13,17.785621643066406
2010-10-14,17.800830841064453
2010-10-15,18.07457160949707
2010-10-18,18.021339416503906
2010-10-19,17.846452713012695
2010-10-20,18.219045639038086
2010-10-21,18.104990005493164
2010-10-22,18.06696891784668
2010-10-25,18.150609970092773
2010-10-26,17.907291412353516
2010-10-27,17.61833381652832
2010-10-28,17.489065170288086
2010-10-29,17.603132247924805
2010-11-01,17.527084350585938
2010-11-02,17.755199432373047
2010-11-03,17.62594223022461
2010-11-04,17.96811866760254
2010-11-05,17.937700271606445
2010-11-08,17.88447380065918
2010-11-09,17.6867733001709
2010-11-10,17.428234100341797
2010-11-11,17.344593048095703
2010-11-12,17.124080657958984
2010-11-15,17.101259231567383
2010-11-16,16.918771743774414
2010-11-17,17.078460693359375
2010-11-18,17.260957717895508
2010-11-19,17.39021873474121
2010-11-22,17.496673583984375
2010-11-23,17.40542984008789
2010-11-24,17.785621643066406
2010-11-26,17.6867733001709
2010-11-29,17.89208221435547
2010-11-30,17.679166793823242
2010-12-01,18.061500549316406
2010-12-02,18.3367862701416
2010-12-03,18.566181182861328
2010-12-06,18.45912742614746
2010-12-07,18.443828582763672
2010-12-08,18.34443473815918
2010-12-09,18.497365951538086
2010-12-10,18.596765518188477
2010-12-13,18.650297164916992
2010-12-14,18.833820343017578
2010-12-15,18.94087028503418
2010-12-16,19.109098434448242
2010-12-17,19.15498161315918
2010-12-20,19.239097595214844
2010-12-21,19.384382247924805
2010-12-22,19.468494415283203
2010-12-23,19.422611236572266
2010-12-27,19.430261611938477
2010-12-28,19.537317276000977
2010-12-29,19.567899703979492
2010-12-30,19.552616119384766
2010-12-31,19.460845947265625
2011-01-03,19.697893142700195
2011-01-04,19.54496955871582
2011-01-05,19.58319854736328
2011-01-06,19.751422882080078
2011-01-07,19.827892303466797
2011-01-10,19.812589645385742
2011-01-11,19.98081398010254
2011-01-12,20.08023452758789
2011-01-13,20.324922561645508
2011-01-14,20.539033889770508
2011-01-18,20.43962287902832
2011-01-19,19.644367218017578
2011-01-20,19.629074096679688
2011-01-21,19.460845947265625
2011-01-24,20.51609230041504
2011-01-25,20.508438110351562
2011-01-26,20.829605102539062
2011-01-27,20.78372573852539
2011-01-28,20.370803833007812
2011-01-31,20.409038543701172
2011-02-01,21.364877700805664
2011-02-02,21.066654205322266
2011-02-03,21.54840087890625
2011-02-04,21.540756225585938
2011-02-07,21.66309928894043
2011-02-08,21.785444259643555
2011-02-09,21.76250648498535
2011-02-10,21.57899284362793
2011-02-11,21.708972930908203
2011-02-14,21.808387756347656
2011-02-15,21.754858016967773
2011-02-16,21.66309928894043
2011-02-17,21.64780044555664
2011-02-18,21.59427833557129
2011-02-22,21.219593048095703
2011-02-23,21.204301834106445
2011-02-24,20.814308166503906
2011-02-25,20.990196228027344
2011-02-28,21.043716430664062
2011-03-01,20.531387329101562
2011-03-02,20.6850643157959
2011-03-03,20.96936798095703
2011-03-04,20.669700622558594
2011-03-07,20.30855369567871
2011-03-08,20.53138542175293
2011-03-09,20.385393142700195
2011-03-10,20.06266975402832
2011-03-11,20.116456985473633
2011-03-14,20.00888442993164
2011-03-15,19.824466705322266
2011-03-16,19.32501220703125
2011-03-17,19.532474517822266
2011-03-18,19.847518920898438
2011-03-21,20.270137786865234
2011-03-22,20.193294525146484
2011-03-23,20.224023818969727
2011-03-24,20.24707794189453
2011-03-25,20.30855369567871
2011-03-28,20.10877227783203
2011-03-29,20.231712341308594
2011-03-30,20.4007568359375
2011-03-31,20.485280990600586
2011-04-01,20.669700622558594
2011-04-04,20.59285545349121
2011-04-05,20.60054588317871
2011-04-06,20.539066314697266
2011-04-07,20.4084415435791
2011-04-08,20.12413787841797
2011-04-11,19.99352264404297
2011-04-12,19.878259658813477
2011-04-13,19.8167781829834
2011-04-14,19.901308059692383
2011-04-15,20.04729652404785
2011-04-18,19.793729782104492
2011-04-19,20.054981231689453
2011-04-20,20.224023818969727
2011-04-21,20.24707794189453
2011-04-25,20.193294525146484
2011-04-26,20.454544067382812
2011-04-27,19.916675567626953
2011-04-28,19.801414489746094
2011-04-29,19.801414489746094
2011-05-02,19.809099197387695
2011-05-03,19.709211349487305
2011-05-04,19.555532455444336
2011-05-05,19.609315872192383
2011-05-06,19.755306243896484
2011-05-09,19.878259658813477
2011-05-10,20.03193473815918
2011-05-11,20.00119972229004
2011-05-12,20.02424430847168
2011-05-13,19.670791625976562
2011-05-16,19.855201721191406
2011-05-17,19.64006233215332
2011-05-18,19.801414489746094
2011-05-19,19.978145599365234
2011-05-20,19.778362274169922
2011-05-23,19.486371994018555
2011-05-24,19.394174575805664
2011-05-25,19.371112823486328
2011-05-26,19.417219161987305
2011-05-27,19.47869110107422
2011-05-31,19.732254028320312
2011-06-01,18.411630630493164
2011-06-02,17.299516677856445
2011-06-03,16.905643463134766
2011-06-06,17.36130142211914
2011-06-07,17.724281311035156
2011-06-08,17.809228897094727
2011-06-09,18.481138229370117
2011-06-10,18.087257385253906
2011-06-13,18.087257385253906
2011-06-14,18.264890670776367
2011-06-15,17.801509857177734
2011-06-16,17.6856632232666
2011-06-17,17.74744987487793
2011-06-20,17.6856632232666
2011-06-21,17.73200225830078
2011-06-22,17.608427047729492
2011-06-23,17.376752853393555
2011-06-24,17.384469985961914
2011-06-27,17.631607055664062
2011-06-28,18.064090728759766
2011-06-29,18.02547836303711
2011-06-30,18.373014450073242
2011-07-01,18.434791564941406
2011-07-05,18.23399543762207
2011-07-06,18.349838256835938
2011-07-07,18.41934585571289
2011-07-08,18.17221450805664
2011-07-11,17.994585037231445
2011-07-12,18.365291595458984
2011-07-13,18.17221450805664
2011-07-14,17.832393646240234
2011-07-15,17.793790817260742
2011-07-18,17.423076629638672
2011-07-19,17.299516677856445
2011-07-20,17.199113845825195
2011-07-21,17.77062225341797
2011-07-22,17.801509857177734
2011-07-25,17.554380416870117
2011-07-26,17.33812713623047
2011-07-27,16.836139678955078
2011-07-28,16.56583023071289
2011-07-29,16.62761878967285
2011-08-01,16.48087501525879
2011-08-02,15.847590446472168
2011-08-03,15.932549476623535
2011-08-04,15.23747444152832
2011-08-05,15.152522087097168
2011-08-08,13.870505332946777
2011-08-09,14.720038414001465
2011-08-10,13.831890106201172
2011-08-11,14.225762367248535
2011-08-12,14.256656646728516
2011-08-15,14.65825080871582
2011-08-16,14.573297500610352
2011-08-17,14.55012321472168
2011-08-18,13.638813972473145
2011-08-19,13.414849281311035
2011-08-22,13.283555030822754
2011-08-23,13.492076873779297
2011-08-24,13.731489181518555
2011-08-25,13.2294921875
2011-08-26,13.144542694091797
2011-08-29,13.453465461730957
2011-08-30,14.055855751037598
2011-08-31,14.328105926513672
2011-09-01,14.18031120300293
2011-09-02,13.806936264038086
2011-09-06,13.682485580444336
2011-09-07,14.133642196655273
2011-09-08,14.009184837341309
2011-09-09,13.573586463928223
