Date,DTM
2021-07-01,34.68239974975586
2021-07-02,36.09380340576172
2021-07-06,36.382694244384766
2021-07-07,32.817047119140625
2021-07-08,32.76752471923828
2021-07-09,33.1637077331543
2021-07-12,33.848777770996094
2021-07-13,33.7001953125
2021-07-14,34.31098556518555
2021-07-15,34.641143798828125
2021-07-16,33.90655517578125
2021-07-19,33.526878356933594
2021-07-20,33.97258377075195
2021-07-21,34.55860137939453
2021-07-22,33.98082733154297
2021-07-23,33.716712951660156
2021-07-26,33.93956756591797
2021-07-27,34.6246337890625
2021-07-28,34.930023193359375
2021-07-29,35.76365661621094
2021-07-30,34.99605941772461
2021-08-02,35.67287063598633
2021-08-03,36.11031723022461
2021-08-04,36.28364181518555
2021-08-05,36.84489440917969
2021-08-06,36.531253814697266
2021-08-09,36.291900634765625
2021-08-10,35.40874099731445
2021-08-11,35.2436637878418
2021-08-12,35.40048599243164
2021-08-13,34.954776763916016
2021-08-16,34.731937408447266
2021-08-17,34.69891357421875
2021-08-18,34.11289596557617
2021-08-19,34.773197174072266
2021-08-20,35.10335922241211
2021-08-23,35.82143020629883
2021-08-24,36.60553741455078
2021-08-25,37.57123947143555
2021-08-26,37.36488342285156
2021-08-27,38.92485809326172
2021-08-30,38.5451774597168
2021-08-31,38.3553466796875
2021-09-01,38.61946105957031
2021-09-02,38.4213752746582
2021-09-03,37.94266128540039
2021-09-07,37.7115478515625
2021-09-08,37.926143646240234
2021-09-09,38.2480354309082
2021-09-10,38.52042007446289
2021-09-13,39.37055587768555
2021-09-14,38.9743766784668
2021-09-15,39.642921447753906
2021-09-16,38.89183807373047
2021-09-17,37.50403594970703
2021-09-20,37.06094741821289
2021-09-21,36.71817398071289
2021-09-22,36.77669906616211
2021-09-23,37.45387649536133
2021-09-24,37.83008575439453
2021-09-27,38.62431716918945
2021-09-28,38.23137283325195
2021-09-29,38.373504638671875
2021-09-30,38.65776062011719
2021-10-01,39.41017150878906
2021-10-04,39.68606948852539
2021-10-05,39.96194839477539
2021-10-06,39.644264221191406
2021-10-07,40.981895446777344
2021-10-08,40.63913345336914
2021-10-11,40.7979736328125
2021-10-12,40.92338180541992
2021-10-13,40.998619079589844
2021-10-14,41.45843505859375
2021-10-15,41.734317779541016
2021-10-18,41.291236877441406
2021-10-19,41.525306701660156
2021-10-20,41.99348831176758
2021-10-21,41.54204177856445
2021-10-22,41.53367233276367
2021-10-25,41.32467269897461
2021-10-26,40.605690002441406
2021-10-27,40.003753662109375
2021-10-28,40.33816146850586
2021-10-29,40.09571838378906
2021-11-01,40.396690368652344
2021-11-02,40.170955657958984
2021-11-03,39.98702621459961
2021-11-04,39.861629486083984
2021-11-05,40.74781799316406
2021-11-08,41.006980895996094
2021-11-09,41.006980895996094
2021-11-10,40.455204010009766
2021-11-11,40.814693450927734
2021-11-12,41.21598434448242
2021-11-15,41.04042053222656
2021-11-16,40.012115478515625
2021-11-17,40.13751220703125
2021-11-18,40.1458740234375
2021-11-19,39.36837387084961
2021-11-22,38.799888610839844
2021-11-23,39.73622131347656
2021-11-24,40.1458740234375
2021-11-26,39.59409713745117
2021-11-29,39.65262222290039
2021-11-30,38.348419189453125
2021-12-01,38.064178466796875
2021-12-02,38.758079528808594
2021-12-03,38.54070281982422
2021-12-06,39.57737731933594
2021-12-07,39.65262222290039
2021-12-08,39.70277404785156
2021-12-09,39.24297332763672
2021-12-10,39.33492660522461
2021-12-13,38.90019226074219
2021-12-14,38.74135208129883
2021-12-15,38.32333755493164
2021-12-16,38.65776062011719
2021-12-17,39.89438247680664
2021-12-20,39.03044128417969
2021-12-21,39.64876174926758
2021-12-22,39.868988037109375
2021-12-23,40.25860595703125
2021-12-27,40.6651725769043
2021-12-28,40.75834655761719
2021-12-29,40.39413070678711
2021-12-30,40.4449462890625
2021-12-31,40.63976287841797
2022-01-03,41.131038665771484
2022-01-04,42.045806884765625
2022-01-05,41.29196548461914
2022-01-06,41.77476501464844
2022-01-07,41.85099411010742
2022-01-10,42.2829704284668
2022-01-11,42.35073471069336
2022-01-12,42.325321197509766
2022-01-13,42.19826889038086
2022-01-14,43.257041931152344
2022-01-18,43.74831008911133
2022-01-19,42.587890625
2022-01-20,42.13051986694336
2022-01-21,41.579952239990234
2022-01-24,41.690067291259766
2022-01-25,41.842533111572266
2022-01-26,41.97805404663086
2022-01-27,42.35073471069336
2022-01-28,42.689544677734375
2022-01-31,43.79066467285156
2022-02-01,44.5783805847168
2022-02-02,43.621253967285156
2022-02-03,43.90924072265625
2022-02-04,43.35021209716797
2022-02-07,43.73137283325195
2022-02-08,44.48521423339844
2022-02-09,45.34917449951172
2022-02-10,44.6630859375
2022-02-11,45.018829345703125
2022-02-14,43.39257049560547
2022-02-15,43.316341400146484
2022-02-16,43.536563873291016
2022-02-17,42.96057891845703
2022-02-18,42.51166534423828
2022-02-22,41.51218795776367
2022-02-23,42.1474494934082
2022-02-24,42.40155792236328
2022-02-25,44.20569610595703
2022-02-28,44.97648239135742
2022-03-01,45.65409469604492
2022-03-02,47.57680892944336
2022-03-03,47.0432014465332
2022-03-04,47.390472412109375
2022-03-07,47.534461975097656
2022-03-08,47.9833869934082
2022-03-09,47.44975662231445
2022-03-10,48.5762939453125
2022-03-11,47.85633087158203
2022-03-14,43.4179801940918
2022-03-15,44.239585876464844
2022-03-16,44.74778747558594
2022-03-17,45.145877838134766
2022-03-18,46.071773529052734
2022-03-21,45.82316207885742
2022-03-22,45.505950927734375
2022-03-23,45.43736267089844
2022-03-24,46.491851806640625
2022-03-25,47.08340072631836
2022-03-28,46.35469055175781
2022-03-29,46.629024505615234
2022-03-30,46.44898986816406
2022-03-31,46.517574310302734
2022-04-01,47.01480484008789
2022-04-04,47.2291374206543
2022-04-05,46.37183380126953
2022-04-06,46.60330581665039
2022-04-07,46.954803466796875
2022-04-08,47.85498046875
2022-04-11,47.529197692871094
2022-04-12,48.26648712158203
2022-04-13,48.755149841308594
2022-04-14,49.01234436035156
2022-04-18,49.080928802490234
2022-04-19,49.45814895629883
2022-04-20,50.14399719238281
2022-04-21,49.88679885864258
2022-04-22,47.98357391357422
2022-04-25,46.491851806640625
2022-04-26,46.954803466796875
2022-04-27,46.96337890625
2022-04-28,48.06072998046875
2022-04-29,46.08035659790039
2022-05-02,46.4832878112793
2022-05-03,47.91498947143555
2022-05-04,49.99825668334961
2022-05-05,47.13484191894531
2022-05-06,47.760677337646484
2022-05-09,45.43736267089844
2022-05-10,45.01728439331055
2022-05-11,44.45146179199219
2022-05-12,44.82868576049805
2022-05-13,46.37183380126953
2022-05-16,46.920509338378906
2022-05-17,48.48081588745117
2022-05-18,48.14645767211914
2022-05-19,47.2634391784668
2022-05-20,47.426326751708984
2022-05-23,47.512054443359375
2022-05-24,47.5549201965332
2022-05-25,48.80658721923828
2022-05-26,48.815162658691406
2022-05-27,49.24382019042969
2022-05-31,49.80964660644531
2022-06-01,50.04969024658203
2022-06-02,50.28116226196289
2022-06-03,49.852500915527344
2022-06-06,49.723915100097656
2022-06-07,50.61551284790039
2022-06-08,49.51816177368164
2022-06-09,48.80658721923828
2022-06-10,48.0435905456543
2022-06-13,45.625972747802734
2022-06-14,44.854393005371094
2022-06-15,44.08282470703125
2022-06-16,42.398677825927734
2022-06-17,41.652099609375
2022-06-21,43.353607177734375
2022-06-22,41.851776123046875
2022-06-23,40.54959487915039
2022-06-24,41.8083610534668
2022-06-27,42.7025260925293
2022-06-28,43.77898025512695
2022-06-29,42.832733154296875
2022-06-30,42.554935455322266
2022-07-01,43.171302795410156
2022-07-05,41.66078567504883
2022-07-06,41.23541259765625
2022-07-07,42.537574768066406
2022-07-08,42.42472457885742
2022-07-11,42.23374557495117
2022-07-12,41.43507385253906
2022-07-13,41.60869598388672
2022-07-14,41.37430953979492
