Date,ABG
2010-01-04,11.829999923706055
2010-01-05,12.390000343322754
2010-01-06,12.760000228881836
2010-01-07,13.050000190734863
2010-01-08,13.149999618530273
2010-01-11,13.199999809265137
2010-01-12,13.069999694824219
2010-01-13,13.100000381469727
2010-01-14,13.0600004196167
2010-01-15,13.289999961853027
2010-01-19,13.15999984741211
2010-01-20,12.9399995803833
2010-01-21,12.600000381469727
2010-01-22,11.720000267028809
2010-01-25,12.0
2010-01-26,11.9399995803833
2010-01-27,11.779999732971191
2010-01-28,11.239999771118164
2010-01-29,11.069999694824219
2010-02-01,11.779999732971191
2010-02-02,12.100000381469727
2010-02-03,11.90999984741211
2010-02-04,11.420000076293945
2010-02-05,11.34000015258789
2010-02-08,10.960000038146973
2010-02-09,11.0
2010-02-10,10.90999984741211
2010-02-11,10.989999771118164
2010-02-12,11.239999771118164
2010-02-16,11.40999984741211
2010-02-17,11.579999923706055
2010-02-18,11.699999809265137
2010-02-19,11.699999809265137
2010-02-22,11.5600004196167
2010-02-23,11.470000267028809
2010-02-24,11.59000015258789
2010-02-25,11.710000038146973
2010-02-26,11.630000114440918
2010-03-01,12.029999732971191
2010-03-02,11.960000038146973
2010-03-03,12.359999656677246
2010-03-04,12.520000457763672
2010-03-05,12.899999618530273
2010-03-08,12.970000267028809
2010-03-09,13.109999656677246
2010-03-10,13.449999809265137
2010-03-11,13.359999656677246
2010-03-12,13.289999961853027
2010-03-15,13.470000267028809
2010-03-16,13.979999542236328
2010-03-17,14.050000190734863
2010-03-18,13.859999656677246
2010-03-19,14.039999961853027
2010-03-22,14.020000457763672
2010-03-23,14.239999771118164
2010-03-24,13.920000076293945
2010-03-25,13.90999984741211
2010-03-26,13.960000038146973
2010-03-29,13.680000305175781
2010-03-30,13.630000114440918
2010-03-31,13.300000190734863
2010-04-01,13.609999656677246
2010-04-05,13.829999923706055
2010-04-06,13.760000228881836
2010-04-07,13.989999771118164
2010-04-08,13.600000381469727
2010-04-09,13.59000015258789
2010-04-12,13.510000228881836
2010-04-13,13.470000267028809
2010-04-14,13.859999656677246
2010-04-15,14.029999732971191
2010-04-16,13.859999656677246
2010-04-19,13.5
2010-04-20,13.59000015258789
2010-04-21,13.989999771118164
2010-04-22,14.949999809265137
2010-04-23,15.039999961853027
2010-04-26,15.09000015258789
2010-04-27,14.350000381469727
2010-04-28,13.970000267028809
2010-04-29,16.790000915527344
2010-04-30,15.550000190734863
2010-05-03,15.930000305175781
2010-05-04,15.170000076293945
2010-05-05,14.600000381469727
2010-05-06,13.869999885559082
2010-05-07,13.3100004196167
2010-05-10,14.479999542236328
2010-05-11,14.800000190734863
2010-05-12,15.40999984741211
2010-05-13,14.770000457763672
2010-05-14,14.109999656677246
2010-05-17,13.670000076293945
2010-05-18,13.489999771118164
2010-05-19,13.0
2010-05-20,12.109999656677246
2010-05-21,12.460000038146973
2010-05-24,12.260000228881836
2010-05-25,12.59000015258789
2010-05-26,12.859999656677246
2010-05-27,13.390000343322754
2010-05-28,13.220000267028809
2010-06-01,12.4399995803833
2010-06-02,12.670000076293945
2010-06-03,13.390000343322754
2010-06-04,12.59000015258789
2010-06-07,11.699999809265137
2010-06-08,11.630000114440918
2010-06-09,11.960000038146973
2010-06-10,12.399999618530273
2010-06-11,12.75
2010-06-14,12.899999618530273
2010-06-15,13.6899995803833
2010-06-16,13.289999961853027
2010-06-17,12.960000038146973
2010-06-18,12.239999771118164
2010-06-21,11.819999694824219
2010-06-22,11.359999656677246
2010-06-23,11.720000267028809
2010-06-24,11.279999732971191
2010-06-25,11.369999885559082
2010-06-28,10.960000038146973
2010-06-29,10.710000038146973
2010-06-30,10.539999961853027
2010-07-01,10.270000457763672
2010-07-02,10.34000015258789
2010-07-06,9.819999694824219
2010-07-07,10.270000457763672
2010-07-08,10.329999923706055
2010-07-09,10.289999961853027
2010-07-12,10.109999656677246
2010-07-13,10.930000305175781
2010-07-14,11.079999923706055
2010-07-15,11.039999961853027
2010-07-16,10.40999984741211
2010-07-19,10.380000114440918
2010-07-20,10.989999771118164
2010-07-21,10.880000114440918
2010-07-22,11.850000381469727
2010-07-23,12.319999694824219
2010-07-26,12.75
2010-07-27,13.609999656677246
2010-07-28,13.359999656677246
2010-07-29,13.279999732971191
2010-07-30,13.460000038146973
2010-08-02,14.050000190734863
2010-08-03,13.779999732971191
2010-08-04,13.760000228881836
2010-08-05,13.460000038146973
2010-08-06,13.90999984741211
2010-08-09,14.420000076293945
2010-08-10,14.0
2010-08-11,13.1899995803833
2010-08-12,13.15999984741211
2010-08-13,12.880000114440918
2010-08-16,12.710000038146973
2010-08-17,13.039999961853027
2010-08-18,13.319999694824219
2010-08-19,12.720000267028809
2010-08-20,12.760000228881836
2010-08-23,12.170000076293945
2010-08-24,12.100000381469727
2010-08-25,12.109999656677246
2010-08-26,12.020000457763672
2010-08-27,12.489999771118164
2010-08-30,11.899999618530273
2010-08-31,11.930000305175781
2010-09-01,12.90999984741211
2010-09-02,13.130000114440918
2010-09-03,13.600000381469727
2010-09-07,13.079999923706055
2010-09-08,13.039999961853027
2010-09-09,12.880000114440918
2010-09-10,12.770000457763672
2010-09-13,12.819999694824219
2010-09-14,12.6899995803833
2010-09-15,12.800000190734863
2010-09-16,12.390000343322754
2010-09-17,12.239999771118164
2010-09-20,13.0
2010-09-21,12.90999984741211
2010-09-22,12.609999656677246
2010-09-23,12.6899995803833
2010-09-24,13.40999984741211
2010-09-27,13.720000267028809
2010-09-28,13.770000457763672
2010-09-29,13.960000038146973
2010-09-30,14.069999694824219
2010-10-01,14.40999984741211
2010-10-04,13.729999542236328
2010-10-05,14.260000228881836
2010-10-06,14.25
2010-10-07,14.289999961853027
2010-10-08,14.449999809265137
2010-10-11,14.319999694824219
2010-10-12,14.5600004196167
2010-10-13,14.699999809265137
2010-10-14,14.609999656677246
2010-10-15,14.579999923706055
2010-10-18,15.079999923706055
2010-10-19,14.460000038146973
2010-10-20,14.65999984741211
2010-10-21,14.899999618530273
2010-10-22,14.779999732971191
2010-10-25,14.829999923706055
2010-10-26,14.369999885559082
2010-10-27,14.399999618530273
2010-10-28,14.380000114440918
2010-10-29,14.420000076293945
2010-11-01,14.569999694824219
2010-11-02,14.899999618530273
2010-11-03,15.0
2010-11-04,15.829999923706055
2010-11-05,15.8100004196167
2010-11-08,16.010000228881836
2010-11-09,15.859999656677246
2010-11-10,16.030000686645508
2010-11-11,15.890000343322754
2010-11-12,15.619999885559082
2010-11-15,15.5600004196167
2010-11-16,15.449999809265137
2010-11-17,15.380000114440918
2010-11-18,16.030000686645508
2010-11-19,15.649999618530273
2010-11-22,15.600000381469727
2010-11-23,15.449999809265137
2010-11-24,16.149999618530273
2010-11-26,16.100000381469727
2010-11-29,16.0
2010-11-30,15.739999771118164
2010-12-01,16.139999389648438
2010-12-02,16.75
2010-12-03,17.1299991607666
2010-12-06,17.1299991607666
2010-12-07,17.280000686645508
2010-12-08,17.010000228881836
2010-12-09,17.040000915527344
2010-12-10,17.540000915527344
2010-12-13,16.799999237060547
2010-12-14,16.940000534057617
2010-12-15,16.899999618530273
2010-12-16,17.040000915527344
2010-12-17,16.8700008392334
2010-12-20,17.5
2010-12-21,18.670000076293945
2010-12-22,18.139999389648438
2010-12-23,18.059999465942383
2010-12-27,18.100000381469727
2010-12-28,17.81999969482422
2010-12-29,18.450000762939453
2010-12-30,18.799999237060547
2010-12-31,18.479999542236328
2011-01-03,18.760000228881836
2011-01-04,18.510000228881836
2011-01-05,18.6299991607666
2011-01-06,18.6200008392334
2011-01-07,18.719999313354492
2011-01-10,18.90999984741211
2011-01-11,18.760000228881836
2011-01-12,18.829999923706055
2011-01-13,18.59000015258789
2011-01-14,18.559999465942383
2011-01-18,18.389999389648438
2011-01-19,18.15999984741211
2011-01-20,18.020000457763672
2011-01-21,18.110000610351562
2011-01-24,18.309999465942383
2011-01-25,18.329999923706055
2011-01-26,18.989999771118164
2011-01-27,19.3700008392334
2011-01-28,18.420000076293945
2011-01-31,18.40999984741211
2011-02-01,18.709999084472656
2011-02-02,18.5
2011-02-03,18.68000030517578
2011-02-04,18.780000686645508
2011-02-07,19.479999542236328
2011-02-08,19.93000030517578
2011-02-09,19.59000015258789
2011-02-10,19.56999969482422
2011-02-11,19.979999542236328
2011-02-14,19.59000015258789
2011-02-15,19.06999969482422
2011-02-16,18.81999969482422
2011-02-17,18.450000762939453
2011-02-18,18.299999237060547
2011-02-22,19.40999984741211
2011-02-23,18.420000076293945
2011-02-24,18.15999984741211
2011-02-25,18.559999465942383
2011-02-28,18.450000762939453
2011-03-01,18.18000030517578
2011-03-02,18.530000686645508
2011-03-03,19.100000381469727
2011-03-04,19.110000610351562
2011-03-07,19.290000915527344
2011-03-08,19.549999237060547
2011-03-09,19.719999313354492
2011-03-10,18.920000076293945
2011-03-11,19.15999984741211
2011-03-14,17.799999237060547
2011-03-15,17.389999389648438
2011-03-16,17.139999389648438
2011-03-17,17.459999084472656
2011-03-18,17.040000915527344
2011-03-21,18.209999084472656
2011-03-22,17.450000762939453
