Date,HNRG
2010-01-04,5.503910541534424
2010-01-05,5.503910541534424
2010-01-06,5.503910541534424
2010-01-07,5.7607598304748535
2010-01-08,5.503910541534424
2010-01-11,5.503910541534424
2010-01-12,5.503910541534424
2010-01-13,5.503910541534424
2010-01-14,5.7607598304748535
2010-01-15,5.503910541534424
2010-01-19,5.870838165283203
2010-01-20,6.604692459106445
2010-01-21,6.604692459106445
2010-01-22,6.824850082397461
2010-01-25,6.971621036529541
2010-01-26,6.971621036529541
2010-01-27,6.971621036529541
2010-01-28,6.971621036529541
2010-01-29,6.971621036529541
2010-02-01,6.971621036529541
2010-02-02,7.155084133148193
2010-02-03,6.604692459106445
2010-02-04,6.604692459106445
2010-02-05,6.898232460021973
2010-02-08,6.237765789031982
2010-02-09,6.237765789031982
2010-02-10,6.237765789031982
2010-02-11,6.054300785064697
2010-02-12,6.237765789031982
2010-02-16,7.155084133148193
2010-02-17,7.155084133148193
2010-02-18,6.971621036529541
2010-02-19,6.971621036529541
2010-02-22,6.971621036529541
2010-02-23,6.054300785064697
2010-02-24,6.054300785064697
2010-02-25,6.105669021606445
2010-02-26,6.53130578994751
2010-03-01,6.53130578994751
2010-03-02,6.0909929275512695
2010-03-03,6.0909929275512695
2010-03-04,6.274456977844238
2010-03-05,6.604692459106445
2010-03-08,7.155084133148193
2010-03-09,7.155084133148193
2010-03-10,6.971621036529541
2010-03-11,7.147744178771973
2010-03-12,7.147744178771973
2010-03-15,7.155084133148193
2010-03-16,7.191777229309082
2010-03-17,6.656062126159668
2010-03-18,6.604692459106445
2010-03-19,6.604692459106445
2010-03-22,6.604692459106445
2010-03-23,6.971621036529541
2010-03-24,6.971621036529541
2010-03-25,6.971621036529541
2010-03-26,6.641386985778809
2010-03-29,6.604692459106445
2010-03-30,6.164379119873047
2010-03-31,6.164379119873047
2010-04-01,6.164379119873047
2010-04-05,6.237765789031982
2010-04-06,6.237765789031982
2010-04-07,6.237765789031982
2010-04-08,6.604692459106445
2010-04-09,6.604692459106445
2010-04-12,6.604692459106445
2010-04-13,7.008314609527588
2010-04-14,6.788155555725098
2010-04-15,6.788155555725098
2010-04-16,6.788155555725098
2010-04-19,6.3111491203308105
2010-04-20,7.1183905601501465
2010-04-21,7.1183905601501465
2010-04-22,7.1183905601501465
2010-04-23,7.1183905601501465
2010-04-26,6.274456977844238
2010-04-27,6.274456977844238
2010-04-28,6.51663064956665
2010-04-29,6.604692459106445
2010-04-30,6.127687931060791
2010-05-03,6.127687931060791
2010-05-04,6.164379119873047
2010-05-05,6.355180740356445
2010-05-06,6.054300785064697
2010-05-07,6.054300785064697
2010-05-10,6.0909929275512695
2010-05-11,6.0909929275512695
2010-05-12,6.0909929275512695
2010-05-13,6.0909929275512695
2010-05-14,6.0909929275512695
2010-05-17,6.164379119873047
2010-05-18,6.164379119873047
2010-05-19,6.164379119873047
2010-05-20,6.604692459106445
2010-05-21,7.338546276092529
2010-05-24,7.338546276092529
2010-05-25,6.971621036529541
2010-05-26,6.927589416503906
2010-05-27,6.788155555725098
2010-05-28,7.338546276092529
2010-06-01,8.7842435836792
2010-06-02,8.732870101928711
2010-06-03,8.806258201599121
2010-06-04,8.277880668640137
2010-06-07,8.072402000427246
2010-06-08,8.989720344543457
2010-06-09,8.769562721252441
2010-06-10,9.430034637451172
2010-06-11,9.055766105651855
2010-06-14,9.540109634399414
2010-06-15,9.540109634399414
2010-06-16,9.319955825805664
2010-06-17,9.165844917297363
2010-06-18,9.019074440002441
2010-06-21,8.248527526855469
2010-06-22,8.248527526855469
2010-06-23,9.209877967834473
2010-06-24,9.209877967834473
2010-06-25,8.321910858154297
2010-06-28,7.448624134063721
2010-06-29,6.898232460021973
2010-06-30,6.567999839782715
2010-07-01,6.120347499847412
2010-07-02,6.0396223068237305
2010-07-06,5.6433424949646
2010-07-07,5.472331523895264
2010-07-08,6.163808822631836
2010-07-09,6.11919641494751
2010-07-12,5.8812689781188965
2010-07-13,5.955621719360352
2010-07-14,5.769741535186768
2010-07-15,5.725130081176758
2010-07-16,5.725130081176758
2010-07-19,5.8069167137146
2010-07-20,6.163808822631836
2010-07-21,6.096892356872559
2010-07-22,6.49839448928833
2010-07-23,6.9222025871276855
2010-07-26,6.825544357299805
2010-07-27,6.66196870803833
2010-07-28,6.60992431640625
2010-07-29,6.728886604309082
2010-07-30,6.513264179229736
2010-08-02,6.602488040924072
2010-08-03,6.9222025871276855
2010-08-04,7.39805793762207
2010-08-05,8.282849311828613
2010-08-06,8.260543823242188
2010-08-09,8.95945930480957
2010-08-10,8.312593460083008
2010-08-11,7.658292293548584
2010-08-12,7.643418312072754
2010-08-13,7.531891822814941
2010-08-16,8.208497047424316
2010-08-17,8.357205390930176
2010-08-18,8.885106086730957
2010-08-19,8.327461242675781
2010-08-20,8.29028606414795
2010-08-23,8.201064109802246
2010-08-24,7.613678932189941
2010-08-25,8.067228317260742
2010-08-26,7.754947185516357
2010-08-27,8.810751914978027
2010-08-30,8.438989639282227
2010-08-31,8.156453132629395
2010-09-01,8.847930908203125
2010-09-02,8.65461254119873
2010-09-03,8.706658363342285
2010-09-07,8.364636421203613
2010-09-08,8.141579627990723
2010-09-09,8.082098007202148
2010-09-10,8.044921875
