Date,CSCO
2010-01-04,16.15816879272461
2010-01-05,16.086181640625
2010-01-06,15.981462478637695
2010-01-07,16.053451538085938
2010-01-08,16.138534545898438
2010-01-11,16.092723846435547
2010-01-12,15.83749008178711
2010-01-13,16.12544822692871
2010-01-14,16.328325271606445
2010-01-15,15.96838092803955
2010-01-19,16.26288414001465
2010-01-20,15.974920272827148
2010-01-21,15.693513870239258
2010-01-22,15.032527923583984
2010-01-25,15.045619010925293
2010-01-26,14.986716270446777
2010-01-27,15.150330543518066
2010-01-28,14.738028526306152
2010-01-29,14.705305099487305
2010-02-01,14.875457763671875
2010-02-02,15.0652494430542
2010-02-03,15.09797191619873
2010-02-04,15.15687370300293
2010-02-05,15.510273933410645
2010-02-08,15.37938404083252
2010-02-09,15.634613037109375
2010-02-10,15.54953384399414
2010-02-11,15.660795211791992
2010-02-12,15.54953384399414
2010-02-16,15.706600189208984
2010-02-17,15.752408027648926
2010-02-18,15.889843940734863
2010-02-19,15.942203521728516
2010-02-22,15.902926445007324
2010-02-23,15.739320755004883
2010-02-24,15.929107666015625
2010-02-25,15.922564506530762
2010-02-26,15.922564506530762
2010-03-01,16.09926986694336
2010-03-02,16.105810165405273
2010-03-03,16.256336212158203
2010-03-04,16.328325271606445
2010-03-05,16.49848175048828
2010-03-08,17.100568771362305
2010-03-09,17.100568771362305
2010-03-10,16.930408477783203
2010-03-11,16.99585723876953
2010-03-12,16.936952590942383
2010-03-15,17.067842483520508
2010-03-16,17.1136531829834
2010-03-17,17.185640335083008
2010-03-18,17.238000869750977
2010-03-19,17.1136531829834
2010-03-22,17.19873809814453
2010-03-23,17.434329986572266
2010-03-24,17.30998992919922
2010-03-25,17.296897888183594
2010-03-26,17.32306671142578
2010-03-29,17.349245071411133
2010-03-30,17.440868377685547
2010-03-31,17.03511619567871
2010-04-01,16.90422821044922
2010-04-05,17.126737594604492
2010-04-06,17.159465789794922
2010-04-07,17.238000869750977
2010-04-08,17.19873809814453
2010-04-09,17.40814781188965
2010-04-12,17.362333297729492
2010-04-13,17.303443908691406
2010-04-14,17.591388702392578
2010-04-15,17.807361602783203
2010-04-16,17.65683937072754
2010-04-19,17.715736389160156
2010-04-20,17.78772735595703
2010-04-21,17.82699966430664
2010-04-22,17.87934684753418
2010-04-23,17.977519989013672
2010-04-26,18.042959213256836
2010-04-27,17.676475524902344
2010-04-28,17.696104049682617
2010-04-29,18.01677703857422
2010-04-30,17.62411880493164
2010-05-03,18.02332878112793
2010-05-04,17.381975173950195
2010-05-05,17.375436782836914
2010-05-06,16.681726455688477
2010-05-07,16.171253204345703
2010-05-10,17.100568771362305
2010-05-11,16.989309310913086
2010-05-12,17.499771118164062
2010-05-13,16.707901000976562
2010-05-14,16.3217716217041
2010-05-17,16.275970458984375
2010-05-18,15.942203521728516
2010-05-19,15.876758575439453
2010-05-20,15.255038261413574
2010-05-21,15.353208541870117
2010-05-24,15.294304847717285
2010-05-25,15.255038261413574
2010-05-26,14.980169296264648
2010-05-27,15.490633964538574
2010-05-28,15.15687370300293
2010-06-01,15.052162170410156
2010-06-02,15.281221389770508
2010-06-03,15.523357391357422
2010-06-04,15.025986671447754
2010-06-07,14.895094871520996
2010-06-08,15.025986671447754
2010-06-09,14.908181190490723
2010-06-10,14.901636123657227
2010-06-11,14.99326229095459
2010-06-14,14.895094871520996
2010-06-15,15.268126487731934
2010-06-16,15.241947174072266
2010-06-17,15.163414001464844
2010-06-18,15.372838020324707
2010-06-21,15.274678230285645
2010-06-22,15.032527923583984
2010-06-23,14.96053409576416
2010-06-24,14.77074909210205
2010-06-25,14.51551628112793
2010-06-28,14.67258358001709
2010-06-29,14.149030685424805
2010-06-30,13.946152687072754
2010-07-01,13.913436889648438
2010-07-02,13.828353881835938
2010-07-06,13.965785026550293
2010-07-07,14.711846351623535
2010-07-08,14.757660865783691
2010-07-09,14.855826377868652
2010-07-12,14.96053409576416
2010-07-13,15.111059188842773
2010-07-14,15.536446571350098
2010-07-15,15.654244422912598
2010-07-16,14.8885498046875
2010-07-19,14.875457763671875
2010-07-20,15.084882736206055
2010-07-21,14.764199256896973
2010-07-22,15.228857040405273
2010-07-23,15.281221389770508
2010-07-26,15.451363563537598
2010-07-27,15.248494148254395
2010-07-28,15.307394981384277
2010-07-29,15.18958854675293
2010-07-30,15.09797191619873
2010-08-02,15.575709342956543
2010-08-03,15.588801383972168
2010-08-04,15.798221588134766
2010-08-05,15.817855834960938
2010-08-06,15.752408027648926
2010-08-09,16.210521697998047
2010-08-10,15.909473419189453
2010-08-11,15.529905319213867
2010-08-12,13.97887897491455
2010-08-13,13.97887897491455
2010-08-16,14.338826179504395
2010-08-17,14.430441856384277
2010-08-18,14.666041374206543
2010-08-19,14.541690826416016
2010-08-20,14.548239707946777
2010-08-23,14.188302040100098
2010-08-24,13.828353881835938
2010-08-25,13.880709648132324
2010-08-26,13.54694938659668
2010-08-27,13.618931770324707
2010-08-30,13.298262596130371
2010-08-31,13.082287788391113
2010-09-01,13.258988380432129
2010-09-02,13.429146766662598
2010-09-03,13.769454956054688
2010-09-07,13.468413352966309
2010-09-08,13.50767993927002
2010-09-09,13.488044738769531
2010-09-10,13.494589805603027
2010-09-13,13.913436889648438
2010-09-14,14.037776947021484
2010-09-15,14.129395484924316
