Date,KVUE
2023-05-04,24.679973602294922
2023-05-05,24.312984466552734
2023-05-08,24.322158813476562
2023-05-09,24.111141204833984
2023-05-10,24.083614349365234
2023-05-11,23.854249954223633
2023-05-12,24.312984466552734
2023-05-15,25.230453491210938
2023-05-16,24.79924201965332
2023-05-17,24.973562240600586
2023-05-18,24.80841827392578
2023-05-19,24.98273468017578
2023-05-22,23.918472290039062
2023-05-23,23.854249954223633
2023-05-24,24.26711082458496
2023-05-25,24.157014846801758
2023-05-26,24.129487991333008
2023-05-30,23.60653305053711
2023-05-31,23.019351959228516
2023-06-01,23.193666458129883
2023-06-02,23.441383361816406
2023-06-05,23.07439613342285
2023-06-06,23.09274673461914
2023-06-07,23.01017189025879
2023-06-08,23.037700653076172
2023-06-09,23.028526306152344
2023-06-12,22.95512580871582
2023-06-13,23.05604362487793
2023-06-14,23.24871826171875
2023-06-15,23.6248836517334
2023-06-16,24.083614349365234
2023-06-20,23.9092960357666
2023-06-21,24.037742614746094
2023-06-22,24.358856201171875
2023-06-23,24.294633865356445
2023-06-26,23.99186897277832
2023-06-27,23.753328323364258
2023-06-28,23.670753479003906
2023-06-29,23.845073699951172
2023-06-30,24.239587783813477
2023-07-03,23.890949249267578
2023-07-05,23.57900619506836
2023-07-06,23.5056095123291
2023-07-07,23.138620376586914
2023-07-10,23.166147232055664
2023-07-11,23.01017189025879
2023-07-12,23.166147232055664
2023-07-13,23.30376434326172
2023-07-14,22.88172721862793
2023-07-17,22.835851669311523
2023-07-18,22.7624568939209
2023-07-19,22.936779022216797
2023-07-20,22.48721694946289
2023-07-21,22.028480529785156
2023-07-24,22.16610336303711
2023-07-25,23.046873092651367
2023-07-26,22.652362823486328
2023-07-27,22.239500045776367
2023-07-28,22.386293411254883
2023-07-31,21.725717544555664
2023-08-01,21.698190689086914
2023-08-02,21.92755889892578
2023-08-03,22.0101318359375
2023-08-04,21.58809471130371
2023-08-07,21.59726905822754
2023-08-08,21.45047378540039
2023-08-09,21.422948837280273
2023-08-10,21.441301345825195
2023-08-11,21.76241683959961
2023-08-14,21.046785354614258
2023-08-15,21.340375900268555
2023-08-16,21.03761100769043
2023-08-17,20.89999008178711
2023-08-18,20.98256492614746
2023-08-21,21.010087966918945
2023-08-22,21.780763626098633
2023-08-23,21.67066764831543
2023-08-24,21.70736312866211
2023-08-25,21.253971099853516
2023-08-28,21.253971099853516
2023-08-29,21.15218734741211
2023-08-30,21.34650230407715
2023-08-31,21.32799530029297
2023-09-01,21.24471664428711
2023-09-05,20.920867919921875
2023-09-06,20.70804786682129
2023-09-07,19.421892166137695
2023-09-08,19.708730697631836
2023-09-11,20.42121124267578
2023-09-12,19.486661911010742
2023-09-13,19.986318588256836
2023-09-14,20.115861892700195
2023-09-15,19.63471031188965
2023-09-18,19.50516700744629
2023-09-19,19.486661911010742
2023-09-20,19.329362869262695
2023-09-21,19.283100128173828
2023-09-22,19.01476287841797
2023-09-25,19.273845672607422
2023-09-26,19.098037719726562
2023-09-27,18.709415435791016
2023-09-28,18.607637405395508
2023-09-29,18.579877853393555
2023-10-02,18.80194664001465
2023-10-03,18.496597290039062
2023-10-04,18.256023406982422
2023-10-05,18.283782958984375
2023-10-06,18.57062339782715
2023-10-09,18.38556671142578
2023-10-10,18.219011306762695
2023-10-11,18.10797691345215
2023-10-12,17.87665367126465
2023-10-13,17.92291831970215
2023-10-16,18.08022117614746
2023-10-17,18.302291870117188
2023-10-18,18.561370849609375
2023-10-19,18.357807159423828
2023-10-20,18.265275955200195
2023-10-23,18.209758758544922
2023-10-24,18.48734474182129
2023-10-25,18.256023406982422
2023-10-26,17.29372215270996
2023-10-27,16.849580764770508
2023-10-30,17.247455596923828
2023-10-31,17.210445404052734
2023-11-01,17.469524383544922
2023-11-02,17.793378829956055
2023-11-03,17.92291831970215
2023-11-06,17.90441131591797
2023-11-07,18.32514190673828
2023-11-08,17.913761138916016
2023-11-09,17.969858169555664
2023-11-10,17.90441131591797
2023-11-13,17.857664108276367
2023-11-14,18.14750099182129
2023-11-15,18.32514190673828
2023-11-16,18.334491729736328
2023-11-17,18.399940490722656
2023-11-20,18.46538543701172
2023-11-21,18.605628967285156
2023-11-22,18.736526489257812
2023-11-24,18.932865142822266
2023-11-27,18.84872055053711
2023-11-28,18.84872055053711
2023-11-29,18.773923873901367
2023-11-30,19.110506057739258
2023-12-01,19.3442440032959
2023-12-04,19.278799057006836
2023-12-05,18.858068466186523
2023-12-06,18.128801345825195
2023-12-07,19.456439971923828
2023-12-08,19.269451141357422
2023-12-11,19.250751495361328
2023-12-12,19.40034294128418
2023-12-13,19.67148208618164
2023-12-14,19.6901798248291
2023-12-15,19.624731063842773
2023-12-18,19.643428802490234
2023-12-19,20.073509216308594
2023-12-20,19.58733367919922
2023-12-21,19.839771270751953
