Date,NWPX
2010-01-04,27.719999313354492
2010-01-05,27.829999923706055
2010-01-06,27.700000762939453
2010-01-07,28.31999969482422
2010-01-08,28.260000228881836
2010-01-11,27.829999923706055
2010-01-12,28.559999465942383
2010-01-13,28.989999771118164
2010-01-14,28.530000686645508
2010-01-15,27.6200008392334
2010-01-19,27.520000457763672
2010-01-20,26.34000015258789
2010-01-21,25.450000762939453
2010-01-22,24.5
2010-01-25,24.610000610351562
2010-01-26,24.1200008392334
2010-01-27,23.8700008392334
2010-01-28,23.469999313354492
2010-01-29,23.920000076293945
2010-02-01,23.90999984741211
2010-02-02,24.299999237060547
2010-02-03,23.719999313354492
2010-02-04,22.59000015258789
2010-02-05,22.479999542236328
2010-02-08,21.809999465942383
2010-02-09,22.09000015258789
2010-02-10,21.920000076293945
2010-02-11,22.65999984741211
2010-02-12,22.520000457763672
2010-02-16,23.8700008392334
2010-02-17,23.799999237060547
2010-02-18,24.350000381469727
2010-02-19,24.770000457763672
2010-02-22,24.81999969482422
2010-02-23,24.190000534057617
2010-02-24,24.1299991607666
2010-02-25,24.420000076293945
2010-02-26,23.6299991607666
2010-03-01,24.860000610351562
2010-03-02,24.760000228881836
2010-03-03,24.979999542236328
2010-03-04,24.610000610351562
2010-03-05,25.110000610351562
2010-03-08,25.25
2010-03-09,24.969999313354492
2010-03-10,25.350000381469727
2010-03-11,25.1200008392334
2010-03-12,24.899999618530273
2010-03-15,24.139999389648438
2010-03-16,24.020000457763672
2010-03-17,20.1200008392334
2010-03-18,21.290000915527344
2010-03-19,21.75
2010-03-22,21.889999389648438
2010-03-23,22.8799991607666
2010-03-24,23.149999618530273
2010-03-25,23.549999237060547
2010-03-26,23.709999084472656
2010-03-29,24.149999618530273
2010-03-30,21.5
2010-03-31,21.850000381469727
2010-04-01,21.959999084472656
2010-04-05,21.700000762939453
2010-04-06,22.399999618530273
2010-04-07,22.360000610351562
2010-04-08,22.34000015258789
2010-04-09,22.1200008392334
2010-04-12,22.040000915527344
2010-04-13,22.719999313354492
2010-04-14,23.290000915527344
2010-04-15,23.469999313354492
2010-04-16,23.239999771118164
2010-04-19,23.610000610351562
2010-04-20,23.639999389648438
2010-04-21,23.850000381469727
2010-04-22,24.950000762939453
2010-04-23,24.850000381469727
2010-04-26,24.600000381469727
2010-04-27,23.399999618530273
2010-04-28,23.040000915527344
2010-04-29,24.020000457763672
2010-04-30,24.1200008392334
2010-05-03,24.3799991607666
2010-05-04,23.1299991607666
2010-05-05,22.940000534057617
2010-05-06,22.729999542236328
2010-05-07,22.350000381469727
2010-05-10,23.149999618530273
2010-05-11,23.479999542236328
2010-05-12,23.81999969482422
2010-05-13,23.559999465942383
2010-05-14,22.290000915527344
2010-05-17,22.3799991607666
2010-05-18,22.09000015258789
2010-05-19,21.520000457763672
2010-05-20,20.3799991607666
2010-05-21,20.459999084472656
2010-05-24,20.540000915527344
2010-05-25,20.6299991607666
2010-05-26,20.200000762939453
2010-05-27,21.200000762939453
2010-05-28,20.540000915527344
2010-06-01,19.959999084472656
2010-06-02,19.899999618530273
2010-06-03,19.709999084472656
2010-06-04,18.649999618530273
2010-06-07,18.780000686645508
2010-06-08,18.610000610351562
2010-06-09,18.75
2010-06-10,19.6299991607666
2010-06-11,19.229999542236328
2010-06-14,19.350000381469727
2010-06-15,19.989999771118164
2010-06-16,20.010000228881836
2010-06-17,20.270000457763672
2010-06-18,20.260000228881836
2010-06-21,20.170000076293945
2010-06-22,19.809999465942383
2010-06-23,19.149999618530273
2010-06-24,19.020000457763672
2010-06-25,19.350000381469727
2010-06-28,19.989999771118164
2010-06-29,19.290000915527344
2010-06-30,19.0
2010-07-01,19.030000686645508
2010-07-02,17.93000030517578
2010-07-06,17.43000030517578
2010-07-07,18.229999542236328
2010-07-08,18.209999084472656
2010-07-09,17.889999389648438
2010-07-12,17.59000015258789
2010-07-13,18.670000076293945
2010-07-14,18.719999313354492
2010-07-15,18.6299991607666
2010-07-16,18.5
2010-07-19,18.530000686645508
2010-07-20,18.420000076293945
2010-07-21,18.059999465942383
2010-07-22,18.31999969482422
2010-07-23,18.75
2010-07-26,19.149999618530273
2010-07-27,19.149999618530273
2010-07-28,18.15999984741211
2010-07-29,18.139999389648438
2010-07-30,18.170000076293945
2010-08-02,18.790000915527344
2010-08-03,18.979999542236328
2010-08-04,19.8700008392334
2010-08-05,19.469999313354492
2010-08-06,18.65999984741211
2010-08-09,18.200000762939453
2010-08-10,17.309999465942383
2010-08-11,16.299999237060547
2010-08-12,16.139999389648438
2010-08-13,15.609999656677246
2010-08-16,16.149999618530273
2010-08-17,16.3700008392334
2010-08-18,15.680000305175781
2010-08-19,15.529999732971191
