Date,PLYM
2017-06-09,11.09707260131836
2017-06-12,11.042764663696289
2017-06-13,11.000523567199707
2017-06-14,10.861733436584473
2017-06-15,10.922076225280762
2017-06-16,11.127243995666504
2017-06-19,10.8919038772583
2017-06-20,10.922076225280762
2017-06-21,10.893115043640137
2017-06-22,10.87380313873291
2017-06-23,11.030694961547852
2017-06-26,11.060866355895996
2017-06-27,10.861733436584473
2017-06-28,11.006559371948242
2017-06-29,10.8919038772583
2017-06-30,11.31430721282959
2017-07-03,11.31430721282959
2017-07-05,11.505048751831055
2017-07-06,11.353666305541992
2017-07-07,11.41421890258789
2017-07-10,10.899519920349121
2017-07-11,11.020624160766602
2017-07-12,10.905571937561035
2017-07-13,10.838963508605957
2017-07-14,10.899519920349121
2017-07-17,10.602812767028809
2017-07-18,10.499874114990234
2017-07-19,10.445374488830566
2017-07-20,10.233440399169922
2017-07-21,10.356363296508789
2017-07-24,10.505928039550781
2017-07-25,11.17200756072998
2017-07-26,10.627033233642578
2017-07-27,10.748135566711426
2017-07-28,10.717862129211426
2017-07-31,10.627033233642578
2017-08-01,11.020624160766602
2017-08-02,10.869244575500488
2017-08-03,10.620977401733398
2017-08-04,10.596756935119629
2017-08-07,10.505928039550781
2017-08-08,10.330323219299316
2017-08-09,10.384820938110352
2017-08-10,10.396930694580078
2017-08-11,10.32426643371582
2017-08-14,10.415098190307617
2017-08-15,10.696666717529297
2017-08-16,10.80263614654541
2017-08-17,10.687583923339844
2017-08-18,10.97823715209961
2017-08-21,10.838963508605957
2017-08-22,10.657307624816895
2017-08-23,11.202282905578613
2017-08-24,10.663365364074707
2017-08-25,10.96007251739502
2017-08-28,10.66942024230957
2017-08-29,10.899519920349121
2017-08-30,10.663365364074707
2017-08-31,10.96007251739502
2017-09-01,10.826854705810547
2017-09-05,10.881354331970215
2017-09-06,11.063014030456543
2017-09-07,11.020624160766602
2017-09-08,10.838963508605957
2017-09-11,11.202282905578613
2017-09-12,11.505048751831055
2017-09-13,11.020624160766602
2017-09-14,11.081178665161133
2017-09-15,10.633088111877441
2017-09-18,10.820799827575684
2017-09-19,10.869244575500488
2017-09-20,11.075128555297852
2017-09-21,11.17200756072998
2017-09-22,10.929794311523438
2017-09-25,10.96007251739502
2017-09-26,11.008512496948242
2017-09-27,11.008512496948242
2017-09-28,11.283649444580078
2017-09-29,11.258918762207031
2017-10-02,11.283649444580078
2017-10-03,11.172358512878418
2017-10-04,11.283649444580078
2017-10-05,11.302199363708496
2017-10-06,11.16679859161377
2017-10-09,11.315184593200684
2017-10-10,11.351663589477539
2017-10-11,11.38875961303711
2017-10-12,11.289834976196289
2017-10-13,11.296016693115234
2017-10-16,11.432039260864258
2017-10-17,11.377010345458984
2017-10-18,11.271285057067871
2017-10-19,11.320745468139648
2017-10-20,11.246552467346191
2017-10-23,11.12907886505127
2017-10-24,11.087654113769531
2017-10-25,11.27746868133545
2017-10-26,11.364027976989746
2017-10-27,11.339296340942383
2017-10-30,11.190909385681152
2017-10-31,11.190909385681152
2017-11-01,11.20327377319336
2017-11-02,11.048702239990234
2017-11-03,11.03633975982666
2017-11-06,11.283649444580078
2017-11-07,11.197091102600098
2017-11-08,11.271285057067871
2017-11-09,11.296016693115234
2017-11-10,11.296016693115234
2017-11-13,11.313946723937988
2017-11-14,11.308384895324707
2017-11-15,11.27746868133545
2017-11-16,11.27746868133545
2017-11-17,11.376392364501953
2017-11-20,11.370210647583008
2017-11-21,11.25273609161377
2017-11-22,11.07961654663086
2017-11-24,11.240370750427246
2017-11-27,11.005424499511719
2017-11-28,11.073432922363281
2017-11-29,11.030158042907715
2017-11-30,11.085798263549805
2017-12-01,11.122894287109375
2017-12-04,11.030158042907715
2017-12-05,11.005424499511719
2017-12-06,10.82612419128418
2017-12-07,11.00790023803711
2017-12-08,11.240370750427246
2017-12-11,10.894133567810059
2017-12-12,10.986875534057617
2017-12-13,11.03633975982666
2017-12-14,11.190909385681152
2017-12-15,11.302199363708496
2017-12-18,11.335585594177246
2017-12-19,11.26510238647461
2017-12-20,11.240370750427246
2017-12-21,11.289834976196289
2017-12-22,11.432039260864258
2017-12-26,11.382575035095215
2017-12-27,11.438220977783203
2017-12-28,11.517105102539062
2017-12-29,11.662251472473145
2018-01-02,11.674874305725098
2018-01-03,11.68749713897705
2018-01-04,11.517105102539062
2018-01-05,11.674874305725098
2018-01-08,11.504484176635742
2018-01-09,11.580212593078613
2018-01-10,11.397199630737305
2018-01-11,11.453997611999512
2018-01-12,11.529728889465332
2018-01-16,11.618077278137207
2018-01-17,11.308850288391113
2018-01-18,11.321475982666016
2018-01-19,11.346714973449707
2018-01-22,11.479240417480469
2018-01-23,11.472929954528809
2018-01-24,11.359336853027344
2018-01-25,11.334091186523438
2018-01-26,11.183268547058105
2018-01-29,10.886031150817871
2018-01-30,10.879718780517578
2018-01-31,11.119529724121094
2018-02-01,10.873406410217285
2018-02-02,10.936517715454102
2018-02-05,10.59573745727539
2018-02-06,10.85447883605957
2018-02-07,11.100598335266113
2018-02-08,10.772438049316406
2018-02-09,10.608359336853027
2018-02-12,10.734575271606445
2018-02-13,10.677776336669922
2018-02-14,10.59573745727539
2018-02-15,10.690398216247559
2018-02-16,10.923895835876465
2018-02-20,10.646223068237305
2018-02-21,10.254958152770996
2018-02-22,10.557872772216797
2018-02-23,10.690398216247559
2018-02-26,10.381172180175781
2018-02-27,10.507387161254883
2018-02-28,10.583114624023438
2018-03-01,10.564184188842773
2018-03-02,10.646223068237305
2018-03-05,10.785058975219727
2018-03-06,10.5389404296875
2018-03-07,10.715641021728516
2018-03-08,10.797684669494629
2018-03-09,10.8418550491333
2018-03-12,10.781271934509277
2018-03-13,11.043800354003906
2018-03-14,11.11322021484375
2018-03-15,11.100598335266113
2018-03-16,11.416132926940918
2018-03-19,11.252053260803223
2018-03-20,11.239431381225586
2018-03-21,11.233122825622559
2018-03-22,11.130888938903809
2018-03-23,11.201566696166992
2018-03-26,11.10690689086914
2018-03-27,10.968074798583984
2018-03-28,10.835846900939941
2018-03-29,11.080945014953613
2018-04-02,11.048693656921387
2018-04-03,11.119643211364746
2018-04-04,10.919696807861328
2018-04-05,11.199624061584473
2018-04-06,11.120933532714844
2018-04-09,11.02934455871582
2018-04-10,11.07449722290039
2018-04-11,10.964847564697266
2018-04-12,11.060304641723633
2018-04-13,11.019671440124512
2018-04-16,10.964847564697266
2018-04-17,10.964847564697266
2018-04-18,10.84229850769043
2018-04-19,10.739100456237793
2018-04-20,10.835846900939941
2018-04-23,10.59720230102539
2018-04-24,10.519801139831543
2018-04-25,10.59720230102539
2018-04-26,10.893896102905273
2018-04-27,11.073847770690918
2018-04-30,11.093844413757324
2018-05-01,11.087396621704102
2018-05-02,10.932600021362305
2018-05-03,10.803598403930664
2018-05-04,10.964847564697266
2018-05-07,11.061595916748047
2018-05-08,11.126096725463867
2018-05-09,11.190594673156738
2018-05-10,11.319591522216797
2018-05-11,11.480838775634766
2018-05-14,11.548563957214355
2018-05-15,11.551786422729492
2018-05-16,11.551786422729492
2018-05-17,11.4614896774292
2018-05-18,11.532438278198242
2018-05-21,10.474653244018555
2018-05-22,10.494004249572754
2018-05-23,10.455301284790039
2018-05-24,9.732914924621582
2018-05-25,10.287605285644531
2018-05-29,10.893896102905273
2018-05-30,10.700400352478027
2018-05-31,10.939048767089844
2018-06-01,10.964847564697266
2018-06-04,11.306694984436035
2018-06-05,11.306694984436035
2018-06-06,11.022895812988281
2018-06-07,11.048693656921387
2018-06-08,11.126096725463867
2018-06-11,11.087396621704102
2018-06-12,11.177694320678711
2018-06-13,11.162858009338379
2018-06-14,11.093844413757324
2018-06-15,11.158341407775879
2018-06-18,10.97774600982666
2018-06-19,10.97774600982666
2018-06-20,10.990645408630371
2018-06-21,10.968071937561035
2018-06-22,11.126096725463867
2018-06-25,10.84229850769043
2018-06-26,10.84229850769043
2018-06-27,10.539153099060059
2018-06-28,10.564237594604492
2018-06-29,10.562256813049316
2018-07-02,10.727293968200684
2018-07-03,10.483038902282715
2018-07-05,10.562256813049316
2018-07-06,10.51010513305664
2018-07-09,10.562256813049316
2018-07-10,10.52924919128418
2018-07-11,10.509448051452637
2018-07-12,10.603843688964844
2018-07-13,10.737195014953613
2018-07-16,10.69428539276123
2018-07-17,10.733893394470215
2018-07-18,10.628271102905273
2018-07-19,10.113361358642578
2018-07-20,10.232187271118164
2018-07-23,10.20907974243164
