Date,REG
2010-01-04,18.93036651611328
2010-01-05,19.06648063659668
2010-01-06,19.09370231628418
2010-01-07,19.240699768066406
2010-01-08,19.20803451538086
2010-01-11,19.496597290039062
2010-01-12,19.137256622314453
2010-01-13,19.692590713500977
2010-01-14,19.600038528442383
2010-01-15,19.83414649963379
2010-01-19,20.487489700317383
2010-01-20,19.986589431762695
2010-01-21,19.48569679260254
2010-01-22,18.941255569458008
2010-01-25,18.674476623535156
2010-01-26,18.603696823120117
2010-01-27,18.641813278198242
2010-01-28,18.36959457397461
2010-01-29,18.233474731445312
2010-02-01,18.66358757019043
2010-02-02,18.67992401123047
2010-02-03,18.331470489501953
2010-02-04,17.776140213012695
2010-02-05,18.429473876953125
2010-02-08,18.059253692626953
2010-02-09,17.727142333984375
2010-02-10,17.716257095336914
2010-02-11,17.781591415405273
2010-02-12,18.004148483276367
2010-02-16,18.57851791381836
2010-02-17,18.600614547729492
2010-02-18,18.87674903869629
2010-02-19,18.937501907348633
2010-02-22,18.733154296875
2010-02-23,18.51776695251465
2010-02-24,18.90436553955078
2010-02-25,18.998245239257812
2010-02-26,19.14737319946289
2010-03-01,19.50634765625
2010-03-02,19.533954620361328
2010-03-03,19.500818252563477
2010-03-04,19.578134536743164
2010-03-05,20.097274780273438
2010-03-08,20.312664031982422
2010-03-09,20.456254959106445
2010-03-10,20.32923126220703
2010-03-11,20.373409271240234
2010-03-12,20.748960494995117
2010-03-15,20.660593032836914
2010-03-16,21.356464385986328
2010-03-17,21.743053436279297
2010-03-18,21.533191680908203
2010-03-19,21.16316795349121
2010-03-22,21.47796058654785
2010-03-23,21.411685943603516
2010-03-24,21.41720962524414
2010-03-25,21.56632423400879
2010-03-26,21.31780242919922
2010-03-29,21.152116775512695
2010-03-30,20.9201602935791
2010-03-31,20.69373321533203
2010-04-01,20.688207626342773
2010-04-05,21.107940673828125
2010-04-06,21.56632423400879
2010-04-07,21.052705764770508
2010-04-08,20.953296661376953
2010-04-09,21.152116775512695
2010-04-12,20.8980712890625
2010-04-13,21.825895309448242
2010-04-14,21.8093204498291
2010-04-15,21.577369689941406
2010-04-16,21.19629669189453
2010-04-19,21.04718780517578
2010-04-20,21.290191650390625
2010-04-21,21.787229537963867
2010-04-22,22.0136661529541
2010-04-23,22.30637550354004
2010-04-26,22.433399200439453
2010-04-27,21.7651424407959
2010-04-28,21.83141326904297
2010-04-29,23.167924880981445
2010-04-30,22.670873641967773
2010-05-03,23.173433303833008
2010-05-04,22.218019485473633
2010-05-05,21.908740997314453
2010-05-06,21.89769172668457
2010-05-07,21.505578994750977
2010-05-10,23.057472229003906
2010-05-11,22.85312843322754
2010-05-12,22.980140686035156
2010-05-13,22.168310165405273
2010-05-14,21.190778732299805
2010-05-17,21.22599983215332
2010-05-18,20.722875595092773
2010-05-19,20.59430694580078
2010-05-20,19.766958236694336
2010-05-21,20.476905822753906
2010-05-24,20.046470642089844
2010-05-25,20.02410125732422
2010-05-26,19.716651916503906
2010-05-27,20.745243072509766
2010-05-28,20.54399871826172
2010-06-01,20.29802894592285
2010-06-02,20.510446548461914
2010-06-03,20.247716903686523
2010-06-04,19.02904510498047
2010-06-07,19.012277603149414
2010-06-08,19.61042594909668
2010-06-09,19.554529190063477
2010-06-10,20.493682861328125
2010-06-11,20.96326446533203
2010-06-14,20.996807098388672
2010-06-15,21.600542068481445
2010-06-16,21.432830810546875
2010-06-17,21.376935958862305
2010-06-18,21.27630615234375
2010-06-21,21.32662010192871
2010-06-22,20.499267578125
2010-06-23,20.56635856628418
2010-06-24,19.984975814819336
2010-06-25,20.588714599609375
2010-06-28,20.21976661682129
2010-06-29,19.453903198242188
