Date,DOW
2019-03-20,34.63999557495117
2019-03-21,34.06962203979492
2019-03-22,33.805301666259766
2019-03-25,34.18788146972656
2019-03-26,33.97919464111328
2019-03-27,34.84867477416992
2019-03-28,35.370361328125
2019-03-29,35.91291809082031
2019-04-01,37.213661193847656
2019-04-02,39.126502990722656
2019-04-03,39.56471633911133
2019-04-04,41.5332145690918
2019-04-05,39.81513595581055
2019-04-08,39.752525329589844
2019-04-09,39.140419006347656
2019-04-10,38.75088882446289
2019-04-11,38.18050765991211
2019-04-12,40.55245590209961
2019-04-15,40.19074630737305
2019-04-16,40.69156265258789
2019-04-17,40.566368103027344
2019-04-18,40.18378448486328
2019-04-22,40.26725769042969
2019-04-23,40.09336471557617
2019-04-24,38.93870544433594
2019-04-25,38.486572265625
2019-04-26,38.43092346191406
2019-04-29,38.604820251464844
2019-04-30,39.460391998291016
2019-05-01,39.043033599853516
2019-05-02,36.65718460083008
2019-05-03,37.07453536987305
2019-05-06,37.18583297729492
2019-05-07,36.83108139038086
2019-05-08,36.50416564941406
2019-05-09,36.81717300415039
2019-05-10,36.914546966552734
2019-05-13,35.43992233276367
2019-05-14,36.50416564941406
2019-05-15,36.83108139038086
2019-05-16,36.85195541381836
2019-05-17,35.3355827331543
2019-05-20,34.83475875854492
2019-05-21,35.21733856201172
2019-05-22,34.925193786621094
2019-05-23,33.88182067871094
2019-05-24,34.22264862060547
2019-05-28,33.77747344970703
2019-05-29,33.88182067871094
2019-05-30,34.206443786621094
2019-05-31,32.99966812133789
2019-06-03,33.846527099609375
2019-06-04,35.23680114746094
2019-06-05,35.526153564453125
2019-06-06,36.03427505493164
2019-06-07,36.20363998413086
2019-06-10,36.42947006225586
2019-06-11,36.72587966918945
2019-06-12,37.043460845947266
2019-06-13,37.318687438964844
2019-06-14,36.09778594970703
2019-06-17,34.82748794555664
2019-06-18,35.010982513427734
2019-06-19,34.22761535644531
2019-06-20,34.531089782714844
2019-06-21,34.12881088256836
2019-06-24,34.98979949951172
2019-06-25,35.06743240356445
2019-06-26,35.60378646850586
2019-06-27,35.92841720581055
2019-06-28,34.79926300048828
2019-07-01,35.39911651611328
2019-07-02,34.862770080566406
2019-07-03,34.81336975097656
2019-07-05,34.79926300048828
2019-07-08,34.24172592163086
2019-07-09,33.78300476074219
2019-07-10,33.55717468261719
2019-07-11,33.71950149536133
2019-07-12,35.081539154052734
2019-07-15,35.94253158569336
2019-07-16,36.92348861694336
2019-07-17,36.41535949707031
2019-07-18,36.52122116088867
2019-07-19,36.35890197753906
2019-07-22,35.90724182128906
2019-07-23,37.13520431518555
2019-07-24,37.25517272949219
2019-07-25,35.829620361328125
2019-07-26,34.65810775756836
2019-07-29,33.91004180908203
2019-07-30,34.157047271728516
2019-07-31,34.185272216796875
2019-08-01,33.06316375732422
2019-08-02,32.18102264404297
2019-08-05,31.59527587890625
2019-08-06,31.35532569885254
2019-08-07,31.679948806762695
2019-08-08,33.02083969116211
2019-08-09,32.91497039794922
2019-08-12,32.244529724121094
2019-08-13,33.06316375732422
2019-08-14,31.10832405090332
2019-08-15,30.614320755004883
2019-08-16,31.411773681640625
2019-08-19,32.18102264404297
2019-08-20,30.459049224853516
2019-08-21,30.543743133544922
2019-08-22,29.67569351196289
2019-08-23,28.73002052307129
2019-08-26,28.80765724182129
2019-08-27,29.05466079711914
2019-08-28,30.007389068603516
2019-08-29,30.402040481567383
2019-08-30,30.588592529296875
2019-09-03,29.99302864074707
2019-09-04,30.524024963378906
2019-09-05,31.112390518188477
2019-09-06,31.026288986206055
2019-09-09,31.89451789855957
2019-09-10,33.23630142211914
2019-09-11,33.638126373291016
2019-09-12,33.70270538330078
2019-09-13,34.585262298583984
2019-09-16,35.16646957397461
2019-09-17,34.441768646240234
2019-09-18,34.090171813964844
2019-09-19,34.183448791503906
2019-09-20,34.59244155883789
2019-09-23,34.37718963623047
2019-09-24,33.43721389770508
2019-09-25,34.21215057373047
2019-09-26,33.88926315307617
2019-09-27,33.77445983886719
2019-09-30,34.19063186645508
2019-10-01,32.98516845703125
2019-10-02,32.238929748535156
2019-10-03,32.51158905029297
2019-10-04,32.53312301635742
2019-10-07,32.411128997802734
2019-10-08,31.463979721069336
2019-10-09,31.578792572021484
2019-10-10,32.231754302978516
2019-10-11,33.8175163269043
2019-10-14,33.59506607055664
2019-10-15,33.867740631103516
2019-10-16,33.81033706665039
2019-10-17,34.30543899536133
2019-10-18,34.413063049316406
2019-10-21,33.81033706665039
2019-10-22,33.59506607055664
2019-10-23,33.88926315307617
2019-10-24,35.49654769897461
2019-10-25,36.22126007080078
2019-10-28,36.74505615234375
2019-10-29,36.94597625732422
2019-10-30,36.61589813232422
2019-10-31,36.228431701660156
2019-11-01,37.534358978271484
2019-11-04,38.86897277832031
2019-11-05,38.89049530029297
2019-11-06,38.94789123535156
2019-11-07,40.03855514526367
2019-11-08,40.174888610839844
2019-11-11,40.04573440551758
2019-11-12,39.57933044433594
2019-11-13,38.50302505493164
2019-11-14,38.71110916137695
2019-11-15,39.36406326293945
2019-11-18,38.97660827636719
2019-11-19,38.30928039550781
2019-11-20,37.79265213012695
2019-11-21,38.660884857177734
2019-11-22,38.89049530029297
2019-11-25,39.608028411865234
2019-11-26,39.72999954223633
2019-11-27,39.44658279418945
2019-11-29,38.785274505615234
2019-12-02,38.632659912109375
2019-12-03,37.65884780883789
2019-12-04,37.99314880371094
2019-12-05,37.78965759277344
2019-12-06,38.6762580871582
2019-12-09,38.712589263916016
2019-12-10,38.61085510253906
2019-12-11,38.589054107666016
2019-12-12,39.570125579833984
2019-12-13,38.719871520996094
2019-12-16,39.366641998291016
2019-12-17,39.722747802734375
2019-12-18,39.42478561401367
2019-12-19,39.62100601196289
2019-12-20,39.6864128112793
2019-12-23,39.91896057128906
2019-12-24,39.897159576416016
2019-12-26,40.12969970703125
2019-12-27,39.846290588378906
2019-12-30,39.490196228027344
2019-12-31,39.77360534667969
2020-01-02,39.06142807006836
2020-01-03,38.094879150390625
2020-01-06,37.94226837158203
2020-01-07,37.927730560302734
2020-01-08,38.3201789855957
2020-01-09,37.927730560302734
2020-01-10,37.426300048828125
2020-01-13,38.04401397705078
2020-01-14,37.96406936645508
2020-01-15,37.985870361328125
2020-01-16,38.138484954833984
2020-01-17,38.76347351074219
2020-01-21,38.2256965637207
2020-01-22,36.96846389770508
2020-01-23,36.51789093017578
2020-01-24,35.238861083984375
2020-01-27,34.28684616088867
2020-01-28,34.27231216430664
2020-01-29,36.09638595581055
2020-01-30,35.22433090209961
2020-01-31,33.48019027709961
2020-02-03,33.96709442138672
2020-02-04,34.919105529785156
2020-02-05,36.05278778076172
2020-02-06,35.75483322143555
2020-02-07,34.904563903808594
2020-02-10,35.020835876464844
2020-02-11,35.456871032714844
2020-02-12,35.88563537597656
2020-02-13,35.100772857666016
2020-02-14,35.34060287475586
2020-02-18,34.693817138671875
2020-02-19,34.56300735473633
2020-02-20,35.43506622314453
2020-02-21,35.100772857666016
2020-02-24,33.60372543334961
2020-02-25,31.93952751159668
2020-02-26,31.285476684570312
2020-02-27,29.217016220092773
2020-02-28,29.85232925415039
2020-03-02,30.598453521728516
2020-03-03,29.963144302368164
2020-03-04,30.96042823791504
2020-03-05,29.623321533203125
2020-03-06,28.788545608520508
2020-03-09,22.55361557006836
2020-03-10,23.196317672729492
2020-03-11,20.677227020263672
2020-03-12,17.485885620117188
2020-03-13,18.97813606262207
2020-03-16,16.252199172973633
2020-03-17,19.6503849029541
2020-03-18,19.532184600830078
2020-03-19,20.77326202392578
2020-03-20,20.270917892456055
2020-03-23,19.635608673095703
2020-03-24,21.031814575195312
2020-03-25,22.442806243896484
2020-03-26,21.925691604614258
2020-03-27,21.098302841186523
2020-03-30,21.164791107177734
2020-03-31,21.60064697265625
2020-04-01,19.975425720214844
2020-04-02,20.706775665283203
2020-04-03,20.66244888305664
2020-04-06,22.561006546020508
2020-04-07,23.883342742919922
2020-04-08,25.70063018798828
2020-04-09,27.008195877075195
2020-04-13,26.02567481994629
2020-04-14,26.129100799560547
2020-04-15,23.80946159362793
2020-04-16,23.366226196289062
2020-04-17,24.688562393188477
2020-04-20,23.292354583740234
2020-04-21,22.81216812133789
2020-04-22,23.521358489990234
2020-04-23,24.05324935913086
2020-04-24,24.46693992614746
2020-04-27,25.44207000732422
2020-04-28,26.49846649169922
2020-04-29,27.680442810058594
2020-04-30,27.104225158691406
2020-05-01,25.065319061279297
2020-05-04,24.422616958618164
2020-05-05,24.651626586914062
2020-05-06,23.610008239746094
2020-05-07,24.267480850219727
2020-05-08,25.360815048217773
2020-05-11,25.04315948486328
2020-05-12,24.96190071105957
2020-05-13,23.89811134338379
2020-05-14,24.755043029785156
2020-05-15,24.791990280151367
2020-05-18,27.141164779663086
2020-05-19,26.32855224609375
2020-05-20,26.72747802734375
2020-05-21,26.461532592773438
2020-05-22,26.683149337768555
2020-05-26,28.65557861328125
2020-05-27,29.416471481323242
2020-05-28,29.108169555664062
2020-05-29,29.02545738220215
2020-06-01,29.032981872558594
2020-06-02,30.52936363220215
2020-06-03,31.303876876831055
2020-06-04,32.11598205566406
2020-06-05,33.063446044921875
2020-06-08,34.51472854614258
2020-06-09,33.39432144165039
2020-06-10,32.77019119262695
2020-06-11,29.521743774414062
2020-06-12,31.00309181213379
2020-06-15,31.567062377929688
2020-06-16,31.770092010498047
2020-06-17,30.957983016967773
2020-06-18,31.26628303527832
2020-06-19,31.31891632080078
2020-06-22,31.386592864990234
2020-06-23,31.09332847595215
2020-06-24,28.91266632080078
2020-06-25,30.063154220581055
2020-06-26,29.927797317504883
2020-06-29,30.81511116027832
2020-06-30,30.64967918395996
2020-07-01,30.64215660095215
2020-07-02,31.2738037109375
2020-07-06,31.92048454284668
2020-07-07,31.348995208740234
2020-07-08,30.341381072998047
2020-07-09,29.657106399536133
2020-07-10,30.64967918395996
2020-07-13,31.0106201171875
2020-07-14,31.912954330444336
2020-07-15,32.58220291137695
2020-07-16,32.95817565917969
2020-07-17,32.837867736816406
2020-07-20,31.807693481445312
2020-07-21,32.3641357421875
2020-07-22,33.341678619384766
2020-07-23,32.198699951171875
2020-07-24,32.040794372558594
2020-07-27,33.08601760864258
2020-07-28,32.04831314086914
2020-07-29,32.725067138671875
2020-07-30,31.37907600402832
2020-07-31,30.875267028808594
2020-08-03,30.145870208740234
2020-08-04,31.070768356323242
2020-08-05,31.574583053588867
2020-08-06,31.61969566345215
2020-08-07,32.05583953857422
2020-08-10,33.68757629394531
2020-08-11,33.46199035644531
2020-08-12,33.29655075073242
2020-08-13,33.40934371948242
2020-08-14,33.74021530151367
2020-08-17,33.43191146850586
2020-08-18,33.61989974975586
2020-08-19,33.567264556884766
2020-08-20,32.85289764404297
2020-08-21,32.777713775634766
2020-08-24,34.68015670776367
2020-08-25,34.281620025634766
2020-08-26,34.84558868408203
2020-08-27,34.71023178100586
2020-08-28,35.16071319580078
2020-08-31,34.45063018798828
2020-09-01,36.092227935791016
2020-09-02,37.581119537353516
2020-09-03,36.947391510009766
2020-09-04,37.107730865478516
2020-09-08,36.596160888671875
2020-09-09,37.58876419067383
2020-09-10,37.18408203125
2020-09-11,38.0621452331543
2020-09-14,38.245391845703125
2020-09-15,38.99365997314453
2020-09-16,37.94761657714844
2020-09-17,38.91731262207031
2020-09-18,38.45918655395508
2020-09-21,36.58089065551758
2020-09-22,36.49690628051758
2020-09-23,35.687557220458984
2020-09-24,35.43559646606445
